timestamp,spot,near_price,far_price,near_expiry,far_expiry,near_dte,far_dte,spread,near_prem,far_prem,z_score,near_oi,far_oi
2026-03-20 13:13,284.8,284.7,280.8,30-MAR-2026,28-APR-2026,9,38,-3.8999999999999773,-0.10000000000002274,-4.0,,48483500,7693400
