timestamp,spot,near_price,far_price,near_expiry,far_expiry,near_dte,far_dte,spread,near_prem,far_prem,z_score,near_oi,far_oi
2026-03-20 13:13,4250.0,4248.5,4209.0,30-MAR-2026,28-APR-2026,9,38,-39.5,-1.5,-41.0,0.22676321326386625,1864900,801000
