timestamp,spot,near_price,far_price,near_expiry,far_expiry,near_dte,far_dte,spread,near_prem,far_prem,z_score,near_oi,far_oi
2026-03-20 13:13,189.58,189.15,188.93,30-MAR-2026,28-APR-2026,9,38,-0.21999999999999886,-0.4300000000000068,-0.6500000000000057,0.14067599845025272,159912000,49242000
