timestamp,spot,near_price,far_price,near_expiry,far_expiry,near_dte,far_dte,spread,near_prem,far_prem,z_score,near_oi,far_oi
2026-03-20 13:13,1154.4,1153.5,1149.0,30-MAR-2026,28-APR-2026,9,38,-4.5,-0.900000000000091,-5.400000000000091,0.5357229871964464,1937000,256500
