timestamp,spot,near_price,far_price,near_expiry,far_expiry,near_dte,far_dte,spread,near_prem,far_prem,z_score,near_oi,far_oi
2026-03-20 13:13,513.2,509.25,502.1,30-MAR-2026,28-APR-2026,9,38,-7.149999999999977,-3.9500000000000455,-11.100000000000023,0.23446354978311482,13134700,1815450
