Date,Expiry Date,Option Type,Strike Price,Open Price,High Price,Low Price,Close Price,Last Price,Settlement Price,Volume,Value  (₹ Lakhs) ,Premium Value  (₹ Lakhs) ,Open Interest,Change in OI
07-Aug-2025,28-Oct-2025,XX,"-","1,080.00","1,098.30","1,080.00","1,098.30","1,098.30","1,104.70",2250,"24,62,130.00","24,62,130.00",2250,2250
07-Aug-2025,28-Aug-2025,XX,"-","1,100.10","1,117.00","1,070.00","1,088.30","1,088.10","1,088.30",732600,"79,54,32,195.00","79,54,32,195.00",2248200,273600
06-Aug-2025,28-Aug-2025,XX,"-","1,109.20","1,125.90","1,095.00","1,109.40","1,112.90","1,109.40",451350,"50,19,77,160.00","50,19,77,160.00",1974600,19350
06-Aug-2025,30-Sep-2025,XX,"-","1,122.90","1,128.80","1,109.70","1,113.20","1,114.40","1,113.20",14850,"1,66,12,740.00","1,66,12,740.00",51750,900
06-Aug-2025,28-Oct-2025,XX,"-","-","-","-","1,099.10","-","1,126.40",0,"-","-",0,0
05-Aug-2025,28-Oct-2025,XX,"-","-","-","-","1,099.10","-","1,136.40",0,"-","-",0,0
05-Aug-2025,30-Sep-2025,XX,"-","1,121.80","1,134.80","1,118.60","1,120.30","1,118.60","1,120.30",19350,"2,17,69,380.00","2,17,69,380.00",50850,1800
05-Aug-2025,28-Aug-2025,XX,"-","1,122.80","1,130.00","1,113.20","1,118.90","1,115.10","1,118.90",335700,"37,64,52,360.00","37,64,52,360.00",1955250,-67500
04-Aug-2025,28-Aug-2025,XX,"-","1,100.20","1,124.90","1,092.50","1,119.30","1,121.30","1,119.30",641700,"71,27,93,340.00","71,27,93,340.00",2022750,-50850
04-Aug-2025,30-Sep-2025,XX,"-","1,104.00","1,126.00","1,098.30","1,122.40","1,123.90","1,122.40",21600,"2,40,42,825.00","2,40,42,825.00",49050,1350
04-Aug-2025,28-Oct-2025,XX,"-","-","-","-","1,099.10","-","1,139.90",0,"-","-",0,0
01-Aug-2025,30-Sep-2025,XX,"-","1,090.90","1,117.80","1,088.00","1,100.80","1,104.00","1,100.80",40950,"4,50,76,275.00","4,50,76,275.00",47700,-5400
01-Aug-2025,28-Aug-2025,XX,"-","1,075.40","1,119.30","1,075.40","1,096.40","1,098.30","1,096.40",912600,"1,00,29,30,390.00","1,00,29,30,390.00",2073600,-149400
01-Aug-2025,28-Oct-2025,XX,"-","-","-","-","1,099.10","-","1,117.80",0,"-","-",0,0
31-Jul-2025,28-Oct-2025,FF,"-","-","-","-","-","-","-",,"-","-",,
31-Jul-2025,28-Oct-2025,FF,"-","-","-","-","-","-","-",,"-","-",,
31-Jul-2025,28-Oct-2025,FF,"-","-","-","-","-","-","-",,"-","-",,
31-Jul-2025,28-Oct-2025,FF,"-","-","-","-","-","-","-",,"-","-",,
31-Jul-2025,28-Oct-2025,FF,"-","-","-","-","-","-","-",,"-","-",,
31-Jul-2025,28-Oct-2025,FF,"-","-","-","-","-","-","-",,"-","-",,
31-Jul-2025,28-Oct-2025,FF,"-","-","-","-","-","-","-",,"-","-",,
31-Jul-2025,28-Oct-2025,FF,"-","-","-","-","-","-","-",,"-","-",,
31-Jul-2025,28-Oct-2025,FF,"-","-","-","-","-","-","-",,"-","-",,
31-Jul-2025,30-Sep-2025,XX,"-","1,100.00","1,103.40","1,082.50","1,089.10","1,086.40","1,089.10",22050,"2,41,59,150.00","2,41,59,150.00",53100,16650
31-Jul-2025,28-Aug-2025,XX,"-","1,090.90","1,104.70","1,075.20","1,081.40","1,082.90","1,081.40",1081350,"1,17,82,12,815.00","1,17,82,12,815.00",2223000,282150
31-Jul-2025,31-Jul-2025,XX,"-","1,095.20","1,104.80","1,076.70","1,084.30","1,082.40","1,082.90",595800,"65,04,60,240.00","65,04,60,240.00",88650,-194400
31-Jul-2025,28-Oct-2025,FF,"-","-","-","-","-","-","-",,"-","-",,
30-Jul-2025,31-Jul-2025,XX,"-","1,132.20","1,135.10","1,107.70","1,110.70","1,111.60","1,110.70",509850,"56,98,99,530.00","56,98,99,530.00",283050,-238950
30-Jul-2025,30-Sep-2025,XX,"-","1,133.50","1,135.00","1,113.00","1,114.50","1,113.60","1,114.50",15750,"1,76,65,695.00","1,76,65,695.00",36450,7650
30-Jul-2025,28-Aug-2025,XX,"-","1,131.20","1,133.80","1,105.10","1,109.10","1,111.80","1,109.10",992700,"1,10,72,62,530.00","1,10,72,62,530.00",1940850,259650
29-Jul-2025,28-Aug-2025,XX,"-","1,142.60","1,149.60","1,115.00","1,127.10","1,127.30","1,127.10",789300,"89,23,29,300.00","89,23,29,300.00",1681200,307350
29-Jul-2025,31-Jul-2025,XX,"-","1,135.60","1,153.80","1,115.10","1,129.40","1,130.20","1,129.40",728550,"82,47,73,590.00","82,47,73,590.00",522000,-375750
29-Jul-2025,30-Sep-2025,XX,"-","1,146.80","1,146.80","1,129.30","1,131.30","1,133.30","1,131.30",4500,"51,02,055.00","51,02,055.00",28800,900
28-Jul-2025,30-Sep-2025,XX,"-","1,155.00","1,164.70","1,150.00","1,151.20","1,150.00","1,151.20",9450,"1,09,14,975.00","1,09,14,975.00",27900,2250
28-Jul-2025,28-Aug-2025,XX,"-","1,152.90","1,166.40","1,142.60","1,149.50","1,142.60","1,149.50",1451250,"1,67,56,74,315.00","1,67,56,74,315.00",1373850,755550
28-Jul-2025,31-Jul-2025,XX,"-","1,122.50","1,168.20","1,122.50","1,151.30","1,144.70","1,151.30",1047150,"1,21,02,77,790.00","1,21,02,77,790.00",897750,-134550
25-Jul-2025,28-Aug-2025,XX,"-","1,205.60","1,207.00","1,136.50","1,166.00","1,164.90","1,166.00",1313550,"1,52,55,62,235.00","1,52,55,62,235.00",618300,483750
25-Jul-2025,30-Sep-2025,XX,"-","1,185.30","1,189.50","1,140.80","1,166.60","1,168.80","1,166.60",25200,"2,93,67,720.00","2,93,67,720.00",25650,13050
25-Jul-2025,31-Jul-2025,XX,"-","1,200.00","1,204.60","1,138.40","1,166.60","1,170.30","1,166.60",1831050,"2,12,53,01,850.00","2,12,53,01,850.00",1032300,76500
24-Jul-2025,28-Aug-2025,XX,"-","1,256.60","1,259.70","1,231.20","1,239.80","1,235.00","1,239.80",85050,"10,54,02,825.00","10,54,02,825.00",134550,33300
24-Jul-2025,31-Jul-2025,XX,"-","1,254.00","1,260.20","1,225.00","1,236.30","1,229.70","1,236.30",291150,"35,99,65,575.00","35,99,65,575.00",955800,13050
24-Jul-2025,30-Sep-2025,XX,"-","-","-","-","1,267.30","1,267.30","1,246.70",0,"-","-",12600,0
23-Jul-2025,30-Sep-2025,XX,"-","1,261.10","1,267.80","1,258.00","1,267.30","1,267.30","1,276.40",2250,"28,43,010.00","28,43,010.00",12600,900
23-Jul-2025,31-Jul-2025,XX,"-","1,275.20","1,280.40","1,241.00","1,261.90","1,254.00","1,261.90",426600,"53,59,69,215.00","53,59,69,215.00",942750,-28350
23-Jul-2025,28-Aug-2025,XX,"-","1,265.00","1,266.60","1,248.10","1,262.70","1,263.10","1,262.70",58500,"7,35,97,590.00","7,35,97,590.00",101250,25650
