Date,Expiry Date,Option Type,Strike Price,Open Price,High Price,Low Price,Close Price,Last Price,Settlement Price,Volume,Value  (₹ Lakhs) ,Premium Value  (₹ Lakhs) ,Open Interest,Change in OI
28-Nov-2025,27-Jan-2026,XX,"-","611.30","615.30","604.50","609.00","609.60","609.00",86250,"5,24,90,750.00","5,24,90,750.00",490000,25000
28-Nov-2025,30-Dec-2025,XX,"-","609.70","612.65","600.45","605.50","606.25","605.50",2355000,"1,42,71,38,562.50","1,42,71,38,562.50",17893750,285000
28-Nov-2025,24-Feb-2026,XX,"-","618.00","618.00","608.00","612.00","612.00","612.00",11250,"68,83,437.50","68,83,437.50",18750,6250
27-Nov-2025,27-Jan-2026,XX,"-","613.20","619.75","612.40","612.90","612.95","612.90",161250,"9,93,37,375.00","9,93,37,375.00",465000,-28750
27-Nov-2025,24-Feb-2026,XX,"-","622.50","622.60","616.65","616.65","616.65","616.65",13750,"85,33,625.00","85,33,625.00",12500,10000
27-Nov-2025,30-Dec-2025,XX,"-","608.45","616.80","607.80","609.35","609.40","609.35",3021250,"1,85,10,07,062.50","1,85,10,07,062.50",17608750,-497500
26-Nov-2025,27-Jan-2026,XX,"-","600.65","616.45","600.65","611.40","611.15","611.40",142500,"8,68,34,750.00","8,68,34,750.00",493750,-5000
26-Nov-2025,30-Dec-2025,XX,"-","596.00","613.35","596.00","607.75","608.05","607.75",3887500,"2,35,81,45,750.00","2,35,81,45,750.00",18106250,-180000
26-Nov-2025,24-Feb-2026,XX,"-","614.00","615.00","614.00","615.00","615.00","613.65",2500,"15,36,250.00","15,36,250.00",2500,2500
25-Nov-2025,30-Dec-2025,XX,"-","590.00","600.00","589.80","596.05","596.00","596.05",5486250,"3,27,65,39,750.00","3,27,65,39,750.00",18286250,2353750
25-Nov-2025,27-Jan-2026,XX,"-","595.90","603.75","594.20","600.00","599.75","600.00",190000,"11,41,79,812.50","11,41,79,812.50",498750,100000
25-Nov-2025,25-Nov-2025,XX,"-","583.00","596.05","583.00","592.70","592.15","593.05",4591250,"2,72,47,73,437.50","2,72,47,73,437.50",2183750,-3525000
24-Nov-2025,27-Jan-2026,XX,"-","594.85","598.50","589.50","595.25","594.50","595.25",167500,"9,96,49,125.00","9,96,49,125.00",398750,73750
24-Nov-2025,30-Dec-2025,XX,"-","592.50","597.40","585.30","591.70","589.85","591.70",10988750,"6,49,90,23,187.50","6,49,90,23,187.50",15932500,4338750
24-Nov-2025,25-Nov-2025,XX,"-","591.30","592.50","581.90","588.40","588.50","588.40",9345000,"5,48,14,27,250.00","5,48,14,27,250.00",5708750,-3651250
21-Nov-2025,30-Dec-2025,XX,"-","594.50","597.90","591.25","593.15","592.55","593.15",9205000,"5,46,31,08,000.00","5,46,31,08,000.00",11593750,4158750
21-Nov-2025,25-Nov-2025,XX,"-","593.35","594.25","587.30","590.10","589.15","590.10",9593750,"5,66,02,97,750.00","5,66,02,97,750.00",9360000,-5833750
21-Nov-2025,27-Jan-2026,XX,"-","598.90","600.10","596.15","596.95","597.00","596.95",77500,"4,63,47,875.00","4,63,47,875.00",325000,56250
20-Nov-2025,27-Jan-2026,XX,"-","599.10","602.65","596.70","599.00","600.90","599.00",55000,"3,29,98,500.00","3,29,98,500.00",268750,26250
20-Nov-2025,25-Nov-2025,XX,"-","595.45","596.00","588.75","592.10","592.25","592.10",9482500,"5,61,61,76,562.50","5,61,61,76,562.50",15193750,-5175000
20-Nov-2025,30-Dec-2025,XX,"-","600.00","600.00","592.10","595.30","596.10","595.30",8827500,"5,25,96,77,625.00","5,25,96,77,625.00",7435000,4920000
19-Nov-2025,27-Jan-2026,XX,"-","610.20","610.30","601.95","603.00","603.00","603.00",40000,"2,42,11,125.00","2,42,11,125.00",242500,23750
19-Nov-2025,25-Nov-2025,XX,"-","601.40","603.35","593.50","595.45","594.60","595.45",2616250,"1,56,35,90,375.00","1,56,35,90,375.00",20368750,-90000
19-Nov-2025,30-Dec-2025,XX,"-","605.25","606.65","597.25","599.05","599.35","599.05",1546250,"92,95,96,375.00","92,95,96,375.00",2515000,718750
18-Nov-2025,27-Jan-2026,XX,"-","609.00","610.15","604.00","607.70","608.40","607.70",60000,"3,64,63,750.00","3,64,63,750.00",218750,21250
18-Nov-2025,30-Dec-2025,XX,"-","607.00","607.30","599.55","603.85","604.45","603.85",836250,"50,50,92,750.00","50,50,92,750.00",1796250,341250
18-Nov-2025,25-Nov-2025,XX,"-","603.90","605.00","595.90","600.40","600.70","600.40",2992500,"1,79,65,73,875.00","1,79,65,73,875.00",20458750,-312500
17-Nov-2025,27-Jan-2026,XX,"-","624.50","626.65","610.00","611.70","611.15","611.70",167500,"10,33,13,375.00","10,33,13,375.00",197500,117500
17-Nov-2025,25-Nov-2025,XX,"-","616.45","619.60","602.30","604.15","603.90","604.15",6015000,"3,66,04,68,750.00","3,66,04,68,750.00",20771250,67500
17-Nov-2025,30-Dec-2025,XX,"-","617.70","623.55","606.05","607.70","607.25","607.70",1240000,"75,86,68,312.50","75,86,68,312.50",1455000,605000
14-Nov-2025,27-Jan-2026,XX,"-","615.00","629.70","609.90","625.00","624.50","625.00",141250,"8,79,27,125.00","8,79,27,125.00",80000,-17500
14-Nov-2025,30-Dec-2025,XX,"-","607.95","626.85","605.85","621.10","620.10","621.10",1425000,"88,26,80,187.50","88,26,80,187.50",850000,-32500
14-Nov-2025,25-Nov-2025,XX,"-","602.40","623.60","598.85","617.35","616.45","617.35",18390000,"11,33,14,98,812.50","11,33,14,98,812.50",20703750,-2038750
13-Nov-2025,27-Jan-2026,XX,"-","590.00","590.00","581.00","581.55","583.30","581.55",37500,"2,19,76,875.00","2,19,76,875.00",97500,28750
13-Nov-2025,25-Nov-2025,XX,"-","589.20","589.20","572.85","576.15","576.50","576.15",5491250,"3,18,09,49,000.00","3,18,09,49,000.00",22742500,1092500
13-Nov-2025,30-Dec-2025,XX,"-","590.30","590.30","577.00","579.35","581.20","579.35",496250,"28,92,62,062.50","28,92,62,062.50",882500,206250
12-Nov-2025,27-Jan-2026,XX,"-","589.40","595.60","589.40","595.15","594.25","595.15",15000,"89,22,875.00","89,22,875.00",68750,8750
12-Nov-2025,30-Dec-2025,XX,"-","589.20","592.95","584.45","591.65","590.75","591.65",175000,"10,31,88,625.00","10,31,88,625.00",676250,58750
12-Nov-2025,25-Nov-2025,XX,"-","588.70","589.20","580.55","587.80","586.50","587.80",2202500,"1,29,11,76,937.50","1,29,11,76,937.50",21650000,31250
11-Nov-2025,30-Dec-2025,XX,"-","586.95","595.50","583.40","586.65","587.90","586.65",297500,"17,50,50,000.00","17,50,50,000.00",617500,36250
11-Nov-2025,27-Jan-2026,XX,"-","598.00","598.00","588.00","591.60","591.30","591.60",17500,"1,03,52,312.50","1,03,52,312.50",60000,3750
11-Nov-2025,25-Nov-2025,XX,"-","584.40","592.00","579.00","583.10","584.15","583.10",4645000,"2,71,59,03,625.00","2,71,59,03,625.00",21618750,316250
10-Nov-2025,25-Nov-2025,XX,"-","584.45","590.20","577.25","585.35","586.95","585.35",3586250,"2,10,22,50,312.50","2,10,22,50,312.50",21302500,355000
10-Nov-2025,30-Dec-2025,XX,"-","579.00","593.75","579.00","588.85","590.25","588.85",196250,"11,54,95,562.50","11,54,95,562.50",581250,18750
10-Nov-2025,27-Jan-2026,XX,"-","595.90","596.50","584.65","593.20","594.00","593.20",20000,"1,18,47,375.00","1,18,47,375.00",56250,-3750
07-Nov-2025,30-Dec-2025,XX,"-","582.60","584.15","571.25","580.95","581.40","580.95",280000,"16,15,22,687.50","16,15,22,687.50",562500,20000
07-Nov-2025,25-Nov-2025,XX,"-","580.60","581.40","567.30","577.40","577.55","577.40",4231250,"2,42,65,07,250.00","2,42,65,07,250.00",20947500,-655000
07-Nov-2025,27-Jan-2026,XX,"-","586.95","586.95","575.55","584.20","584.55","584.20",42500,"2,47,10,125.00","2,47,10,125.00",60000,26250
06-Nov-2025,30-Dec-2025,XX,"-","596.10","597.30","587.20","588.45","588.75","588.45",188750,"11,15,95,250.00","11,15,95,250.00",542500,83750
06-Nov-2025,25-Nov-2025,XX,"-","592.00","594.55","583.55","584.55","583.70","584.55",1948750,"1,14,54,18,687.50","1,14,54,18,687.50",21602500,406250
06-Nov-2025,27-Jan-2026,XX,"-","600.00","600.00","591.10","593.00","593.00","593.00",12500,"74,32,687.50","74,32,687.50",33750,6250
04-Nov-2025,27-Jan-2026,XX,"-","610.90","610.90","599.00","599.00","599.00","601.35",15000,"90,37,750.00","90,37,750.00",27500,12500
04-Nov-2025,30-Dec-2025,XX,"-","605.35","608.15","594.80","598.45","598.20","598.45",106250,"6,37,94,125.00","6,37,94,125.00",458750,37500
04-Nov-2025,25-Nov-2025,XX,"-","600.00","605.45","590.45","594.90","595.45","594.90",1891250,"1,13,04,47,250.00","1,13,04,47,250.00",21196250,177500
03-Nov-2025,25-Nov-2025,XX,"-","603.40","603.75","597.25","602.55","602.40","602.55",1535000,"92,23,38,625.00","92,23,38,625.00",21018750,121250
03-Nov-2025,30-Dec-2025,XX,"-","604.55","607.25","601.15","606.45","606.40","606.45",70000,"4,22,55,375.00","4,22,55,375.00",421250,16250
03-Nov-2025,27-Jan-2026,XX,"-","607.45","610.40","605.70","610.40","610.40","608.50",6250,"37,98,812.50","37,98,812.50",15000,5000
31-Oct-2025,30-Dec-2025,XX,"-","622.80","625.00","603.10","604.70","605.90","604.70",147500,"9,00,94,312.50","9,00,94,312.50",405000,28750
31-Oct-2025,25-Nov-2025,XX,"-","618.95","622.00","599.10","600.90","601.40","600.90",3108750,"1,89,47,67,312.50","1,89,47,67,312.50",20897500,210000
31-Oct-2025,27-Jan-2026,XX,"-","618.60","618.60","606.80","606.80","606.80","606.80",5000,"30,62,937.50","30,62,937.50",10000,3750
30-Oct-2025,30-Dec-2025,XX,"-","617.45","620.00","613.65","618.85","619.25","618.85",53750,"3,31,56,312.50","3,31,56,312.50",376250,-1250
30-Oct-2025,27-Jan-2026,XX,"-","618.00","619.65","618.00","619.65","619.65","621.90",2500,"15,47,062.50","15,47,062.50",6250,2500
30-Oct-2025,25-Nov-2025,XX,"-","607.50","617.15","607.50","615.45","615.95","615.45",1941250,"1,19,05,28,187.50","1,19,05,28,187.50",20687500,-46250
29-Oct-2025,30-Dec-2025,XX,"-","609.70","620.70","605.95","619.50","620.20","619.50",216250,"13,28,90,687.50","13,28,90,687.50",377500,-21250
29-Oct-2025,25-Nov-2025,XX,"-","606.05","617.30","602.00","615.65","616.20","615.65",4478750,"2,73,93,10,937.50","2,73,93,10,937.50",20733750,-427500
29-Oct-2025,27-Jan-2026,XX,"-","623.00","623.00","621.85","621.85","621.85","621.80",3750,"23,34,812.50","23,34,812.50",3750,3750
28-Oct-2025,25-Nov-2025,XX,"-","598.80","605.80","594.55","604.25","605.25","604.25",6328750,"3,79,32,58,500.00","3,79,32,58,500.00",21161250,2553750
28-Oct-2025,30-Dec-2025,XX,"-","602.25","608.65","599.00","608.10","608.65","608.10",227500,"13,71,11,500.00","13,71,11,500.00",398750,75000
28-Oct-2025,28-Oct-2025,XX,"-","594.55","601.90","591.00","600.40","601.50","600.75",5018750,"2,98,92,47,312.50","2,98,92,47,312.50",885000,-2736250
27-Oct-2025,25-Nov-2025,XX,"-","599.80","599.80","591.60","598.15","598.50","598.15",9658750,"5,75,56,62,062.50","5,75,56,62,062.50",18607500,5815000
27-Oct-2025,28-Oct-2025,XX,"-","596.10","596.10","588.90","595.40","595.90","595.40",9052500,"5,36,02,98,937.50","5,36,02,98,937.50",3621250,-6510000
27-Oct-2025,30-Dec-2025,XX,"-","598.60","602.60","595.80","602.25","602.30","602.25",141250,"8,47,01,875.00","8,47,01,875.00",323750,28750
24-Oct-2025,25-Nov-2025,XX,"-","601.80","602.00","590.20","591.90","592.25","591.90",8563750,"5,09,00,94,000.00","5,09,00,94,000.00",12792500,6281250
24-Oct-2025,30-Dec-2025,XX,"-","601.80","603.80","595.00","596.50","596.90","596.50",87500,"5,23,46,000.00","5,23,46,000.00",295000,60000
24-Oct-2025,28-Oct-2025,XX,"-","599.55","599.55","587.95","590.30","590.60","590.30",8390000,"4,96,41,49,937.50","4,96,41,49,937.50",10131250,-5402500
23-Oct-2025,28-Oct-2025,XX,"-","595.50","602.50","589.00","600.05","599.75","600.05",8373750,"5,01,46,74,250.00","5,01,46,74,250.00",15533750,-5400000
23-Oct-2025,30-Dec-2025,XX,"-","600.20","609.40","600.00","606.15","605.75","606.15",88750,"5,37,73,562.50","5,37,73,562.50",235000,-15000
23-Oct-2025,25-Nov-2025,XX,"-","596.40","605.70","592.85","602.15","601.85","602.15",7628750,"4,59,28,57,437.50","4,59,28,57,437.50",6511250,5001250
21-Oct-2025,30-Dec-2025,XX,"-","599.45","599.50","596.00","598.30","597.00","598.30",22500,"1,34,65,562.50","1,34,65,562.50",250000,15000
21-Oct-2025,25-Nov-2025,XX,"-","596.20","596.75","591.35","593.30","594.10","593.30",115000,"6,83,34,062.50","6,83,34,062.50",1510000,27500
21-Oct-2025,28-Oct-2025,XX,"-","595.80","595.80","588.05","590.15","590.35","590.15",277500,"16,39,41,687.50","16,39,41,687.50",20933750,-17500
20-Oct-2025,28-Oct-2025,XX,"-","594.00","596.10","590.25","591.95","593.15","591.95",1340000,"79,37,90,000.00","79,37,90,000.00",20951250,-307500
20-Oct-2025,25-Nov-2025,XX,"-","598.85","599.45","594.00","595.25","596.20","595.25",608750,"36,25,94,125.00","36,25,94,125.00",1482500,347500
20-Oct-2025,30-Dec-2025,XX,"-","599.10","600.45","598.00","598.95","599.90","598.95",43750,"2,62,28,500.00","2,62,28,500.00",235000,38750
17-Oct-2025,30-Dec-2025,XX,"-","599.65","606.95","598.90","601.10","600.90","601.10",41250,"2,48,63,250.00","2,48,63,250.00",196250,13750
17-Oct-2025,25-Nov-2025,XX,"-","597.85","604.90","594.10","596.85","596.95","596.85",378750,"22,68,85,375.00","22,68,85,375.00",1135000,148750
17-Oct-2025,28-Oct-2025,XX,"-","595.40","600.90","590.75","593.65","593.30","593.65",2500000,"1,48,83,31,062.50","1,48,83,31,062.50",21258750,140000
16-Oct-2025,30-Dec-2025,XX,"-","595.80","605.40","595.65","603.10","603.00","603.10",26250,"1,57,36,625.00","1,57,36,625.00",182500,-6250
16-Oct-2025,25-Nov-2025,XX,"-","588.95","602.00","588.95","600.10","599.10","600.10",442500,"26,34,83,125.00","26,34,83,125.00",986250,95000
16-Oct-2025,28-Oct-2025,XX,"-","587.30","598.75","586.25","596.50","595.10","596.50",2782500,"1,65,16,84,000.00","1,65,16,84,000.00",21118750,-317500
15-Oct-2025,30-Dec-2025,XX,"-","595.00","596.75","591.15","594.75","595.95","594.75",40000,"2,37,46,687.50","2,37,46,687.50",188750,15000
15-Oct-2025,25-Nov-2025,XX,"-","591.00","592.85","587.45","590.30","591.10","590.30",265000,"15,64,28,625.00","15,64,28,625.00",891250,81250
15-Oct-2025,28-Oct-2025,XX,"-","587.50","589.55","584.05","587.25","588.40","587.25",1906250,"1,11,89,78,750.00","1,11,89,78,750.00",21436250,-18750
14-Oct-2025,30-Dec-2025,XX,"-","606.05","606.05","592.90","593.05","592.90","593.05",50000,"2,98,67,687.50","2,98,67,687.50",173750,42500
14-Oct-2025,25-Nov-2025,XX,"-","603.55","603.95","587.80","589.05","587.80","589.05",408750,"24,25,95,812.50","24,25,95,812.50",810000,180000
14-Oct-2025,28-Oct-2025,XX,"-","599.75","601.65","584.60","585.75","584.60","585.75",3242500,"1,91,48,79,875.00","1,91,48,79,875.00",21455000,191250
13-Oct-2025,30-Dec-2025,XX,"-","610.75","610.75","602.30","606.55","606.45","606.55",37500,"2,27,05,812.50","2,27,05,812.50",131250,26250
13-Oct-2025,25-Nov-2025,XX,"-","609.20","609.20","598.30","602.55","602.65","602.55",170000,"10,23,79,562.50","10,23,79,562.50",630000,78750
13-Oct-2025,28-Oct-2025,XX,"-","605.25","605.30","594.55","598.90","599.30","598.90",2467500,"1,47,69,56,687.50","1,47,69,56,687.50",21263750,91250
10-Oct-2025,25-Nov-2025,XX,"-","606.00","609.80","603.30","609.30","609.80","609.30",152500,"9,25,24,625.00","9,25,24,625.00",551250,56250
10-Oct-2025,28-Oct-2025,XX,"-","601.15","606.40","599.60","605.70","605.65","605.70",1968750,"1,18,82,46,000.00","1,18,82,46,000.00",21172500,8750
10-Oct-2025,30-Dec-2025,XX,"-","609.45","613.50","607.00","612.95","613.00","612.95",53750,"3,27,86,812.50","3,27,86,812.50",105000,28750
09-Oct-2025,25-Nov-2025,XX,"-","606.60","610.25","602.35","605.65","606.00","605.65",186250,"11,28,42,062.50","11,28,42,062.50",495000,67500
09-Oct-2025,30-Dec-2025,XX,"-","610.00","612.00","608.20","609.35","609.35","609.35",35000,"2,13,38,312.50","2,13,38,312.50",76250,18750
09-Oct-2025,28-Oct-2025,XX,"-","608.60","608.60","598.95","602.60","602.85","602.60",2775000,"1,67,20,47,500.00","1,67,20,47,500.00",21163750,83750
08-Oct-2025,25-Nov-2025,XX,"-","619.00","621.15","607.00","608.10","608.45","608.10",198750,"12,18,92,125.00","12,18,92,125.00",427500,47500
08-Oct-2025,28-Oct-2025,XX,"-","615.30","618.15","603.65","604.65","604.00","604.65",2990000,"1,82,30,27,375.00","1,82,30,27,375.00",21080000,-183750
08-Oct-2025,30-Dec-2025,XX,"-","622.00","624.00","610.00","612.25","612.35","612.25",50000,"3,07,97,187.50","3,07,97,187.50",57500,18750
07-Oct-2025,28-Oct-2025,XX,"-","628.00","631.75","613.50","615.65","615.95","615.65",4028750,"2,49,61,15,812.50","2,49,61,15,812.50",21263750,568750
07-Oct-2025,30-Dec-2025,XX,"-","636.00","636.00","620.65","622.65","622.75","622.65",38750,"2,42,54,312.50","2,42,54,312.50",38750,31250
07-Oct-2025,25-Nov-2025,XX,"-","634.85","635.25","617.20","619.05","619.30","619.05",178750,"11,16,21,125.00","11,16,21,125.00",380000,63750
06-Oct-2025,30-Dec-2025,XX,"-","638.05","638.05","628.60","632.30","632.30","632.30",12500,"78,93,562.50","78,93,562.50",7500,5000
06-Oct-2025,28-Oct-2025,XX,"-","635.10","642.40","621.65","626.70","627.15","626.70",4220000,"2,65,57,04,250.00","2,65,57,04,250.00",20695000,-117500
06-Oct-2025,25-Nov-2025,XX,"-","634.30","641.00","625.30","629.70","630.75","629.70",153750,"9,71,68,125.00","9,71,68,125.00",316250,47500
03-Oct-2025,25-Nov-2025,XX,"-","629.50","636.55","627.50","634.75","636.55","634.75",51250,"3,23,88,875.00","3,23,88,875.00",268750,-1250
03-Oct-2025,30-Dec-2025,XX,"-","632.90","635.70","631.60","635.70","635.70","637.80",3750,"23,75,250.00","23,75,250.00",2500,1250
03-Oct-2025,28-Oct-2025,XX,"-","624.75","633.90","624.00","631.95","632.90","631.95",2082500,"1,30,97,81,125.00","1,30,97,81,125.00",20812500,201250
01-Oct-2025,25-Nov-2025,XX,"-","623.35","630.80","622.05","626.80","628.30","626.80",38750,"2,42,77,687.50","2,42,77,687.50",270000,2500
01-Oct-2025,28-Oct-2025,XX,"-","621.50","629.00","618.80","623.80","624.35","623.80",2261250,"1,41,01,23,000.00","1,41,01,23,000.00",20611250,342500
01-Oct-2025,30-Dec-2025,XX,"-","629.00","629.00","627.95","628.75","628.75","628.80",3750,"23,57,125.00","23,57,125.00",1250,1250
30-Sep-2025,28-Oct-2025,XX,"-","612.75","624.20","612.50","622.10","620.05","622.10",5020000,"3,10,40,62,812.50","3,10,40,62,812.50",20268750,886250
30-Sep-2025,30-Sep-2025,XX,"-","610.80","622.35","609.00","620.05","616.80","617.40",3852500,"2,37,29,36,375.00","2,37,29,36,375.00",1703750,-1256250
30-Sep-2025,25-Nov-2025,XX,"-","619.25","627.00","616.85","625.60","623.05","625.60",45000,"2,79,94,687.50","2,79,94,687.50",267500,15000
29-Sep-2025,28-Oct-2025,XX,"-","614.00","622.00","608.65","611.05","613.80","611.05",11781250,"7,23,59,66,812.50","7,23,59,66,812.50",19382500,6025000
29-Sep-2025,25-Nov-2025,XX,"-","615.00","623.50","612.75","615.25","617.10","615.25",98750,"6,10,08,937.50","6,10,08,937.50",252500,41250
29-Sep-2025,30-Sep-2025,XX,"-","610.95","618.45","605.35","608.15","610.80","608.15",9528750,"5,81,29,98,187.50","5,81,29,98,187.50",2960000,-5705000
26-Sep-2025,28-Oct-2025,XX,"-","620.00","626.20","609.20","610.90","610.00","610.90",8840000,"5,46,69,44,625.00","5,46,69,44,625.00",13357500,5335000
26-Sep-2025,30-Sep-2025,XX,"-","620.05","623.45","606.00","607.50","607.95","607.50",8302500,"5,11,17,69,812.50","5,11,17,69,812.50",8665000,-5126250
26-Sep-2025,25-Nov-2025,XX,"-","625.00","629.00","613.00","613.45","613.95","613.45",57500,"3,56,30,500.00","3,56,30,500.00",211250,27500
25-Sep-2025,28-Oct-2025,XX,"-","630.60","638.65","621.55","624.90","621.55","624.90",8526250,"5,39,04,55,000.00","5,39,04,55,000.00",8022500,5686250
25-Sep-2025,25-Nov-2025,XX,"-","640.00","641.50","626.05","628.15","626.05","628.15",33750,"2,14,08,125.00","2,14,08,125.00",183750,3750
25-Sep-2025,30-Sep-2025,XX,"-","616.00","635.00","616.00","622.25","619.00","622.25",8566250,"5,38,73,58,437.50","5,38,73,58,437.50",13791250,-5848750
24-Sep-2025,25-Nov-2025,XX,"-","621.90","639.00","621.20","637.45","637.45","637.45",78750,"4,99,53,687.50","4,99,53,687.50",180000,-26250
24-Sep-2025,30-Sep-2025,XX,"-","616.95","633.10","612.40","630.75","629.60","630.75",4685000,"2,94,17,84,750.00","2,94,17,84,750.00",19640000,-1685000
24-Sep-2025,28-Oct-2025,XX,"-","620.00","636.60","615.65","634.25","633.30","634.25",1420000,"89,68,71,500.00","89,68,71,500.00",2336250,330000
23-Sep-2025,28-Oct-2025,XX,"-","627.40","629.00","618.60","620.50","620.00","620.50",753750,"46,93,42,500.00","46,93,42,500.00",2006250,406250
23-Sep-2025,25-Nov-2025,XX,"-","629.45","629.45","623.00","624.00","624.00","624.00",25000,"1,56,58,250.00","1,56,58,250.00",206250,22500
23-Sep-2025,30-Sep-2025,XX,"-","625.35","626.35","615.40","617.30","616.35","617.30",3176250,"1,96,81,08,500.00","1,96,81,08,500.00",21325000,-928750
22-Sep-2025,28-Oct-2025,XX,"-","629.65","635.50","625.90","628.00","628.50","628.00",805000,"50,70,28,375.00","50,70,28,375.00",1600000,321250
22-Sep-2025,30-Sep-2025,XX,"-","628.15","632.40","622.30","624.60","624.05","624.60",3485000,"2,18,34,75,312.50","2,18,34,75,312.50",22253750,-125000
22-Sep-2025,25-Nov-2025,XX,"-","630.00","638.35","630.00","631.50","631.50","629.50",42500,"2,69,00,812.50","2,69,00,812.50",183750,27500
19-Sep-2025,30-Sep-2025,XX,"-","628.15","632.30","626.05","627.65","627.80","627.65",2630000,"1,65,22,65,375.00","1,65,22,65,375.00",22378750,131250
19-Sep-2025,28-Oct-2025,XX,"-","632.65","635.00","629.25","630.65","632.00","630.65",316250,"19,96,11,687.50","19,96,11,687.50",1278750,115000
19-Sep-2025,25-Nov-2025,XX,"-","634.70","637.10","632.40","633.50","633.50","633.50",52500,"3,32,90,812.50","3,32,90,812.50",156250,8750
18-Sep-2025,28-Oct-2025,XX,"-","633.85","634.40","625.95","631.25","632.25","631.25",681250,"42,82,29,625.00","42,82,29,625.00",1163750,286250
18-Sep-2025,30-Sep-2025,XX,"-","630.35","630.40","622.55","628.15","628.10","628.15",3330000,"2,08,36,25,500.00","2,08,36,25,500.00",22247500,-76250
18-Sep-2025,25-Nov-2025,XX,"-","629.15","635.00","629.15","634.70","635.00","634.70",67500,"4,26,41,187.50","4,26,41,187.50",147500,35000
17-Sep-2025,28-Oct-2025,XX,"-","638.25","638.60","628.00","631.80","632.45","631.80",463750,"29,30,74,625.00","29,30,74,625.00",877500,271250
17-Sep-2025,25-Nov-2025,XX,"-","641.50","641.50","631.30","635.00","634.95","635.00",80000,"5,08,12,187.50","5,08,12,187.50",112500,36250
17-Sep-2025,30-Sep-2025,XX,"-","634.50","636.25","624.60","628.85","628.00","628.85",4571250,"2,87,45,85,437.50","2,87,45,85,437.50",22323750,216250
16-Sep-2025,28-Oct-2025,XX,"-","635.65","642.00","634.95","638.35","638.50","638.35",168750,"10,76,81,187.50","10,76,81,187.50",606250,62500
16-Sep-2025,30-Sep-2025,XX,"-","633.40","638.90","631.30","634.90","634.10","634.90",2585000,"1,64,06,63,812.50","1,64,06,63,812.50",22107500,-203750
16-Sep-2025,25-Nov-2025,XX,"-","641.00","645.00","638.00","642.30","642.30","642.30",22500,"1,44,04,937.50","1,44,04,937.50",76250,10000
15-Sep-2025,28-Oct-2025,XX,"-","639.20","639.25","632.30","637.00","637.90","637.00",286250,"18,20,48,437.50","18,20,48,437.50",543750,126250
15-Sep-2025,25-Nov-2025,XX,"-","639.65","642.10","635.80","640.15","640.15","639.35",18750,"1,19,77,687.50","1,19,77,687.50",66250,15000
15-Sep-2025,30-Sep-2025,XX,"-","634.45","637.70","629.05","633.30","633.90","633.30",2182500,"1,38,08,48,312.50","1,38,08,48,312.50",22311250,112500
12-Sep-2025,25-Nov-2025,XX,"-","658.20","658.20","639.50","641.55","643.15","641.55",51250,"3,30,71,375.00","3,30,71,375.00",51250,37500
12-Sep-2025,30-Sep-2025,XX,"-","654.00","655.15","632.65","636.20","636.35","636.20",4988750,"3,19,31,87,125.00","3,19,31,87,125.00",22198750,377500
12-Sep-2025,28-Oct-2025,XX,"-","657.95","658.00","636.20","639.25","640.00","639.25",358750,"23,08,42,000.00","23,08,42,000.00",417500,186250
11-Sep-2025,28-Oct-2025,XX,"-","659.00","660.20","657.00","657.85","658.15","657.85",57500,"3,78,60,000.00","3,78,60,000.00",231250,28750
11-Sep-2025,25-Nov-2025,XX,"-","663.50","663.50","660.70","660.70","660.70","659.90",2500,"16,55,250.00","16,55,250.00",13750,1250
11-Sep-2025,30-Sep-2025,XX,"-","658.75","660.20","653.10","654.70","655.90","654.70",765000,"50,13,43,875.00","50,13,43,875.00",21821250,45000
10-Sep-2025,28-Oct-2025,XX,"-","668.75","671.20","658.55","661.40","661.40","661.40",82500,"5,48,41,250.00","5,48,41,250.00",202500,21250
10-Sep-2025,30-Sep-2025,XX,"-","665.80","668.00","655.20","658.55","658.15","658.55",1807500,"1,19,30,10,125.00","1,19,30,10,125.00",21776250,43750
10-Sep-2025,25-Nov-2025,XX,"-","666.00","666.00","663.50","663.50","663.50","665.45",2500,"16,61,875.00","16,61,875.00",12500,0
09-Sep-2025,25-Nov-2025,XX,"-","671.60","671.60","666.25","671.10","671.10","672.40",3750,"25,11,187.50","25,11,187.50",12500,-1250
09-Sep-2025,30-Sep-2025,XX,"-","660.60","667.15","659.45","665.20","665.40","665.20",1425000,"94,57,30,125.00","94,57,30,125.00",21732500,27500
09-Sep-2025,28-Oct-2025,XX,"-","664.35","670.75","664.35","669.00","669.00","669.00",26250,"1,75,09,437.50","1,75,09,437.50",181250,-2500
08-Sep-2025,25-Nov-2025,XX,"-","672.00","672.60","667.15","667.20","667.15","667.20",6250,"41,82,750.00","41,82,750.00",13750,-5000
08-Sep-2025,28-Oct-2025,XX,"-","662.15","670.00","662.15","664.65","665.75","664.65",71250,"4,74,77,500.00","4,74,77,500.00",183750,13750
08-Sep-2025,30-Sep-2025,XX,"-","659.10","667.00","658.55","661.85","661.90","661.85",2196250,"1,45,69,17,125.00","1,45,69,17,125.00",21705000,-335000
05-Sep-2025,28-Oct-2025,XX,"-","659.05","665.55","657.80","662.75","663.35","662.75",60000,"3,97,50,187.50","3,97,50,187.50",170000,-6250
