FH_TIMESTAMP,FH_SYMBOL,FH_INSTRUMENT,FH_EXPIRY_DT,FH_CLOSING_PRICE,FH_OPENING_PRICE,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,FH_TOT_TRADED_VAL,FH_UNDERLYING_VALUE,FH_MARKET_LOT,SOURCE
01-Apr-2024,HUDCO,FUTSTK,,190.4615936279297,178.27926506274324,191.45704042050164,178.27926506274324,15528366,190.4615936279297,2775,YFINANCE
01-Apr-2025,HUDCO,FUTSTK,,200.81410217285156,192.63209885560192,202.11777039015809,190.15122794677214,11919727,200.81410217285156,2775,YFINANCE
01-Apr-2026,HUDCO,FUTSTK,,168.02999877929688,166.5,171.00999450683594,164.89999389648438,4149865,168.02999877929688,2775,YFINANCE
01-Aug-2023,HUDCO,FUTSTK,,58.388946533203125,58.434100129094475,59.33725473319499,58.11799739576385,8534677,58.388946533203125,2775,YFINANCE
01-Aug-2024,HUDCO,FUTSTK,,290.1482238769531,298.6332108043299,299.6760627236862,288.53656993971515,8439723,290.1482238769531,2775,YFINANCE
01-Aug-2025,HUDCO,FUTSTK,,204.72508239746094,205.6882481210573,208.8598618037872,203.67437504731674,4284803,204.72508239746094,2775,YFINANCE
01-Dec-2023,HUDCO,FUTSTK,,80.54827117919922,81.53572377126812,82.4761589113056,80.21912031517624,17934183,80.54827117919922,2775,YFINANCE
01-Dec-2025,HUDCO,FUTSTK,,235.43780517578125,236.76048583604225,237.7870401388208,233.7696412548554,2265729,235.43780517578125,2775,YFINANCE
01-Feb-2024,HUDCO,FUTSTK,,193.6356201171875,163.21254715122504,194.482020486583,161.8018942188029,185298230,193.6356201171875,2775,YFINANCE
01-Feb-2025,HUDCO,FUTSTK,,210.28048706054688,224.40236599673517,232.9141828311875,207.95908917800887,38933186,210.28048706054688,2775,YFINANCE
01-Jan-2024,HUDCO,FUTSTK,,121.41019439697266,118.49483943286948,125.97129666996281,115.43842492368832,59160163,121.41019439697266,2775,YFINANCE
01-Jan-2025,HUDCO,FUTSTK,,227.82028198242188,224.94618258302654,229.4489353850608,224.32345227543559,4659981,227.82028198242188,2775,YFINANCE
01-Jan-2026,HUDCO,FUTSTK,,224.63917541503906,226.781132508817,228.1038131924492,223.40532812173754,2136513,224.63917541503906,2775,YFINANCE
01-Jul-2024,HUDCO,FUTSTK,,266.6368103027344,266.73162028834224,271.61403076171877,264.97773681640626,9394107,266.6368103027344,2775,YFINANCE
01-Jul-2025,HUDCO,FUTSTK,,233.88259887695312,234.466338437665,235.9840434813794,229.4073166769124,6986225,233.88259887695312,2775,YFINANCE
01-Jun-2023,HUDCO,FUTSTK,,52.69906997680664,51.931389938430065,53.96348780558602,51.79591536918177,16599444,52.69906997680664,2775,YFINANCE
01-Mar-2023,HUDCO,FUTSTK,,39.823020935058594,38.84631494277784,39.95620965542863,38.75752472061772,1851796,39.823020935058594,2775,YFINANCE
01-Mar-2024,HUDCO,FUTSTK,,182.8206024169922,181.40994957627495,185.2657397475298,181.40994957627495,6756575,182.8206024169922,2775,YFINANCE
01-Nov-2023,HUDCO,FUTSTK,,69.78030395507812,70.86180610231689,71.09691495280563,69.63924438474704,4586543,69.78030395507812,2775,YFINANCE
01-Nov-2024,HUDCO,FUTSTK,,210.13499450683594,209.21529083898005,211.00680821036119,208.966192856015,1258527,210.13499450683594,2775,YFINANCE
01-Oct-2024,HUDCO,FUTSTK,,226.038330078125,230.60815202038066,231.25003243784573,224.17974354059263,4872035,226.038330078125,2775,YFINANCE
01-Oct-2025,HUDCO,FUTSTK,,228.52528381347656,221.18203892130006,231.24828467038157,221.18203892130006,17224500,228.52528381347656,2775,YFINANCE
01-Sep-2023,HUDCO,FUTSTK,,69.0009994506836,67.5107932712736,69.72351885639775,66.60763884623984,9029147,69.0009994506836,2775,YFINANCE
01-Sep-2025,HUDCO,FUTSTK,,206.75082397460938,200.53900019305416,207.0931986774298,200.000965743773,2359741,206.75082397460938,2775,YFINANCE
02-Apr-2024,HUDCO,FUTSTK,,188.89732360839844,189.94017534695305,192.26287480176705,187.04864504093297,9954698,188.89732360839844,2775,YFINANCE
02-Apr-2025,HUDCO,FUTSTK,,200.2498321533203,200.80437140617767,201.0670557075914,195.64806932914726,4698443,200.2498321533203,2775,YFINANCE
02-Apr-2026,HUDCO,FUTSTK,,167.97999572753906,164.0,168.85000610351562,161.0,3227020,167.97999572753906,2775,YFINANCE
02-Aug-2023,HUDCO,FUTSTK,,57.666419982910156,58.25347185255206,60.69198652272885,56.76326538054501,23318683,57.666419982910156,2775,YFINANCE
02-Aug-2024,HUDCO,FUTSTK,,290.2904357910156,284.3651740295395,295.9786870820327,281.0944179644278,10251946,290.2904357910156,2775,YFINANCE
02-Dec-2024,HUDCO,FUTSTK,,228.0023193359375,229.92796074453963,236.92160580753793,227.0538612352329,16028816,228.0023193359375,2775,YFINANCE
02-Dec-2025,HUDCO,FUTSTK,,233.049072265625,235.43779871025689,235.96094873407728,232.0126375737049,1702452,233.049072265625,2775,YFINANCE
02-Feb-2024,HUDCO,FUTSTK,,195.6105194091797,204.9208220449442,212.9615457848693,192.78921384077807,96631232,195.6105194091797,2775,YFINANCE
02-Feb-2026,HUDCO,FUTSTK,,185.3633270263672,189.5189310478057,189.5189310478057,175.69984232556988,11857108,185.3633270263672,2775,YFINANCE
02-Jan-2024,HUDCO,FUTSTK,,119.57633972167969,122.06849449099734,122.63274701335628,117.9305780858031,21117216,119.57633972167969,2775,YFINANCE
02-Jan-2025,HUDCO,FUTSTK,,232.0643768310547,228.01190050762892,233.5205913812376,228.01190050762892,7276943,232.0643768310547,2775,YFINANCE
02-Jan-2026,HUDCO,FUTSTK,,228.42953491210938,224.85631821715648,229.18958900955252,222.6847501432161,6854934,228.42953491210938,2775,YFINANCE
02-Jul-2024,HUDCO,FUTSTK,,263.887451171875,267.7270090397713,271.0451554699822,262.6075889052626,9503086,263.887451171875,2775,YFINANCE
02-Jul-2025,HUDCO,FUTSTK,,227.62693786621094,233.8826096859055,234.26203596436937,226.41082609611968,4921302,227.62693786621094,2775,YFINANCE
02-Jun-2023,HUDCO,FUTSTK,,55.408531188964844,52.92485613502123,55.724637353896235,52.87969909581996,30022801,55.408531188964844,2775,YFINANCE
02-Jun-2025,HUDCO,FUTSTK,,240.94580078125,234.69985239653974,242.05489414217772,232.72488803317825,14686293,240.94580078125,2775,YFINANCE
02-Mar-2023,HUDCO,FUTSTK,,40.31137466430664,39.82301831318883,40.79972762829481,39.82301831318883,2895711,40.31137466430664,2775,YFINANCE
02-Mar-2026,HUDCO,FUTSTK,,180.45718383789062,173.7647530379254,183.05868557788295,173.7647530379254,4396131,180.45718383789062,2775,YFINANCE
02-May-2023,HUDCO,FUTSTK,,46.78341293334961,44.70615780519107,47.234990284917195,44.52552617551168,13235597,46.78341293334961,2775,YFINANCE
02-May-2024,HUDCO,FUTSTK,,210.46530151367188,214.02045863383526,216.29575340435127,209.80167507776898,9352082,210.46530151367188,2775,YFINANCE
02-May-2025,HUDCO,FUTSTK,,216.0690155029297,216.95434846982698,221.23505613387624,215.68958920927585,2642708,216.0690155029297,2775,YFINANCE
02-Nov-2023,HUDCO,FUTSTK,,71.00286102294922,70.76775221161495,71.4260540133703,70.34455922119388,6873675,71.00286102294922,2775,YFINANCE
02-Sep-2024,HUDCO,FUTSTK,,260.23748779296875,265.40432744760926,267.1581817243404,259.0050449608969,9681245,260.23748779296875,2775,YFINANCE
02-Sep-2025,HUDCO,FUTSTK,,211.60287475585938,206.75081769652382,214.52781472641223,205.9682235146735,4475208,211.60287475585938,2775,YFINANCE
03-Apr-2023,HUDCO,FUTSTK,,40.50648498535156,39.242070532801975,40.82259118243516,39.242070532801975,2104668,40.50648498535156,2775,YFINANCE
03-Apr-2024,HUDCO,FUTSTK,,191.22003173828125,188.28111078297204,195.6758253883095,187.5700794196919,14065030,191.22003173828125,2775,YFINANCE
03-Apr-2025,HUDCO,FUTSTK,,204.2386932373047,196.76690872390202,205.03646978275577,196.76690872390202,7340693,204.2386932373047,2775,YFINANCE
03-Aug-2023,HUDCO,FUTSTK,,57.666419982910156,57.937369119828816,57.9825227156334,57.079371558529644,7267256,57.666419982910156,2775,YFINANCE
03-Dec-2024,HUDCO,FUTSTK,,225.65512084960938,228.874112805946,230.7901790985648,224.37135994197695,5280126,225.65512084960938,2775,YFINANCE
03-Dec-2025,HUDCO,FUTSTK,,222.4774627685547,231.96328094498205,232.44695448487735,221.32258356017948,4436819,222.4774627685547,2775,YFINANCE
03-Feb-2025,HUDCO,FUTSTK,,191.6221923828125,206.99181789704758,207.18526524233036,184.94816303649552,44753735,191.6221923828125,2775,YFINANCE
03-Feb-2026,HUDCO,FUTSTK,,189.04515075683594,194.4543330633779,195.22425256803996,186.0740368406488,5211799,189.04515075683594,2775,YFINANCE
03-Jan-2024,HUDCO,FUTSTK,,119.2471923828125,119.52931865239876,122.72679993237035,118.25973250188179,17954305,119.2471923828125,2775,YFINANCE
03-Jan-2025,HUDCO,FUTSTK,,235.58995056152344,232.65837127311823,243.61825893381092,232.0835454988155,11584499,235.58995056152344,2775,YFINANCE
03-Jul-2023,HUDCO,FUTSTK,,52.428123474121094,51.84107505538535,53.10548941938173,51.61528640696514,5735480,52.428123474121094,2775,YFINANCE
03-Jul-2024,HUDCO,FUTSTK,,286.26129150390625,265.64137814572763,288.20476601776096,265.4517581742535,73328474,286.26129150390625,2775,YFINANCE
03-Jul-2025,HUDCO,FUTSTK,,224.74717712402344,227.65612180240643,228.23986138609934,224.25100886946447,2756057,224.74717712402344,2775,YFINANCE
03-Jun-2024,HUDCO,FUTSTK,,272.18280029296875,283.9385125556287,284.4125334447032,268.91204458557905,29107839,272.18280029296875,2775,YFINANCE
03-Jun-2025,HUDCO,FUTSTK,,240.3717803955078,242.93046930799346,246.85121222641712,239.42807653225313,15062598,240.3717803955078,2775,YFINANCE
