FH_TIMESTAMP,FH_SYMBOL,FH_INSTRUMENT,FH_EXPIRY_DT,FH_CLOSING_PRICE,FH_OPENING_PRICE,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,FH_TOT_TRADED_VAL,FH_UNDERLYING_VALUE,FH_MARKET_LOT,SOURCE
01-Apr-2024,BANKBARODA,FUTSTK,,250.86041259765625,250.1550881011305,252.27106159070772,249.30870444524504,7378701,250.86041259765625,2925,YFINANCE
01-Apr-2025,BANKBARODA,FUTSTK,,220.9649200439453,220.32690422778262,223.82630017327753,219.23454515621134,5686405,220.9649200439453,2925,YFINANCE
01-Apr-2026,BANKBARODA,FUTSTK,,252.02999877929688,253.0,256.25,250.39999389648438,11199966,252.02999877929688,2925,YFINANCE
01-Aug-2023,BANKBARODA,FUTSTK,,189.12100219726562,190.71973475234253,190.81376940272193,187.9454614435528,11501548,189.12100219726562,2925,YFINANCE
01-Aug-2024,BANKBARODA,FUTSTK,,242.8796844482422,249.50148473039306,249.83983048950483,241.9129991370054,33759802,242.8796844482422,2925,YFINANCE
01-Aug-2025,BANKBARODA,FUTSTK,,235.1300048828125,237.74000549316406,238.61000061035156,234.5500030517578,4770791,235.1300048828125,2925,YFINANCE
01-Dec-2023,BANKBARODA,FUTSTK,,189.8263397216797,186.6758845448315,191.70720505714397,186.53482538461716,21923402,189.8263397216797,2925,YFINANCE
01-Dec-2025,BANKBARODA,FUTSTK,,295.54998779296875,290.0,297.75,290.0,13719693,295.54998779296875,2925,YFINANCE
01-Feb-2024,BANKBARODA,FUTSTK,,240.70372009277344,235.10814901616132,242.114383336733,228.5251208437088,43749140,240.70372009277344,2925,YFINANCE
01-Feb-2025,BANKBARODA,FUTSTK,,203.81591796875,208.80401748203923,209.21002352375626,200.69352868930565,16153674,203.81591796875,2925,YFINANCE
01-Jan-2024,BANKBARODA,FUTSTK,,219.82611083984375,218.6035456422059,222.6474085190717,217.33397029647057,13199707,219.82611083984375,2925,YFINANCE
01-Jan-2025,BANKBARODA,FUTSTK,,233.18382263183594,232.00446541925234,233.7251640244094,230.81544666410375,4349210,233.18382263183594,2925,YFINANCE
01-Jan-2026,BANKBARODA,FUTSTK,,300.75,296.5,302.8999938964844,295.6499938964844,8464712,300.75,2925,YFINANCE
01-Jul-2024,BANKBARODA,FUTSTK,,263.0834045410156,266.0801349400655,267.0951427280347,262.696736312308,12001891,263.0834045410156,2925,YFINANCE
01-Jul-2025,BANKBARODA,FUTSTK,,247.5399932861328,248.7899932861328,249.38999938964844,243.52000427246094,12791194,247.5399932861328,2925,YFINANCE
01-Jun-2023,BANKBARODA,FUTSTK,,168.80679321289062,168.9437690734857,170.90716405919954,168.12188604097108,11592705,168.80679321289062,2925,YFINANCE
01-Mar-2023,BANKBARODA,FUTSTK,,150.13165283203125,144.1957904254751,150.40561849922838,143.92183869275064,25974322,150.13165283203125,2925,YFINANCE
01-Mar-2024,BANKBARODA,FUTSTK,,254.998291015625,250.62528521246324,255.98576245487124,249.59080362361127,9702235,254.998291015625,2925,YFINANCE
01-Nov-2023,BANKBARODA,FUTSTK,,183.8545684814453,184.70095205931779,186.39373356492504,183.43137669250908,7915346,183.8545684814453,2925,YFINANCE
01-Nov-2024,BANKBARODA,FUTSTK,,245.24806213378906,243.70137447584221,245.73140479260633,243.60470004389984,1782431,245.24806213378906,2925,YFINANCE
01-Oct-2024,BANKBARODA,FUTSTK,,240.61764526367188,241.67132871676964,243.02468225740463,239.8346325187011,8742175,240.61764526367188,2925,YFINANCE
01-Oct-2025,BANKBARODA,FUTSTK,,259.6000061035156,259.79998779296875,261.04998779296875,255.3000030517578,10553753,259.6000061035156,2925,YFINANCE
01-Sep-2023,BANKBARODA,FUTSTK,,179.2464599609375,176.00195599908287,180.3749762151265,175.20259689605274,15838571,179.2464599609375,2925,YFINANCE
01-Sep-2025,BANKBARODA,FUTSTK,,234.4199981689453,233.0,235.3000030517578,233.0,5022461,234.4199981689453,2925,YFINANCE
02-Apr-2024,BANKBARODA,FUTSTK,,255.13937377929688,251.09552474826089,255.9387472946582,250.53125940213948,10897757,255.13937377929688,2925,YFINANCE
02-Apr-2025,BANKBARODA,FUTSTK,,223.80697631835938,222.33761058782784,224.91865847111993,218.7705396057169,11817603,223.80697631835938,2925,YFINANCE
02-Apr-2026,BANKBARODA,FUTSTK,,249.55999755859375,248.9499969482422,250.97999572753906,241.0,14887386,249.55999755859375,2925,YFINANCE
02-Aug-2023,BANKBARODA,FUTSTK,,183.1492462158203,188.83886623396077,188.93290088269072,181.17433204427982,24788813,183.1492462158203,2925,YFINANCE
02-Aug-2024,BANKBARODA,FUTSTK,,235.58120727539062,241.67132768309403,241.67132768309403,234.46952506822728,26445597,235.58120727539062,2925,YFINANCE
02-Dec-2024,BANKBARODA,FUTSTK,,238.200927734375,237.80458322223066,239.25461116870767,236.16122116631277,7689533,238.200927734375,2925,YFINANCE
