FH_INSTRUMENT,FH_SYMBOL,FH_EXPIRY_DT,FH_STRIKE_PRICE,FH_OPTION_TYPE,FH_MARKET_TYPE,FH_OPENING_PRICE,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,FH_CLOSING_PRICE,FH_LAST_TRADED_PRICE,FH_PREV_CLS,FH_SETTLE_PRICE,FH_TOT_TRADED_QTY,FH_TOT_TRADED_VAL,FH_OPEN_INT,FH_CHANGE_IN_OI,FH_MARKET_LOT,FH_TIMESTAMP,FH_TIMESTAMP_ORDER,FH_UNDERLYING_VALUE,CALCULATED_PREMIUM_VAL,FH_HIGH_PRICE,FH_LOW_PRICE
FUTSTK,CIPLA,29-Mar-2023,0,XX,N,870.35,880.6,866.95,878.5,878.9,870.0,878.5,4595500.0,4020586147.5,12624950.0,-2262650.0,650.0,24-Mar-2023,2023-03-23T18:30:00.000+00:00,1511.8,4020586147.5,,
FUTSTK,CIPLA,25-May-2023,0,XX,N,879.5,890.0,879.5,889.1,890.0,879.25,889.1,10400.0,9222720.0,103350.0,-3900.0,650.0,24-Mar-2023,2023-03-23T18:30:00.000+00:00,1511.8,9222720.0,,
FUTSTK,CIPLA,27-Apr-2023,0,XX,N,884.9,897.2,881.95,895.7,896.05,883.6,895.7,5957250.0,5312133677.5,7588100.0,4570800.0,650.0,27-Mar-2023,2023-03-26T18:30:00.000+00:00,1511.8,5312133677.5,,
FUTSTK,CIPLA,29-Mar-2023,0,XX,N,880.85,891.6,876.95,890.05,890.6,878.5,890.05,7495800.0,6643262275.0,7432100.0,-5192850.0,650.0,27-Mar-2023,2023-03-26T18:30:00.000+00:00,1511.8,6643262275.0,,
FUTSTK,CIPLA,25-May-2023,0,XX,N,891.25,902.5,890.0,901.35,902.5,889.1,901.35,25350.0,22762382.5,96200.0,-7150.0,650.0,27-Mar-2023,2023-03-26T18:30:00.000+00:00,1511.8,22762382.5,,
FUTSTK,CIPLA,29-Mar-2023,0,XX,N,892.25,896.0,888.25,890.45,891.0,890.05,890.45,4238650.0,3778307812.5,4808050.0,-2624050.0,650.0,28-Mar-2023,2023-03-27T18:30:00.000+00:00,1511.8,3778307812.5,,
FUTSTK,CIPLA,27-Apr-2023,0,XX,N,894.2,902.2,894.2,896.9,897.7,895.7,896.9,3716700.0,3335236612.5,9395100.0,1807000.0,650.0,28-Mar-2023,2023-03-27T18:30:00.000+00:00,1511.8,3335236612.5,,
FUTSTK,CIPLA,25-May-2023,0,XX,N,902.0,906.0,899.0,902.2,903.3,901.35,902.2,20800.0,18760885.0,93600.0,-2600.0,650.0,28-Mar-2023,2023-03-27T18:30:00.000+00:00,1511.8,18760885.0,,
FUTSTK,CIPLA,29-Mar-2023,0,XX,N,890.55,895.9,885.55,890.15,891.25,890.45,887.7,6152250.0,5468195622.5,777400.0,-4030650.0,650.0,29-Mar-2023,2023-03-28T18:30:00.000+00:00,1511.8,5468195622.5,,
FUTSTK,CIPLA,25-May-2023,0,XX,N,905.9,906.0,897.8,901.45,902.05,902.2,901.45,26000.0,23416412.5,105300.0,11700.0,650.0,29-Mar-2023,2023-03-28T18:30:00.000+00:00,1511.8,23416412.5,,
FUTSTK,CIPLA,27-Apr-2023,0,XX,N,897.1,902.2,891.75,895.65,898.05,896.9,895.65,7466550.0,6678738982.5,12602200.0,3207100.0,650.0,29-Mar-2023,2023-03-28T18:30:00.000+00:00,1511.8,6678738982.5,,
FUTSTK,CIPLA,29-Jun-2023,0,XX,N,0.0,0.0,0.0,904.3,0.0,904.3,917.2,0.0,0.0,0.0,0.0,650.0,31-Mar-2023,2023-03-30T18:30:00.000+00:00,1511.8,0.0,,
FUTSTK,CIPLA,25-May-2023,0,XX,N,900.1,913.0,900.1,911.05,911.95,901.45,911.05,59150.0,53743885.0,100750.0,-4550.0,650.0,31-Mar-2023,2023-03-30T18:30:00.000+00:00,1511.8,53743885.0,,
FUTSTK,CIPLA,27-Apr-2023,0,XX,N,895.2,908.8,893.35,906.1,905.95,895.65,906.1,1962350.0,1772079270.0,13061100.0,458900.0,650.0,31-Mar-2023,2023-03-30T18:30:00.000+00:00,1511.8,1772079270.0,,
FUTSTK,CIPLA,25-May-2023,0,XX,N,908.9,912.85,898.0,902.3,903.2,911.05,902.3,65000.0,58754020.0,115050.0,14300.0,650.0,03-Apr-2023,2023-04-02T18:30:00.000+00:00,1511.8,58754020.0,,
FUTSTK,CIPLA,27-Apr-2023,0,XX,N,907.8,908.0,892.4,897.55,898.0,906.1,897.55,2406950.0,2162165037.5,13388050.0,326950.0,650.0,03-Apr-2023,2023-04-02T18:30:00.000+00:00,1511.8,2162165037.5,,
FUTSTK,CIPLA,29-Jun-2023,0,XX,N,0.0,0.0,0.0,904.3,0.0,904.3,907.3,0.0,0.0,0.0,0.0,650.0,03-Apr-2023,2023-04-02T18:30:00.000+00:00,1511.8,0.0,,
FUTSTK,CIPLA,25-May-2023,0,XX,N,901.0,909.65,900.0,907.15,907.0,902.3,907.15,63700.0,57614342.5,124800.0,9750.0,650.0,05-Apr-2023,2023-04-04T18:30:00.000+00:00,1511.8,57614342.5,,
FUTSTK,CIPLA,27-Apr-2023,0,XX,N,895.55,902.05,892.4,901.2,902.0,897.55,901.2,1971450.0,1770155497.5,13913250.0,525200.0,650.0,05-Apr-2023,2023-04-04T18:30:00.000+00:00,1511.8,1770155497.5,,
FUTSTK,CIPLA,29-Jun-2023,0,XX,N,0.0,0.0,0.0,904.3,0.0,904.3,911.2,0.0,0.0,0.0,0.0,650.0,05-Apr-2023,2023-04-04T18:30:00.000+00:00,1511.8,0.0,,
FUTSTK,CIPLA,25-May-2023,0,XX,N,909.3,909.3,899.0,903.3,904.3,907.15,903.3,42250.0,38133517.5,135850.0,11050.0,650.0,06-Apr-2023,2023-04-05T18:30:00.000+00:00,1511.8,38133517.5,,
FUTSTK,CIPLA,27-Apr-2023,0,XX,N,904.5,904.7,893.15,898.15,898.1,901.2,898.15,1764100.0,1584717550.0,14368250.0,455000.0,650.0,06-Apr-2023,2023-04-05T18:30:00.000+00:00,1511.8,1584717550.0,,
FUTSTK,CIPLA,29-Jun-2023,0,XX,N,0.0,0.0,0.0,904.3,0.0,904.3,908.55,0.0,0.0,0.0,0.0,650.0,06-Apr-2023,2023-04-05T18:30:00.000+00:00,1511.8,0.0,,
FUTSTK,CIPLA,29-Jun-2023,0,XX,N,0.0,0.0,0.0,904.3,0.0,904.3,916.35,0.0,0.0,0.0,0.0,650.0,10-Apr-2023,2023-04-09T18:30:00.000+00:00,1511.8,0.0,,
FUTSTK,CIPLA,27-Apr-2023,0,XX,N,903.55,907.3,897.9,904.3,904.8,898.15,904.3,1389050.0,1254471172.5,14209650.0,-158600.0,650.0,10-Apr-2023,2023-04-09T18:30:00.000+00:00,1511.8,1254471172.5,,
FUTSTK,CIPLA,25-May-2023,0,XX,N,905.25,912.8,903.45,909.65,909.25,903.3,909.65,46800.0,42517767.5,141050.0,5200.0,650.0,10-Apr-2023,2023-04-09T18:30:00.000+00:00,1511.8,42517767.5,,
FUTSTK,CIPLA,29-Jun-2023,0,XX,N,917.0,917.0,917.0,917.0,917.0,904.3,921.5,650.0,596050.0,650.0,650.0,650.0,11-Apr-2023,2023-04-10T18:30:00.000+00:00,1511.8,596050.0,,
FUTSTK,CIPLA,27-Apr-2023,0,XX,N,906.8,911.0,904.8,909.15,909.45,904.3,909.15,1319500.0,1198225210.0,13902200.0,-307450.0,650.0,11-Apr-2023,2023-04-10T18:30:00.000+00:00,1511.8,1198225210.0,,
FUTSTK,CIPLA,25-May-2023,0,XX,N,914.0,916.0,910.8,914.45,913.6,909.65,914.45,49400.0,45143897.5,146250.0,5200.0,650.0,11-Apr-2023,2023-04-10T18:30:00.000+00:00,1511.8,45143897.5,,
FUTSTK,CIPLA,29-Jun-2023,0,XX,N,930.1,930.1,930.1,930.1,930.1,917.0,932.25,650.0,604565.0,1300.0,650.0,650.0,12-Apr-2023,2023-04-11T18:30:00.000+00:00,1511.8,604565.0,,
FUTSTK,CIPLA,25-May-2023,0,XX,N,917.0,929.15,917.0,927.1,928.45,914.45,927.1,124800.0,115575200.0,158600.0,12350.0,650.0,12-Apr-2023,2023-04-11T18:30:00.000+00:00,1511.8,115575200.0,,
FUTSTK,CIPLA,27-Apr-2023,0,XX,N,910.35,924.3,910.35,921.8,922.95,909.15,921.8,2353000.0,2166581625.0,13965250.0,63050.0,650.0,12-Apr-2023,2023-04-11T18:30:00.000+00:00,1511.8,2166581625.0,,
FUTSTK,CIPLA,29-Jun-2023,0,XX,N,933.0,933.0,933.0,933.0,933.0,930.1,929.8,650.0,606450.0,1950.0,650.0,650.0,13-Apr-2023,2023-04-12T18:30:00.000+00:00,1511.8,606450.0,,
FUTSTK,CIPLA,25-May-2023,0,XX,N,927.45,928.85,920.0,922.45,922.4,927.1,922.45,53300.0,49201457.5,164450.0,5850.0,650.0,13-Apr-2023,2023-04-12T18:30:00.000+00:00,1511.8,49201457.5,,
FUTSTK,CIPLA,27-Apr-2023,0,XX,N,922.4,923.75,913.6,916.9,917.05,921.8,916.9,1225250.0,1124377995.0,13794950.0,-170300.0,650.0,13-Apr-2023,2023-04-12T18:30:00.000+00:00,1511.8,1124377995.0,,
FUTSTK,CIPLA,25-May-2023,0,XX,N,922.45,923.0,910.2,913.8,913.8,922.45,913.8,224900.0,205412350.0,232050.0,67600.0,650.0,17-Apr-2023,2023-04-16T18:30:00.000+00:00,1511.8,205412350.0,,
FUTSTK,CIPLA,27-Apr-2023,0,XX,N,915.5,919.0,904.65,908.3,907.8,916.9,908.3,2016950.0,1832362155.0,14142050.0,347100.0,650.0,17-Apr-2023,2023-04-16T18:30:00.000+00:00,1511.8,1832362155.0,,
FUTSTK,CIPLA,29-Jun-2023,0,XX,N,918.0,919.9,918.0,919.9,919.9,933.0,919.9,3900.0,3582312.5,5850.0,3900.0,650.0,17-Apr-2023,2023-04-16T18:30:00.000+00:00,1511.8,3582312.5,,
FUTSTK,CIPLA,25-May-2023,0,XX,N,912.0,931.9,905.75,930.55,931.8,913.8,930.55,341250.0,314610107.5,264550.0,32500.0,650.0,18-Apr-2023,2023-04-17T18:30:00.000+00:00,1511.8,314610107.5,,
FUTSTK,CIPLA,27-Apr-2023,0,XX,N,907.4,926.25,900.05,925.0,925.65,908.3,925.0,2637700.0,2419520025.0,13869700.0,-272350.0,650.0,18-Apr-2023,2023-04-17T18:30:00.000+00:00,1511.8,2419520025.0,,
FUTSTK,CIPLA,29-Jun-2023,0,XX,N,918.8,935.0,918.8,935.0,935.0,919.9,935.0,2600.0,2420275.0,6500.0,650.0,650.0,18-Apr-2023,2023-04-17T18:30:00.000+00:00,1511.8,2420275.0,,
