FH_INSTRUMENT,FH_SYMBOL,FH_EXPIRY_DT,FH_STRIKE_PRICE,FH_OPTION_TYPE,FH_MARKET_TYPE,FH_OPENING_PRICE,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,FH_CLOSING_PRICE,FH_LAST_TRADED_PRICE,FH_PREV_CLS,FH_SETTLE_PRICE,FH_TOT_TRADED_QTY,FH_TOT_TRADED_VAL,FH_OPEN_INT,FH_CHANGE_IN_OI,FH_MARKET_LOT,FH_TIMESTAMP,FH_TIMESTAMP_ORDER,FH_UNDERLYING_VALUE,CALCULATED_PREMIUM_VAL,FH_HIGH_PRICE,FH_LOW_PRICE
FUTSTK,RECLTD,25-May-2023,0,XX,N,119.6,120.1,118.6,118.8,118.6,120.2,118.8,120000.0,14330000.0,344000.0,16000.0,8000.0,23-Mar-2023,2023-03-22T18:30:00.000+00:00,,14330000.0,,
FUTSTK,RECLTD,29-Mar-2023,0,XX,N,118.0,119.2,117.0,117.35,117.2,118.8,117.35,16328000.0,1925782000.0,51432000.0,-4232000.0,8000.0,23-Mar-2023,2023-03-22T18:30:00.000+00:00,,1925782000.0,,
FUTSTK,RECLTD,27-Apr-2023,0,XX,N,118.8,119.8,117.7,118.1,118.1,119.55,118.1,8808000.0,1045383600.0,10392000.0,5376000.0,8000.0,23-Mar-2023,2023-03-22T18:30:00.000+00:00,,1045383600.0,,
FUTSTK,RECLTD,29-Mar-2023,0,XX,N,116.9,117.25,114.65,115.1,114.8,117.35,115.1,15216000.0,1768458800.0,44904000.0,-6528000.0,8000.0,24-Mar-2023,2023-03-23T18:30:00.000+00:00,,1768458800.0,,
FUTSTK,RECLTD,25-May-2023,0,XX,N,117.9,117.95,116.5,116.5,116.5,118.8,116.5,48000.0,5631600.0,360000.0,16000.0,8000.0,24-Mar-2023,2023-03-23T18:30:00.000+00:00,,5631600.0,,
FUTSTK,RECLTD,27-Apr-2023,0,XX,N,117.15,118.0,115.3,115.9,115.45,118.1,115.9,9032000.0,1057031200.0,15528000.0,5136000.0,8000.0,24-Mar-2023,2023-03-23T18:30:00.000+00:00,,1057031200.0,,
FUTSTK,RECLTD,25-May-2023,0,XX,N,115.3,117.45,115.3,116.8,116.8,116.5,116.8,112000.0,13048400.0,408000.0,48000.0,8000.0,27-Mar-2023,2023-03-26T18:30:00.000+00:00,,13048400.0,,
FUTSTK,RECLTD,29-Mar-2023,0,XX,N,115.1,115.95,113.75,115.45,115.2,115.1,115.45,26240000.0,3021808000.0,27480000.0,-17424000.0,8000.0,27-Mar-2023,2023-03-26T18:30:00.000+00:00,,3021808000.0,,
FUTSTK,RECLTD,27-Apr-2023,0,XX,N,115.65,116.75,114.5,116.15,116.05,115.9,116.15,23264000.0,2697080000.0,34136000.0,18608000.0,8000.0,27-Mar-2023,2023-03-26T18:30:00.000+00:00,,2697080000.0,,
FUTSTK,RECLTD,29-Mar-2023,0,XX,N,115.4,115.6,113.45,114.4,114.2,115.45,114.4,16864000.0,1931959600.0,16024000.0,-11456000.0,8000.0,28-Mar-2023,2023-03-27T18:30:00.000+00:00,,1931959600.0,,
FUTSTK,RECLTD,27-Apr-2023,0,XX,N,115.9,116.2,114.25,115.2,115.05,116.15,115.2,16944000.0,1954318400.0,41816000.0,7680000.0,8000.0,28-Mar-2023,2023-03-27T18:30:00.000+00:00,,1954318400.0,,
FUTSTK,RECLTD,25-May-2023,0,XX,N,116.3,116.55,115.75,115.75,115.75,116.8,115.45,320000.0,37211600.0,672000.0,264000.0,8000.0,28-Mar-2023,2023-03-27T18:30:00.000+00:00,,37211600.0,,
FUTSTK,RECLTD,25-May-2023,0,XX,N,115.9,117.5,115.9,117.35,117.35,115.75,117.35,320000.0,37400400.0,856000.0,184000.0,8000.0,29-Mar-2023,2023-03-28T18:30:00.000+00:00,,37400400.0,,
FUTSTK,RECLTD,29-Mar-2023,0,XX,N,114.2,116.1,113.8,115.55,115.7,114.4,115.75,21264000.0,2449408400.0,4008000.0,-12016000.0,8000.0,29-Mar-2023,2023-03-28T18:30:00.000+00:00,,2449408400.0,,
FUTSTK,RECLTD,27-Apr-2023,0,XX,N,114.95,116.9,114.6,116.55,116.65,115.2,116.55,25432000.0,2951335600.0,52824000.0,11008000.0,8000.0,29-Mar-2023,2023-03-28T18:30:00.000+00:00,,2951335600.0,,
FUTSTK,RECLTD,25-May-2023,0,XX,N,118.5,118.5,116.75,116.95,116.95,117.35,116.95,280000.0,32856400.0,1008000.0,152000.0,8000.0,31-Mar-2023,2023-03-30T18:30:00.000+00:00,,32856400.0,,
FUTSTK,RECLTD,29-Jun-2023,0,XX,N,118.2,118.2,117.85,117.85,117.85,117.95,117.6,24000.0,2832400.0,8000.0,8000.0,8000.0,31-Mar-2023,2023-03-30T18:30:00.000+00:00,,2832400.0,,
FUTSTK,RECLTD,27-Apr-2023,0,XX,N,117.05,117.7,116.0,116.2,116.2,116.55,116.2,10288000.0,1199352400.0,53960000.0,1136000.0,8000.0,31-Mar-2023,2023-03-30T18:30:00.000+00:00,,1199352400.0,,
FUTSTK,RECLTD,29-Jun-2023,0,XX,N,118.45,118.7,118.0,118.7,118.7,117.85,118.7,64000.0,7572400.0,16000.0,8000.0,8000.0,03-Apr-2023,2023-04-02T18:30:00.000+00:00,,7572400.0,,
FUTSTK,RECLTD,25-May-2023,0,XX,N,118.1,118.75,117.6,118.55,118.75,116.95,118.55,200000.0,23643200.0,1096000.0,88000.0,8000.0,03-Apr-2023,2023-04-02T18:30:00.000+00:00,,23643200.0,,
FUTSTK,RECLTD,27-Apr-2023,0,XX,N,116.75,117.8,116.2,117.65,117.65,116.2,117.65,10328000.0,1211557600.0,54048000.0,88000.0,8000.0,03-Apr-2023,2023-04-02T18:30:00.000+00:00,,1211557600.0,,
FUTSTK,RECLTD,27-Apr-2023,0,XX,N,117.9,118.45,116.4,118.15,118.0,117.65,118.15,8808000.0,1034737200.0,52744000.0,-1304000.0,8000.0,05-Apr-2023,2023-04-04T18:30:00.000+00:00,,1034737200.0,,
FUTSTK,RECLTD,29-Jun-2023,0,XX,N,118.0,119.35,118.0,119.35,119.35,118.7,119.75,32000.0,3789600.0,32000.0,16000.0,8000.0,05-Apr-2023,2023-04-04T18:30:00.000+00:00,,3789600.0,,
FUTSTK,RECLTD,25-May-2023,0,XX,N,118.0,118.9,117.3,118.95,118.75,118.55,118.95,176000.0,20844400.0,1112000.0,16000.0,8000.0,05-Apr-2023,2023-04-04T18:30:00.000+00:00,,20844400.0,,
FUTSTK,RECLTD,25-May-2023,0,XX,N,118.65,120.65,118.3,119.65,119.7,118.95,119.65,536000.0,64151600.0,1264000.0,152000.0,8000.0,06-Apr-2023,2023-04-05T18:30:00.000+00:00,,64151600.0,,
FUTSTK,RECLTD,27-Apr-2023,0,XX,N,118.05,119.95,117.2,119.05,119.2,118.15,119.05,13416000.0,1597366000.0,52072000.0,-672000.0,8000.0,06-Apr-2023,2023-04-05T18:30:00.000+00:00,,1597366000.0,,
FUTSTK,RECLTD,29-Jun-2023,0,XX,N,118.65,121.1,118.65,121.1,121.1,119.35,120.8,24000.0,2880400.0,32000.0,0.0,8000.0,06-Apr-2023,2023-04-05T18:30:00.000+00:00,,2880400.0,,
FUTSTK,RECLTD,27-Apr-2023,0,XX,N,119.5,125.15,118.8,124.75,124.8,119.05,124.75,32280000.0,3959208000.0,54112000.0,2040000.0,8000.0,10-Apr-2023,2023-04-09T18:30:00.000+00:00,,3959208000.0,,
FUTSTK,RECLTD,25-May-2023,0,XX,N,120.25,125.75,120.2,125.55,125.55,119.65,125.55,1264000.0,156179200.0,1480000.0,216000.0,8000.0,10-Apr-2023,2023-04-09T18:30:00.000+00:00,,156179200.0,,
FUTSTK,RECLTD,29-Jun-2023,0,XX,N,121.9,125.65,121.85,125.65,125.65,121.1,126.05,96000.0,11866000.0,96000.0,64000.0,8000.0,10-Apr-2023,2023-04-09T18:30:00.000+00:00,,11866000.0,,
FUTSTK,RECLTD,25-May-2023,0,XX,N,125.2,126.7,124.05,125.75,125.75,125.55,125.75,1160000.0,145312000.0,1488000.0,8000.0,8000.0,11-Apr-2023,2023-04-10T18:30:00.000+00:00,,145312000.0,,
FUTSTK,RECLTD,27-Apr-2023,0,XX,N,124.65,125.95,123.25,125.05,125.05,124.75,125.05,16424000.0,2045663600.0,54696000.0,584000.0,8000.0,11-Apr-2023,2023-04-10T18:30:00.000+00:00,,2045663600.0,,
FUTSTK,RECLTD,29-Jun-2023,0,XX,N,125.75,127.0,124.95,126.55,127.0,125.65,126.55,200000.0,25181200.0,200000.0,104000.0,8000.0,11-Apr-2023,2023-04-10T18:30:00.000+00:00,,25181200.0,,
FUTSTK,RECLTD,29-Jun-2023,0,XX,N,125.5,126.1,125.35,125.65,125.65,126.55,125.25,40000.0,5024800.0,176000.0,-24000.0,8000.0,12-Apr-2023,2023-04-11T18:30:00.000+00:00,,5024800.0,,
FUTSTK,RECLTD,25-May-2023,0,XX,N,125.25,125.9,124.3,124.4,124.35,125.75,124.4,816000.0,101891600.0,1584000.0,96000.0,8000.0,12-Apr-2023,2023-04-11T18:30:00.000+00:00,,101891600.0,,
FUTSTK,RECLTD,27-Apr-2023,0,XX,N,124.55,125.3,123.45,123.65,123.65,125.05,123.65,7544000.0,936817200.0,55064000.0,368000.0,8000.0,12-Apr-2023,2023-04-11T18:30:00.000+00:00,,936817200.0,,
FUTSTK,RECLTD,29-Jun-2023,0,XX,N,123.85,123.85,121.8,122.8,122.8,125.65,122.8,144000.0,17678000.0,184000.0,8000.0,8000.0,13-Apr-2023,2023-04-12T18:30:00.000+00:00,,17678000.0,,
FUTSTK,RECLTD,27-Apr-2023,0,XX,N,123.65,123.65,120.1,121.5,121.35,123.65,121.5,16832000.0,2043806800.0,54784000.0,-280000.0,8000.0,13-Apr-2023,2023-04-12T18:30:00.000+00:00,,2043806800.0,,
FUTSTK,RECLTD,25-May-2023,0,XX,N,124.4,124.4,121.0,122.25,122.3,124.4,122.25,1480000.0,180844400.0,1896000.0,312000.0,8000.0,13-Apr-2023,2023-04-12T18:30:00.000+00:00,,180844400.0,,
FUTSTK,RECLTD,29-Jun-2023,0,XX,N,122.25,124.15,122.25,124.15,124.15,122.8,124.7,64000.0,7918400.0,152000.0,-32000.0,8000.0,17-Apr-2023,2023-04-16T18:30:00.000+00:00,,7918400.0,,
FUTSTK,RECLTD,27-Apr-2023,0,XX,N,121.3,124.1,120.8,123.5,123.35,121.5,123.5,14912000.0,1833351600.0,55184000.0,400000.0,8000.0,17-Apr-2023,2023-04-16T18:30:00.000+00:00,,1833351600.0,,
FUTSTK,RECLTD,25-May-2023,0,XX,N,121.25,124.75,121.25,124.15,124.2,122.25,124.15,1496000.0,185036000.0,2160000.0,264000.0,8000.0,17-Apr-2023,2023-04-16T18:30:00.000+00:00,,185036000.0,,
FUTSTK,RECLTD,25-May-2023,0,XX,N,123.9,125.25,122.65,124.25,124.0,124.15,124.25,2528000.0,313292400.0,2816000.0,656000.0,8000.0,18-Apr-2023,2023-04-17T18:30:00.000+00:00,,313292400.0,,
FUTSTK,RECLTD,27-Apr-2023,0,XX,N,123.2,124.55,121.95,123.5,123.45,123.5,123.5,17232000.0,2122424000.0,53544000.0,-1640000.0,8000.0,18-Apr-2023,2023-04-17T18:30:00.000+00:00,,2122424000.0,,
FUTSTK,RECLTD,29-Jun-2023,0,XX,N,125.0,125.35,123.25,123.25,123.25,124.15,125.05,88000.0,10984800.0,208000.0,56000.0,8000.0,18-Apr-2023,2023-04-17T18:30:00.000+00:00,,10984800.0,,
FUTSTK,RECLTD,25-May-2023,0,XX,N,123.8,125.3,123.45,123.7,123.75,124.25,123.7,1368000.0,170010400.0,3136000.0,320000.0,8000.0,19-Apr-2023,2023-04-18T18:30:00.000+00:00,,170010400.0,,
FUTSTK,RECLTD,29-Jun-2023,0,XX,N,124.9,125.55,124.3,124.3,124.3,123.25,124.3,136000.0,17017200.0,216000.0,8000.0,8000.0,19-Apr-2023,2023-04-18T18:30:00.000+00:00,,17017200.0,,
FUTSTK,RECLTD,27-Apr-2023,0,XX,N,123.1,124.6,122.6,122.95,122.8,123.5,122.95,7760000.0,958772400.0,52736000.0,-808000.0,8000.0,19-Apr-2023,2023-04-18T18:30:00.000+00:00,,958772400.0,,
FUTSTK,RECLTD,27-Apr-2023,0,XX,N,122.85,123.8,122.4,122.95,123.0,122.95,122.95,5208000.0,640880000.0,51872000.0,-864000.0,8000.0,20-Apr-2023,2023-04-19T18:30:00.000+00:00,,640880000.0,,
FUTSTK,RECLTD,29-Jun-2023,0,XX,N,124.3,124.3,124.3,124.3,124.3,124.3,124.4,8000.0,994400.0,216000.0,0.0,8000.0,20-Apr-2023,2023-04-19T18:30:00.000+00:00,,994400.0,,
FUTSTK,RECLTD,25-May-2023,0,XX,N,123.55,124.55,123.2,123.75,123.75,123.7,123.75,1816000.0,224771600.0,3512000.0,376000.0,8000.0,20-Apr-2023,2023-04-19T18:30:00.000+00:00,,224771600.0,,
FUTSTK,RECLTD,25-May-2023,0,XX,N,123.75,123.8,122.25,122.75,122.75,123.75,122.75,7064000.0,867803600.0,8600000.0,5088000.0,8000.0,21-Apr-2023,2023-04-20T18:30:00.000+00:00,,867803600.0,,
FUTSTK,RECLTD,29-Jun-2023,0,XX,N,123.0,123.6,123.0,123.6,123.6,124.3,123.6,40000.0,4929600.0,240000.0,24000.0,8000.0,21-Apr-2023,2023-04-20T18:30:00.000+00:00,,4929600.0,,
FUTSTK,RECLTD,27-Apr-2023,0,XX,N,122.95,123.15,121.45,121.9,121.95,122.95,121.9,12216000.0,1491165200.0,46960000.0,-4912000.0,8000.0,21-Apr-2023,2023-04-20T18:30:00.000+00:00,,1491165200.0,,
FUTSTK,RECLTD,27-Apr-2023,0,XX,N,123.0,124.45,120.85,124.2,124.35,121.9,124.2,18960000.0,2335649600.0,38360000.0,-8600000.0,8000.0,24-Apr-2023,2023-04-23T18:30:00.000+00:00,,2335649600.0,,
FUTSTK,RECLTD,29-Jun-2023,0,XX,N,123.25,125.6,122.95,125.6,125.5,123.6,125.6,128000.0,15953200.0,248000.0,8000.0,8000.0,24-Apr-2023,2023-04-23T18:30:00.000+00:00,,15953200.0,,
FUTSTK,RECLTD,25-May-2023,0,XX,N,123.75,125.2,121.6,125.05,125.2,122.75,125.05,15024000.0,1864150800.0,17608000.0,9008000.0,8000.0,24-Apr-2023,2023-04-23T18:30:00.000+00:00,,1864150800.0,,
FUTSTK,RECLTD,29-Jun-2023,0,XX,N,126.0,128.8,125.9,126.7,126.7,125.6,126.7,504000.0,64124400.0,504000.0,256000.0,8000.0,25-Apr-2023,2023-04-24T18:30:00.000+00:00,,64124400.0,,
FUTSTK,RECLTD,27-Apr-2023,0,XX,N,124.35,127.5,124.35,125.1,124.85,124.2,125.1,30224000.0,3800583200.0,21208000.0,-17152000.0,8000.0,25-Apr-2023,2023-04-24T18:30:00.000+00:00,,3800583200.0,,
FUTSTK,RECLTD,25-May-2023,0,XX,N,125.3,128.4,125.15,125.95,125.9,125.05,125.95,28352000.0,3589319600.0,36152000.0,18544000.0,8000.0,25-Apr-2023,2023-04-24T18:30:00.000+00:00,,3589319600.0,,
FUTSTK,RECLTD,29-Jun-2023,0,XX,N,126.2,127.0,125.9,126.9,126.9,126.7,126.9,64000.0,8092400.0,528000.0,24000.0,8000.0,26-Apr-2023,2023-04-25T18:30:00.000+00:00,,8092400.0,,
FUTSTK,RECLTD,25-May-2023,0,XX,N,125.5,126.7,125.15,126.25,126.1,125.95,126.25,16552000.0,2088041200.0,45000000.0,8848000.0,8000.0,26-Apr-2023,2023-04-25T18:30:00.000+00:00,,2088041200.0,,
FUTSTK,RECLTD,27-Apr-2023,0,XX,N,124.6,125.8,124.3,125.35,125.1,125.1,125.35,14864000.0,1861991600.0,10784000.0,-10424000.0,8000.0,26-Apr-2023,2023-04-25T18:30:00.000+00:00,,1861991600.0,,
FUTSTK,RECLTD,27-Jul-2023,0,FF,,,,,,,,,,,,,,27-Apr-2023,2023-04-26T18:30:00.000+00:00,,,,
FUTSTK,RECLTD,29-Jun-2023,0,XX,N,126.6,127.1,126.35,126.65,126.65,126.9,126.65,240000.0,30374000.0,736000.0,208000.0,8000.0,27-Apr-2023,2023-04-26T18:30:00.000+00:00,,30374000.0,,
FUTSTK,RECLTD,27-Apr-2023,0,XX,N,125.0,125.5,124.35,125.1,125.45,125.35,125.1,10560000.0,1319914400.0,3776000.0,-7008000.0,8000.0,27-Apr-2023,2023-04-26T18:30:00.000+00:00,,1319914400.0,,
FUTSTK,RECLTD,25-May-2023,0,XX,N,126.0,126.55,125.3,126.05,126.3,126.25,126.05,14232000.0,1792062400.0,51616000.0,6616000.0,8000.0,27-Apr-2023,2023-04-26T18:30:00.000+00:00,,1792062400.0,,
FUTSTK,RECLTD,29-Jun-2023,0,XX,N,127.15,133.65,127.15,133.45,133.45,126.65,133.45,1840000.0,241966400.0,920000.0,184000.0,8000.0,28-Apr-2023,2023-04-27T18:30:00.000+00:00,,241966400.0,,
FUTSTK,RECLTD,27-Jul-2023,0,XX,N,132.7,133.8,132.2,133.7,133.8,127.4,133.7,160000.0,21253200.0,72000.0,72000.0,8000.0,28-Apr-2023,2023-04-27T18:30:00.000+00:00,,21253200.0,,
FUTSTK,RECLTD,25-May-2023,0,XX,N,126.2,133.0,126.0,132.7,132.7,126.05,132.7,37952000.0,4954995200.0,57048000.0,5432000.0,8000.0,28-Apr-2023,2023-04-27T18:30:00.000+00:00,,4954995200.0,,
FUTSTK,RECLTD,25-May-2023,0,XX,N,134.0,139.25,133.35,137.4,137.25,132.7,137.4,40696000.0,5575169600.0,58384000.0,1336000.0,8000.0,02-May-2023,2023-05-01T18:30:00.000+00:00,,5575169600.0,,
FUTSTK,RECLTD,27-Jul-2023,0,XX,N,137.2,140.0,137.2,138.4,138.55,133.7,138.4,176000.0,24390400.0,128000.0,56000.0,8000.0,02-May-2023,2023-05-01T18:30:00.000+00:00,,24390400.0,,
FUTSTK,RECLTD,29-Jun-2023,0,XX,N,134.2,139.9,134.15,138.1,138.2,133.45,138.1,2008000.0,276884400.0,1184000.0,264000.0,8000.0,02-May-2023,2023-05-01T18:30:00.000+00:00,,276884400.0,,
FUTSTK,RECLTD,27-Jul-2023,0,XX,N,139.0,139.7,137.75,137.75,137.75,138.4,137.75,152000.0,21080800.0,176000.0,48000.0,8000.0,03-May-2023,2023-05-02T18:30:00.000+00:00,,21080800.0,,
FUTSTK,RECLTD,29-Jun-2023,0,XX,N,137.35,139.65,137.3,137.65,137.85,138.1,137.65,904000.0,125222000.0,1408000.0,224000.0,8000.0,03-May-2023,2023-05-02T18:30:00.000+00:00,,125222000.0,,
FUTSTK,RECLTD,25-May-2023,0,XX,N,137.75,139.1,136.25,136.8,136.95,137.4,136.8,21280000.0,2927879200.0,57360000.0,-1024000.0,8000.0,03-May-2023,2023-05-02T18:30:00.000+00:00,,2927879200.0,,
