FH_TIMESTAMP,FH_SYMBOL,FH_INSTRUMENT,FH_EXPIRY_DT,FH_CLOSING_PRICE,FH_OPENING_PRICE,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,FH_TOT_TRADED_VAL,FH_UNDERLYING_VALUE,FH_MARKET_LOT,SOURCE
01-Apr-2024,HCLTECH,FUTSTK,,1448.49658203125,1441.3318403956687,1459.9416769404804,1440.4013485684281,1014857,1448.49658203125,350,YFINANCE
01-Apr-2025,HCLTECH,FUTSTK,,1478.5357666015625,1523.6063260875512,1531.3354640765813,1474.4296620448904,4126827,1478.5357666015625,350,YFINANCE
01-Apr-2026,HCLTECH,FUTSTK,,1354.4000244140625,1399.699951171875,1399.699951171875,1349.0,2469237,1354.4000244140625,350,YFINANCE
01-Aug-2023,HCLTECH,FUTSTK,,1041.30126953125,1024.3806955423804,1044.50245920482,1016.9722503418456,2710536,1041.30126953125,350,YFINANCE
01-Aug-2024,HCLTECH,FUTSTK,,1558.872802734375,1558.3976959847066,1573.078448152319,1554.6442830666103,1785188,1558.872802734375,350,YFINANCE
01-Aug-2025,HCLTECH,FUTSTK,,1430.2373046875,1442.943107633972,1444.8145254719295,1428.1689461223614,2152783,1430.2373046875,350,YFINANCE
01-Dec-2023,HCLTECH,FUTSTK,,1234.2666015625,1242.8539735089057,1245.6240789476328,1226.2333408765428,1854324,1234.2666015625,350,YFINANCE
01-Dec-2025,HCLTECH,FUTSTK,,1631.0841064453125,1618.2768604279913,1634.6581906102379,1616.2912446483251,2034350,1631.0841064453125,350,YFINANCE
01-Feb-2024,HCLTECH,FUTSTK,,1467.7576904296875,1466.454979279234,1485.9953057797823,1457.4757112892796,2845408,1467.7576904296875,350,YFINANCE
01-Feb-2025,HCLTECH,FUTSTK,,1636.6448974609375,1667.5614480623249,1673.309947014858,1630.8480442231773,569018,1636.6448974609375,350,YFINANCE
01-Jan-2024,HCLTECH,FUTSTK,,1370.048095703125,1348.11809248631,1381.1285183810946,1343.5474632180028,1222315,1370.048095703125,350,YFINANCE
01-Jan-2025,HCLTECH,FUTSTK,,1828.6634521484375,1833.8761146155757,1852.5744265312608,1824.7899443501028,880695,1828.6634521484375,350,YFINANCE
01-Jan-2026,HCLTECH,FUTSTK,,1622.7445068359375,1611.227959474964,1633.8639067998354,1606.7603239406958,773806,1622.7445068359375,350,YFINANCE
01-Jul-2024,HCLTECH,FUTSTK,,1385.101318359375,1381.4708548345986,1394.2954076662948,1372.0410196480143,3723295,1385.101318359375,350,YFINANCE
01-Jul-2025,HCLTECH,FUTSTK,,1679.2750244140625,1689.3410252673389,1705.368581931321,1675.072635776667,1639826,1679.2750244140625,350,YFINANCE
01-Jun-2023,HCLTECH,FUTSTK,,1035.477294921875,1041.008765351659,1047.4924222223187,1031.6233861651287,1445692,1035.477294921875,350,YFINANCE
01-Mar-2023,HCLTECH,FUTSTK,,981.7023315429688,960.5276599499207,984.2878921568465,960.5276599499207,1655100,981.7023315429688,350,YFINANCE
01-Mar-2024,HCLTECH,FUTSTK,,1529.8214111328125,1558.992303780485,1562.4816477236375,1525.1689525419424,2371138,1529.8214111328125,350,YFINANCE
01-Nov-2023,HCLTECH,FUTSTK,,1162.4749755859375,1181.9119317371965,1187.4059303960191,1159.1047700158174,1572719,1162.4749755859375,350,YFINANCE
01-Nov-2024,HCLTECH,FUTSTK,,1680.845947265625,1699.592128597398,1703.7048630604625,1674.724714222872,242223,1680.845947265625,350,YFINANCE
01-Oct-2024,HCLTECH,FUTSTK,,1726.0628662109375,1700.882207826908,1731.7165902811503,1700.882207826908,1642542,1726.0628662109375,350,YFINANCE
01-Oct-2025,HCLTECH,FUTSTK,,1368.579833984375,1365.2309999806755,1375.7699740443054,1361.192753196406,2253527,1368.579833984375,350,YFINANCE
01-Sep-2023,HCLTECH,FUTSTK,,1084.563232421875,1072.8559784494128,1086.575364363088,1071.118167237284,1669640,1084.563232421875,350,YFINANCE
01-Sep-2025,HCLTECH,FUTSTK,,1446.2919921875,1424.229219512329,1450.3302390953695,1424.229219512329,2105254,1446.2919921875,350,YFINANCE
02-Apr-2024,HCLTECH,FUTSTK,,1422.07080078125,1450.636856367265,1456.2198077067155,1419.0931585822814,2031775,1422.07080078125,350,YFINANCE
02-Apr-2025,HCLTECH,FUTSTK,,1475.8306884765625,1463.7055556754244,1486.4582535672753,1455.396755646507,3167863,1475.8306884765625,350,YFINANCE
02-Apr-2026,HCLTECH,FUTSTK,,1402.199951171875,1347.0,1412.800048828125,1341.199951171875,6509389,1402.199951171875,350,YFINANCE
02-Aug-2023,HCLTECH,FUTSTK,,1034.3499755859375,1039.929168673017,1039.929168673017,1025.7524737614676,2701150,1034.3499755859375,350,YFINANCE
02-Aug-2024,HCLTECH,FUTSTK,,1529.1788330078125,1539.393629475882,1557.4001312712833,1521.4345687660034,1692851,1529.1788330078125,350,YFINANCE
02-Dec-2024,HCLTECH,FUTSTK,,1789.9757080078125,1767.5472586614992,1796.7186501091285,1755.4960330546523,2014744,1789.9757080078125,350,YFINANCE
02-Dec-2025,HCLTECH,FUTSTK,,1623.7373046875,1639.1258269881153,1641.0121862182775,1612.320013948334,2326220,1623.7373046875,350,YFINANCE
02-Feb-2024,HCLTECH,FUTSTK,,1473.6663818359375,1474.6434436558548,1501.7207322009172,1465.5245786213743,2337374,1473.6663818359375,350,YFINANCE
02-Feb-2026,HCLTECH,FUTSTK,,1676.800048828125,1670.0,1688.5,1653.5999755859375,1916380,1676.800048828125,350,YFINANCE
02-Jan-2024,HCLTECH,FUTSTK,,1356.9366455078125,1370.325492914237,1374.7114946508243,1349.364953827733,1440888,1356.9366455078125,350,YFINANCE
02-Jan-2025,HCLTECH,FUTSTK,,1886.2889404296875,1828.6634909445281,1890.2104337139108,1826.8463502551256,3487645,1886.2889404296875,350,YFINANCE
02-Jan-2026,HCLTECH,FUTSTK,,1628.403564453125,1620.262587673384,1631.183475212849,1613.4121885237892,950573,1628.403564453125,350,YFINANCE
02-Jul-2024,HCLTECH,FUTSTK,,1396.3699951171875,1390.9006448425048,1407.355660664492,1389.014677866447,3811366,1396.3699951171875,350,YFINANCE
02-Jul-2025,HCLTECH,FUTSTK,,1679.568115234375,1682.890920237285,1699.01618166813,1672.140745950055,2069447,1679.568115234375,350,YFINANCE
02-Jun-2023,HCLTECH,FUTSTK,,1031.0792236328125,1041.0086609207754,1043.8197248873294,1026.1370864831872,1336554,1031.0792236328125,350,YFINANCE
02-Jun-2025,HCLTECH,FUTSTK,,1594.4464111328125,1588.1917399969473,1598.06233137024,1569.2323165811392,1883100,1594.4464111328125,350,YFINANCE
02-Mar-2023,HCLTECH,FUTSTK,,986.026611328125,972.0737012897704,995.8784515397559,972.0737012897704,4074162,986.026611328125,350,YFINANCE
02-Mar-2026,HCLTECH,FUTSTK,,1371.0,1351.0,1386.0,1350.0,2088938,1371.0,350,YFINANCE
02-May-2023,HCLTECH,FUTSTK,,968.0565185546875,964.9279852411844,974.6308330491,964.8373271799821,1905168,968.0565185546875,350,YFINANCE
02-May-2024,HCLTECH,FUTSTK,,1266.1202392578125,1263.6079566485755,1282.1247675374639,1263.6079566485755,6555505,1266.1202392578125,350,YFINANCE
02-May-2025,HCLTECH,FUTSTK,,1536.6885986328125,1531.4112164014552,1545.0932566245697,1521.7360355269539,1370848,1536.6885986328125,350,YFINANCE
02-Nov-2023,HCLTECH,FUTSTK,,1175.817626953125,1168.984676600433,1177.2949942065973,1168.0613079775258,1368604,1175.817626953125,350,YFINANCE
02-Sep-2024,HCLTECH,FUTSTK,,1716.703369140625,1676.366733505417,1721.7869885406676,1672.3758829092578,4445349,1716.703369140625,350,YFINANCE
02-Sep-2025,HCLTECH,FUTSTK,,1443.632568359375,1446.8829320928585,1455.1564868606395,1437.7229035584512,1295198,1443.632568359375,350,YFINANCE
03-Apr-2023,HCLTECH,FUTSTK,,979.0724487304688,971.761548024273,980.0531487864945,970.0230392355752,1540702,979.0724487304688,350,YFINANCE
03-Apr-2024,HCLTECH,FUTSTK,,1429.095947265625,1419.3257824156601,1450.125041273224,1412.486689737772,3343884,1429.095947265625,350,YFINANCE
03-Apr-2025,HCLTECH,FUTSTK,,1420.32568359375,1449.2133601604044,1449.2133601604044,1415.3983817566616,3966161,1420.32568359375,350,YFINANCE
03-Aug-2023,HCLTECH,FUTSTK,,1029.411376953125,1029.8686898704743,1038.6034112513091,1019.8535816399906,1608187,1029.411376953125,350,YFINANCE
03-Dec-2024,HCLTECH,FUTSTK,,1808.3870849609375,1801.931121547749,1813.695368246239,1790.5017219099689,2954648,1808.3870849609375,350,YFINANCE
03-Dec-2025,HCLTECH,FUTSTK,,1628.701416015625,1623.7373763447454,1642.6999836490309,1617.0856116627165,2371611,1628.701416015625,350,YFINANCE
03-Feb-2025,HCLTECH,FUTSTK,,1634.7127685546875,1608.626926503283,1643.0215687317504,1605.2454284595824,2659929,1634.7127685546875,350,YFINANCE
03-Feb-2026,HCLTECH,FUTSTK,,1695.300048828125,1780.0,1780.0999755859375,1689.0999755859375,3200948,1695.300048828125,350,YFINANCE
03-Jan-2024,HCLTECH,FUTSTK,,1327.5732421875,1348.1181941184143,1352.7350372489568,1325.495662778756,1651716,1327.5732421875,350,YFINANCE
03-Jan-2025,HCLTECH,FUTSTK,,1861.8519287109375,1893.749144742787,1905.3220328323212,1856.448025225126,2853344,1861.8519287109375,350,YFINANCE
03-Jul-2023,HCLTECH,FUTSTK,,1071.477294921875,1079.0944543856726,1083.6284646982174,1065.0390224167836,1749952,1071.477294921875,350,YFINANCE
03-Jul-2024,HCLTECH,FUTSTK,,1396.55859375,1404.1024619134032,1404.1024619134032,1387.317309205714,2070876,1396.55859375,350,YFINANCE
03-Jul-2025,HCLTECH,FUTSTK,,1673.0205078125,1677.0273675233361,1691.1980533211731,1667.7431251040634,1839063,1673.0205078125,350,YFINANCE
03-Jun-2024,HCLTECH,FUTSTK,,1239.504638671875,1273.5464357456524,1277.5069204754766,1235.1669375129502,5384064,1239.504638671875,350,YFINANCE
03-Jun-2025,HCLTECH,FUTSTK,,1593.3714599609375,1609.4967228998926,1614.1876369033746,1580.2757680175937,2380133,1593.3714599609375,350,YFINANCE
03-Mar-2023,HCLTECH,FUTSTK,,997.6612548828125,994.0949948117391,1007.2009570394861,990.573356525002,3253621,997.6612548828125,350,YFINANCE
03-Mar-2025,HCLTECH,FUTSTK,,1519.1619873046875,1521.7222876689495,1549.112394882425,1515.345654931609,1784684,1519.1619873046875,350,YFINANCE
03-May-2023,HCLTECH,FUTSTK,,960.2578735351562,963.0236637395304,964.8372676260456,956.6760501367274,1649820,960.2578735351562,350,YFINANCE
03-May-2024,HCLTECH,FUTSTK,,1254.3494873046875,1274.7737364063726,1274.7737364063726,1240.8573565179047,5964228,1254.3494873046875,350,YFINANCE
03-Nov-2023,HCLTECH,FUTSTK,,1169.2154541015625,1184.3125077080867,1188.6524076253029,1166.214506243059,2052536,1169.2154541015625,350,YFINANCE
03-Nov-2025,HCLTECH,FUTSTK,,1532.3990478515625,1529.0234766336932,1538.5544085723318,1517.2090379673377,2252136,1532.3990478515625,350,YFINANCE
03-Oct-2023,HCLTECH,FUTSTK,,1132.94677734375,1127.2761428263118,1149.4100394702195,1118.3127665646662,2162636,1132.94677734375,350,YFINANCE
03-Oct-2024,HCLTECH,FUTSTK,,1690.00244140625,1689.479777530113,1719.2215095496983,1681.878068744826,3552386,1690.00244140625,350,YFINANCE
03-Oct-2025,HCLTECH,FUTSTK,,1372.5196533203125,1375.474485727891,1378.724849469203,1359.6169091870397,2793839,1372.5196533203125,350,YFINANCE
03-Sep-2024,HCLTECH,FUTSTK,,1701.309814453125,1716.085681641816,1726.6805859867384,1698.079181157948,2553290,1701.309814453125,350,YFINANCE
03-Sep-2025,HCLTECH,FUTSTK,,1444.0264892578125,1452.7925156018284,1452.7925156018284,1430.7297441997619,1800307,1444.0264892578125,350,YFINANCE
04-Apr-2024,HCLTECH,FUTSTK,,1432.6318359375,1433.701924309251,1444.5886337964419,1413.137963033882,3388449,1432.6318359375,350,YFINANCE
04-Apr-2025,HCLTECH,FUTSTK,,1373.9508056640625,1399.9400545569586,1406.8962312556212,1371.052379050073,4421312,1373.9508056640625,350,YFINANCE
04-Aug-2023,HCLTECH,FUTSTK,,1046.652099609375,1033.9387775942712,1053.9691066225378,1029.868737102666,3315303,1046.652099609375,350,YFINANCE
04-Aug-2025,HCLTECH,FUTSTK,,1452.2015380859375,1430.2372375763357,1453.186482140495,1418.9103809489254,2384774,1452.2015380859375,350,YFINANCE
04-Dec-2023,HCLTECH,FUTSTK,,1235.4210205078125,1246.5476576494875,1246.5476576494875,1229.003653578865,1547057,1235.4210205078125,350,YFINANCE
04-Dec-2024,HCLTECH,FUTSTK,,1814.986572265625,1800.0182779006389,1827.7550101318388,1795.8099227632736,3730643,1814.986572265625,350,YFINANCE
04-Dec-2025,HCLTECH,FUTSTK,,1642.699951171875,1638.1330590034308,1659.9748331234766,1633.2682759836734,3935708,1642.699951171875,350,YFINANCE
04-Feb-2025,HCLTECH,FUTSTK,,1673.8897705078125,1637.707673172577,1677.1263233961658,1634.7610101286127,3647768,1673.8897705078125,350,YFINANCE
04-Feb-2026,HCLTECH,FUTSTK,,1621.800048828125,1642.0,1645.0,1586.0,5834470,1621.800048828125,350,YFINANCE
04-Jan-2024,HCLTECH,FUTSTK,,1311.1373291015625,1326.8808103863146,1334.0831312701805,1308.5519643935397,3392241,1311.1373291015625,350,YFINANCE
04-Jul-2023,HCLTECH,FUTSTK,,1079.638427734375,1071.8399527549125,1081.814774650263,1068.7115301651754,1094468,1079.638427734375,350,YFINANCE
04-Jul-2024,HCLTECH,FUTSTK,,1435.5509033203125,1400.330492737163,1447.0553710473575,1400.330492737163,6822557,1435.5509033203125,350,YFINANCE
04-Jul-2025,HCLTECH,FUTSTK,,1686.702392578125,1676.0499231428803,1689.7319633318016,1667.449735876389,768500,1686.702392578125,350,YFINANCE
04-Jun-2024,HCLTECH,FUTSTK,,1229.2261962890625,1249.4531464650788,1249.4531464650788,1164.5846308561302,5447244,1229.2261962890625,350,YFINANCE
04-Jun-2025,HCLTECH,FUTSTK,,1589.1689453125,1593.9576832419102,1607.2487841475554,1585.3574959687687,1659720,1589.1689453125,350,YFINANCE
04-Mar-2024,HCLTECH,FUTSTK,,1524.09912109375,1534.3811017458079,1539.0335611204162,1521.3542154969048,1788071,1524.09912109375,350,YFINANCE
04-Mar-2025,HCLTECH,FUTSTK,,1483.5113525390625,1507.181836509891,1507.181836509891,1471.4345750029256,3246644,1483.5113525390625,350,YFINANCE
04-Mar-2026,HCLTECH,FUTSTK,,1364.0,1356.0,1382.0,1356.0,3161598,1364.0,350,YFINANCE
04-May-2023,HCLTECH,FUTSTK,,967.3764038085938,957.6282824503637,968.4191375385461,950.6005670525699,1403672,967.3764038085938,350,YFINANCE
04-Nov-2024,HCLTECH,FUTSTK,,1686.154052734375,1686.201921384487,1704.4698825480743,1668.9860197481166,2843690,1686.154052734375,350,YFINANCE
04-Nov-2025,HCLTECH,FUTSTK,,1518.1025390625,1525.3500852257325,1530.8105286880013,1514.0320509018281,1666863,1518.1025390625,350,YFINANCE
04-Oct-2023,HCLTECH,FUTSTK,,1133.724365234375,1128.6481477870566,1138.5261503039715,1120.4165162391769,2253785,1133.724365234375,350,YFINANCE
04-Oct-2024,HCLTECH,FUTSTK,,1688.1492919921875,1689.4796140994993,1717.8910211347275,1679.2648189073902,2982759,1688.1492919921875,350,YFINANCE
04-Sep-2023,HCLTECH,FUTSTK,,1127.2762451171875,1084.7461474312247,1129.562809508906,1083.8315216745373,4517935,1127.2762451171875,350,YFINANCE
04-Sep-2024,HCLTECH,FUTSTK,,1696.36865234375,1677.2218271036006,1706.250895950878,1677.1268289520901,2644961,1696.36865234375,350,YFINANCE
04-Sep-2025,HCLTECH,FUTSTK,,1421.56982421875,1443.0415328037025,1443.8295361526164,1419.205934404439,2192155,1421.56982421875,350,YFINANCE
05-Apr-2023,HCLTECH,FUTSTK,,990.7070922851562,967.660156293683,992.3119529932604,950.5421499641785,3342291,990.7070922851562,350,YFINANCE
05-Apr-2024,HCLTECH,FUTSTK,,1437.842529296875,1435.2371066861738,1440.1221888921655,1417.8835245751386,2773570,1437.842529296875,350,YFINANCE
05-Aug-2024,HCLTECH,FUTSTK,,1484.6136474609375,1496.5863147806099,1516.2556885205813,1460.4782005192365,3279717,1484.6136474609375,350,YFINANCE
05-Aug-2025,HCLTECH,FUTSTK,,1460.3765869140625,1457.6188155396505,1463.036008156187,1449.0497296249407,2614394,1460.3765869140625,350,YFINANCE
05-Dec-2023,HCLTECH,FUTSTK,,1216.58447265625,1243.7776357152586,1243.7776357152586,1208.04331220312,3932040,1216.58447265625,350,YFINANCE
05-Dec-2024,HCLTECH,FUTSTK,,1840.1885986328125,1802.8874783902554,1853.6743649084067,1801.931039409677,3881814,1840.1885986328125,350,YFINANCE
05-Dec-2025,HCLTECH,FUTSTK,,1670.895751953125,1650.7417024276615,1678.8382154205196,1639.1258980835469,3391204,1670.895751953125,350,YFINANCE
05-Feb-2024,HCLTECH,FUTSTK,,1447.2406005859375,1474.7831389964217,1478.0864307820466,1443.6116593419058,1452864,1447.2406005859375,350,YFINANCE
05-Feb-2025,HCLTECH,FUTSTK,,1654.8568115234375,1671.4261755214118,1687.657413302548,1652.1033295616267,2681942,1654.8568115234375,350,YFINANCE
05-Feb-2026,HCLTECH,FUTSTK,,1610.0,1613.699951171875,1631.800048828125,1600.199951171875,3184531,1610.0,350,YFINANCE
05-Jan-2024,HCLTECH,FUTSTK,,1323.0028076171875,1315.8004861853863,1328.5891209991632,1312.9380655656394,1776925,1323.0028076171875,350,YFINANCE
