FH_INSTRUMENT,FH_SYMBOL,FH_EXPIRY_DT,FH_STRIKE_PRICE,FH_OPTION_TYPE,FH_MARKET_TYPE,FH_OPENING_PRICE,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,FH_CLOSING_PRICE,FH_LAST_TRADED_PRICE,FH_PREV_CLS,FH_SETTLE_PRICE,FH_TOT_TRADED_QTY,FH_TOT_TRADED_VAL,FH_OPEN_INT,FH_CHANGE_IN_OI,FH_MARKET_LOT,FH_TIMESTAMP,FH_TIMESTAMP_ORDER,FH_UNDERLYING_VALUE,CALCULATED_PREMIUM_VAL,FH_HIGH_PRICE,FH_LOW_PRICE
FUTSTK,SUNPHARMA,29-Mar-2023,0,XX,N,954.55,964.0,951.15,958.4,958.05,958.95,958.4,2242800.0,2147494335.0,18322500.0,203000.0,700.0,13-Mar-2023,2023-03-12T18:30:00.000+00:00,,2147494335.0,,
FUTSTK,SUNPHARMA,27-Apr-2023,0,XX,N,960.1,969.6,959.1,963.6,963.9,965.0,963.6,92400.0,89031530.0,444500.0,43400.0,700.0,13-Mar-2023,2023-03-12T18:30:00.000+00:00,,89031530.0,,
FUTSTK,SUNPHARMA,25-May-2023,0,XX,N,968.25,970.2,968.25,969.0,969.0,968.4,968.25,7000.0,6781810.0,9800.0,700.0,700.0,13-Mar-2023,2023-03-12T18:30:00.000+00:00,,6781810.0,,
FUTSTK,SUNPHARMA,25-May-2023,0,XX,N,972.25,972.25,972.25,972.25,972.25,969.0,971.2,700.0,680575.0,9800.0,0.0,700.0,14-Mar-2023,2023-03-13T18:30:00.000+00:00,,680575.0,,
FUTSTK,SUNPHARMA,29-Mar-2023,0,XX,N,954.6,968.0,954.6,962.1,963.7,958.4,962.1,1680700.0,1618539545.0,18148200.0,-174300.0,700.0,14-Mar-2023,2023-03-13T18:30:00.000+00:00,,1618539545.0,,
FUTSTK,SUNPHARMA,27-Apr-2023,0,XX,N,965.1,973.5,962.9,968.1,970.0,963.6,968.1,100100.0,97003865.0,449400.0,4900.0,700.0,14-Mar-2023,2023-03-13T18:30:00.000+00:00,,97003865.0,,
FUTSTK,SUNPHARMA,27-Apr-2023,0,XX,N,966.45,974.95,960.55,962.25,963.0,968.1,962.25,130200.0,125752760.0,462000.0,12600.0,700.0,15-Mar-2023,2023-03-14T18:30:00.000+00:00,,125752760.0,,
FUTSTK,SUNPHARMA,25-May-2023,0,XX,N,974.45,976.25,967.0,967.0,967.0,972.25,967.0,2800.0,2722790.0,9800.0,0.0,700.0,15-Mar-2023,2023-03-14T18:30:00.000+00:00,,2722790.0,,
FUTSTK,SUNPHARMA,29-Mar-2023,0,XX,N,963.05,968.75,953.8,955.9,957.4,962.1,955.9,1901200.0,1825455135.0,18137000.0,-11200.0,700.0,15-Mar-2023,2023-03-14T18:30:00.000+00:00,,1825455135.0,,
FUTSTK,SUNPHARMA,25-May-2023,0,XX,N,975.0,980.2,975.0,980.2,980.2,967.0,981.2,1400.0,1368640.0,9100.0,-700.0,700.0,16-Mar-2023,2023-03-15T18:30:00.000+00:00,,1368640.0,,
FUTSTK,SUNPHARMA,29-Mar-2023,0,XX,N,961.0,972.75,957.0,969.9,971.0,955.9,969.9,2480100.0,2397780385.0,17931900.0,-205100.0,700.0,16-Mar-2023,2023-03-15T18:30:00.000+00:00,,2397780385.0,,
FUTSTK,SUNPHARMA,27-Apr-2023,0,XX,N,963.25,979.1,963.25,975.85,975.2,962.25,975.85,115500.0,112209475.0,482300.0,20300.0,700.0,16-Mar-2023,2023-03-15T18:30:00.000+00:00,,112209475.0,,
FUTSTK,SUNPHARMA,29-Mar-2023,0,XX,N,973.9,973.9,958.05,963.45,961.15,969.9,963.45,2463300.0,2374623020.0,18463900.0,532000.0,700.0,17-Mar-2023,2023-03-16T18:30:00.000+00:00,,2374623020.0,,
FUTSTK,SUNPHARMA,25-May-2023,0,XX,N,980.2,980.2,980.2,980.2,980.2,980.2,971.15,700.0,686140.0,9100.0,0.0,700.0,17-Mar-2023,2023-03-16T18:30:00.000+00:00,,686140.0,,
FUTSTK,SUNPHARMA,27-Apr-2023,0,XX,N,980.2,980.35,964.05,969.2,966.3,975.85,969.2,331100.0,321112050.0,651700.0,169400.0,700.0,17-Mar-2023,2023-03-16T18:30:00.000+00:00,,321112050.0,,
FUTSTK,SUNPHARMA,25-May-2023,0,XX,N,966.0,973.45,963.0,973.45,973.45,980.2,974.15,3500.0,3381980.0,9100.0,0.0,700.0,20-Mar-2023,2023-03-19T18:30:00.000+00:00,,3381980.0,,
FUTSTK,SUNPHARMA,27-Apr-2023,0,XX,N,965.4,969.45,956.2,968.3,967.4,969.2,968.3,149100.0,143460520.0,683200.0,31500.0,700.0,20-Mar-2023,2023-03-19T18:30:00.000+00:00,,143460520.0,,
FUTSTK,SUNPHARMA,29-Mar-2023,0,XX,N,959.15,964.1,949.8,962.7,962.75,963.45,962.7,1738800.0,1664224905.0,18197900.0,-266000.0,700.0,20-Mar-2023,2023-03-19T18:30:00.000+00:00,,1664224905.0,,
FUTSTK,SUNPHARMA,25-May-2023,0,XX,N,971.75,971.75,969.05,969.05,969.05,973.45,968.85,2100.0,2038785.0,9800.0,700.0,700.0,21-Mar-2023,2023-03-20T18:30:00.000+00:00,,2038785.0,,
FUTSTK,SUNPHARMA,29-Mar-2023,0,XX,N,962.6,966.25,956.95,958.7,958.8,962.7,958.7,1106000.0,1062951260.0,18037600.0,-160300.0,700.0,21-Mar-2023,2023-03-20T18:30:00.000+00:00,,1062951260.0,,
FUTSTK,SUNPHARMA,27-Apr-2023,0,XX,N,965.85,971.0,962.65,965.0,965.35,968.3,965.0,218400.0,211251705.0,752500.0,69300.0,700.0,21-Mar-2023,2023-03-20T18:30:00.000+00:00,,211251705.0,,
FUTSTK,SUNPHARMA,27-Apr-2023,0,XX,N,967.4,981.5,965.7,978.9,980.05,965.0,978.9,448000.0,436760590.0,926100.0,173600.0,700.0,22-Mar-2023,2023-03-21T18:30:00.000+00:00,,436760590.0,,
FUTSTK,SUNPHARMA,29-Mar-2023,0,XX,N,959.6,975.5,959.4,973.35,974.5,958.7,973.35,1662500.0,1609812470.0,17991400.0,-46200.0,700.0,22-Mar-2023,2023-03-21T18:30:00.000+00:00,,1609812470.0,,
