symbol,expiry,entry_date,exit_date,direction,entry_premium_pct,exit_premium_pct,pnl_pct,pnl_rupees,spot,lot_size,days_held,month
BRITANNIA,2025-01-30,2025-01-27,2025-01-30,BUY,-0.664,-0.053,0.61,3160.0,5176.25,100,3,2025-01
CHOLAFIN,2025-04-24,2025-04-21,2025-04-24,BUY,-1.301,0.116,1.418,14706.0,1659.8,625,3,2025-04
CHOLAFIN,2025-10-28,2025-10-24,2025-10-28,BUY,-0.635,0.174,0.809,8761.0,1733.6,625,4,2025-10
CIPLA,2023-03-29,2023-03-24,2023-03-29,BUY,-41.89,-41.12,0.771,7572.0,1511.8,650,5,2023-03
CIPLA,2023-04-27,2023-04-24,2023-04-27,BUY,-40.171,-39.463,0.708,6955.0,1511.8,650,3,2023-04
CIPLA,2023-05-25,2023-05-22,2023-05-25,BUY,-38.729,-37.66,1.068,10498.0,1511.8,650,3,2023-05
CIPLA,2023-06-29,2023-06-26,2023-06-27,BUY,-32.577,-33.179,-0.602,-5915.0,1511.8,650,1,2023-06
CIPLA,2023-07-27,2023-07-24,2023-07-27,BUY,-30.5,-22.645,7.855,77188.0,1511.8,650,3,2023-07
CIPLA,2023-08-31,2023-08-28,2023-08-31,BUY,-18.61,-16.583,2.027,19922.0,1511.8,650,3,2023-08
CIPLA,2023-09-28,2023-09-25,2023-09-28,BUY,-21.885,-22.777,-0.893,-8775.0,1511.8,650,3,2023-09
CIPLA,2023-10-26,2023-10-23,2023-10-26,BUY,-21.825,-24.031,-2.206,-21677.0,1511.8,650,3,2023-10
CIPLA,2023-11-30,2023-11-24,2023-11-30,BUY,-20.72,-20.016,0.704,6923.0,1511.8,650,6,2023-11
CIPLA,2024-01-25,2024-01-20,2024-01-25,BUY,-13.196,-9.449,3.747,36823.0,1511.8,650,5,2024-01
CIPLA,2024-02-29,2024-02-26,2024-02-29,BUY,-3.033,-2.203,0.83,8157.0,1511.8,650,3,2024-02
CIPLA,2024-03-28,2024-03-22,2024-03-28,BUY,-1.693,-0.903,0.79,7768.0,1511.8,650,6,2024-03
CIPLA,2024-04-25,2024-04-22,2024-04-25,BUY,-10.282,-7.121,3.162,31070.0,1511.8,650,3,2024-04
CIPLA,2024-05-30,2024-05-27,2024-05-30,BUY,-2.008,-3.281,-1.273,-12512.0,1511.8,650,3,2024-05
CIPLA,2024-07-25,2024-07-22,2024-07-25,BUY,-1.31,-0.784,0.526,5168.0,1511.8,650,3,2024-07
CIPLA,2024-08-29,2024-08-26,2024-08-29,SELL,5.278,6.846,-1.568,-15405.0,1511.8,650,3,2024-08
CIPLA,2024-09-26,2024-09-23,2024-09-26,SELL,9.538,7.514,2.024,19890.0,1511.8,650,3,2024-09
COALINDIA,2023-02-23,2023-02-20,2023-02-23,BUY,-42.464,-43.244,-0.78,-12390.0,378.2,4200,3,2023-02
COALINDIA,2023-03-29,2023-03-24,2023-03-29,BUY,-44.699,-43.76,0.939,14910.0,378.2,4200,5,2023-03
COALINDIA,2023-04-27,2023-04-24,2023-04-27,BUY,-38.948,-38.948,0.0,0.0,378.2,4200,3,2023-04
COALINDIA,2023-05-25,2023-05-22,2023-05-25,BUY,-37.084,-36.621,0.463,7350.0,378.2,4200,3,2023-05
COALINDIA,2023-06-29,2023-06-26,2023-06-27,BUY,-40.587,-40.428,0.159,2520.0,378.2,4200,1,2023-06
COALINDIA,2023-07-27,2023-07-24,2023-07-27,BUY,-38.802,-39.516,-0.714,-11340.0,378.2,4200,3,2023-07
COALINDIA,2023-08-31,2023-08-28,2023-08-31,BUY,-39.357,-39.225,0.132,2100.0,378.2,4200,3,2023-08
COALINDIA,2023-09-28,2023-09-25,2023-09-28,BUY,-23.691,-23.149,0.542,8610.0,378.2,4200,3,2023-09
COALINDIA,2023-10-26,2023-10-23,2023-10-26,BUY,-18.971,-19.381,-0.41,-6510.0,378.2,4200,3,2023-10
COALINDIA,2023-11-30,2023-11-24,2023-11-30,BUY,-11.859,-9.453,2.406,19110.0,378.2,2100,6,2023-11
COALINDIA,2024-01-25,2024-01-20,2024-01-25,SELL,5.724,2.975,2.75,21840.0,378.2,2100,5,2024-01
COALINDIA,2024-02-29,2024-02-26,2024-02-29,SELL,17.2,15.243,1.957,15540.0,378.2,2100,3,2024-02
COALINDIA,2024-03-28,2024-03-22,2024-03-28,SELL,14.357,14.833,-0.476,-3780.0,378.2,2100,6,2024-03
COALINDIA,2024-04-25,2024-04-22,2024-04-25,SELL,17.292,19.765,-2.472,-19635.0,378.2,2100,3,2024-04
COALINDIA,2024-05-30,2024-05-27,2024-05-30,SELL,31.081,27.129,3.953,31395.0,378.2,2100,3,2024-05
COALINDIA,2024-06-27,2024-06-24,2024-06-27,SELL,25.37,23.493,1.877,14910.0,378.2,2100,3,2024-06
COALINDIA,2024-07-25,2024-07-22,2024-07-25,SELL,29.839,31.055,-1.216,-9660.0,378.2,2100,3,2024-07
COALINDIA,2024-08-29,2024-08-26,2024-08-29,SELL,42.134,39.622,2.512,19950.0,378.2,2100,3,2024-08
COALINDIA,2024-09-26,2024-09-23,2024-09-26,SELL,32.549,33.818,-1.269,-10080.0,378.2,2100,3,2024-09
COLPAL,2023-02-23,2023-02-20,2023-02-23,BUY,-33.314,-33.477,-0.163,-1243.0,2180.6,350,3,2023-02
COLPAL,2023-03-29,2023-03-24,2023-03-29,BUY,-30.923,-31.333,-0.41,-3133.0,2180.6,350,5,2023-03
COLPAL,2023-04-27,2023-04-24,2023-04-27,BUY,-27.99,-27.719,0.271,2065.0,2180.6,350,3,2023-04
COLPAL,2023-05-25,2023-05-22,2023-05-25,BUY,-26.002,-27.389,-1.387,-10588.0,2180.6,350,3,2023-05
COLPAL,2023-06-29,2023-06-26,2023-06-27,BUY,-23.542,-22.533,1.009,7700.0,2180.6,350,1,2023-06
COLPAL,2023-07-27,2023-07-24,2023-07-27,BUY,-13.402,-8.06,5.343,40775.0,2180.6,350,3,2023-07
COLPAL,2023-08-31,2023-08-28,2023-08-31,BUY,-11.116,-11.018,0.099,752.0,2180.6,350,3,2023-08
COLPAL,2023-09-28,2023-09-25,2023-09-28,BUY,-7.872,-8.952,-1.08,-8242.0,2180.6,350,3,2023-09
COLPAL,2023-10-26,2023-10-23,2023-10-26,BUY,-4.586,-6.691,-2.105,-16065.0,2180.6,350,3,2023-10
COLPAL,2023-11-30,2023-11-24,2023-11-30,SELL,0.663,0.543,0.119,910.0,2180.6,350,6,2023-11
COLPAL,2024-01-25,2024-01-20,2024-01-25,SELL,16.365,14.368,1.997,15242.0,2180.6,350,5,2024-01
COLPAL,2024-02-29,2024-02-26,2024-02-29,SELL,15.89,15.922,-0.032,-245.0,2180.6,350,3,2024-02
COLPAL,2024-03-28,2024-03-22,2024-03-28,SELL,23.943,24.154,-0.211,-1610.0,2180.6,350,6,2024-03
COLPAL,2024-04-25,2024-04-22,2024-04-25,SELL,22.143,28.533,-6.39,-48773.0,2180.6,350,3,2024-04
COLPAL,2024-05-30,2024-05-27,2024-05-30,SELL,22.982,21.189,1.793,13685.0,2180.6,350,3,2024-05
COLPAL,2024-06-27,2024-06-24,2024-06-27,SELL,30.219,30.356,-0.138,-1050.0,2180.6,350,3,2024-06
COLPAL,2024-07-25,2024-07-22,2024-07-25,SELL,43.724,44.561,-0.837,-6388.0,2180.6,350,3,2024-07
COLPAL,2024-08-29,2024-08-26,2024-08-29,SELL,64.835,65.794,-0.958,-7315.0,2180.6,350,3,2024-08
COLPAL,2024-09-26,2024-09-23,2024-09-26,SELL,69.125,69.997,-0.871,-6650.0,2180.6,350,3,2024-09
COLPAL,2025-05-29,2025-05-26,2025-05-29,BUY,-0.797,0.113,0.909,3995.0,2510.3,175,3,2025-05
CONCOR,2023-02-23,2023-02-20,2023-02-23,SELL,19.249,14.642,4.607,23550.0,511.2,1000,3,2023-02
CONCOR,2023-03-29,2023-03-24,2023-03-29,SELL,14.036,11.757,2.279,11650.0,511.2,1000,5,2023-03
CONCOR,2023-04-27,2023-04-24,2023-04-27,SELL,18.153,18.447,-0.293,-1500.0,511.2,1000,3,2023-04
CONCOR,2023-05-25,2023-05-22,2023-05-25,SELL,26.301,30.438,-4.137,-21150.0,511.2,1000,3,2023-05
CONCOR,2023-06-29,2023-06-26,2023-06-27,SELL,26.946,26.78,0.166,850.0,511.2,1000,1,2023-06
CONCOR,2023-07-27,2023-07-24,2023-07-27,SELL,33.372,32.287,1.086,5550.0,511.2,1000,3,2023-07
CONCOR,2023-08-31,2023-08-28,2023-08-31,SELL,29.93,31.563,-1.633,-8350.0,511.2,1000,3,2023-08
CONCOR,2023-09-28,2023-09-25,2023-09-28,SELL,43.026,39.143,3.883,19850.0,511.2,1000,3,2023-09
CONCOR,2023-10-26,2023-10-23,2023-10-26,SELL,37.5,34.928,2.572,13150.0,511.2,1000,3,2023-10
CONCOR,2023-11-30,2023-11-24,2023-11-30,SELL,46.391,51.829,-5.438,-27800.0,511.2,1000,6,2023-11
CONCOR,2024-01-25,2024-01-20,2024-01-25,SELL,70.96,61.757,9.204,47050.0,511.2,1000,5,2024-01
CONCOR,2024-02-29,2024-02-26,2024-02-29,SELL,93.652,91.236,2.416,12350.0,511.2,1000,3,2024-02
CONCOR,2024-03-28,2024-03-22,2024-03-28,SELL,70.217,72.486,-2.269,-11600.0,511.2,1000,6,2024-03
CONCOR,2024-04-25,2024-04-22,2024-04-25,SELL,85.084,96.479,-11.395,-58250.0,511.2,1000,3,2024-04
CONCOR,2024-05-30,2024-05-27,2024-05-30,SELL,116.764,108.94,7.825,40000.0,511.2,1000,3,2024-05
CONCOR,2024-06-27,2024-06-24,2024-06-27,SELL,105.614,104.9,0.714,3650.0,511.2,1000,3,2024-06
CONCOR,2024-07-25,2024-07-22,2024-07-25,SELL,103.374,98.406,4.969,25400.0,511.2,1000,3,2024-07
CONCOR,2024-08-29,2024-08-26,2024-08-29,SELL,94.493,88.351,6.142,31400.0,511.2,1000,3,2024-08
CONCOR,2024-09-26,2024-09-23,2024-09-26,SELL,73.523,74.296,-0.773,-3950.0,511.2,1000,3,2024-09
CROMPTON,2023-02-23,2023-02-20,2023-02-23,SELL,11.483,11.333,0.15,600.0,267.35,1500,3,2023-02
CROMPTON,2023-03-29,2023-03-24,2023-03-29,SELL,9.725,9.201,0.524,2100.0,267.35,1500,5,2023-03
CROMPTON,2023-04-27,2023-04-24,2023-04-27,SELL,10.08,-2.768,12.848,51525.0,267.35,1500,3,2023-04
CROMPTON,2023-05-25,2023-05-22,2023-05-25,BUY,-2.749,2.674,5.424,21750.0,267.35,1500,3,2023-05
CROMPTON,2023-06-29,2023-06-26,2023-06-27,SELL,7.855,8.266,-0.411,-1650.0,267.35,1500,1,2023-06
CROMPTON,2023-07-27,2023-07-24,2023-07-27,SELL,8.678,8.042,0.636,3060.0,267.35,1800,3,2023-07
CROMPTON,2023-08-31,2023-08-28,2023-08-31,SELL,13.11,12.306,0.804,3870.0,267.35,1800,3,2023-08
CROMPTON,2023-09-28,2023-09-25,2023-09-28,SELL,9.837,14.513,-4.676,-22500.0,267.35,1800,3,2023-09
CROMPTON,2023-10-26,2023-10-23,2023-10-26,SELL,4.676,7.481,-2.805,-13500.0,267.35,1800,3,2023-10
CROMPTON,2023-11-30,2023-11-24,2023-11-30,SELL,6.527,6.677,-0.15,-720.0,267.35,1800,6,2023-11
CROMPTON,2024-01-25,2024-01-20,2024-01-25,SELL,15.934,14.12,1.814,8730.0,267.35,1800,5,2024-01
CROMPTON,2024-02-29,2024-02-26,2024-02-29,SELL,7.612,8.94,-1.328,-6390.0,267.35,1800,3,2024-02
CROMPTON,2024-03-28,2024-03-22,2024-03-28,SELL,1.103,-0.019,1.122,5400.0,267.35,1800,6,2024-03
CROMPTON,2024-04-25,2024-04-22,2024-04-25,SELL,14.775,15.915,-1.141,-5490.0,267.35,1800,3,2024-04
CROMPTON,2024-05-30,2024-05-27,2024-05-30,SELL,45.783,46.531,-0.748,-3600.0,267.35,1800,3,2024-05
CROMPTON,2024-06-27,2024-06-24,2024-06-27,SELL,61.174,56.256,4.919,23670.0,267.35,1800,3,2024-06
CROMPTON,2024-07-25,2024-07-22,2024-07-25,SELL,62.053,66.673,-4.619,-22230.0,267.35,1800,3,2024-07
CROMPTON,2024-08-29,2024-08-26,2024-08-29,SELL,74.995,74.004,0.991,4770.0,267.35,1800,3,2024-08
CROMPTON,2024-09-26,2024-09-23,2024-09-26,SELL,66.916,56.63,10.286,49500.0,267.35,1800,3,2024-09
CUMMINSIND,2023-02-23,2023-02-20,2023-02-23,BUY,-62.961,-63.214,-0.253,-6570.0,4333.8,600,3,2023-02
CUMMINSIND,2023-03-29,2023-03-24,2023-03-29,BUY,-62.644,-62.171,0.473,12300.0,4333.8,600,5,2023-03
CUMMINSIND,2023-04-27,2023-04-24,2023-04-27,BUY,-64.167,-63.879,0.287,7470.0,4333.8,600,3,2023-04
CUMMINSIND,2023-05-25,2023-05-22,2023-05-25,BUY,-61.526,-61.861,-0.336,-8730.0,4333.8,600,3,2023-05
CUMMINSIND,2023-06-29,2023-06-26,2023-06-27,BUY,-56.9,-56.587,0.314,8160.0,4333.8,600,1,2023-06
CUMMINSIND,2023-07-27,2023-07-24,2023-07-27,BUY,-56.322,-55.714,0.608,15810.0,4333.8,600,3,2023-07
CUMMINSIND,2023-08-31,2023-08-28,2023-08-31,BUY,-60.567,-60.671,-0.104,-2700.0,4333.8,600,3,2023-08
CUMMINSIND,2023-09-28,2023-09-25,2023-09-28,BUY,-59.996,-61.541,-1.545,-40170.0,4333.8,600,3,2023-09
CUMMINSIND,2023-10-26,2023-10-23,2023-10-26,BUY,-60.777,-61.283,-0.506,-13170.0,4333.8,600,3,2023-10
CUMMINSIND,2023-11-30,2023-11-24,2023-11-30,BUY,-56.712,-55.984,0.728,9465.0,4333.8,300,6,2023-11
CUMMINSIND,2024-01-25,2024-01-20,2024-01-25,BUY,-51.885,-50.231,1.654,21510.0,4333.8,300,5,2024-01
DABUR,2023-02-23,2023-02-20,2023-02-23,SELL,3.665,4.354,-0.688,-4438.0,515.65,1250,3,2023-02
DABUR,2023-03-29,2023-03-24,2023-03-29,SELL,4.102,3.772,0.33,2125.0,515.65,1250,5,2023-03
DABUR,2023-04-27,2023-04-24,2023-04-27,SELL,1.949,2.793,-0.844,-5437.0,515.65,1250,3,2023-04
DABUR,2023-05-25,2023-05-22,2023-05-25,SELL,1.251,2.579,-1.328,-8563.0,515.65,1250,3,2023-05
DABUR,2023-06-29,2023-06-26,2023-06-27,SELL,10.463,10.637,-0.175,-1125.0,515.65,1250,1,2023-06
DABUR,2023-07-27,2023-07-24,2023-07-27,SELL,9.89,11.083,-1.193,-7687.0,515.65,1250,3,2023-07
DABUR,2023-08-31,2023-08-28,2023-08-31,SELL,7.534,7.321,0.213,1375.0,515.65,1250,3,2023-08
DABUR,2023-09-28,2023-09-25,2023-09-28,SELL,7.583,6.312,1.27,8187.0,515.65,1250,3,2023-09
DABUR,2023-10-26,2023-10-23,2023-10-26,SELL,1.115,-0.921,2.036,13125.0,515.65,1250,3,2023-10
DABUR,2023-11-30,2023-11-24,2023-11-30,SELL,4.043,4.412,-0.368,-2375.0,515.65,1250,6,2023-11
DABUR,2024-01-25,2024-01-20,2024-01-25,SELL,4.266,2.899,1.367,8812.0,515.65,1250,5,2024-01
DELHIVERY,2025-04-24,2025-04-21,2025-04-24,BUY,-0.548,-0.2,0.348,1551.0,292.0,1525,3,2025-04
DELHIVERY,2025-05-29,2025-05-26,2025-05-29,BUY,-0.676,0.167,0.842,4657.0,362.55,1525,3,2025-05
DIVISLAB,2024-02-29,2024-02-26,2024-02-29,BUY,-43.869,-45.183,-1.314,-16750.0,6373.0,200,3,2024-02
DIVISLAB,2024-03-28,2024-03-22,2024-03-28,BUY,-45.974,-45.861,0.114,1450.0,6373.0,200,6,2024-03
DIVISLAB,2024-04-25,2024-04-22,2024-04-25,BUY,-41.261,-39.745,1.516,19320.0,6373.0,200,3,2024-04
DIVISLAB,2024-05-30,2024-05-27,2024-05-30,BUY,-33.144,-30.981,2.162,27560.0,6373.0,200,3,2024-05
DIVISLAB,2024-06-27,2024-06-24,2024-06-27,BUY,-29.059,-29.054,0.005,70.0,6373.0,200,3,2024-06
DIVISLAB,2024-07-25,2024-07-22,2024-07-25,BUY,-28.849,-28.635,0.214,2730.0,6373.0,200,3,2024-07
DIVISLAB,2024-08-29,2024-08-26,2024-08-29,BUY,-22.802,-21.522,1.28,16310.0,6373.0,200,3,2024-08
DIVISLAB,2024-09-26,2024-09-23,2024-09-26,BUY,-15.676,-15.744,-0.068,-870.0,6373.0,200,3,2024-09
DIXON,2024-02-29,2024-02-26,2024-02-29,BUY,-53.611,-55.347,-1.736,-25980.0,14965.0,100,3,2024-02
DIXON,2024-03-28,2024-03-22,2024-03-28,BUY,-52.093,-50.109,1.984,29690.0,14965.0,100,6,2024-03
DIXON,2024-04-25,2024-04-22,2024-04-25,BUY,-47.682,-46.007,1.675,25060.0,14965.0,100,3,2024-04
DIXON,2024-05-30,2024-05-27,2024-05-30,BUY,-37.899,-37.642,0.257,3840.0,14965.0,100,3,2024-05
DIXON,2024-06-27,2024-06-24,2024-06-27,BUY,-22.395,-21.414,0.981,14685.0,14965.0,100,3,2024-06
DIXON,2024-07-25,2024-07-22,2024-07-25,BUY,-24.081,-27.138,-3.057,-45745.0,14965.0,100,3,2024-07
DIXON,2024-08-29,2024-08-26,2024-08-29,BUY,-10.635,-11.687,-1.052,-15740.0,14965.0,100,3,2024-08
DIXON,2024-09-26,2024-09-23,2024-09-26,BUY,-4.833,-5.679,-0.845,-12650.0,14965.0,100,3,2024-09
DLF,2024-02-29,2024-02-26,2024-02-29,SELL,24.664,24.395,0.269,3218.0,725.35,1650,3,2024-02
DLF,2024-03-28,2024-03-22,2024-03-28,SELL,19.48,23.52,-4.039,-48345.0,725.35,1650,6,2024-03
DLF,2024-04-25,2024-04-22,2024-04-25,SELL,19.446,23.306,-3.86,-46200.0,725.35,1650,3,2024-04
DLF,2024-05-30,2024-05-27,2024-05-30,SELL,16.213,10.498,5.714,34196.0,725.35,825,3,2024-05
DLF,2024-06-27,2024-06-24,2024-06-27,SELL,15.834,12.663,3.171,18975.0,725.35,825,3,2024-06
DLF,2024-07-25,2024-07-22,2024-07-25,SELL,14.614,11.746,2.868,17160.0,725.35,825,3,2024-07
DLF,2024-08-29,2024-08-26,2024-08-29,SELL,17.192,14.703,2.488,14891.0,725.35,825,3,2024-08
DLF,2024-09-26,2024-09-23,2024-09-26,SELL,25.436,27.421,-1.985,-11880.0,725.35,825,3,2024-09
DRREDDY,2023-02-23,2023-02-20,2023-02-23,SELL,260.435,257.235,3.2,4975.0,1243.9,125,3,2023-02
DRREDDY,2023-03-29,2023-03-24,2023-03-29,SELL,258.831,268.116,-9.285,-14437.0,1243.9,125,5,2023-03
DRREDDY,2023-04-27,2023-04-24,2023-04-27,SELL,286.245,294.485,-8.24,-12812.0,1243.9,125,3,2023-04
DRREDDY,2023-05-25,2023-05-22,2023-05-25,SELL,258.67,261.862,-3.192,-4962.0,1243.9,125,3,2023-05
DRREDDY,2023-06-29,2023-06-26,2023-06-27,SELL,305.037,303.598,1.439,2238.0,1243.9,125,1,2023-06
DRREDDY,2023-07-27,2023-07-24,2023-07-27,SELL,334.215,343.36,-9.145,-14219.0,1243.9,125,3,2023-07
DRREDDY,2023-08-31,2023-08-28,2023-08-31,SELL,365.001,352.187,12.815,19925.0,1243.9,125,3,2023-08
DRREDDY,2023-09-28,2023-09-25,2023-09-28,SELL,338.154,336.888,1.266,1969.0,1243.9,125,3,2023-09
DRREDDY,2023-10-26,2023-10-23,2023-10-26,SELL,345.703,335.964,9.74,15144.0,1243.9,125,3,2023-10
DRREDDY,2023-11-30,2023-11-24,2023-11-30,SELL,354.008,364.266,-10.258,-15950.0,1243.9,125,6,2023-11
DRREDDY,2024-01-25,2024-01-20,2024-01-25,SELL,352.854,369.527,-16.673,-25925.0,1243.9,125,5,2024-01
DRREDDY,2024-02-29,2024-02-26,2024-02-29,SELL,416.267,415.648,0.619,963.0,1243.9,125,3,2024-02
DRREDDY,2024-03-28,2024-03-22,2024-03-28,SELL,399.534,394.803,4.731,7356.0,1243.9,125,6,2024-03
DRREDDY,2024-04-25,2024-04-22,2024-04-25,SELL,382.888,400.08,-17.192,-26731.0,1243.9,125,3,2024-04
DRREDDY,2024-05-30,2024-05-27,2024-05-30,SELL,374.447,372.184,2.263,3519.0,1243.9,125,3,2024-05
DRREDDY,2024-06-27,2024-06-24,2024-06-27,SELL,385.2,402.267,-17.067,-26538.0,1243.9,125,3,2024-06
DRREDDY,2024-07-25,2024-07-22,2024-07-25,SELL,442.841,450.334,-7.493,-11650.0,1243.9,125,3,2024-07
DRREDDY,2024-08-29,2024-08-26,2024-08-29,SELL,459.426,458.172,1.254,1950.0,1243.9,125,3,2024-08
DRREDDY,2024-09-26,2024-09-23,2024-09-26,SELL,434.452,440.811,-6.359,-9887.0,1243.9,125,3,2024-09
DRREDDY,2025-01-30,2025-01-27,2025-01-30,BUY,-0.501,0.088,0.589,4408.0,1197.65,625,3,2025-01
EXIDEIND,2023-02-23,2023-02-20,2023-02-23,BUY,-52.404,-53.963,-1.559,-21060.0,375.35,3600,3,2023-02
EXIDEIND,2023-03-29,2023-03-24,2023-03-29,BUY,-53.31,-52.831,0.48,6480.0,375.35,3600,5,2023-03
EXIDEIND,2023-04-27,2023-04-24,2023-04-27,BUY,-49.7,-48.248,1.452,19620.0,375.35,3600,3,2023-04
EXIDEIND,2023-05-25,2023-05-22,2023-05-25,BUY,-46.144,-44.518,1.625,21960.0,375.35,3600,3,2023-05
EXIDEIND,2023-06-29,2023-06-26,2023-06-27,BUY,-37.938,-37.978,-0.04,-540.0,375.35,3600,1,2023-06
EXIDEIND,2023-07-27,2023-07-24,2023-07-27,BUY,-33.089,-32.05,1.039,14040.0,375.35,3600,3,2023-07
EXIDEIND,2023-08-31,2023-08-28,2023-08-31,BUY,-30.292,-29.066,1.226,16560.0,375.35,3600,3,2023-08
EXIDEIND,2023-09-28,2023-09-25,2023-09-28,BUY,-30.904,-31.357,-0.453,-6120.0,375.35,3600,3,2023-09
EXIDEIND,2023-10-26,2023-10-23,2023-10-26,BUY,-33.116,-34.448,-1.332,-18000.0,375.35,3600,3,2023-10
EXIDEIND,2023-11-30,2023-11-24,2023-11-30,BUY,-24.937,-24.111,0.826,11160.0,375.35,3600,6,2023-11
EXIDEIND,2024-01-25,2024-01-20,2024-01-25,BUY,-14.413,-17.291,-2.877,-38880.0,375.35,3600,5,2024-01
EXIDEIND,2024-02-29,2024-02-26,2024-02-29,BUY,-12.415,-14.64,-2.225,-30060.0,375.35,3600,3,2024-02
EXIDEIND,2024-03-28,2024-03-22,2024-03-28,BUY,-18.076,-18.796,-0.719,-9720.0,375.35,3600,6,2024-03
EXIDEIND,2024-04-25,2024-04-22,2024-04-25,SELL,24.484,19.275,5.208,70380.0,375.35,3600,3,2024-04
EXIDEIND,2024-05-30,2024-05-27,2024-05-30,SELL,31.97,32.956,-0.986,-6660.0,375.35,1800,3,2024-05
EXIDEIND,2024-06-27,2024-06-24,2024-06-27,SELL,52.791,50.579,2.211,14940.0,375.35,1800,3,2024-06
EXIDEIND,2024-07-25,2024-07-22,2024-07-25,SELL,45.864,43.879,1.985,13410.0,375.35,1800,3,2024-07
EXIDEIND,2024-08-29,2024-08-26,2024-08-29,SELL,32.996,30.838,2.158,14580.0,375.35,1800,3,2024-08
EXIDEIND,2024-09-26,2024-09-23,2024-09-26,SELL,25.763,25.683,0.08,540.0,375.35,1800,3,2024-09
FEDERALBNK,2023-02-23,2023-02-20,2023-02-23,BUY,-48.564,-47.931,0.632,7750.0,245.06,5000,3,2023-02
FEDERALBNK,2023-03-29,2023-03-24,2023-03-29,BUY,-48.258,-47.543,0.714,8750.0,245.06,5000,5,2023-03
FEDERALBNK,2023-04-27,2023-04-24,2023-04-27,BUY,-45.993,-45.34,0.653,8000.0,245.06,5000,3,2023-04
FEDERALBNK,2023-05-25,2023-05-22,2023-05-25,BUY,-48.502,-49.706,-1.204,-14750.0,245.06,5000,3,2023-05
FEDERALBNK,2023-06-29,2023-06-26,2023-06-27,BUY,-50.298,-49.665,0.632,7750.0,245.06,5000,1,2023-06
FEDERALBNK,2023-07-27,2023-07-24,2023-07-27,BUY,-45.32,-45.422,-0.102,-1250.0,245.06,5000,3,2023-07
FEDERALBNK,2023-08-31,2023-08-28,2023-08-31,BUY,-41.3,-41.32,-0.02,-250.0,245.06,5000,3,2023-08
FEDERALBNK,2023-09-28,2023-09-25,2023-09-28,BUY,-39.872,-40.382,-0.51,-6250.0,245.06,5000,3,2023-09
FEDERALBNK,2023-10-26,2023-10-23,2023-10-26,BUY,-41.565,-43.544,-1.979,-24250.0,245.06,5000,3,2023-10
FEDERALBNK,2023-11-30,2023-11-24,2023-11-30,BUY,-39.933,-39.933,0.0,0.0,245.06,5000,6,2023-11
FEDERALBNK,2024-01-25,2024-01-20,2024-01-25,BUY,-40.545,-42.198,-1.653,-20250.0,245.06,5000,5,2024-01
FEDERALBNK,2024-02-29,2024-02-26,2024-02-29,BUY,-38.076,-38.586,-0.51,-6250.0,245.06,5000,3,2024-02
FEDERALBNK,2024-03-28,2024-03-22,2024-03-28,BUY,-38.811,-38.648,0.163,2000.0,245.06,5000,6,2024-03
FEDERALBNK,2024-04-25,2024-04-22,2024-04-25,BUY,-37.362,-36.301,1.061,13000.0,245.06,5000,3,2024-04
FEDERALBNK,2024-05-30,2024-05-27,2024-05-30,BUY,-33.078,-34.689,-1.612,-19750.0,245.06,5000,3,2024-05
FEDERALBNK,2024-06-27,2024-06-24,2024-06-27,BUY,-28.079,-27.691,0.388,4750.0,245.06,5000,3,2024-06
FEDERALBNK,2024-07-25,2024-07-22,2024-07-25,BUY,-21.244,-16.269,4.974,60950.0,245.06,5000,3,2024-07
FEDERALBNK,2024-08-29,2024-08-26,2024-08-29,BUY,-18.918,-20.077,-1.159,-14200.0,245.06,5000,3,2024-08
FEDERALBNK,2024-09-26,2024-09-23,2024-09-26,BUY,-23.46,-21.668,1.791,21950.0,245.06,5000,3,2024-09
GAIL,2023-02-23,2023-02-20,2023-02-23,BUY,-47.647,-46.336,1.312,21960.0,182.99,9150,3,2023-02
GAIL,2023-03-29,2023-03-24,2023-03-29,BUY,-43.467,-42.319,1.148,19215.0,182.99,9150,5,2023-03
GAIL,2023-04-27,2023-04-24,2023-04-27,BUY,-40.27,-40.215,0.055,915.0,182.99,9150,3,2023-04
GAIL,2023-05-25,2023-05-22,2023-05-25,BUY,-41.964,-41.062,0.902,15097.0,182.99,9150,3,2023-05
GAIL,2023-06-29,2023-06-26,2023-06-27,BUY,-42.647,-42.948,-0.301,-5033.0,182.99,9150,1,2023-06
GAIL,2023-07-27,2023-07-24,2023-07-27,BUY,-38.658,-36.281,2.377,39802.0,182.99,9150,3,2023-07
GAIL,2023-08-31,2023-08-28,2023-08-31,BUY,-35.816,-37.21,-1.394,-23332.0,182.99,9150,3,2023-08
GAIL,2023-09-28,2023-09-25,2023-09-28,BUY,-33.138,-33.685,-0.546,-9150.0,182.99,9150,3,2023-09
GAIL,2023-10-26,2023-10-23,2023-10-26,BUY,-34.095,-35.324,-1.23,-20588.0,182.99,9150,3,2023-10
GAIL,2023-11-30,2023-11-24,2023-11-30,BUY,-31.963,-27.701,4.263,35685.0,182.99,4575,6,2023-11
GAIL,2024-01-25,2024-01-20,2024-01-25,BUY,-9.121,-9.776,-0.656,-5490.0,182.99,4575,5,2024-01
GLENMARK,2023-02-23,2023-02-20,2023-02-23,BUY,-76.551,-75.743,0.808,21605.0,1844.2,1450,3,2023-02
