strategy,symbol,entry_date,exit_date,pnl_pct,portfolio_pnl,days_held,exit_reason
BREAKOUT,ICICIPRULI,2023-05-29,2023-06-05,4.7174,16638.0,7,time_stop
BREAKOUT,LUPIN,2023-05-29,2023-06-05,1.6147,5789.0,7,time_stop
PAIR,RELIANCE/IOC,2023-05-23,2023-06-07,-0.3232,-1165.0,15,time_stop
PAIR,CIPLA/LUPIN,2023-06-05,2023-06-09,0.4649,1674.0,4,z_revert
PAIR,WIPRO/MPHASIS,2023-06-09,2023-06-12,1.162,4192.0,3,z_revert
PAIR,DRREDDY/AUROPHARMA,2023-05-31,2023-06-15,1.3993,5068.0,15,time_stop
BREAKOUT,RECLTD,2023-06-12,2023-06-19,-0.677,-2464.0,7,time_stop
PAIR,CIPLA/AUROPHARMA,2023-06-15,2023-06-19,1.0512,3817.0,4,z_revert
PAIR,LICHSGFIN/PFC,2023-06-05,2023-06-20,-0.9135,-3329.0,15,time_stop
PAIR,HDFCLIFE/ICICIPRULI,2023-06-07,2023-06-22,-1.7906,-6505.0,15,time_stop
BREAKOUT,JINDALSTEL,2023-06-20,2023-06-23,-4.292,-15494.0,3,stoploss
PAIR,BAJFINANCE/BAJAJFINSV,2023-06-22,2023-07-03,0.821,2919.0,11,z_revert
PAIR,WIPRO/LTIM,2023-06-19,2023-07-04,0.4626,1649.0,15,time_stop
PAIR,SUNPHARMA/AUROPHARMA,2023-06-19,2023-07-04,-0.2216,-791.0,15,time_stop
BREAKOUT,PNB,2023-07-03,2023-07-04,5.9963,21400.0,1,target
PAIR,LICHSGFIN/MANAPPURAM,2023-06-23,2023-07-10,-3.0257,-11025.0,17,time_stop
PAIR,CIPLA/LUPIN,2023-07-04,2023-07-19,-1.4145,-5100.0,15,time_stop
PAIR,ULTRACEMCO/AMBUJACEM,2023-07-04,2023-07-19,-0.7031,-2522.0,15,time_stop
PAIR,AXISBANK/BANKBARODA,2023-07-04,2023-07-19,0.3891,1392.0,15,time_stop
PAIR,RELIANCE/GAIL,2023-07-10,2023-07-20,2.7161,9733.0,10,z_revert
BREAKOUT,PNB,2023-07-19,2023-07-21,-2.7972,-10119.0,2,stoploss
BREAKOUT,MPHASIS,2023-07-19,2023-07-21,7.3735,26412.0,2,target
PAIR,CIPLA/LUPIN,2023-07-19,2023-07-25,1.0166,3735.0,6,z_revert
PAIR,ICICIGI/ICICIPRULI,2023-07-20,2023-07-26,3.8126,14059.0,6,z_revert
PAIR,CIPLA/AUROPHARMA,2023-07-26,2023-07-27,1.8408,6879.0,1,z_revert
BREAKOUT,LT,2023-07-21,2023-07-28,1.9657,7393.0,7,time_stop
BREAKOUT,GAIL,2023-07-25,2023-07-31,3.0446,11529.0,6,target
BREAKOUT,ZYDUSLIFE,2023-07-27,2023-07-31,-2.0678,-7914.0,4,stoploss
PAIR,DRREDDY/AUROPHARMA,2023-07-28,2023-08-01,1.8484,7023.0,4,z_revert
BREAKOUT,RECLTD,2023-07-31,2023-08-02,-3.4927,-13356.0,2,stoploss
PAIR,WIPRO/MPHASIS,2023-07-21,2023-08-07,0.8279,3127.0,17,time_stop
BREAKOUT,NTPC,2023-07-31,2023-08-07,0.0,0.0,7,time_stop
PAIR,RELIANCE/GAIL,2023-08-01,2023-08-14,4.343,16452.0,13,z_revert
PAIR,ULTRACEMCO/AMBUJACEM,2023-08-07,2023-08-16,4.1917,16120.0,9,z_revert
PAIR,BAJAJFINSV/MUTHOOTFIN,2023-08-02,2023-08-17,1.563,6099.0,15,time_stop
PAIR,DRREDDY/AUROPHARMA,2023-08-07,2023-08-17,2.3106,9066.0,10,z_revert
BREAKOUT,MANAPPURAM,2023-08-17,2023-08-18,-3.6518,-14444.0,1,stoploss
PAIR,ONGC/GAIL,2023-08-18,2023-08-22,1.6578,6473.0,4,z_revert
PAIR,TATASTEEL/SAIL,2023-08-14,2023-08-29,0.0734,288.0,15,time_stop
PAIR,TCS/WIPRO,2023-08-22,2023-08-30,1.0842,4259.0,8,z_revert
PAIR,SUNPHARMA/LUPIN,2023-08-16,2023-08-31,-0.8224,-3243.0,15,time_stop
PAIR,DRREDDY/ZYDUSLIFE,2023-08-17,2023-08-31,0.6799,2673.0,14,z_revert
BREAKOUT,MARUTI,2023-08-31,2023-09-01,3.6647,14444.0,1,target
PAIR,LICHSGFIN/MANAPPURAM,2023-08-31,2023-09-04,3.4055,13594.0,4,z_revert
BREAKOUT,COALINDIA,2023-09-04,2023-09-06,3.0516,12327.0,2,target
PAIR,AXISBANK/FEDERALBNK,2023-08-29,2023-09-12,1.8042,7366.0,14,z_revert
PAIR,HEROMOTOCO/TVSMOTOR,2023-08-30,2023-09-14,-1.2077,-4962.0,15,time_stop
PAIR,RELIANCE/GAIL,2023-09-01,2023-09-18,-0.3823,-1564.0,17,time_stop
BREAKOUT,TCS,2023-09-12,2023-09-20,0.8062,3294.0,8,time_stop
PAIR,DRREDDY/AUROPHARMA,2023-09-06,2023-09-21,-0.0283,-116.0,15,time_stop
BREAKOUT,NMDC,2023-09-14,2023-09-21,-4.5394,-18596.0,7,time_stop
BREAKOUT,PNB,2023-09-18,2023-09-21,-2.5275,-10190.0,3,stoploss
PAIR,WIPRO/TECHM,2023-09-21,2023-09-22,-1.4173,-5664.0,1,z_stop
PAIR,WIPRO/TECHM,2023-09-22,2023-10-04,1.9912,7917.0,12,z_revert
PAIR,CIPLA/LUPIN,2023-09-20,2023-10-05,-3.1231,-12504.0,15,time_stop
PAIR,RELIANCE/IOC,2023-09-21,2023-10-06,0.5287,2094.0,15,time_stop
PAIR,LICHSGFIN/PFC,2023-09-21,2023-10-06,2.1634,8583.0,15,time_stop
PAIR,WIPRO/MPHASIS,2023-10-06,2023-10-11,1.7609,7039.0,5,z_revert
PAIR,BAJFINANCE/BAJAJFINSV,2023-10-04,2023-10-12,2.1537,8662.0,8,z_revert
PAIR,CIPLA/AUROPHARMA,2023-10-05,2023-10-18,0.9979,4044.0,13,z_revert
BREAKOUT,TVSMOTOR,2023-10-12,2023-10-19,0.335,1362.0,7,time_stop
PAIR,SUNPHARMA/LUPIN,2023-10-06,2023-10-23,-0.6104,-2485.0,17,time_stop
PAIR,RELIANCE/GAIL,2023-10-18,2023-10-23,2.6233,10657.0,5,z_revert
PAIR,SUNPHARMA/LUPIN,2023-10-23,2023-10-25,0.9642,3953.0,2,z_revert
PAIR,DRREDDY/ZYDUSLIFE,2023-10-11,2023-10-26,-1.0528,-4331.0,15,time_stop
PAIR,WIPRO/LTIM,2023-10-19,2023-11-01,2.4559,10066.0,13,z_revert
PAIR,LICHSGFIN/MANAPPURAM,2023-10-25,2023-11-02,1.5587,6443.0,8,z_revert
PAIR,AXISBANK/BANKBARODA,2023-10-26,2023-11-03,2.8901,12012.0,8,z_revert
PAIR,HDFCLIFE/ICICIGI,2023-10-23,2023-11-07,0.4505,1891.0,15,time_stop
PAIR,RELIANCE/IOC,2023-11-01,2023-11-07,-5.4988,-23122.0,6,z_stop
PAIR,CIPLA/AUROPHARMA,2023-11-03,2023-11-07,2.4997,10309.0,4,z_revert
BREAKOUT,OBEROIRLTY,2023-11-02,2023-11-09,3.797,15796.0,7,time_stop
PAIR,AXISBANK/BANKBARODA,2023-11-07,2023-11-17,2.3982,10109.0,10,z_revert
PAIR,RELIANCE/IOC,2023-11-07,2023-11-22,2.5069,10656.0,15,time_stop
PAIR,LICHSGFIN/PFC,2023-11-07,2023-11-22,-10.8097,-46353.0,15,time_stop
BREAKOUT,CIPLA,2023-11-22,2023-11-23,-7.9428,-32771.0,1,stoploss
PAIR,DRREDDY/AUROPHARMA,2023-11-09,2023-11-24,-2.9311,-11757.0,15,time_stop
BREAKOUT,LUPIN,2023-11-24,2023-12-01,5.0187,19924.0,7,time_stop
PAIR,BAJFINANCE/BAJAJFINSV,2023-11-17,2023-12-04,-1.3948,-5634.0,17,time_stop
BREAKOUT,NTPC,2023-12-01,2023-12-05,5.7554,23137.0,4,target
PAIR,LICHSGFIN/MANAPPURAM,2023-11-22,2023-12-07,1.7961,7366.0,15,time_stop
PAIR,ONGC/BPCL,2023-11-23,2023-12-08,-5.6755,-23422.0,15,time_stop
BREAKOUT,ZYDUSLIFE,2023-12-07,2023-12-08,-3.2689,-13222.0,1,stoploss
BREAKOUT,NTPC,2023-12-05,2023-12-12,-0.5407,-2162.0,7,time_stop
PAIR,TATASTEEL/SAIL,2023-12-08,2023-12-14,-5.697,-22737.0,6,z_stop
PAIR,RELIANCE/GAIL,2023-12-04,2023-12-19,1.782,6970.0,15,time_stop
PAIR,CIPLA/AUROPHARMA,2023-12-08,2023-12-19,0.0215,85.0,11,z_revert
BREAKOUT,COALINDIA,2023-12-19,2023-12-20,-4.5116,-17758.0,1,stoploss
PAIR,HDFCLIFE/ICICIPRULI,2023-12-12,2023-12-22,1.6242,6292.0,10,z_revert
PAIR,WIPRO/MPHASIS,2023-12-20,2023-12-22,1.4964,5830.0,2,z_revert
PAIR,TCS/WIPRO,2023-12-22,2023-12-26,-1.1187,-4381.0,4,z_stop
PAIR,TATASTEEL/SAIL,2023-12-14,2023-12-29,-2.9232,-11403.0,15,time_stop
PAIR,CIPLA/AUROPHARMA,2023-12-22,2024-01-02,0.7378,2849.0,11,z_revert
BREAKOUT,HEROMOTOCO,2023-12-26,2024-01-02,0.8441,3268.0,7,time_stop
PAIR,DRREDDY/ZYDUSLIFE,2023-12-19,2024-01-03,0.7739,3005.0,15,time_stop
BREAKOUT,ITC,2024-01-03,2024-01-08,-2.4001,-9344.0,5,stoploss
PAIR,RELIANCE/GAIL,2023-12-29,2024-01-11,3.3306,12857.0,13,z_revert
PAIR,WIPRO/LTIM,2024-01-02,2024-01-12,1.1327,4424.0,10,z_revert
PAIR,SUNPHARMA/LUPIN,2024-01-02,2024-01-17,0.0948,372.0,15,time_stop
BREAKOUT,HEROMOTOCO,2024-01-11,2024-01-18,1.4238,5584.0,7,time_stop
PAIR,BAJFINANCE/BAJAJFINSV,2024-01-08,2024-01-23,0.8321,3280.0,15,time_stop
MEAN_REV,NESTLEIND,2024-01-12,2024-01-23,-3.9266,-15522.0,11,time_stop
PAIR,RELIANCE/IOC,2024-01-17,2024-01-29,2.0935,8162.0,12,z_revert
BREAKOUT,SUNPHARMA,2024-01-23,2024-01-30,0.0692,272.0,7,time_stop
PAIR,ICICIGI/ICICIPRULI,2024-01-18,2024-02-02,0.0684,269.0,15,time_stop
MEAN_REV,NESTLEIND,2024-01-23,2024-02-02,1.3576,5334.0,10,time_stop
BREAKOUT,LICHSGFIN,2024-01-30,2024-02-05,3.6337,14346.0,6,target
BREAKOUT,COALINDIA,2024-02-05,2024-02-08,4.3831,17524.0,3,target
PAIR,AXISBANK/BANKBARODA,2024-01-29,2024-02-13,-4.8515,-19694.0,15,time_stop
BREAKOUT,WIPRO,2024-02-13,2024-02-16,6.0423,24112.0,3,target
PAIR,DRREDDY/AUROPHARMA,2024-02-02,2024-02-19,-2.8733,-11709.0,17,time_stop
PAIR,BAJFINANCE/BAJAJFINSV,2024-02-02,2024-02-19,-0.0569,-230.0,17,time_stop
MEAN_REV,NESTLEIND,2024-02-08,2024-02-19,3.8627,15579.0,11,time_stop
PAIR,AXISBANK/FEDERALBNK,2024-02-16,2024-02-22,4.66,19049.0,6,z_revert
BREAKOUT,MARUTI,2024-02-19,2024-02-26,-0.0218,-90.0,7,time_stop
BREAKOUT,GODREJPROP,2024-02-23,2024-02-28,-4.4524,-18496.0,5,stoploss
MEAN_REV,NESTLEIND,2024-02-19,2024-02-29,2.9761,12170.0,10,time_stop
PAIR,DRREDDY/ZYDUSLIFE,2024-02-19,2024-03-05,-3.2849,-13573.0,15,time_stop
PAIR,BAJAJFINSV/MUTHOOTFIN,2024-02-26,2024-03-05,4.0844,16682.0,8,z_revert
PAIR,LICHSGFIN/MANAPPURAM,2024-02-28,2024-03-05,2.9783,12339.0,6,z_revert
BREAKOUT,ICICIPRULI,2024-03-05,2024-03-06,3.9474,16524.0,1,target
MEAN_REV,NESTLEIND,2024-02-29,2024-03-11,1.1035,4683.0,11,time_stop
BREAKOUT,ONGC,2024-03-05,2024-03-11,-3.4077,-14517.0,6,stoploss
BREAKOUT,BANKBARODA,2024-03-05,2024-03-12,-2.2731,-9569.0,7,time_stop
PAIR,LICHSGFIN/MANAPPURAM,2024-03-11,2024-03-14,2.3039,9621.0,3,z_revert
PAIR,BAJFINANCE/MUTHOOTFIN,2024-03-06,2024-03-15,3.3898,14270.0,9,z_revert
PAIR,M&M/HEROMOTOCO,2024-03-15,2024-03-18,1.7743,7558.0,3,z_revert
BREAKOUT,TCS,2024-03-12,2024-03-19,-5.2152,-22352.0,7,time_stop
BREAKOUT,COLPAL,2024-03-14,2024-03-19,-2.6099,-10982.0,5,stoploss
PAIR,POWERGRID/RECLTD,2024-03-18,2024-03-19,-0.0878,-366.0,1,z_revert
PAIR,POWERGRID/RECLTD,2024-03-19,2024-03-20,1.656,6902.0,1,z_revert
PAIR,INDUSINDBK/BANKBARODA,2024-03-19,2024-03-20,0.1096,459.0,1,z_revert
PAIR,POWERGRID/RECLTD,2024-03-20,2024-03-21,-1.483,-6219.0,1,z_revert
PAIR,INDUSINDBK/BANKBARODA,2024-03-20,2024-03-21,0.1849,771.0,1,z_revert
PAIR,POWERGRID/RECLTD,2024-03-21,2024-03-22,-0.4956,-2069.0,1,z_revert
PAIR,INDUSINDBK/BANKBARODA,2024-03-21,2024-03-22,0.1716,715.0,1,z_revert
PAIR,WIPRO/MPHASIS,2024-03-11,2024-03-26,1.43,5963.0,15,time_stop
PAIR,TATASTEEL/SAIL,2024-03-19,2024-03-27,3.4306,14377.0,8,z_revert
PAIR,POWERGRID/RECLTD,2024-03-22,2024-03-27,0.5246,2225.0,5,z_revert
PAIR,INDUSINDBK/BANKBARODA,2024-03-26,2024-03-27,1.0545,4480.0,1,z_revert
PAIR,POWERGRID/RECLTD,2024-03-27,2024-03-28,0.0515,220.0,1,z_revert
PAIR,INDUSINDBK/BANKBARODA,2024-03-27,2024-03-28,-0.3063,-1307.0,1,z_revert
BREAKOUT,MARUTI,2024-03-22,2024-04-01,2.1137,9006.0,10,time_stop
PAIR,INFY/PERSISTENT,2024-03-28,2024-04-01,0.0095,41.0,4,z_stop
PAIR,POWERGRID/RECLTD,2024-03-28,2024-04-01,-0.5897,-2531.0,4,z_revert
BREAKOUT,MUTHOOTFIN,2024-04-01,2024-04-03,4.1577,17810.0,2,target
PAIR,POWERGRID/RECLTD,2024-04-01,2024-04-08,1.1044,4800.0,7,z_revert
PAIR,BAJFINANCE/BAJAJFINSV,2024-03-27,2024-04-09,2.7034,11794.0,13,z_revert
PAIR,POWERGRID/RECLTD,2024-04-08,2024-04-09,1.2771,5625.0,1,z_revert
BREAKOUT,MANAPPURAM,2024-04-03,2024-04-10,0.2815,1245.0,7,time_stop
PAIR,POWERGRID/RECLTD,2024-04-09,2024-04-10,-0.5471,-2423.0,1,z_revert
BREAKOUT,VEDL,2024-04-09,2024-04-10,6.8416,30237.0,1,target
PAIR,POWERGRID/RECLTD,2024-04-10,2024-04-12,-0.2791,-1263.0,2,z_revert
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-04-10,2024-04-12,0.9936,4492.0,2,z_revert
PAIR,INDUSINDBK/BANKBARODA,2024-04-10,2024-04-12,0.5266,2389.0,2,z_revert
PAIR,POWERGRID/RECLTD,2024-04-12,2024-04-15,1.019,4631.0,3,z_revert
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-04-12,2024-04-15,0.3023,1379.0,3,z_revert
PAIR,INFY/PERSISTENT,2024-04-01,2024-04-16,0.9243,4220.0,15,time_stop
PAIR,POWERGRID/RECLTD,2024-04-15,2024-04-16,-0.06,-275.0,1,z_revert
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-04-15,2024-04-16,0.4122,1888.0,1,z_revert
BREAKOUT,VEDL,2024-04-12,2024-04-18,4.0005,18349.0,6,target
PAIR,POWERGRID/RECLTD,2024-04-16,2024-04-18,1.0675,4965.0,2,z_revert
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-04-16,2024-04-18,1.28,5975.0,2,z_revert
PAIR,INDUSINDBK/BANKBARODA,2024-04-16,2024-04-18,-1.3398,-6283.0,2,z_revert
PAIR,POWERGRID/RECLTD,2024-04-18,2024-04-19,0.6828,3187.0,1,z_revert
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-04-18,2024-04-19,-0.9649,-4514.0,1,z_revert
PAIR,INDUSINDBK/BANKBARODA,2024-04-18,2024-04-19,0.5247,2446.0,1,z_revert
PAIR,POWERGRID/RECLTD,2024-04-19,2024-04-22,-0.785,-3667.0,3,z_revert
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-04-19,2024-04-22,-1.0681,-4976.0,3,z_revert
PAIR,POWERGRID/RECLTD,2024-04-22,2024-04-23,0.2167,1006.0,1,z_revert
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-04-22,2024-04-23,-0.2753,-1278.0,1,z_revert
PAIR,POWERGRID/RECLTD,2024-04-23,2024-04-24,0.3108,1442.0,1,z_revert
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-04-23,2024-04-24,-1.0663,-4953.0,1,z_revert
PAIR,POWERGRID/RECLTD,2024-04-24,2024-04-25,-0.8627,-3992.0,1,z_revert
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-04-24,2024-04-25,-1.0421,-4808.0,1,z_revert
PAIR,POWERGRID/RECLTD,2024-04-25,2024-04-26,-0.5733,-2635.0,1,z_revert
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-04-25,2024-04-26,1.0082,4625.0,1,z_revert
PAIR,POWERGRID/RECLTD,2024-04-26,2024-04-29,-0.5355,-2465.0,3,z_revert
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-04-26,2024-04-29,-0.544,-2500.0,3,z_revert
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-04-29,2024-04-30,-0.2775,-1273.0,1,z_revert
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-04-30,2024-05-02,1.0131,4642.0,2,z_revert
PAIR,JSWSTEEL/HINDALCO,2024-04-18,2024-05-03,-1.0604,-4876.0,15,time_stop
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-05-02,2024-05-03,0.2398,1099.0,1,z_revert
PAIR,INDUSINDBK/BANKBARODA,2024-04-19,2024-05-06,-1.157,-5305.0,17,time_stop
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-05-03,2024-05-06,0.2698,1232.0,3,z_revert
PAIR,POWERGRID/RECLTD,2024-04-29,2024-05-14,-3.5042,-16016.0,15,time_stop
PAIR,DLF/GODREJPROP,2024-05-03,2024-05-18,-7.1923,-32470.0,15,time_stop
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-05-06,2024-05-21,-7.2572,-31938.0,15,time_stop
PAIR,INDUSINDBK/BANKBARODA,2024-05-06,2024-05-21,-3.142,-13476.0,15,time_stop
PAIR,POWERGRID/RECLTD,2024-05-14,2024-05-21,0.2196,932.0,7,z_revert
PAIR,POWERGRID/RECLTD,2024-05-21,2024-05-22,0.8602,3652.0,1,z_revert
PAIR,JSWSTEEL/HINDALCO,2024-05-18,2024-06-03,-1.25,-5322.0,16,time_stop
PAIR,POWERGRID/RECLTD,2024-05-22,2024-06-04,3.2064,13593.0,13,z_revert
BREAKOUT,ASHOKLEY,2024-06-03,2024-06-04,-12.4501,-53373.0,1,stoploss
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-05-21,2024-06-05,-2.0962,-8595.0,15,time_stop
PAIR,DRREDDY/ZYDUSLIFE,2024-05-21,2024-06-05,2.1483,8744.0,15,time_stop
PAIR,POWERGRID/RECLTD,2024-06-04,2024-06-05,-0.1875,-769.0,1,z_revert
PAIR,POWERGRID/RECLTD,2024-06-05,2024-06-06,-2.9801,-12212.0,1,z_revert
PAIR,JSWSTEEL/HINDALCO,2024-06-04,2024-06-07,1.559,6322.0,3,z_revert
PAIR,POWERGRID/RECLTD,2024-06-06,2024-06-07,0.7871,3209.0,1,z_revert
BREAKOUT,TVSMOTOR,2024-06-05,2024-06-10,3.2937,13467.0,5,target
PAIR,POWERGRID/RECLTD,2024-06-07,2024-06-10,-0.4694,-1941.0,3,z_revert
BREAKOUT,WIPRO,2024-06-07,2024-06-10,-2.1426,-8846.0,3,stoploss
PAIR,POWERGRID/RECLTD,2024-06-10,2024-06-11,0.2853,1169.0,1,z_revert
PAIR,JSWSTEEL/HINDALCO,2024-06-10,2024-06-11,0.1075,441.0,1,z_revert
PAIR,POWERGRID/RECLTD,2024-06-11,2024-06-12,0.606,2487.0,1,z_revert
PAIR,JSWSTEEL/HINDALCO,2024-06-11,2024-06-12,0.2023,832.0,1,z_revert
PAIR,POWERGRID/RECLTD,2024-06-12,2024-06-13,-0.946,-3893.0,1,z_revert
PAIR,JSWSTEEL/HINDALCO,2024-06-12,2024-06-13,-0.6574,-2696.0,1,z_revert
PAIR,POWERGRID/RECLTD,2024-06-13,2024-06-14,-1.109,-4538.0,1,z_revert
PAIR,JSWSTEEL/HINDALCO,2024-06-13,2024-06-14,0.0993,405.0,1,z_revert
PAIR,POWERGRID/RECLTD,2024-06-14,2024-06-18,2.0068,8183.0,4,z_revert
PAIR,JSWSTEEL/HINDALCO,2024-06-14,2024-06-18,0.5927,2434.0,4,z_revert
PAIR,POWERGRID/RECLTD,2024-06-18,2024-06-19,0.4254,1751.0,1,z_revert
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-06-05,2024-06-20,1.7924,7386.0,15,time_stop
PAIR,POWERGRID/RECLTD,2024-06-19,2024-06-20,0.4742,1966.0,1,z_revert
PAIR,POWERGRID/RECLTD,2024-06-20,2024-06-21,-0.0571,-237.0,1,z_revert
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-06-20,2024-06-21,0.4046,1680.0,1,z_revert
PAIR,POWERGRID/RECLTD,2024-06-21,2024-06-24,0.0207,86.0,3,z_revert
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-06-21,2024-06-24,0.2126,884.0,3,z_revert
PAIR,BAJFINANCE/BAJAJFINSV,2024-06-10,2024-06-25,1.0829,4507.0,15,time_stop
BREAKOUT,MANAPPURAM,2024-06-18,2024-06-25,0.3637,1520.0,7,time_stop
PAIR,POWERGRID/RECLTD,2024-06-24,2024-06-25,-0.7472,-3126.0,1,z_revert
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-06-24,2024-06-25,-0.2037,-850.0,1,z_revert
PAIR,POWERGRID/RECLTD,2024-06-25,2024-06-26,0.3622,1510.0,1,z_revert
PAIR,JSWSTEEL/HINDALCO,2024-06-25,2024-06-26,0.218,910.0,1,z_revert
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-06-25,2024-06-26,-0.4581,-1914.0,1,z_revert
PAIR,POWERGRID/RECLTD,2024-06-26,2024-06-27,-0.308,-1285.0,1,z_revert
PAIR,JSWSTEEL/HINDALCO,2024-06-26,2024-06-27,0.4602,1917.0,1,z_revert
PAIR,VEDL/JINDALSTEL,2024-06-25,2024-06-28,1.0142,4233.0,3,z_revert
PAIR,POWERGRID/RECLTD,2024-06-27,2024-06-28,0.0663,278.0,1,z_revert
PAIR,JSWSTEEL/HINDALCO,2024-06-27,2024-06-28,-1.466,-6141.0,1,z_revert
PAIR,POWERGRID/RECLTD,2024-06-28,2024-07-01,-2.8846,-12022.0,3,z_revert
PAIR,JSWSTEEL/HINDALCO,2024-06-28,2024-07-01,0.7217,2977.0,3,z_revert
PAIR,POWERGRID/RECLTD,2024-07-01,2024-07-02,1.4217,5880.0,1,z_revert
PAIR,JSWSTEEL/HINDALCO,2024-07-01,2024-07-02,-0.6038,-2510.0,1,z_revert
BREAKOUT,GODREJPROP,2024-06-28,2024-07-03,3.6612,15186.0,5,target
PAIR,POWERGRID/RECLTD,2024-07-02,2024-07-03,-1.5062,-6327.0,1,z_revert
PAIR,JSWSTEEL/HINDALCO,2024-07-02,2024-07-03,0.8349,3489.0,1,z_revert
PAIR,JSWSTEEL/HINDALCO,2024-07-03,2024-07-04,-0.3062,-1283.0,1,z_revert
PAIR,VEDL/JINDALSTEL,2024-07-03,2024-07-04,0.3736,1564.0,1,z_revert
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-06-26,2024-07-05,-0.1633,-685.0,9,z_revert
PAIR,JSWSTEEL/HINDALCO,2024-07-04,2024-07-05,-0.1451,-608.0,1,z_revert
BREAKOUT,PERSISTENT,2024-07-04,2024-07-08,-3.2506,-13612.0,4,stoploss
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-07-05,2024-07-08,-0.273,-1130.0,3,z_revert
PAIR,JSWSTEEL/HINDALCO,2024-07-05,2024-07-08,-0.4309,-1782.0,3,z_revert
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-07-08,2024-07-10,0.0375,155.0,2,z_revert
PAIR,JSWSTEEL/HINDALCO,2024-07-08,2024-07-10,-0.0233,-96.0,2,z_revert
PAIR,JSWSTEEL/HINDALCO,2024-07-10,2024-07-11,-0.4256,-1758.0,1,z_revert
PAIR,JSWSTEEL/HINDALCO,2024-07-11,2024-07-12,0.8463,3490.0,1,z_revert
BREAKOUT,ONGC,2024-07-08,2024-07-15,7.5158,31084.0,7,time_stop
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-07-10,2024-07-15,-0.1538,-653.0,5,z_revert
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-07-15,2024-07-16,0.5045,2140.0,1,z_revert
PAIR,JSWSTEEL/HINDALCO,2024-07-15,2024-07-16,0.7218,3068.0,1,z_revert
PAIR,POWERGRID/RECLTD,2024-07-03,2024-07-18,-3.3607,-14319.0,15,time_stop
BREAKOUT,TCS,2024-07-12,2024-07-18,3.1119,13102.0,6,target
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-07-16,2024-07-18,0.0762,324.0,2,z_revert
PAIR,JSWSTEEL/HINDALCO,2024-07-16,2024-07-18,-0.1302,-554.0,2,z_revert
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-07-18,2024-07-19,-0.5006,-2130.0,1,z_revert
PAIR,JSWSTEEL/HINDALCO,2024-07-18,2024-07-19,-0.0739,-314.0,1,z_revert
PAIR,VEDL/JINDALSTEL,2024-07-18,2024-07-19,0.9174,3896.0,1,z_revert
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-07-19,2024-07-22,-0.2241,-955.0,3,z_revert
PAIR,JSWSTEEL/HINDALCO,2024-07-19,2024-07-23,0.8391,3572.0,4,z_revert
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-07-22,2024-07-24,-0.2802,-1196.0,2,z_revert
PAIR,JSWSTEEL/HINDALCO,2024-07-23,2024-07-24,-0.5921,-2526.0,1,z_revert
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-07-24,2024-07-25,0.1239,527.0,1,z_revert
PAIR,CHOLAFIN/LICHSGFIN,2024-07-24,2024-07-26,0.6004,2557.0,2,z_revert
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-07-25,2024-07-26,0.8204,3501.0,1,z_revert
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-07-26,2024-07-29,0.8568,3667.0,3,z_revert
PAIR,CHOLAFIN/LICHSGFIN,2024-07-26,2024-07-29,0.7331,3147.0,3,z_revert
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-07-29,2024-07-30,-0.1063,-457.0,1,z_revert
PAIR,CHOLAFIN/LICHSGFIN,2024-07-29,2024-07-30,0.6626,2851.0,1,z_revert
PAIR,BAJAJ-AUTO/HEROMOTOCO,2024-07-30,2024-07-31,0.1044,450.0,1,z_revert
