Time,Close
2026-01-27,306.5
2026-01-28,310.15
2026-01-29,305.0
2026-01-30,302.7
2026-02-01,279.95
2026-02-02,281.0
2026-02-03,287.3
2026-02-04,292.9
2026-02-05,292.85
2026-02-06,290.25
2026-02-09,293.5
2026-02-10,292.65
2026-02-11,293.1
2026-02-12,291.45
2026-02-13,288.75
2026-02-16,295.9
2026-02-17,305.35
2026-02-18,306.75
2026-02-19,305.1
2026-02-20,310.1
2026-02-23,314.4
2026-02-24,314.9
2026-02-25,317.0
2026-02-26,320.7
