Ticker,Date,Dividends,Stock Splits
DRREDDY,2024-10-27,0.0,5.0
DRREDDY,2025-07-09,8.0,0.0
TATATECH,2024-06-12,10.05,0.0
TATATECH,2025-06-15,11.7,0.0
SONACOMS,2023-06-29,1.53,0.0
SONACOMS,2024-02-04,1.53,0.0
SONACOMS,2024-06-13,1.53,0.0
SONACOMS,2025-02-04,1.6,0.0
SONACOMS,2025-07-03,1.6,0.0
SONACOMS,2026-01-29,1.6,0.0
HDFCBANK,2023-05-15,9.5,0.0
HDFCBANK,2024-05-09,9.75,0.0
HDFCBANK,2025-06-26,11.0,0.0
HDFCBANK,2025-07-24,2.5,0.0
HDFCBANK,2025-08-25,0.0,2.0
JSWENERGY,2023-06-01,2.0,0.0
JSWENERGY,2024-05-30,2.0,0.0
JSWENERGY,2025-06-05,2.0,0.0
HINDZINC,2023-07-13,7.0,0.0
HINDZINC,2023-12-13,6.0,0.0
HINDZINC,2024-05-14,10.0,0.0
HINDZINC,2024-08-27,19.0,0.0
HINDZINC,2025-06-16,10.0,0.0
CIPLA,2023-07-20,8.5,0.0
CIPLA,2024-08-01,13.0,0.0
CIPLA,2025-06-26,16.0,0.0
KOTAKBANK,2023-08-03,0.3,0.0
KOTAKBANK,2024-07-18,0.4,0.0
KOTAKBANK,2025-07-17,0.5,0.0
KOTAKBANK,2026-01-13,0.0,5.0
DIVISLAB,2023-08-10,30.0,0.0
DIVISLAB,2024-08-01,30.0,0.0
DIVISLAB,2025-07-24,30.0,0.0
ANGELONE,2023-06-15,0.4,0.0
ANGELONE,2023-07-20,0.925,0.0
ANGELONE,2023-10-19,1.27,0.0
ANGELONE,2024-01-22,1.27,0.0
ANGELONE,2025-01-20,1.1,0.0
ANGELONE,2025-03-19,1.1,0.0
ANGELONE,2025-05-29,2.6,0.0
ANGELONE,2026-01-20,2.3,0.0
ANGELONE,2026-02-25,0.0,10.0
ANGELONE,2026-03-26,1.75,0.0
HEROMOTOCO,2023-07-26,35.0,0.0
HEROMOTOCO,2024-02-20,100.0,0.0
HEROMOTOCO,2024-07-31,40.0,0.0
HEROMOTOCO,2025-02-11,100.0,0.0
HEROMOTOCO,2025-07-23,65.0,0.0
HEROMOTOCO,2026-02-10,110.0,0.0
FEDERALBNK,2023-08-10,1.0,0.0
FEDERALBNK,2024-08-22,1.2,0.0
FEDERALBNK,2025-08-21,1.2,0.0
HCLTECH,2023-04-27,18.0,0.0
HCLTECH,2023-07-19,10.0,0.0
HCLTECH,2023-10-19,12.0,0.0
HCLTECH,2024-01-18,12.0,0.0
HCLTECH,2024-05-06,18.0,0.0
HCLTECH,2024-07-22,12.0,0.0
HCLTECH,2024-10-21,12.0,0.0
HCLTECH,2025-01-16,18.0,0.0
HCLTECH,2025-04-27,18.0,0.0
HCLTECH,2025-07-17,12.0,0.0
HCLTECH,2025-10-16,12.0,0.0
HCLTECH,2026-01-15,12.0,0.0
COFORGE,2023-05-09,3.8,0.0
COFORGE,2023-08-02,3.8,0.0
COFORGE,2023-11-01,3.8,0.0
COFORGE,2024-02-04,3.8,0.0
COFORGE,2024-05-14,3.8,0.0
COFORGE,2024-08-01,3.8,0.0
COFORGE,2024-10-10,3.8,0.0
COFORGE,2025-01-29,3.8,0.0
COFORGE,2025-05-08,3.8,0.0
COFORGE,2025-06-03,0.0,5.0
COFORGE,2025-07-30,4.0,0.0
COFORGE,2025-10-30,4.0,0.0
COFORGE,2026-01-29,4.0,0.0
BANKBARODA,2023-06-29,5.5,0.0
BANKBARODA,2024-06-27,7.6,0.0
BANKBARODA,2025-06-05,8.35,0.0
PATANJALI,2023-09-20,2.0,0.0
PATANJALI,2024-03-20,2.0,0.0
PATANJALI,2024-11-03,2.666667,0.0
PATANJALI,2025-09-02,0.666667,0.0
PATANJALI,2025-09-10,0.0,3.0
PATANJALI,2025-11-12,1.75,0.0
ASHOKLEY,2023-07-06,1.3,0.0
ASHOKLEY,2024-04-02,2.475,0.0
ASHOKLEY,2024-11-18,1.0,0.0
ASHOKLEY,2025-05-21,2.125,0.0
ASHOKLEY,2025-07-15,0.0,2.0
ASHOKLEY,2025-11-17,1.0,0.0
TCS,2023-06-14,24.0,0.0
TCS,2023-07-19,9.0,0.0
TCS,2023-10-18,9.0,0.0
TCS,2024-01-18,27.0,0.0
TCS,2024-05-15,28.0,0.0
TCS,2024-07-18,10.0,0.0
TCS,2024-10-17,10.0,0.0
TCS,2025-01-16,76.0,0.0
TCS,2025-06-03,30.0,0.0
TCS,2025-07-15,11.0,0.0
TCS,2025-10-14,11.0,0.0
TCS,2026-01-15,57.0,0.0
IOC,2023-07-27,3.0,0.0
IOC,2023-11-09,5.0,0.0
IOC,2024-07-11,7.0,0.0
IOC,2025-08-07,3.0,0.0
IOC,2025-12-17,5.0,0.0
IOC,2026-03-11,2.0,0.0
PAGEIND,2023-06-01,60.0,0.0
PAGEIND,2023-08-17,75.0,0.0
PAGEIND,2023-11-16,75.0,0.0
PAGEIND,2024-02-15,100.0,0.0
PAGEIND,2024-05-30,120.0,0.0
PAGEIND,2024-08-15,300.0,0.0
PAGEIND,2024-11-13,250.0,0.0
PAGEIND,2025-02-12,150.0,0.0
PAGEIND,2025-05-20,200.0,0.0
PAGEIND,2025-08-12,150.0,0.0
PAGEIND,2025-11-18,125.0,0.0
PAGEIND,2026-02-10,125.0,0.0
KALYANKJIL,2023-08-03,0.5,0.0
KALYANKJIL,2024-08-08,1.2,0.0
KALYANKJIL,2025-09-03,1.5,0.0
PPLPHARMA,2024-07-11,0.11,0.0
PPLPHARMA,2025-07-15,0.14,0.0
M&M,2023-07-13,16.25,0.0
M&M,2024-07-04,21.1,0.0
M&M,2025-07-03,25.3,0.0
HDFCLIFE,2023-06-15,1.9,0.0
HDFCLIFE,2024-06-20,2.0,0.0
HDFCLIFE,2025-06-19,2.1,0.0
POWERINDIA,2023-08-09,3.4,0.0
POWERINDIA,2024-08-13,4.0,0.0
POWERINDIA,2025-08-12,6.0,0.0
JIOFIN,2025-08-10,0.5,0.0
SIEMENS,2024-01-29,10.0,0.0
SIEMENS,2025-01-29,12.0,0.0
CANBK,2023-06-13,2.4,0.0
CANBK,2024-05-14,0.0,5.0
CANBK,2024-06-13,3.22,0.0
CANBK,2025-06-12,4.0,0.0
DALBHARAT,2023-06-22,5.0,0.0
DALBHARAT,2023-10-19,4.0,0.0
DALBHARAT,2024-06-18,5.0,0.0
DALBHARAT,2024-10-24,4.0,0.0
DALBHARAT,2025-06-22,5.0,0.0
DALBHARAT,2025-10-23,4.0,0.0
IRCTC,2023-08-17,2.0,0.0
IRCTC,2023-11-16,2.5,0.0
IRCTC,2024-08-22,4.0,0.0
IRCTC,2024-11-13,4.0,0.0
IRCTC,2025-02-19,3.0,0.0
IRCTC,2025-08-21,1.0,0.0
IRCTC,2025-11-20,5.0,0.0
IRCTC,2026-02-19,3.5,0.0
NAUKRI,2023-07-27,1.8,0.0
NAUKRI,2023-11-16,2.0,0.0
NAUKRI,2024-07-28,2.4,0.0
NAUKRI,2024-11-18,2.4,0.0
NAUKRI,2025-05-06,0.0,5.0
NAUKRI,2025-07-24,3.6,0.0
NAUKRI,2025-11-20,2.4,0.0
NAUKRI,2026-02-19,2.4,0.0
PREMIERENE,2025-02-13,0.5,0.0
PREMIERENE,2025-07-31,0.25,0.0
PREMIERENE,2025-08-28,0.5,0.0
WIPRO,2024-01-23,0.5,0.0
WIPRO,2024-12-02,0.0,2.0
WIPRO,2025-01-27,6.0,0.0
WIPRO,2025-07-27,5.0,0.0
WIPRO,2026-01-26,6.0,0.0
BAJFINANCE,2023-06-29,3.0,0.0
BAJFINANCE,2024-06-20,3.6,0.0
BAJFINANCE,2025-05-08,1.2,0.0
BAJFINANCE,2025-05-29,4.4,0.0
BAJFINANCE,2025-06-15,0.0,2.0
MPHASIS,2023-07-04,50.0,0.0
MPHASIS,2024-07-09,55.0,0.0
MPHASIS,2025-07-08,57.0,0.0
RBLBANK,2023-08-17,1.5,0.0
RBLBANK,2024-07-25,1.5,0.0
RBLBANK,2025-09-07,1.0,0.0
BRITANNIA,2023-04-12,72.0,0.0
BRITANNIA,2024-08-04,73.5,0.0
BRITANNIA,2025-08-03,75.0,0.0
DIXON,2023-09-21,3.0,0.0
DIXON,2024-09-16,5.0,0.0
DIXON,2025-09-15,8.0,0.0
GODREJCP,2023-11-08,5.0,0.0
GODREJCP,2024-05-13,10.0,0.0
GODREJCP,2024-08-15,5.0,0.0
GODREJCP,2024-10-30,5.0,0.0
GODREJCP,2025-02-02,5.0,0.0
GODREJCP,2025-05-12,5.0,0.0
GODREJCP,2025-08-12,5.0,0.0
GODREJCP,2025-11-06,5.0,0.0
GODREJCP,2026-01-29,5.0,0.0
BOSCHLTD,2023-07-13,280.0,0.0
BOSCHLTD,2024-02-22,205.0,0.0
BOSCHLTD,2024-07-18,170.0,0.0
BOSCHLTD,2025-07-28,512.0,0.0
JUBLFOOD,2023-07-11,1.2,0.0
JUBLFOOD,2024-07-11,1.2,0.0
JUBLFOOD,2025-07-17,1.2,0.0
CROMPTON,2023-07-06,3.0,0.0
CROMPTON,2024-07-09,3.0,0.0
CROMPTON,2025-07-23,3.0,0.0
AMBUJACEM,2023-07-06,2.5,0.0
AMBUJACEM,2024-06-13,2.0,0.0
AMBUJACEM,2025-06-12,2.0,0.0
TORNTPOWER,2023-06-15,4.0,0.0
TORNTPOWER,2024-02-15,12.0,0.0
TORNTPOWER,2024-06-13,4.0,0.0
TORNTPOWER,2025-02-11,14.0,0.0
TORNTPOWER,2025-06-05,5.0,0.0
TORNTPOWER,2026-02-15,15.0,0.0
MARICO,2023-11-06,3.0,0.0
MARICO,2024-03-05,6.5,0.0
MARICO,2025-02-06,3.5,0.0
MARICO,2025-07-31,7.0,0.0
SRF,2023-07-31,3.6,0.0
SRF,2024-02-06,3.6,0.0
SRF,2024-07-30,3.6,0.0
SRF,2025-02-03,3.6,0.0
SRF,2025-07-28,4.0,0.0
SRF,2026-01-26,5.0,0.0
TITAN,2023-07-12,10.0,0.0
TITAN,2024-06-26,11.0,0.0
TITAN,2025-07-07,11.0,0.0
SAIL,2023-09-19,0.5,0.0
SAIL,2024-02-19,1.0,0.0
SAIL,2024-09-18,1.0,0.0
SAIL,2025-09-07,1.6,0.0
BANDHANBNK,2023-08-10,1.5,0.0
BANDHANBNK,2024-08-12,1.5,0.0
BANDHANBNK,2025-08-13,1.5,0.0
MUTHOOTFIN,2023-04-17,22.0,0.0
MUTHOOTFIN,2024-05-30,24.0,0.0
MUTHOOTFIN,2025-04-24,26.0,0.0
HAL,2023-08-23,7.5,0.0
HAL,2023-09-27,0.0,2.0
HAL,2023-09-28,0.0,2.0
HAL,2024-02-19,22.0,0.0
HAL,2024-08-20,13.0,0.0
HAL,2025-02-17,25.0,0.0
HAL,2025-08-20,15.0,0.0
HAL,2026-02-17,35.0,0.0
INDIANB,2023-06-11,8.6,0.0
INDIANB,2024-06-06,12.0,0.0
INDIANB,2025-06-09,16.25,0.0
LAURUSLABS,2023-05-09,1.2,0.0
LAURUSLABS,2023-11-01,0.4,0.0
LAURUSLABS,2024-05-07,0.4,0.0
LAURUSLABS,2024-11-05,0.4,0.0
LAURUSLABS,2025-05-08,0.8,0.0
LAURUSLABS,2025-10-30,0.8,0.0
360ONE,2023-05-11,4.0,0.0
360ONE,2023-07-27,4.0,0.0
360ONE,2023-11-09,4.0,0.0
360ONE,2024-01-28,4.5,0.0
360ONE,2024-05-01,3.5,0.0
360ONE,2024-08-06,2.5,0.0
360ONE,2025-04-28,6.0,0.0
360ONE,2025-10-26,6.0,0.0
CHOLAFIN,2023-07-24,0.7,0.0
CHOLAFIN,2024-02-06,1.3,0.0
CHOLAFIN,2024-07-18,0.7,0.0
CHOLAFIN,2025-02-06,1.3,0.0
CHOLAFIN,2025-07-23,0.7,0.0
CHOLAFIN,2026-02-04,1.3,0.0
RELIANCE,2023-08-20,4.5,0.0
RELIANCE,2024-08-18,5.0,0.0
RELIANCE,2024-10-27,0.0,2.0
RELIANCE,2025-08-13,5.5,0.0
NHPC,2023-08-21,0.45,0.0
NHPC,2024-02-21,1.4,0.0
NHPC,2024-08-11,0.5,0.0
NHPC,2025-02-12,1.4,0.0
NHPC,2025-08-13,0.51,0.0
NHPC,2026-02-09,1.4,0.0
BPCL,2023-08-10,2.0,0.0
BPCL,2023-12-11,10.5,0.0
BPCL,2024-06-20,0.0,2.0
BPCL,2024-08-08,10.5,0.0
BPCL,2025-01-28,5.0,0.0
BPCL,2025-07-30,5.0,0.0
BPCL,2025-11-06,7.5,0.0
BPCL,2026-02-01,10.0,0.0
SAMMAANCAP,2023-09-17,1.114232,0.0
SAMMAANCAP,2024-09-19,2.0,0.0
