Time,Close
2026-01-27,1329.0
2026-01-28,1345.0
2026-01-29,1335.0
2026-01-30,1341.0
2026-02-01,1335.8
2026-02-02,1322.1
2026-02-03,1337.6
2026-02-04,1342.8
2026-02-05,1348.0
2026-02-06,1338.0
2026-02-09,1362.7
2026-02-10,1352.6
2026-02-11,1359.6
2026-02-12,1338.8
2026-02-13,1338.8
2026-02-16,1364.8
2026-02-17,1352.0
2026-02-18,1357.9
2026-02-19,1333.5
2026-02-20,1342.0
2026-02-23,1330.3
2026-02-24,1336.2
2026-02-25,1352.0
2026-02-26,1353.7
