pair,strategy,entry_date,exit_date,days,direction,entry_z,exit_z,entry_spread,exit_spread,gross,charges,net,reason,win,shares_a,shares_b
SBIN/IDFCFIRSTB,PAIRS,2025-02-07,2025-02-10,3,BUY_A,-2.4,-1.831,,,39133.0,4696.0,34437.0,INTRADAY,True,1753,21686
BAJFINANCE/SBICARD,PAIRS,2025-02-10,2025-02-11,1,SELL_A,2.065,1.953,,,29572.0,3549.0,26023.0,INTRADAY,True,293,1875
TATAPOWER/PFC,PAIRS,2025-02-11,2025-02-12,1,SELL_A,2.426,2.32,,,29061.0,3487.0,25574.0,INTRADAY,True,3413,3060
PNB/RBLBANK,PAIRS,2025-02-11,2025-02-12,1,BUY_A,-2.272,-1.827,,,41494.0,4979.0,36515.0,INTRADAY,True,18835,5886
TATAPOWER/PFC,PAIRS,2025-02-12,2025-02-13,1,SELL_A,2.32,1.396,,,31878.0,3825.0,28052.0,PROFIT,True,3450,3093
LT/CONCOR,PAIRS,2025-02-12,2025-02-13,1,SELL_A,1.92,1.428,,,17139.0,2057.0,15083.0,PROFIT,True,416,2379
NESTLEIND/TATACONSUM,PAIRS,2025-02-12,2025-02-14,2,BUY_A,-2.391,-1.895,,,22241.0,2669.0,19573.0,INTRADAY,True,475,1308
PNB/IDFCFIRSTB,PAIRS,2025-02-12,2025-02-17,5,BUY_A,-1.881,-2.239,,,-31543.0,3785.0,-35328.0,TIME_STOP,False,19034,22068
LT/CONCOR,PAIRS,2025-02-14,2025-02-17,3,SELL_A,2.225,0.507,,,71843.0,8621.0,63222.0,PROFIT,True,420,2404
NESTLEIND/TATACONSUM,PAIRS,2025-02-14,2025-02-17,3,BUY_A,-1.895,-1.683,,,19147.0,2298.0,16849.0,INTRADAY,True,480,1322
CIPLA/TORNTPHARM,PAIRS,2025-02-14,2025-02-17,3,SELL_A,2.14,1.965,,,31678.0,3801.0,27876.0,INTRADAY,True,1562,601
INFY/MPHASIS,PAIRS,2025-02-13,2025-02-18,5,SELL_A,2.102,1.963,,,-17456.0,2095.0,-19551.0,TIME_STOP,False,958,659
HINDALCO/VEDL,PAIRS,2025-02-17,2025-02-18,1,SELL_A,1.855,1.764,,,17548.0,2106.0,15443.0,INTRADAY,True,1703,2798
DABUR/GODREJCP,PAIRS,2025-02-18,2025-02-19,1,SELL_A,2.121,1.375,,,45335.0,5440.0,39895.0,PROFIT,True,3039,1215
CIPLA/TORNTPHARM,PAIRS,2025-02-18,2025-02-19,1,SELL_A,2.272,1.087,,,75036.0,9004.0,66031.0,PROFIT,True,1580,607
HINDALCO/VEDL,PAIRS,2025-02-19,2025-02-20,1,SELL_A,2.062,1.935,,,19602.0,2352.0,17250.0,INTRADAY,True,1731,2845
PNB/RBLBANK,PAIRS,2025-02-19,2025-02-20,1,BUY_A,-2.151,-1.315,,,58677.0,7041.0,51636.0,PROFIT,True,19793,6185
TATAPOWER/HUDCO,PAIRS,2025-02-18,2025-02-21,3,SELL_A,1.968,1.837,,,28051.0,3366.0,24685.0,INTRADAY,True,3526,6748
HINDALCO/VEDL,PAIRS,2025-02-20,2025-02-25,5,SELL_A,1.935,2.392,,,-31492.0,3779.0,-35271.0,TIME_STOP,False,1750,2875
LT/CONCOR,PAIRS,2025-02-21,2025-02-25,4,SELL_A,2.2,1.791,,,25592.0,3071.0,22521.0,INTRADAY,True,437,2500
TATAPOWER/RECLTD,PAIRS,2025-02-21,2025-02-27,6,SELL_A,1.917,1.764,,,4425.0,531.0,3894.0,INTRADAY,True,3625,2500
DLF/LODHA,PAIRS,2025-02-21,2025-02-27,6,BUY_A,-2.128,-2.689,,,-58556.0,7027.0,-65583.0,TIME_STOP,False,2062,1125
IRFC/HUDCO,PAIRS,2025-02-25,2025-02-27,2,SELL_A,1.866,1.843,,,23898.0,2868.0,21030.0,INTRADAY,True,10625,6937
HDFCBANK/ICICIBANK,PAIRS,2025-02-28,2025-03-03,3,SELL_A,2.399,1.399,,,45318.0,5438.0,39880.0,PROFIT,True,2739,1743
TATAPOWER/HUDCO,PAIRS,2025-02-27,2025-03-04,5,SELL_A,2.283,2.281,,,-39521.0,4742.0,-44263.0,TIME_STOP,False,3610,6910
LT/CONCOR,PAIRS,2025-02-27,2025-03-04,5,SELL_A,2.215,3.097,,,-83056.0,9967.0,-93023.0,TIME_STOP,False,435,2490
PNB/RBLBANK,PAIRS,2025-02-27,2025-03-04,5,BUY_A,-2.244,-2.265,,,-40686.0,4882.0,-45568.0,TIME_STOP,False,19921,6225
INFY/MPHASIS,PAIRS,2025-02-27,2025-03-04,5,SELL_A,2.167,1.955,,,-12011.0,1441.0,-13453.0,TIME_STOP,False,996,684
ULTRACEMCO/GRASIM,PAIRS,2025-03-03,2025-03-05,2,BUY_A,-2.159,-1.943,,,13895.0,1667.0,12227.0,INTRADAY,True,125,625
RECLTD/HUDCO,PAIRS,2025-03-04,2025-03-05,1,SELL_A,2.398,1.928,,,45747.0,5490.0,40257.0,INTRADAY,True,2427,6736
HINDALCO/VEDL,PAIRS,2025-03-04,2025-03-05,1,SELL_A,2.436,1.831,,,49590.0,5951.0,43639.0,INTRADAY,True,1699,2791
ADANIENT/ADANIGREEN,PAIRS,2025-03-04,2025-03-05,1,SELL_A,2.052,1.538,,,84303.0,10116.0,74187.0,INTRADAY,True,750,1456
ULTRACEMCO/GRASIM,PAIRS,2025-03-05,2025-03-06,1,BUY_A,-1.943,-1.854,,,17695.0,2123.0,15572.0,INTRADAY,True,124,623
HINDALCO/VEDL,PAIRS,2025-03-05,2025-03-06,1,SELL_A,1.831,1.823,,,17515.0,2102.0,15413.0,INTRADAY,True,1747,2870
SAIL_CAL,CALENDAR,2025-03-06,2025-03-07,1,BUY_NEAR,-2.145,-1.166,-0.98,0.67,13240.0,1589.0,11651.0,INTRADAY,True,8000,8000
RECLTD/HUDCO,PAIRS,2025-03-05,2025-03-07,2,SELL_A,1.928,1.457,,,22315.0,2678.0,19637.0,PROFIT,True,2495,6925
ULTRACEMCO/GRASIM,PAIRS,2025-03-06,2025-03-07,1,BUY_A,-1.854,-1.761,,,12747.0,1530.0,11218.0,INTRADAY,True,125,625
POWERGRID/PFC,PAIRS,2025-03-06,2025-03-10,4,BUY_A,-1.758,-0.482,,,54425.0,6531.0,47894.0,PROFIT,True,4500,3250
IDFCFIRSTB/RBLBANK,PAIRS,2025-03-06,2025-03-11,5,BUY_A,-2.342,-2.169,,,4795.0,575.0,4219.0,INTRADAY,True,23187,6250
HINDALCO/VEDL,PAIRS,2025-03-06,2025-03-11,5,SELL_A,1.823,1.959,,,-27299.0,3276.0,-30574.0,TIME_STOP,False,1750,2875
ULTRACEMCO/GRASIM,PAIRS,2025-03-11,2025-03-12,1,BUY_A,-2.451,-1.737,,,30775.0,3693.0,27082.0,INTRADAY,True,125,625
ADANIENT/ADANIGREEN,PAIRS,2025-03-11,2025-03-12,1,SELL_A,1.876,1.215,,,50665.0,6080.0,44585.0,PROFIT,True,772,1500
SAIL_CAL,CALENDAR,2025-03-13,2025-03-17,4,BUY_NEAR,-2.884,-3.942,-1.32,-0.18,9120.0,1094.0,8026.0,INTRADAY,True,8000,8000
IDFCFIRSTB/RBLBANK,PAIRS,2025-03-11,2025-03-17,6,BUY_A,-2.169,-2.491,,,-48523.0,5823.0,-54345.0,TIME_STOP,False,23187,6250
DALBHARAT/GRASIM,PAIRS,2025-03-12,2025-03-17,5,BUY_A,-2.121,-1.503,,,26490.0,3179.0,23311.0,INTRADAY,True,687,625
SAIL_CAL,CALENDAR,2025-03-17,2025-03-18,1,BUY_NEAR,-3.942,-0.613,-2.1,0.45,20400.0,2448.0,17952.0,INTRADAY,True,8000,8000
OBEROIRLTY_CAL,CALENDAR,2025-03-19,2025-03-20,1,BUY_NEAR,-2.363,-2.44,2.95,27.15,16940.0,2033.0,14907.0,INTRADAY,True,700,700
SBIN/IDFCFIRSTB,PAIRS,2025-03-17,2025-03-21,4,SELL_A,2.41,1.839,,,33202.0,3984.0,29218.0,INTRADAY,True,1875,23187
DALBHARAT/GRASIM,PAIRS,2025-03-20,2025-03-21,1,BUY_A,-2.212,-1.088,,,35804.0,4297.0,31508.0,PROFIT,True,687,625
LTIM/MPHASIS,PAIRS,2025-03-18,2025-03-24,6,BUY_A,-1.973,-2.539,,,-68851.0,8262.0,-77113.0,TIME_STOP,False,375,687
BAJFINANCE/SBICARD,PAIRS,2025-03-24,2025-03-25,1,SELL_A,2.414,2.086,,,47250.0,5670.0,41580.0,INTRADAY,True,312,2000
KOTAKBANK/RBLBANK,PAIRS,2025-03-24,2025-03-26,2,SELL_A,2.244,1.373,,,55962.0,6716.0,49247.0,PROFIT,True,1000,6250
BAJFINANCE/SBICARD,PAIRS,2025-03-25,2025-03-26,1,SELL_A,2.086,1.233,,,74728.0,8967.0,65761.0,PROFIT,True,312,2000
DALBHARAT/GRASIM,PAIRS,2025-03-25,2025-03-27,2,BUY_A,-2.84,-1.901,,,38807.0,4657.0,34150.0,INTRADAY,True,687,625
COLPAL_CAL,CALENDAR,2025-03-27,2025-03-28,1,SELL_NEAR,3.65,3.069,5.9,-30.85,12862.0,1543.0,11319.0,INTRADAY,True,350,350
IDFCFIRSTB/RBLBANK,PAIRS,2025-03-26,2025-03-28,2,BUY_A,-2.256,-2.255,,,16780.0,2014.0,14766.0,INTRADAY,True,23187,6250
COLPAL_CAL,CALENDAR,2025-03-28,2025-04-01,4,SELL_NEAR,3.069,2.737,4.95,-30.08,12259.0,1471.0,10788.0,INTRADAY,True,350,350
ITC_CAL,CALENDAR,2025-03-28,2025-04-01,4,SELL_NEAR,2.825,2.512,-1.4,-5.23,12240.0,1469.0,10771.0,INTRADAY,True,3200,3200
COLPAL_CAL,CALENDAR,2025-04-01,2025-04-02,1,SELL_NEAR,2.737,2.765,5.25,-19.1,8522.0,1023.0,7500.0,INTRADAY,True,350,350
ITC_CAL,CALENDAR,2025-04-01,2025-04-02,1,SELL_NEAR,2.512,1.952,-1.4,-2.97,5040.0,605.0,4435.0,INTRADAY,True,3200,3200
BANKBARODA/IDFCFIRSTB,PAIRS,2025-03-28,2025-04-02,5,SELL_A,2.683,2.079,,,57831.0,6940.0,50891.0,INTRADAY,True,7312,23187
IRFC/HUDCO,PAIRS,2025-04-01,2025-04-02,1,BUY_A,-2.237,-1.459,,,36232.0,4348.0,31884.0,PROFIT,True,10625,6937
COLPAL_CAL,CALENDAR,2025-04-02,2025-04-03,1,SELL_NEAR,2.765,2.322,7.5,-28.92,12749.0,1530.0,11219.0,INTRADAY,True,350,350
LTIM/MPHASIS,PAIRS,2025-04-01,2025-04-03,2,BUY_A,-2.315,-1.844,,,53761.0,6451.0,47310.0,INTRADAY,True,375,687
ULTRACEMCO/GRASIM,PAIRS,2025-04-01,2025-04-03,2,BUY_A,-2.008,-1.61,,,28210.0,3385.0,24825.0,INTRADAY,True,125,625
BANKBARODA/IDFCFIRSTB,PAIRS,2025-04-02,2025-04-03,1,SELL_A,2.079,1.583,,,72355.0,8683.0,63672.0,INTRADAY,True,7312,23187
COLPAL_CAL,CALENDAR,2025-04-03,2025-04-04,1,SELL_NEAR,2.322,2.295,6.15,-20.65,9380.0,1126.0,8254.0,INTRADAY,True,350,350
LTIM/MPHASIS,PAIRS,2025-04-03,2025-04-04,1,BUY_A,-1.844,-1.584,,,62388.0,7487.0,54901.0,INTRADAY,True,375,687
COLPAL_CAL,CALENDAR,2025-04-04,2025-04-07,3,SELL_NEAR,2.295,2.236,7.45,-29.62,12976.0,1557.0,11419.0,INTRADAY,True,350,350
NESTLEIND/TATACONSUM,PAIRS,2025-04-02,2025-04-07,5,BUY_A,-2.744,-1.425,,,40226.0,4827.0,35399.0,PROFIT,True,500,1375
DABUR/GODREJCP,PAIRS,2025-04-02,2025-04-07,5,BUY_A,-2.424,-3.462,,,-134656.0,16159.0,-150815.0,TIME_STOP,False,3125,1250
IRFC/HUDCO,PAIRS,2025-04-03,2025-04-07,4,BUY_A,-1.703,-1.032,,,31239.0,3749.0,27490.0,PROFIT,True,10625,6937
BANKBARODA/IDFCFIRSTB,PAIRS,2025-04-04,2025-04-07,3,SELL_A,2.001,1.867,,,46367.0,5564.0,40803.0,INTRADAY,True,7312,23187
COLPAL_CAL,CALENDAR,2025-04-07,2025-04-08,1,SELL_NEAR,2.236,1.639,8.65,-20.73,10281.0,1234.0,9048.0,INTRADAY,True,350,350
LUPIN/TORNTPHARM,PAIRS,2025-04-04,2025-04-08,4,BUY_A,-2.367,-1.703,,,55271.0,6632.0,48638.0,INTRADAY,True,1062,625
DLF/GODREJPROP,PAIRS,2025-04-07,2025-04-08,1,BUY_A,-1.8,-1.725,,,22117.0,2654.0,19463.0,INTRADAY,True,2062,562
ITC_CAL,CALENDAR,2025-04-08,2025-04-09,1,SELL_NEAR,2.434,2.211,-1.2,-4.62,10960.0,1315.0,9645.0,INTRADAY,True,3200,3200
TECHM/OFSS,PAIRS,2025-04-04,2025-04-09,5,BUY_A,-2.217,-2.574,,,-62162.0,7460.0,-69622.0,TIME_STOP,False,1500,125
ITC_CAL,CALENDAR,2025-04-09,2025-04-11,2,SELL_NEAR,2.211,1.561,-1.2,-3.97,8880.0,1066.0,7814.0,INTRADAY,True,3200,3200
DLF/GODREJPROP,PAIRS,2025-04-08,2025-04-11,3,BUY_A,-1.725,-1.198,,,17910.0,2149.0,15761.0,PROFIT,True,2062,562
MPHASIS/OFSS,PAIRS,2025-04-09,2025-04-11,2,BUY_A,-1.829,-1.693,,,30426.0,3651.0,26775.0,INTRADAY,True,687,125
IRFC/HUDCO,PAIRS,2025-04-08,2025-04-15,7,BUY_A,-2.319,-2.456,,,-41624.0,4995.0,-46618.0,TIME_STOP,False,10625,6937
POWERGRID/PFC,PAIRS,2025-04-09,2025-04-15,6,SELL_A,1.991,0.545,,,49089.0,5891.0,43198.0,PROFIT,True,4500,3250
DLF/IRCTC,PAIRS,2025-04-11,2025-04-15,4,BUY_A,-2.884,-2.201,,,47695.0,5723.0,41972.0,INTRADAY,True,2062,2187
ULTRACEMCO/GRASIM,PAIRS,2025-04-15,2025-04-16,1,BUY_A,-2.049,-1.681,,,23520.0,2822.0,20697.0,INTRADAY,True,125,625
SBIN/BANKBARODA,PAIRS,2025-04-16,2025-04-17,1,BUY_A,-2.174,-1.539,,,42443.0,5093.0,37350.0,INTRADAY,True,1875,7312
SUNPHARMA/LUPIN,PAIRS,2025-04-17,2025-04-21,4,SELL_A,2.257,0.895,,,78527.0,9423.0,69104.0,PROFIT,True,875,1062
CONCOR/IRCTC,PAIRS,2025-04-17,2025-04-21,4,BUY_A,-1.902,-1.345,,,21179.0,2541.0,18637.0,PROFIT,True,2500,2187
ULTRACEMCO/GRASIM,PAIRS,2025-04-17,2025-04-21,4,BUY_A,-1.959,-1.727,,,24215.0,2906.0,21309.0,INTRADAY,True,125,625
EICHERMOT/MOTHERSON,PAIRS,2025-04-17,2025-04-22,5,SELL_A,2.104,2.05,,,-11641.0,1397.0,-13038.0,TIME_STOP,False,437,8875
ADANIENT/ADANIENSOL,PAIRS,2025-04-17,2025-04-22,5,BUY_A,-1.821,-1.709,,,12737.0,1528.0,11209.0,INTRADAY,True,772,1687
ULTRACEMCO/GRASIM,PAIRS,2025-04-21,2025-04-22,1,BUY_A,-1.727,-1.478,,,7776.0,933.0,6843.0,PROFIT,True,125,625
IRFC/HUDCO,PAIRS,2025-04-22,2025-04-23,1,BUY_A,-2.451,-1.927,,,60443.0,7253.0,53190.0,INTRADAY,True,10625,6937
IRFC/HUDCO,PAIRS,2025-04-23,2025-04-24,1,BUY_A,-1.927,-1.838,,,25428.0,3051.0,22377.0,INTRADAY,True,10625,6937
HINDUNILVR_CAL,CALENDAR,2025-04-24,2025-04-25,1,SELL_NEAR,5.7,4.416,7.1,-11.55,11190.0,1343.0,9847.0,INTRADAY,True,600,600
ITC_CAL,CALENDAR,2025-04-24,2025-04-25,1,SELL_NEAR,4.636,3.011,1.3,-4.0,16960.0,2035.0,14925.0,INTRADAY,True,3200,3200
SBIN/BANKBARODA,PAIRS,2025-04-23,2025-04-25,2,BUY_A,-1.937,-1.748,,,30870.0,3704.0,27165.0,INTRADAY,True,1875,7312
IRFC/HUDCO,PAIRS,2025-04-24,2025-04-25,1,BUY_A,-1.838,-1.548,,,49792.0,5975.0,43817.0,INTRADAY,True,10625,6937
ADANIENT/ADANIENSOL,PAIRS,2025-04-24,2025-04-25,1,BUY_A,-2.208,-1.96,,,59537.0,7144.0,52393.0,INTRADAY,True,772,1687
HINDUNILVR_CAL,CALENDAR,2025-04-25,2025-04-28,3,SELL_NEAR,4.416,3.694,9.9,-0.9,6480.0,778.0,5702.0,INTRADAY,True,600,600
ITC_CAL,CALENDAR,2025-04-25,2025-04-28,3,SELL_NEAR,3.011,2.817,0.5,-1.6,6720.0,806.0,5914.0,INTRADAY,True,3200,3200
ADANIENT/ADANIENSOL,PAIRS,2025-04-25,2025-04-28,3,BUY_A,-1.96,-1.933,,,23877.0,2865.0,21012.0,INTRADAY,True,772,1687
HINDUNILVR_CAL,CALENDAR,2025-04-28,2025-04-29,1,SELL_NEAR,3.694,3.074,11.5,0.2,6780.0,814.0,5966.0,INTRADAY,True,600,600
ITC_CAL,CALENDAR,2025-04-28,2025-04-29,1,SELL_NEAR,2.817,2.221,0.7,-1.7,7680.0,922.0,6758.0,INTRADAY,True,3200,3200
CONCOR/IRCTC,PAIRS,2025-04-25,2025-04-29,4,BUY_A,-1.809,-1.721,,,20632.0,2476.0,18156.0,INTRADAY,True,2500,2187
HINDUNILVR_CAL,CALENDAR,2025-04-29,2025-04-30,1,SELL_NEAR,3.074,2.643,11.1,-6.25,10410.0,1249.0,9161.0,INTRADAY,True,600,600
ITC_CAL,CALENDAR,2025-04-29,2025-04-30,1,SELL_NEAR,2.221,2.121,0.35,-1.53,6000.0,720.0,5280.0,INTRADAY,True,3200,3200
IRFC/HUDCO,PAIRS,2025-04-25,2025-04-30,5,BUY_A,-1.548,-2.012,,,-66872.0,8025.0,-74897.0,TIME_STOP,False,10625,6937
ADANIENT/ADANIENSOL,PAIRS,2025-04-28,2025-04-30,2,BUY_A,-1.933,-1.846,,,11799.0,1416.0,10383.0,INTRADAY,True,772,1687
HINDUNILVR_CAL,CALENDAR,2025-04-30,2025-05-02,2,SELL_NEAR,2.643,2.58,10.5,-7.5,10800.0,1296.0,9504.0,INTRADAY,True,600,600
ITC_CAL,CALENDAR,2025-04-30,2025-05-02,2,SELL_NEAR,2.121,1.043,0.45,-4.0,14240.0,1709.0,12531.0,INTRADAY,True,3200,3200
SBIN/BANKBARODA,PAIRS,2025-04-29,2025-05-02,3,BUY_A,-1.895,-1.57,,,21307.0,2557.0,18751.0,INTRADAY,True,1875,7312
CONCOR/IRCTC,PAIRS,2025-04-29,2025-05-02,3,BUY_A,-1.721,-1.332,,,11255.0,1351.0,9904.0,PROFIT,True,2500,2187
EICHERMOT/EXIDEIND,PAIRS,2025-04-30,2025-05-02,2,SELL_A,2.07,1.282,,,77200.0,9264.0,67936.0,PROFIT,True,437,4500
HINDUNILVR_CAL,CALENDAR,2025-05-02,2025-05-05,3,SELL_NEAR,2.58,2.129,12.8,-8.65,12870.0,1544.0,11326.0,INTRADAY,True,600,600
ULTRACEMCO/GRASIM,PAIRS,2025-04-29,2025-05-05,6,BUY_A,-1.567,-2.027,,,-30572.0,3669.0,-34241.0,TIME_STOP,False,125,625
NESTLEIND/TATACONSUM,PAIRS,2025-04-29,2025-05-05,6,BUY_A,-2.148,-2.1,,,-19300.0,2316.0,-21616.0,TIME_STOP,False,500,1375
ADANIENT/ADANIENSOL,PAIRS,2025-04-30,2025-05-05,5,BUY_A,-1.846,-1.124,,,55637.0,6676.0,48960.0,PROFIT,True,772,1687
CONCOR/GODREJPROP,PAIRS,2025-05-02,2025-05-05,3,BUY_A,-2.172,-1.232,,,47160.0,5659.0,41501.0,PROFIT,True,2500,562
HINDUNILVR_CAL,CALENDAR,2025-05-05,2025-05-06,1,SELL_NEAR,2.129,2.013,10.5,-8.9,11640.0,1397.0,10243.0,INTRADAY,True,600,600
BANKBARODA/FEDERALBNK,PAIRS,2025-05-02,2025-05-06,4,SELL_A,3.585,0.318,,,138380.0,16606.0,121774.0,PROFIT,True,7312,12500
HINDPETRO/GAIL,PAIRS,2025-05-05,2025-05-06,1,SELL_A,2.413,1.829,,,61313.0,7358.0,53956.0,INTRADAY,True,5062,7875
HINDUNILVR_CAL,CALENDAR,2025-05-06,2025-05-07,1,SELL_NEAR,2.013,1.858,11.1,-2.15,7950.0,954.0,6996.0,INTRADAY,True,600,600
ITC_CAL,CALENDAR,2025-05-08,2025-05-09,1,SELL_NEAR,2.02,1.906,1.0,-2.25,10400.0,1248.0,9152.0,INTRADAY,True,3200,3200
MOTHERSON/BHARATFORG,PAIRS,2025-05-08,2025-05-09,1,SELL_A,1.912,-0.292,,,95493.0,11459.0,84034.0,PROFIT,True,8875,1250
ULTRACEMCO/DALBHARAT,PAIRS,2025-05-06,2025-05-12,6,BUY_A,-1.973,-1.951,,,-1424.0,171.0,-1595.0,INTRADAY,False,125,687
LT/DLF,PAIRS,2025-05-09,2025-05-12,3,SELL_A,3.072,2.256,,,64521.0,7743.0,56779.0,INTRADAY,True,437,2062
CONCOR/IRCTC,PAIRS,2025-05-09,2025-05-12,3,BUY_A,-1.787,-1.264,,,19679.0,2361.0,17317.0,PROFIT,True,2500,2187
LT/DLF,PAIRS,2025-05-12,2025-05-14,2,SELL_A,2.256,1.757,,,35004.0,4201.0,30804.0,INTRADAY,True,437,2062
TATASTEEL/HINDALCO,PAIRS,2025-05-14,2025-05-15,1,SELL_A,2.124,2.096,,,16704.0,2004.0,14700.0,INTRADAY,True,13750,1750
MOTHERSON/BHARATFORG,PAIRS,2025-05-14,2025-05-15,1,BUY_A,-1.781,-1.233,,,23075.0,2769.0,20306.0,PROFIT,True,8875,1250
CONCOR/IRCTC,PAIRS,2025-05-14,2025-05-16,2,BUY_A,-1.954,-1.003,,,37579.0,4509.0,33069.0,PROFIT,True,2500,2187
LT/GODREJPROP,PAIRS,2025-05-14,2025-05-16,2,SELL_A,2.178,1.591,,,25524.0,3063.0,22461.0,INTRADAY,True,437,562
ULTRACEMCO/DALBHARAT,PAIRS,2025-05-12,2025-05-19,7,BUY_A,-1.951,-2.005,,,-33048.0,3966.0,-37014.0,TIME_STOP,False,125,687
RECLTD/ADANIENT,PAIRS,2025-05-13,2025-05-19,6,BUY_A,-2.672,-2.39,,,-49699.0,5964.0,-55663.0,TIME_STOP,False,5000,772
CIPLA/DRREDDY,PAIRS,2025-05-14,2025-05-19,5,BUY_A,-2.247,-2.312,,,288.0,35.0,253.0,TIME_STOP,True,812,1562
HINDPETRO/GAIL,PAIRS,2025-05-16,2025-05-19,3,SELL_A,2.091,1.482,,,46824.0,5619.0,41205.0,PROFIT,True,5062,7875
TATASTEEL/HINDALCO,PAIRS,2025-05-15,2025-05-20,5,SELL_A,2.096,2.025,,,-18193.0,2183.0,-20376.0,TIME_STOP,False,13750,1750
PFC/IRFC,PAIRS,2025-05-16,2025-05-21,5,BUY_A,-2.465,-2.439,,,15621.0,1875.0,13747.0,INTRADAY,True,3250,10625
ULTRACEMCO/SHREECEM,PAIRS,2025-05-20,2025-05-23,3,BUY_A,-2.057,-1.682,,,19189.0,2303.0,16886.0,INTRADAY,True,125,62
LT/DLF,PAIRS,2025-05-21,2025-05-23,2,BUY_A,-2.15,-1.895,,,16170.0,1940.0,14229.0,INTRADAY,True,437,2062
PFC/IRFC,PAIRS,2025-05-21,2025-05-26,5,BUY_A,-2.439,-2.526,,,-22516.0,2702.0,-25218.0,TIME_STOP,False,3250,10625
LT/DLF,PAIRS,2025-05-23,2025-05-26,3,BUY_A,-1.895,-1.49,,,18345.0,2201.0,16143.0,PROFIT,True,437,2062
HINDUNILVR/COLPAL,PAIRS,2025-05-23,2025-05-27,4,SELL_A,2.304,1.997,,,10093.0,1211.0,8882.0,INTRADAY,True,750,437
RECLTD/ADANIENT,PAIRS,2025-05-26,2025-05-28,2,BUY_A,-1.856,-1.692,,,21911.0,2629.0,19281.0,INTRADAY,True,5000,772
HINDUNILVR/COLPAL,PAIRS,2025-05-27,2025-05-28,1,SELL_A,1.997,1.389,,,18728.0,2247.0,16481.0,PROFIT,True,750,437
LT/DLF,PAIRS,2025-05-29,2025-05-30,1,BUY_A,-2.145,-1.983,,,15832.0,1900.0,13933.0,INTRADAY,True,437,2062
CIPLA/DRREDDY,PAIRS,2025-05-26,2025-06-02,7,BUY_A,-2.443,-2.013,,,-16999.0,2040.0,-19038.0,TIME_STOP,False,812,1562
TATASTEEL/HINDALCO,PAIRS,2025-05-27,2025-06-02,6,SELL_A,1.975,1.814,,,-3206.0,385.0,-3591.0,INTRADAY,False,13750,1750
CONCOR/GODREJPROP,PAIRS,2025-05-27,2025-06-02,6,SELL_A,2.111,1.683,,,2815.0,338.0,2477.0,INTRADAY,True,2500,562
ULTRACEMCO/DALBHARAT,PAIRS,2025-05-27,2025-06-02,6,BUY_A,-2.304,-2.31,,,-34392.0,4127.0,-38520.0,TIME_STOP,False,125,687
TATASTEEL/HINDALCO,PAIRS,2025-06-02,2025-06-03,1,SELL_A,1.814,1.502,,,33426.0,4011.0,29415.0,INTRADAY,True,13750,1750
LT/DLF,PAIRS,2025-05-30,2025-06-04,5,BUY_A,-1.983,-1.996,,,-19698.0,2364.0,-22062.0,TIME_STOP,False,437,2062
ULTRACEMCO/AMBUJACEM,PAIRS,2025-06-03,2025-06-05,2,BUY_A,-2.262,-1.516,,,23040.0,2765.0,20275.0,INTRADAY,True,125,2250
LTIM/MPHASIS,PAIRS,2025-06-04,2025-06-05,1,SELL_A,1.745,1.659,,,22455.0,2695.0,19760.0,INTRADAY,True,375,687
BAJFINANCE/SBICARD,PAIRS,2025-06-05,2025-06-06,1,BUY_A,-2.327,-1.496,,,43388.0,5207.0,38181.0,PROFIT,True,312,2000
EICHERMOT/MOTHERSON,PAIRS,2025-06-05,2025-06-06,1,BUY_A,-1.987,-1.749,,,31574.0,3789.0,27785.0,INTRADAY,True,437,8875
SAIL_CAL,CALENDAR,2025-06-06,2025-06-09,3,BUY_NEAR,-2.206,-0.737,-0.89,0.32,9640.0,1157.0,8483.0,INTRADAY,True,8000,8000
CONCOR/IRCTC,PAIRS,2025-06-02,2025-06-09,7,SELL_A,2.496,1.95,,,-17655.0,2119.0,-19773.0,TIME_STOP,False,2500,2187
PFC/IRFC,PAIRS,2025-06-02,2025-06-09,7,BUY_A,-2.419,-1.541,,,19418.0,2330.0,17088.0,INTRADAY,True,3250,10625
HINDUNILVR/COLPAL,PAIRS,2025-06-06,2025-06-11,5,SELL_A,2.096,1.728,,,10095.0,1211.0,8883.0,INTRADAY,True,750,437
HDFCBANK/ICICIBANK,PAIRS,2025-06-09,2025-06-11,2,SELL_A,2.145,0.993,,,32065.0,3848.0,28218.0,PROFIT,True,2750,1750
ULTRACEMCO/GRASIM,PAIRS,2025-06-10,2025-06-11,1,BUY_A,-2.018,-1.91,,,17279.0,2073.0,15205.0,INTRADAY,True,125,625
EICHERMOT/EXIDEIND,PAIRS,2025-06-09,2025-06-12,3,BUY_A,-1.968,-1.743,,,14934.0,1792.0,13142.0,INTRADAY,True,437,4500
ULTRACEMCO/GRASIM,PAIRS,2025-06-11,2025-06-12,1,BUY_A,-1.91,-1.725,,,18481.0,2218.0,16263.0,INTRADAY,True,125,625
ULTRACEMCO/GRASIM,PAIRS,2025-06-12,2025-06-13,1,BUY_A,-1.725,-1.55,,,13791.0,1655.0,12136.0,INTRADAY,True,125,625
CIPLA/DRREDDY,PAIRS,2025-06-09,2025-06-16,7,BUY_A,-2.531,-1.965,,,-24847.0,2982.0,-27829.0,TIME_STOP,False,812,1562
