pair,strategy,entry_date,exit_date,days,direction,entry_z,exit_z,entry_spread,exit_spread,gross,charges,net,reason,win,shares_a,shares_b
ICICIBANK/SBIN,PAIRS,2024-09-23,2024-09-30,7,SELL_A,2.4,1.325,,,34353.0,4122.0,30231.0,PROFIT,True,1014,1086
KOTAKBANK/PNB,PAIRS,2024-09-24,2024-09-30,6,SELL_A,2.526,1.741,,,35104.0,4213.0,30892.0,INTRADAY,True,578,11578
LTF/MANAPPURAM,PAIRS,2024-09-25,2024-09-30,5,SELL_A,2.349,2.222,,,2352.0,282.0,2070.0,TIME_STOP,True,6278,4221
BAJAJFINSV/SBICARD,PAIRS,2024-09-26,2024-10-01,5,SELL_A,2.495,2.171,,,-8328.0,999.0,-9328.0,TIME_STOP,False,710,1136
BAJAJFINSV/MUTHOOTFIN,PAIRS,2024-10-01,2024-10-03,2,SELL_A,2.706,1.731,,,58971.0,7076.0,51894.0,INTRADAY,True,727,799
LTF/LICHSGFIN,PAIRS,2024-10-01,2024-10-04,3,SELL_A,2.402,1.423,,,53127.0,6375.0,46752.0,PROFIT,True,6489,1454
NESTLEIND/TATACONSUM,PAIRS,2024-10-03,2024-10-04,1,SELL_A,2.377,2.214,,,15099.0,1812.0,13287.0,INTRADAY,True,295,811
NHPC/IRFC,PAIRS,2024-10-03,2024-10-04,1,SELL_A,2.028,1.91,,,14708.0,1765.0,12943.0,INTRADAY,True,9440,6269
DABUR/MARICO,PAIRS,2024-09-30,2024-10-07,7,BUY_A,-2.203,-2.913,,,-73437.0,8812.0,-82249.0,TIME_STOP,False,1822,1749
ITC_CAL,CALENDAR,2024-10-07,2024-10-08,1,SELL_NEAR,4.078,2.687,-0.5,-4.65,6640.0,797.0,5843.0,INTRADAY,True,1600,1600
NHPC/IRFC,PAIRS,2024-10-04,2024-10-08,4,SELL_A,1.91,1.385,,,21782.0,2614.0,19168.0,PROFIT,True,9627,6393
NESTLEIND/TATACONSUM,PAIRS,2024-10-04,2024-10-08,4,SELL_A,2.214,2.135,,,11921.0,1431.0,10491.0,INTRADAY,True,300,827
BAJAJFINSV/MUTHOOTFIN,PAIRS,2024-10-07,2024-10-08,1,SELL_A,2.171,1.554,,,44109.0,5293.0,38816.0,INTRADAY,True,735,809
LT/GMRAIRPORT,PAIRS,2024-10-07,2024-10-08,1,SELL_A,2.069,1.866,,,14701.0,1764.0,12937.0,INTRADAY,True,257,10263
HINDUNILVR_CAL,CALENDAR,2024-10-08,2024-10-09,1,SELL_NEAR,2.43,2.424,-4.5,-35.17,18405.0,2209.0,16196.0,INTRADAY,True,600,600
ITC_CAL,CALENDAR,2024-10-08,2024-10-09,1,SELL_NEAR,2.687,2.362,-1.1,-9.7,27520.0,3302.0,24218.0,INTRADAY,True,3200,3200
NESTLEIND/TATACONSUM,PAIRS,2024-10-08,2024-10-09,1,SELL_A,2.135,1.466,,,20554.0,2467.0,18088.0,PROFIT,True,301,828
HINDUNILVR_CAL,CALENDAR,2024-10-09,2024-10-10,1,SELL_NEAR,2.424,2.779,-3.55,-26.72,13905.0,1669.0,12236.0,INTRADAY,True,600,600
ITC_CAL,CALENDAR,2024-10-09,2024-10-10,1,SELL_NEAR,2.362,1.18,-1.15,-4.38,10320.0,1238.0,9082.0,INTRADAY,True,3200,3200
DABUR/BRITANNIA,PAIRS,2024-10-07,2024-10-10,3,BUY_A,-2.632,-1.66,,,50955.0,6115.0,44841.0,INTRADAY,True,1839,294
HINDUNILVR_CAL,CALENDAR,2024-10-10,2024-10-11,1,SELL_NEAR,2.779,2.576,-0.6,-22.67,13245.0,1589.0,11656.0,INTRADAY,True,600,600
HINDUNILVR_CAL,CALENDAR,2024-10-11,2024-10-14,3,SELL_NEAR,2.576,2.306,-0.05,-18.55,11100.0,1332.0,9768.0,INTRADAY,True,600,600
MANAPPURAM/HDFCAMC,PAIRS,2024-10-09,2024-10-14,5,BUY_A,-1.893,-2.548,,,-48552.0,5826.0,-54378.0,TIME_STOP,False,4589,229
HINDUNILVR_CAL,CALENDAR,2024-10-14,2024-10-15,1,SELL_NEAR,2.306,2.263,-0.15,-14.6,8670.0,1040.0,7630.0,INTRADAY,True,600,600
TCS/WIPRO,PAIRS,2024-10-14,2024-10-15,1,BUY_A,-2.679,-1.936,,,44332.0,5320.0,39012.0,INTRADAY,True,270,2314
HINDUNILVR_CAL,CALENDAR,2024-10-15,2024-10-16,1,SELL_NEAR,2.263,2.158,0.8,-20.55,12810.0,1537.0,11273.0,INTRADAY,True,600,600
SIEMENS/HAVELLS,PAIRS,2024-10-11,2024-10-16,5,SELL_A,1.989,2.299,,,-46484.0,5578.0,-52062.0,TIME_STOP,False,234,780
DABUR/MARICO,PAIRS,2024-10-14,2024-10-16,2,BUY_A,-2.297,-1.554,,,40150.0,4818.0,35332.0,INTRADAY,True,1928,1851
HINDUNILVR_CAL,CALENDAR,2024-10-16,2024-10-17,1,SELL_NEAR,2.158,2.137,1.35,-26.2,16530.0,1984.0,14546.0,INTRADAY,True,600,600
RELIANCE/IOC,PAIRS,2024-10-15,2024-10-17,2,BUY_A,-2.328,-0.999,,,35750.0,4290.0,31460.0,PROFIT,True,390,7612
TCS/WIPRO,PAIRS,2024-10-15,2024-10-17,2,BUY_A,-1.936,-1.544,,,17373.0,2085.0,15288.0,INTRADAY,True,273,2342
HINDUNILVR_CAL,CALENDAR,2024-10-17,2024-10-18,1,SELL_NEAR,2.137,1.61,2.35,-19.85,13320.0,1598.0,11722.0,INTRADAY,True,600,600
SBICARD/HDFCAMC,PAIRS,2024-10-16,2024-10-18,2,BUY_A,-3.104,-2.133,,,43511.0,5221.0,38290.0,INTRADAY,True,1247,233
COLPAL_CAL,CALENDAR,2024-10-18,2024-10-21,3,SELL_NEAR,2.343,1.365,6.1,-41.83,33548.0,4026.0,29522.0,INTRADAY,True,700,700
ABB/HAVELLS,PAIRS,2024-10-16,2024-10-21,5,SELL_A,2.199,1.78,,,19688.0,2363.0,17325.0,INTRADAY,True,194,779
LTF/MANAPPURAM,PAIRS,2024-10-18,2024-10-21,3,SELL_A,2.881,2.255,,,61298.0,7356.0,53942.0,INTRADAY,True,7156,4811
LT/GMRAIRPORT,PAIRS,2024-10-17,2024-10-22,5,SELL_A,2.147,2.989,,,-52470.0,6296.0,-58767.0,TIME_STOP,False,277,11048
BAJFINANCE/SHRIRAMFIN,PAIRS,2024-10-21,2024-10-22,1,BUY_A,-1.927,-1.753,,,24451.0,2934.0,21517.0,INTRADAY,True,205,493
SAIL_CAL,CALENDAR,2024-10-22,2024-10-23,1,SELL_NEAR,3.105,0.254,0.27,-0.74,8080.0,970.0,7110.0,PROFIT,True,8000,8000
TCS/WIPRO,PAIRS,2024-10-18,2024-10-23,5,BUY_A,-2.375,-2.161,,,-13623.0,1635.0,-15258.0,TIME_STOP,False,280,2405
SAIL/NMDC,PAIRS,2024-10-18,2024-10-23,5,BUY_A,-1.762,-2.883,,,-41790.0,5015.0,-46805.0,TIME_STOP,False,6415,7217
NESTLEIND/TATACONSUM,PAIRS,2024-10-21,2024-10-24,3,SELL_A,2.281,1.61,,,31235.0,3748.0,27487.0,INTRADAY,True,328,904
MANAPPURAM/HDFCAMC,PAIRS,2024-10-21,2024-10-28,7,BUY_A,-3.604,-1.898,,,76479.0,9178.0,67302.0,TIME_STOP,True,4932,246
RELIANCE/IOC,PAIRS,2024-10-25,2024-10-28,3,SELL_A,2.333,2.183,,,539705.0,64765.0,474940.0,LOT_CHANGE,True,404,7889
LTF/LICHSGFIN,PAIRS,2024-10-25,2024-10-30,5,BUY_A,-1.972,-1.949,,,-13948.0,1674.0,-15622.0,TIME_STOP,False,7221,1618
TCS/WIPRO,PAIRS,2024-10-30,2024-10-31,1,BUY_A,-2.152,-2.007,,,24228.0,2907.0,21321.0,INTRADAY,True,320,2743
COLPAL_CAL,CALENDAR,2024-10-31,2024-11-01,1,BUY_NEAR,-2.511,-1.27,-26.8,-0.45,18445.0,2213.0,16232.0,INTRADAY,True,700,700
OBEROIRLTY_CAL,CALENDAR,2024-10-31,2024-11-01,1,BUY_NEAR,-2.454,0.478,-15.75,-10.55,7280.0,874.0,6406.0,PROFIT,True,1400,1400
SAIL/NMDC,PAIRS,2024-10-30,2024-11-04,5,BUY_A,-2.576,-2.613,,,-21268.0,2552.0,-23820.0,TIME_STOP,False,7316,8230
TCS/WIPRO,PAIRS,2024-10-31,2024-11-04,4,BUY_A,-2.007,-1.484,,,31161.0,3739.0,27422.0,PROFIT,True,321,2756
LT/GMRAIRPORT,PAIRS,2024-10-31,2024-11-05,5,SELL_A,3.018,2.431,,,4084.0,490.0,3594.0,TIME_STOP,True,321,12817
OBEROIRLTY_CAL,CALENDAR,2024-11-07,2024-11-08,1,SELL_NEAR,4.055,3.497,-1.4,-33.7,22610.0,2713.0,19897.0,INTRADAY,True,700,700
OBEROIRLTY_CAL,CALENDAR,2024-11-08,2024-11-11,3,SELL_NEAR,3.497,2.881,-0.75,-32.17,21997.0,2640.0,19358.0,INTRADAY,True,700,700
LTF/LICHSGFIN,PAIRS,2024-11-08,2024-11-11,3,BUY_A,-1.995,-1.736,,,31454.0,3775.0,27680.0,INTRADAY,True,8288,1857
OBEROIRLTY_CAL,CALENDAR,2024-11-11,2024-11-12,1,SELL_NEAR,2.881,2.347,-1.2,-31.05,20895.0,2507.0,18388.0,INTRADAY,True,700,700
SAIL/NMDC,PAIRS,2024-11-11,2024-11-12,1,BUY_A,-2.105,-1.84,,,23373.0,2805.0,20568.0,INTRADAY,True,7505,8443
OBEROIRLTY_CAL,CALENDAR,2024-11-12,2024-11-13,1,SELL_NEAR,2.347,2.938,-2.1,-47.12,31518.0,3782.0,27735.0,INTRADAY,True,700,700
OBEROIRLTY_CAL,CALENDAR,2024-11-13,2024-11-14,1,SELL_NEAR,2.938,3.56,1.75,-33.02,24342.0,2921.0,21421.0,INTRADAY,True,700,700
SAIL/NMDC,PAIRS,2024-11-12,2024-11-14,2,BUY_A,-1.84,-1.711,,,8204.0,984.0,7219.0,INTRADAY,True,7567,8513
ADANIENT/ADANIGREEN,PAIRS,2024-11-13,2024-11-14,1,SELL_A,2.009,1.781,,,43492.0,5219.0,38273.0,INTRADAY,True,588,1141
OBEROIRLTY_CAL,CALENDAR,2024-11-14,2024-11-18,4,SELL_NEAR,3.56,2.951,7.9,-27.12,24518.0,2942.0,21575.0,INTRADAY,True,700,700
OBEROIRLTY_CAL,CALENDAR,2024-11-18,2024-11-19,1,SELL_NEAR,2.951,3.092,7.25,-27.98,24658.0,2959.0,21699.0,INTRADAY,True,700,700
OBEROIRLTY_CAL,CALENDAR,2024-11-19,2024-11-21,2,SELL_NEAR,3.092,2.736,11.2,-18.77,20983.0,2518.0,18465.0,INTRADAY,True,700,700
ADANIENT/ADANIGREEN,PAIRS,2024-11-19,2024-11-21,2,SELL_A,2.155,1.611,,,118611.0,14233.0,104378.0,INTRADAY,True,601,1168
NTPC/TATAPOWER,PAIRS,2024-11-21,2024-11-22,1,BUY_A,-2.612,-2.124,,,17993.0,2159.0,15834.0,INTRADAY,True,2994,2894
BAJAJFINSV/SBICARD,PAIRS,2024-11-19,2024-11-25,6,BUY_A,-2.204,-2.273,,,-12302.0,1476.0,-13778.0,TIME_STOP,False,973,1557
NTPC/TATAPOWER,PAIRS,2024-11-22,2024-11-25,3,BUY_A,-2.124,-1.495,,,15001.0,1800.0,13201.0,PROFIT,True,3003,2903
ADANIENT/ADANIGREEN,PAIRS,2024-11-22,2024-11-27,5,SELL_A,2.332,2.663,,,-181028.0,21723.0,-202751.0,TIME_STOP,False,618,1201
NTPC/TATAPOWER,PAIRS,2024-11-26,2024-11-27,1,BUY_A,-1.967,-1.851,,,16960.0,2035.0,14925.0,INTRADAY,True,3003,2903
ITC_CAL,CALENDAR,2024-11-28,2024-11-29,1,SELL_NEAR,2.319,1.818,-1.05,-4.77,11920.0,1430.0,10490.0,INTRADAY,True,3200,3200
NTPC/TATAPOWER,PAIRS,2024-11-27,2024-11-29,2,BUY_A,-1.851,-1.726,,,6263.0,752.0,5511.0,INTRADAY,True,2890,2794
BAJAJFINSV/LICHSGFIN,PAIRS,2024-11-28,2024-12-02,4,BUY_A,-2.128,-1.56,,,45368.0,5444.0,39924.0,INTRADAY,True,963,1927
NTPC/TATAPOWER,PAIRS,2024-11-29,2024-12-04,5,BUY_A,-1.726,-1.76,,,-9426.0,1131.0,-10557.0,TIME_STOP,False,2900,2803
OBEROIRLTY_CAL,CALENDAR,2024-12-04,2024-12-05,1,SELL_NEAR,2.349,1.699,21.7,-3.32,17517.0,2102.0,15415.0,INTRADAY,True,700,700
ITC_CAL,CALENDAR,2024-12-06,2024-12-09,3,SELL_NEAR,2.267,1.758,-1.2,-5.0,12160.0,1459.0,10701.0,INTRADAY,True,3200,3200
NHPC/IRFC,PAIRS,2024-12-06,2024-12-09,3,BUY_A,-1.689,-1.368,,,13027.0,1563.0,11464.0,PROFIT,True,12489,8293
DLF/GODREJPROP,PAIRS,2024-12-09,2024-12-10,1,SELL_A,2.206,1.573,,,27676.0,3321.0,24355.0,INTRADAY,True,1617,441
HDFCBANK/ICICIBANK,PAIRS,2024-12-09,2024-12-10,1,SELL_A,2.173,1.757,,,19251.0,2310.0,16941.0,INTRADAY,True,2156,1372
PNB/IDFCFIRSTB,PAIRS,2024-12-09,2024-12-11,2,SELL_A,1.92,1.713,,,10973.0,1317.0,9656.0,INTRADAY,True,15682,18182
IRFC/HUDCO,PAIRS,2024-12-10,2024-12-11,1,BUY_A,-2.394,-0.654,,,73119.0,8774.0,64344.0,PROFIT,True,8401,5485
DLF/IRCTC,PAIRS,2024-12-10,2024-12-11,1,SELL_A,1.818,1.264,,,22250.0,2670.0,19580.0,PROFIT,True,1630,1729
DALBHARAT/GRASIM,PAIRS,2024-12-11,2024-12-12,1,SELL_A,2.387,1.849,,,21928.0,2631.0,19296.0,INTRADAY,True,553,503
TATAPOWER/HUDCO,PAIRS,2024-12-11,2024-12-12,1,BUY_A,-2.051,-1.721,,,36382.0,4366.0,32016.0,INTRADAY,True,2920,5589
DLF/GODREJPROP,PAIRS,2024-12-11,2024-12-13,2,SELL_A,1.728,1.489,,,10562.0,1267.0,9295.0,PROFIT,True,1661,453
HINDALCO/VEDL,PAIRS,2024-12-09,2024-12-16,7,BUY_A,-2.942,-2.872,,,-57600.0,6912.0,-64512.0,TIME_STOP,False,1372,2254
DLF/IRCTC,PAIRS,2024-12-13,2024-12-18,5,SELL_A,1.907,2.409,,,-37709.0,4525.0,-42234.0,TIME_STOP,False,1681,1783
LTF/MANAPPURAM,PAIRS,2024-12-13,2024-12-18,5,BUY_A,-2.208,-2.296,,,-39730.0,4768.0,-44498.0,TIME_STOP,False,9095,6115
IRFC/HUDCO,PAIRS,2024-12-16,2024-12-18,2,BUY_A,-2.337,-1.953,,,28184.0,3382.0,24802.0,INTRADAY,True,8554,5585
DALBHARAT/GRASIM,PAIRS,2024-12-17,2024-12-18,1,SELL_A,2.666,1.656,,,34871.0,4184.0,30686.0,INTRADAY,True,553,503
IRFC/HUDCO,PAIRS,2024-12-18,2024-12-19,1,BUY_A,-1.953,-1.619,,,30422.0,3651.0,26772.0,INTRADAY,True,8500,5550
ULTRACEMCO/GRASIM,PAIRS,2024-12-18,2024-12-23,5,SELL_A,1.944,1.88,,,6799.0,816.0,5983.0,INTRADAY,True,100,500
IRFC/HUDCO,PAIRS,2024-12-20,2024-12-23,3,BUY_A,-1.972,-1.479,,,22739.0,2729.0,20010.0,PROFIT,True,8546,5580
DABUR/GODREJCP,PAIRS,2024-12-19,2024-12-24,5,SELL_A,2.001,2.201,,,-15706.0,1885.0,-17590.0,TIME_STOP,False,2513,1005
ITC_CAL,CALENDAR,2024-12-26,2024-12-27,1,SELL_NEAR,2.477,2.278,-0.3,-3.03,8720.0,1046.0,7674.0,INTRADAY,True,3200,3200
ITC_CAL,CALENDAR,2024-12-27,2024-12-30,3,SELL_NEAR,2.278,2.364,-0.3,-2.73,7760.0,931.0,6829.0,INTRADAY,True,3200,3200
ULTRACEMCO/GRASIM,PAIRS,2024-12-23,2024-12-30,7,SELL_A,1.88,1.998,,,-23120.0,2774.0,-25895.0,TIME_STOP,False,101,505
DLF/IRCTC,PAIRS,2024-12-26,2024-12-30,4,SELL_A,2.06,1.812,,,16785.0,2014.0,14771.0,INTRADAY,True,1661,1762
SAIL_CAL,CALENDAR,2024-12-30,2024-12-31,1,SELL_NEAR,2.265,2.255,-0.47,-1.82,10800.0,1296.0,9504.0,INTRADAY,True,8000,8000
ITC_CAL,CALENDAR,2024-12-30,2024-12-31,1,SELL_NEAR,2.364,2.53,-0.1,-4.57,14320.0,1718.0,12602.0,INTRADAY,True,3200,3200
LTF/MANAPPURAM,PAIRS,2024-12-26,2024-12-31,5,BUY_A,-2.262,-2.304,,,-43407.0,5209.0,-48616.0,TIME_STOP,False,8987,6042
DLF/IRCTC,PAIRS,2024-12-30,2024-12-31,1,SELL_A,1.812,1.255,,,27418.0,3290.0,24128.0,PROFIT,True,1662,1763
DALBHARAT/GRASIM,PAIRS,2024-12-30,2024-12-31,1,SELL_A,2.045,1.852,,,10288.0,1235.0,9054.0,INTRADAY,True,554,503
SAIL_CAL,CALENDAR,2024-12-31,2025-01-01,1,SELL_NEAR,2.255,1.219,-0.44,-1.27,6680.0,802.0,5878.0,INTRADAY,True,8000,8000
ITC_CAL,CALENDAR,2024-12-31,2025-01-01,1,SELL_NEAR,2.53,2.189,0.25,-1.87,6800.0,816.0,5984.0,INTRADAY,True,3200,3200
ITC_CAL,CALENDAR,2025-01-01,2025-01-02,1,SELL_NEAR,2.189,2.212,0.15,-3.1,10400.0,1248.0,9152.0,INTRADAY,True,3200,3200
DABUR/GODREJCP,PAIRS,2025-01-01,2025-01-02,1,SELL_A,1.927,1.698,,,14660.0,1759.0,12900.0,INTRADAY,True,2528,1011
ITC_CAL,CALENDAR,2025-01-02,2025-01-03,1,SELL_NEAR,2.212,0.433,0.35,-5.62,19120.0,2294.0,16826.0,INTRADAY,True,3200,3200
ADANIENT/ADANIGREEN,PAIRS,2024-12-30,2025-01-03,4,SELL_A,1.883,1.712,,,-6345.0,761.0,-7107.0,INTRADAY,False,622,1209
HINDUNILVR_CAL,CALENDAR,2025-01-03,2025-01-06,3,SELL_NEAR,2.189,0.599,-12.6,-36.62,14415.0,1730.0,12685.0,INTRADAY,True,600,600
LUPIN/TORNTPHARM,PAIRS,2024-12-30,2025-01-06,7,SELL_A,2.221,2.231,,,-52717.0,6326.0,-59044.0,TIME_STOP,False,856,503
KOTAKBANK/AXISBANK,PAIRS,2024-12-31,2025-01-06,6,SELL_A,2.408,1.789,,,25577.0,3069.0,22508.0,INTRADAY,True,807,1261
BAJFINANCE/SBICARD,PAIRS,2025-01-02,2025-01-06,4,SELL_A,2.709,1.411,,,56110.0,6733.0,49377.0,PROFIT,True,253,1625
ITC_CAL,CALENDAR,2025-01-06,2025-01-07,1,SELL_NEAR,3.558,3.181,2.3,-1.5,12160.0,1459.0,10701.0,INTRADAY,True,3200,3200
DLF/GODREJPROP,PAIRS,2025-01-06,2025-01-07,1,SELL_A,1.834,1.699,,,13569.0,1628.0,11941.0,INTRADAY,True,1687,460
ITC_CAL,CALENDAR,2025-01-07,2025-01-08,1,SELL_NEAR,3.181,2.833,2.55,-4.83,23600.0,2832.0,20768.0,INTRADAY,True,3200,3200
ULTRACEMCO/GRASIM,PAIRS,2025-01-06,2025-01-08,2,SELL_A,1.77,1.656,,,9550.0,1146.0,8404.0,INTRADAY,True,102,511
ITC_CAL,CALENDAR,2025-01-08,2025-01-09,1,SELL_NEAR,2.833,2.268,2.65,-4.6,23200.0,2784.0,20416.0,INTRADAY,True,3200,3200
DLF/GODREJPROP,PAIRS,2025-01-08,2025-01-09,1,SELL_A,2.122,1.844,,,23944.0,2873.0,21070.0,INTRADAY,True,1705,465
ITC_CAL,CALENDAR,2025-01-09,2025-01-10,1,SELL_NEAR,2.268,2.022,2.2,-1.8,12800.0,1536.0,11264.0,INTRADAY,True,3200,3200
DALBHARAT/GRASIM,PAIRS,2025-01-08,2025-01-10,2,SELL_A,2.047,1.787,,,20199.0,2424.0,17775.0,INTRADAY,True,568,516
ITC_CAL,CALENDAR,2025-01-10,2025-01-13,3,SELL_NEAR,2.022,2.174,2.1,-1.82,12560.0,1507.0,11053.0,INTRADAY,True,3200,3200
DLF/GODREJPROP,PAIRS,2025-01-09,2025-01-13,4,SELL_A,1.844,1.635,,,35343.0,4241.0,31102.0,INTRADAY,True,1718,468
ITC_CAL,CALENDAR,2025-01-13,2025-01-14,1,SELL_NEAR,2.174,2.053,2.65,0.15,8000.0,960.0,7040.0,INTRADAY,True,3200,3200
BANDHANBNK/AUBANK,PAIRS,2025-01-09,2025-01-14,5,BUY_A,-1.908,-2.139,,,-20131.0,2416.0,-22546.0,TIME_STOP,False,5833,2083
ITC_CAL,CALENDAR,2025-01-14,2025-01-15,1,SELL_NEAR,2.053,1.831,2.75,-0.55,10560.0,1267.0,9293.0,INTRADAY,True,3200,3200
LT/DLF,PAIRS,2025-01-13,2025-01-15,2,SELL_A,2.554,1.894,,,39713.0,4766.0,34948.0,INTRADAY,True,369,1742
DALBHARAT/GRASIM,PAIRS,2025-01-13,2025-01-15,2,SELL_A,2.206,2.054,,,13176.0,1581.0,11595.0,INTRADAY,True,580,527
COLPAL_CAL,CALENDAR,2025-01-15,2025-01-16,1,SELL_NEAR,2.396,1.102,-11.9,-47.72,12539.0,1505.0,11034.0,INTRADAY,True,350,350
INFY/MPHASIS,PAIRS,2025-01-13,2025-01-16,3,SELL_A,2.671,1.525,,,71183.0,8542.0,62641.0,INTRADAY,True,844,580
BANKBARODA/RBLBANK,PAIRS,2025-01-15,2025-01-16,1,BUY_A,-2.257,-1.463,,,37158.0,4459.0,32699.0,PROFIT,True,6224,5319
DALBHARAT/GRASIM,PAIRS,2025-01-15,2025-01-16,1,SELL_A,2.054,1.62,,,19362.0,2323.0,17039.0,INTRADAY,True,585,531
DLF/GODREJPROP,PAIRS,2025-01-15,2025-01-16,1,SELL_A,1.778,1.469,,,11902.0,1428.0,10474.0,PROFIT,True,1755,478
KOTAKBANK/AXISBANK,PAIRS,2025-01-15,2025-01-20,5,SELL_A,2.363,3.739,,,-162765.0,19532.0,-182297.0,TIME_STOP,False,851,1329
COLPAL_CAL,CALENDAR,2025-01-21,2025-01-22,1,SELL_NEAR,3.025,2.436,-8.5,-34.83,9214.0,1106.0,8108.0,INTRADAY,True,350,350
COLPAL_CAL,CALENDAR,2025-01-22,2025-01-23,1,SELL_NEAR,2.436,2.235,-9.65,-44.1,12057.0,1447.0,10611.0,INTRADAY,True,350,350
BANDHANBNK/AUBANK,PAIRS,2025-01-21,2025-01-23,2,BUY_A,-2.558,-1.336,,,61314.0,7358.0,53957.0,PROFIT,True,5903,2108
KOTAKBANK/RBLBANK,PAIRS,2025-01-20,2025-01-24,4,SELL_A,3.264,2.154,,,44457.0,5335.0,39122.0,INTRADAY,True,843,5271
SBIN/IDFCFIRSTB,PAIRS,2025-01-23,2025-01-24,1,BUY_A,-2.003,-1.637,,,27578.0,3309.0,24269.0,INTRADAY,True,1603,19826
LT/DLF,PAIRS,2025-01-22,2025-01-27,5,SELL_A,2.25,2.016,,,36036.0,4324.0,31711.0,INTRADAY,True,369,1742
NESTLEIND/TATACONSUM,PAIRS,2025-01-23,2025-01-27,4,BUY_A,-1.939,-1.543,,,25636.0,3076.0,22559.0,INTRADAY,True,427,1175
DLF/GODREJPROP,PAIRS,2025-01-27,2025-01-28,1,SELL_A,2.536,2.528,,,19195.0,2303.0,16891.0,INTRADAY,True,1802,491
IDFCFIRSTB/RBLBANK,PAIRS,2025-01-27,2025-01-28,1,BUY_A,-2.417,-2.263,,,27372.0,3285.0,24087.0,INTRADAY,True,20262,5461
LTIM/MPHASIS,PAIRS,2025-01-27,2025-01-28,1,BUY_A,-2.037,-1.691,,,34411.0,4129.0,30282.0,INTRADAY,True,327,600
IDFCFIRSTB/RBLBANK,PAIRS,2025-01-28,2025-01-29,1,BUY_A,-2.263,-1.686,,,27884.0,3346.0,24538.0,INTRADAY,True,20527,5532
HDFCBANK/FEDERALBNK,PAIRS,2025-01-28,2025-01-29,1,SELL_A,2.215,1.803,,,32362.0,3883.0,28479.0,INTRADAY,True,2434,11065
DLF/GODREJPROP,PAIRS,2025-01-28,2025-01-30,2,SELL_A,2.528,1.907,,,31657.0,3799.0,27858.0,INTRADAY,True,1825,497
MPHASIS/OFSS,PAIRS,2025-01-29,2025-01-30,1,SELL_A,2.697,2.356,,,68324.0,8199.0,60125.0,INTRADAY,True,614,111
SAIL_CAL,CALENDAR,2025-01-30,2025-01-31,1,SELL_NEAR,2.81,1.327,0.19,-2.33,20160.0,2419.0,17741.0,INTRADAY,True,8000,8000
ABB/CUMMINSIND,PAIRS,2025-01-30,2025-01-31,1,BUY_A,-2.375,-1.964,,,50531.0,6064.0,44467.0,INTRADAY,True,283,340
DLF/GODREJPROP,PAIRS,2025-01-30,2025-01-31,1,SELL_A,1.907,1.386,,,25178.0,3021.0,22156.0,PROFIT,True,1872,510
KOTAKBANK/AXISBANK,PAIRS,2025-01-27,2025-02-03,7,SELL_A,2.473,1.528,,,58337.0,7000.0,51337.0,INTRADAY,True,873,1365
BAJFINANCE/SBICARD,PAIRS,2025-01-29,2025-02-03,5,SELL_A,2.048,2.814,,,-81042.0,9725.0,-90767.0,TIME_STOP,False,279,1787
BANKBARODA/RBLBANK,PAIRS,2025-01-29,2025-02-03,5,BUY_A,-1.979,-2.97,,,-129596.0,15552.0,-145147.0,TIME_STOP,False,6535,5585
TECHM/OFSS,PAIRS,2025-01-30,2025-02-03,4,SELL_A,2.637,1.801,,,79218.0,9506.0,69712.0,INTRADAY,True,1361,113
RECLTD/HUDCO,PAIRS,2025-01-31,2025-02-03,3,BUY_A,-2.079,-0.787,,,92681.0,11122.0,81560.0,PROFIT,True,2303,6391
TATAPOWER/RECLTD,PAIRS,2025-02-03,2025-02-04,1,SELL_A,2.408,1.819,,,41623.0,4995.0,36628.0,INTRADAY,True,3320,2290
PNB/RBLBANK,PAIRS,2025-02-03,2025-02-04,1,BUY_A,-2.075,-1.927,,,20138.0,2417.0,17721.0,INTRADAY,True,18320,5725
DLF/LODHA,PAIRS,2025-02-03,2025-02-04,1,BUY_A,-2.021,-1.264,,,37404.0,4488.0,32916.0,PROFIT,True,1889,1030
NESTLEIND/TATACONSUM,PAIRS,2025-01-31,2025-02-05,5,BUY_A,-1.94,-2.113,,,-21577.0,2589.0,-24166.0,TIME_STOP,False,460,1266
ABB/CUMMINSIND,PAIRS,2025-01-31,2025-02-05,5,BUY_A,-1.964,-1.904,,,-42582.0,5110.0,-47692.0,TIME_STOP,False,287,345
BANKBARODA/IDFCFIRSTB,PAIRS,2025-02-03,2025-02-05,2,BUY_A,-2.632,-1.66,,,71577.0,8589.0,62988.0,INTRADAY,True,6698,21239
TATAPOWER/RECLTD,PAIRS,2025-02-04,2025-02-05,1,SELL_A,1.819,1.492,,,13399.0,1608.0,11791.0,PROFIT,True,3371,2324
HDFCBANK/FEDERALBNK,PAIRS,2025-02-03,2025-02-07,4,SELL_A,2.248,1.433,,,21615.0,2594.0,19022.0,PROFIT,True,2519,11450
TATAPOWER/RECLTD,PAIRS,2025-02-06,2025-02-07,1,SELL_A,1.756,1.404,,,12625.0,1515.0,11110.0,PROFIT,True,3372,2326
SAIL_CAL,CALENDAR,2025-02-07,2025-02-10,3,SELL_NEAR,2.351,1.698,0.26,-2.52,22200.0,2664.0,19536.0,INTRADAY,True,8000,8000
DLF/GODREJPROP,PAIRS,2025-02-05,2025-02-10,5,SELL_A,1.944,2.14,,,-34938.0,4193.0,-39131.0,TIME_STOP,False,1919,523
