date,capital,phase,profit
2023-04-27,1039914.246912022,1,39914.246912022005
2023-04-27,1041029.826561228,1,41029.82656122802
2023-04-27,1043132.1967066925,1,43132.196706692455
2023-04-27,1043029.5964649705,1,43029.5964649705
2023-04-27,1042889.8978736791,1,42889.89787367906
2023-04-27,1041931.3395662252,1,41931.339566225186
2023-04-27,1043768.4980994654,1,43768.49809946539
2023-04-27,1044792.6411584804,1,44792.64115848043
2023-04-27,1044792.6411584804,1,44792.64115848043
2023-05-04,1048256.1287639207,1,48256.128763920744
2023-05-22,1047610.14092457,1,47610.140924570034
2023-05-25,1047337.3257837043,1,47337.32578370429
2023-05-25,1046124.4555666018,1,46124.45556660183
2023-05-25,1044465.0406489593,1,44465.040648959344
2023-05-25,1045895.5894294452,1,45895.589429445216
2023-05-25,1046500.5330047696,1,46500.53300476959
2023-05-25,1046256.6253253514,1,46256.62532535137
2023-05-25,1045728.6648319012,1,45728.6648319012
2023-05-25,1045233.2911325683,1,45233.291132568265
2023-05-25,1044924.531298434,1,44924.53129843401
2023-05-25,1045044.4904899959,1,45044.49048999592
2023-05-25,1044365.6220206851,1,44365.622020685114
2023-05-25,1044848.8263491956,1,44848.82634919556
2023-05-25,1045356.3145823707,1,45356.31458237069
2023-05-25,1043783.3318801661,1,43783.33188016608
2023-05-25,1042702.0119808561,1,42702.01198085607
2023-05-25,1042040.016200458,1,42040.01620045805
2023-05-25,1042138.8975597656,1,42138.89755976561
2023-05-25,1042299.3535751386,1,42299.35357513861
2023-05-25,1043691.1658651438,1,43691.16586514376
2023-05-25,1042818.5683295256,1,42818.568329525646
2023-05-25,1043033.1106217344,1,43033.110621734406
2023-05-25,1043313.8505829611,1,43313.85058296111
2023-05-25,1050386.9994671266,1,50386.99946712656
2023-05-25,1051983.843201314,1,51983.8432013141
2023-05-26,1055793.339693507,1,55793.33969350695
2023-06-19,1049779.2768822778,1,49779.2768822778
2023-06-27,1050810.0497137792,1,50810.04971377924
2023-06-27,1051134.329320398,1,51134.32932039793
2023-06-27,1051484.9471688713,1,51484.947168871295
2023-06-27,1050944.1610075259,1,50944.161007525865
2023-06-27,1050268.2774304335,1,50268.27743043355
2023-06-27,1050919.6408087607,1,50919.640808760654
2023-06-27,1051682.219409019,1,51682.21940901899
2023-06-27,1051849.8149119564,1,51849.81491195643
2023-06-27,1055321.4747667427,1,55321.47476674267
2023-06-27,1056494.6871300898,1,56494.68713008985
2023-06-27,1055576.428219643,1,55576.428219642956
2023-06-27,1055697.610267885,1,55697.61026788503
2023-06-27,1055418.9640571862,1,55418.96405718615
2023-06-27,1055228.9003560012,1,55228.90035600122
2023-06-27,1055686.8401192392,1,55686.840119239176
2023-06-27,1055660.5195402112,1,55660.519540211186
2023-06-27,1056495.1487153557,1,56495.148715355666
2023-06-27,1056938.3755360243,1,56938.37553602434
2023-06-27,1057147.9746321777,1,57147.974632177735
2023-06-27,1057934.543065684,1,57934.543065683916
2023-06-27,1057001.855181369,1,57001.855181369
2023-06-27,1057374.7211695872,1,57374.721169587225
2023-06-27,1056579.1372660745,1,56579.13726607454
2023-07-05,1058636.8251359002,1,58636.82513590017
2023-07-10,1058603.7427351146,1,58603.74273511465
2023-07-27,1068997.742805378,1,68997.74280537805
2023-07-27,1071349.9305526346,1,71349.93055263464
2023-07-27,1075743.1681859219,1,75743.16818592185
2023-07-27,1076598.2099784766,1,76598.20997847663
2023-07-27,1079548.5763601363,1,79548.57636013627
2023-07-27,1079440.187948855,1,79440.1879488551
2023-07-27,1083900.2257573805,1,83900.22575738048
2023-07-27,1083762.0070270495,1,83762.00702704955
2023-07-27,1084405.6277861057,1,84405.62778610573
2023-07-27,1083437.9204900248,1,83437.92049002484
2023-07-27,1086059.5676650528,1,86059.56766505283
2023-07-27,1088197.3490341837,1,88197.34903418366
2023-07-27,1087875.6785243673,1,87875.67852436728
2023-07-27,1091275.290019756,1,91275.29001975595
2023-07-27,1092372.008195313,1,92372.00819531293
2023-07-27,1101153.5915539712,1,101153.59155397117
2023-07-27,1103389.8763982796,1,103389.87639827956
2023-07-27,1103471.3611917014,1,103471.36119170138
2023-07-27,1106094.6569582575,1,106094.65695825755
2023-07-27,1100456.336606332,1,100456.3366063321
2023-07-27,1099003.5476525188,1,99003.54765251884
2023-07-27,1098970.9169058546,1,98970.9169058546
2023-07-27,1100423.103423427,1,100423.10342342709
2023-08-04,1105526.3155655533,1,105526.31556555326
2023-08-31,1104431.485287725,1,104431.485287725
2023-08-31,1106836.8226005784,1,106836.82260057842
2023-08-31,1104888.5395643406,1,104888.53956434061
2023-08-31,1106844.3967904125,1,106844.39679041249
2023-08-31,1108926.6133950711,1,108926.61339507112
2023-08-31,1109160.0090928238,1,109160.00909282384
2023-08-31,1108987.097530838,1,108987.0975308381
2023-08-31,1108902.049029555,1,108902.04902955494
2023-08-31,1103369.7061364744,1,103369.70613647439
2023-08-31,1103341.5658415942,1,103341.56584159425
2023-08-31,1101715.5785788945,1,101715.57857889449
2023-08-31,1104507.5800410127,1,104507.58004101273
2023-08-31,1105307.4438426797,1,105307.44384267973
2023-08-31,1109419.4507022134,1,109419.45070221345
2023-08-31,1113298.033395506,1,113298.03339550598
2023-08-31,1114886.1370463925,1,114886.13704639254
2023-08-31,1113424.611419481,1,113424.61141948099
2023-08-31,1114862.578545074,1,114862.57854507398
2023-08-31,1115046.8168083185,1,115046.81680831849
2023-08-31,1118169.4475162951,1,118169.44751629513
2023-08-31,1118067.4105699095,1,118067.4105699095
