Time,Close
2026-01-27,1646.7
2026-01-28,1616.2
2026-01-29,1596.9
2026-01-30,1601.1
2026-02-01,1611.1
2026-02-02,1635.4
2026-02-03,1705.9
2026-02-04,1705.7
2026-02-05,1716.0
2026-02-06,1706.4
2026-02-09,1718.6
2026-02-10,1718.0
2026-02-11,1720.8
2026-02-12,1726.3
2026-02-13,1713.3
2026-02-16,1714.9
2026-02-17,1725.7
2026-02-18,1734.9
2026-02-19,1722.4
2026-02-20,1733.8
2026-02-23,1739.9
2026-02-24,1744.2
2026-02-25,1771.4
2026-02-26,1784.9
