FH_TIMESTAMP,Price_A,Price_B,Ratio,Mean,Std,Z
2023-04-17,904.7,42343.65,0.021365659313734173,0.02125845588268065,0.0002555686981129408,0.41947011447445576
2023-04-18,899.95,42335.5,0.02125757343128108,0.021260198860606507,0.00025537179282804053,-0.010280811738657499
2023-04-19,894.15,42178.4,0.021199239421125504,0.021265837537583484,0.00025196024171388157,-0.2643199419280068
2023-04-20,896.2,42276.45,0.021198563266310207,0.021269694493223874,0.0002499401119022442,-0.2845930826080754
2023-04-21,887.95,42145.95,0.021068453789747296,0.021269754750670642,0.00024988968426378473,-0.8055593071655235
2023-04-24,905.25,42652.35,0.021223918494526095,0.021278080820671168,0.00024378706235445003,-0.22217063375711188
2023-04-25,912.85,42696.8,0.02137982237544734,0.021292086127572937,0.00023683319500378204,0.3704558724253242
2023-04-26,913.65,42823.15,0.02133542254598272,0.02131078373234636,0.00021576629632575895,0.11419213313631246
2023-04-27,916.0,43003.1,0.021300789943050617,0.02132795406407684,0.0001916911193879021,-0.14170776983807312
2023-04-28,923.0,43217.4,0.02135713855993188,0.021342475945797332,0.000175668654086819,0.08346744734152077
2023-05-02,928.2,43367.25,0.021403247842554003,0.02135399321855186,0.0001674924757747928,0.29407066660337927
2023-05-03,926.2,43311.6,0.021384571338856104,0.021361703507389477,0.0001632025362158192,0.14011933880970498
2023-05-04,924.8,43657.8,0.02118292722033634,0.02136726820428733,0.00015356999684936883,-1.2003710863639696
2023-05-05,931.95,42712.2,0.021819292848413337,0.02139117957702396,0.00016616458139840617,2.5764411873244333
2023-05-08,943.1,43315.95,0.021772580308177476,0.021409696404695543,0.0001767110897965358,2.0535434640788846
2023-05-09,939.2,43202.2,0.021739633629768856,0.021423183813423327,0.00018601083398210111,1.701244005905482
2023-05-10,940.2,43314.95,0.021706131485780315,0.02143143819549336,0.00019299535337335063,1.423315564264171
2023-05-11,943.4,43461.75,0.021706443021737503,0.021436457255336883,0.00019822986767414007,1.3619832852052154
2023-05-12,947.75,43757.15,0.02165931739155772,0.021437592438467632,0.00019944216349831602,1.1117255709671499
