strategy,symbol,entry_date,exit_date,pnl_pct,pnl_rupees,entry_premium,exit_premium,days_held,pnl_leg_a,pnl_leg_b,direction
PAIR_TRADE,BIOCON/TORNTPHARM,2026-01-06,2026-01-27,-3.6133,-70200.0,,,21,-5.6445,-1.5821,LONG_SPREAD
PAIR_TRADE,IRFC/ADANIENT,2025-01-30,2025-02-01,6.0674,77340.0,,,2,11.0251,1.1097,SHORT_SPREAD
PAIR_TRADE,IRFC/ADANIENT,2025-02-28,2025-03-19,5.6561,28310.0,,,19,21.937,-10.6248,LONG_SPREAD
PAIR_TRADE,IRFC/ADANIENT,2025-05-05,2025-05-14,1.9363,20060.0,,,9,4.0957,-0.2231,LONG_SPREAD
PAIR_TRADE,IRFC/ADANIENT,2025-06-04,2025-06-12,2.5165,33930.0,,,8,3.2229,1.8101,SHORT_SPREAD
PAIR_TRADE,IRFC/ADANIENT,2025-06-27,2025-07-17,-1.4121,-13866.0,,,20,-4.1764,1.3522,LONG_SPREAD
PAIR_TRADE,IRFC/ADANIENT,2025-07-22,2025-07-31,2.4328,43095.0,,,9,-1.6444,6.5099,LONG_SPREAD
PAIR_TRADE,IRFC/ADANIENT,2025-08-06,2025-08-18,1.7501,21224.0,,,12,2.2028,1.2974,SHORT_SPREAD
PAIR_TRADE,IRFC/ADANIENT,2025-09-22,2025-10-13,0.5106,16114.0,,,21,-2.9216,3.9427,LONG_SPREAD
PAIR_TRADE,IRFC/ADANIENT,2025-11-04,2025-11-12,1.427,20815.0,,,8,0.2531,2.6008,SHORT_SPREAD
PAIR_TRADE,IRFC/ADANIENT,2025-11-27,2025-12-05,1.6323,17100.0,,,8,2.9469,0.3178,SHORT_SPREAD
PAIR_TRADE,IRFC/ADANIENT,2025-12-23,2025-12-26,-5.5611,-58965.0,,,3,-10.234,-0.8881,SHORT_SPREAD
PAIR_TRADE,IRFC/ADANIENT,2025-12-29,2026-01-19,0.5521,1243.0,,,21,4.3151,-3.2109,SHORT_SPREAD
PAIR_TRADE,IRFC/ADANIENT,2026-01-23,2026-02-02,3.3354,39095.0,,,10,-0.8589,7.5297,SHORT_SPREAD
PAIR_TRADE,HINDUNILVR/DMART,2025-03-13,2025-04-02,-2.5788,-26790.0,,,20,3.1141,-8.2717,LONG_SPREAD
PAIR_TRADE,HINDUNILVR/DMART,2025-04-24,2025-04-30,3.7197,50490.0,,,6,1.127,6.3125,LONG_SPREAD
PAIR_TRADE,HINDUNILVR/DMART,2025-05-06,2025-05-16,2.3267,28185.0,,,10,0.1047,4.5487,SHORT_SPREAD
PAIR_TRADE,HINDUNILVR/DMART,2025-06-18,2025-07-04,1.4382,19710.0,,,16,3.0085,-0.132,LONG_SPREAD
PAIR_TRADE,HINDUNILVR/DMART,2025-07-11,2025-07-30,4.6363,61410.0,,,19,3.409,5.8636,SHORT_SPREAD
PAIR_TRADE,HINDUNILVR/DMART,2025-10-06,2025-10-27,0.262,5235.0,,,21,1.5373,-1.0133,SHORT_SPREAD
PAIR_TRADE,HINDUNILVR/DMART,2025-11-28,2025-12-05,1.8744,29880.0,,,7,5.2308,-1.4821,SHORT_SPREAD
PAIR_TRADE,HINDUNILVR/DMART,2026-01-01,2026-01-14,1.1995,11895.0,,,13,-1.0338,3.4328,SHORT_SPREAD
PAIR_TRADE,TATASTEEL/JSWSTEEL,2024-05-09,2024-05-14,1.7706,14082.0,,,5,-1.8104,5.3516,SHORT_SPREAD
PAIR_TRADE,TATASTEEL/JSWSTEEL,2024-05-17,2024-05-18,1.0927,14399.0,,,1,0.3286,1.8567,LONG_SPREAD
PAIR_TRADE,TATASTEEL/JSWSTEEL,2024-05-27,2024-05-30,2.1386,50436.0,,,3,6.784,-2.5068,SHORT_SPREAD
PAIR_TRADE,TATASTEEL/JSWSTEEL,2024-06-07,2024-06-21,1.2533,15351.0,,,14,-0.0278,2.5343,SHORT_SPREAD
PAIR_TRADE,TATASTEEL/JSWSTEEL,2024-08-06,2024-08-26,-2.9149,-27559.0,,,20,3.1349,-8.9647,LONG_SPREAD
PAIR_TRADE,TATASTEEL/JSWSTEEL,2024-09-20,2024-09-24,2.2469,39142.0,,,4,5.36,-0.8661,LONG_SPREAD
PAIR_TRADE,TATASTEEL/JSWSTEEL,2024-11-08,2024-11-28,0.6318,4176.0,,,20,-3.1105,4.3741,LONG_SPREAD
PAIR_TRADE,TATASTEEL/JSWSTEEL,2024-12-19,2025-01-06,2.5931,44744.0,,,18,7.5132,-2.327,SHORT_SPREAD
PAIR_TRADE,TATASTEEL/JSWSTEEL,2025-01-10,2025-01-30,-1.7669,-19310.0,,,20,2.2829,-5.8167,LONG_SPREAD
PAIR_TRADE,TATASTEEL/JSWSTEEL,2025-03-05,2025-03-25,-1.0053,-22495.0,,,20,-7.0269,5.0164,SHORT_SPREAD
PAIR_TRADE,TATASTEEL/JSWSTEEL,2025-04-08,2025-04-28,-0.6852,-2098.0,,,20,9.4695,-10.8399,LONG_SPREAD
PAIR_TRADE,TATASTEEL/JSWSTEEL,2025-05-14,2025-06-03,-1.5364,-23665.0,,,20,-1.6436,-1.4293,SHORT_SPREAD
PAIR_TRADE,TATASTEEL/JSWSTEEL,2025-07-31,2025-08-20,-0.4215,-1300.0,,,20,2.8819,-3.7249,LONG_SPREAD
PAIR_TRADE,TATASTEEL/JSWSTEEL,2025-10-01,2025-10-08,1.3796,25193.0,,,7,2.4905,0.2687,LONG_SPREAD
PAIR_TRADE,TATASTEEL/JSWSTEEL,2025-11-27,2025-12-10,1.1501,12900.0,,,13,-3.705,6.0051,LONG_SPREAD
PAIR_TRADE,TATASTEEL/JSWSTEEL,2025-12-16,2026-01-05,0.0059,-19402.0,,,20,-9.5213,9.533,SHORT_SPREAD
PAIR_TRADE,TATASTEEL/JSWSTEEL,2026-01-29,2026-02-01,2.2631,61107.0,,,3,8.3436,-3.8174,SHORT_SPREAD
PAIR_TRADE,HDFCBANK/ICICIBANK,2023-05-05,2023-05-25,-0.6387,-9680.0,,,20,-0.5693,-0.7082,LONG_SPREAD
PAIR_TRADE,HDFCBANK/ICICIBANK,2023-06-21,2023-07-05,0.809,4895.0,,,14,-2.2331,3.8511,SHORT_SPREAD
PAIR_TRADE,HDFCBANK/ICICIBANK,2023-08-23,2023-09-06,0.5792,9252.0,,,14,0.7135,0.445,LONG_SPREAD
PAIR_TRADE,HDFCBANK/ICICIBANK,2023-09-20,2023-10-04,1.697,20095.0,,,14,-1.9957,5.3898,LONG_SPREAD
PAIR_TRADE,HDFCBANK/ICICIBANK,2023-11-03,2023-11-16,0.6106,10485.0,,,13,1.5095,-0.2883,LONG_SPREAD
PAIR_TRADE,HDFCBANK/ICICIBANK,2023-12-21,2024-01-10,0.1447,5748.0,,,20,1.6519,-1.3625,SHORT_SPREAD
PAIR_TRADE,HDFCBANK/ICICIBANK,2024-01-17,2024-02-06,-5.4228,-83845.0,,,20,-5.8198,-5.0257,LONG_SPREAD
PAIR_TRADE,HDFCBANK/ICICIBANK,2024-04-04,2024-04-24,1.2611,20153.0,,,20,1.237,1.2851,SHORT_SPREAD
PAIR_TRADE,HDFCBANK/ICICIBANK,2024-06-05,2024-06-25,-1.1752,-25892.0,,,20,-9.8655,7.5151,SHORT_SPREAD
PAIR_TRADE,HDFCBANK/ICICIBANK,2024-07-09,2024-07-25,0.9996,16878.0,,,16,-1.7057,3.7049,LONG_SPREAD
PAIR_TRADE,HDFCBANK/ICICIBANK,2024-10-14,2024-10-18,1.232,21427.0,,,4,0.1212,2.3428,SHORT_SPREAD
PAIR_TRADE,HDFCBANK/ICICIBANK,2024-10-21,2024-10-28,1.2258,21448.0,,,7,-0.2398,2.6913,SHORT_SPREAD
PAIR_TRADE,HDFCBANK/ICICIBANK,2025-01-06,2025-01-21,0.6118,8453.0,,,15,-4.2132,5.4367,LONG_SPREAD
PAIR_TRADE,HDFCBANK/ICICIBANK,2025-02-28,2025-03-11,2.8047,50465.0,,,11,2.687,2.9225,SHORT_SPREAD
PAIR_TRADE,HDFCBANK/ICICIBANK,2025-03-18,2025-03-25,1.1287,22560.0,,,7,4.8817,-2.6244,LONG_SPREAD
PAIR_TRADE,HDFCBANK/ICICIBANK,2025-06-09,2025-06-30,-0.2256,-5555.0,,,21,-1.2142,0.7629,SHORT_SPREAD
PAIR_TRADE,HDFCBANK/ICICIBANK,2025-08-26,2025-08-28,-0.1795,3210.0,,,2,-1.4812,1.1222,LONG_SPREAD
PAIR_TRADE,HDFCBANK/ICICIBANK,2025-08-29,2025-09-18,0.3912,-2253.0,,,20,2.1762,-1.3937,LONG_SPREAD
PAIR_TRADE,HDFCBANK/ICICIBANK,2025-10-08,2025-10-17,1.0645,30442.0,,,9,-2.3494,4.4784,SHORT_SPREAD
PAIR_TRADE,HDFCBANK/ICICIBANK,2025-10-20,2025-11-10,-0.6944,-19962.0,,,21,1.5176,-2.9064,SHORT_SPREAD
PAIR_TRADE,HDFCBANK/ICICIBANK,2025-12-29,2026-01-05,1.702,27768.0,,,7,1.075,2.329,SHORT_SPREAD
PAIR_TRADE,HDFCBANK/ICICIBANK,2026-01-06,2026-01-07,-1.3137,-19190.0,,,1,-1.4892,-1.1381,LONG_SPREAD
PAIR_TRADE,HDFCBANK/ICICIBANK,2026-01-08,2026-01-28,1.523,38043.0,,,20,-1.52,4.566,LONG_SPREAD
PAIR_TRADE,TCS/INFY,2024-06-07,2024-06-27,-0.7548,-8775.0,,,20,0.7118,-2.2214,LONG_SPREAD
PAIR_TRADE,TCS/INFY,2024-07-03,2024-07-23,-1.9698,-22251.0,,,20,8.3125,-12.2521,LONG_SPREAD
PAIR_TRADE,TCS/INFY,2024-09-19,2024-10-09,-1.7341,-26280.0,,,20,-1.0773,-2.391,LONG_SPREAD
PAIR_TRADE,TCS/INFY,2024-10-11,2024-10-18,1.3407,20891.0,,,7,-0.559,3.2403,LONG_SPREAD
PAIR_TRADE,TCS/INFY,2024-12-17,2025-01-06,-2.1081,-31466.0,,,20,-5.9886,1.7724,LONG_SPREAD
PAIR_TRADE,TCS/INFY,2025-01-07,2025-01-16,1.7841,25430.0,,,9,3.0958,0.4724,LONG_SPREAD
PAIR_TRADE,TCS/INFY,2025-03-13,2025-04-02,-1.4333,-17936.0,,,20,-1.1984,-1.6682,SHORT_SPREAD
PAIR_TRADE,TCS/INFY,2025-05-12,2025-06-02,-0.5603,-6402.0,,,21,-5.5627,4.4421,LONG_SPREAD
PAIR_TRADE,TCS/INFY,2025-06-11,2025-07-01,-0.1101,-810.0,,,20,-1.4567,1.2365,LONG_SPREAD
PAIR_TRADE,TCS/INFY,2025-07-11,2025-07-25,0.4246,8140.0,,,14,-4.0888,4.938,LONG_SPREAD
PAIR_TRADE,TCS/INFY,2025-09-25,2025-10-07,1.4243,16695.0,,,12,0.3571,2.4914,LONG_SPREAD
PAIR_TRADE,TCS/INFY,2025-12-22,2026-01-05,0.5758,10657.0,,,14,-3.175,4.3266,LONG_SPREAD
PAIR_TRADE,TCS/INFY,2026-01-08,2026-01-12,1.1386,13672.0,,,4,1.1908,1.0864,LONG_SPREAD
PAIR_TRADE,TCS/INFY,2026-01-14,2026-01-16,-1.3611,-19705.0,,,2,2.3231,-5.0454,LONG_SPREAD
PAIR_TRADE,TCS/INFY,2026-01-19,2026-02-01,1.3003,16213.0,,,13,1.0711,1.5295,LONG_SPREAD
PAIR_TRADE,NTPC/POWERGRID,2024-04-03,2024-04-19,0.4164,4410.0,,,16,1.0456,-0.2128,SHORT_SPREAD
PAIR_TRADE,NTPC/POWERGRID,2024-06-18,2024-06-27,0.7758,8730.0,,,9,1.416,0.1356,LONG_SPREAD
PAIR_TRADE,NTPC/POWERGRID,2024-07-24,2024-08-13,-1.0387,-12540.0,,,20,-1.4546,-0.6227,SHORT_SPREAD
PAIR_TRADE,NTPC/POWERGRID,2024-09-19,2024-09-24,1.7914,22865.0,,,5,-0.765,4.3478,SHORT_SPREAD
PAIR_TRADE,NTPC/POWERGRID,2024-10-08,2024-10-25,1.1766,15370.0,,,17,6.5117,-4.1584,SHORT_SPREAD
PAIR_TRADE,NTPC/POWERGRID,2024-11-11,2024-12-02,-4.9009,-58320.0,,,21,-8.5595,-1.2423,LONG_SPREAD
PAIR_TRADE,NTPC/POWERGRID,2025-01-27,2025-02-17,-1.2819,-17660.0,,,21,5.7507,-8.3145,SHORT_SPREAD
PAIR_TRADE,NTPC/POWERGRID,2025-02-20,2025-03-12,-0.3219,-2975.0,,,20,-1.5849,0.9411,SHORT_SPREAD
PAIR_TRADE,NTPC/POWERGRID,2025-04-04,2025-04-24,-1.7626,-20765.0,,,20,3.2116,-6.7368,LONG_SPREAD
PAIR_TRADE,NTPC/POWERGRID,2025-05-06,2025-05-20,1.5746,18345.0,,,14,0.1312,3.018,LONG_SPREAD
PAIR_TRADE,NTPC/POWERGRID,2025-07-30,2025-07-31,1.0726,11255.0,,,1,1.2981,0.847,SHORT_SPREAD
PAIR_TRADE,NTPC/POWERGRID,2025-08-05,2025-08-18,0.2265,2855.0,,,13,-0.9276,1.3806,SHORT_SPREAD
PAIR_TRADE,NTPC/POWERGRID,2025-08-28,2025-09-01,1.5275,15770.0,,,4,0.5746,2.4804,SHORT_SPREAD
PAIR_TRADE,NTPC/POWERGRID,2025-09-29,2025-10-03,1.2944,13980.0,,,4,-0.776,3.3648,SHORT_SPREAD
PAIR_TRADE,NTPC/POWERGRID,2025-11-06,2025-11-19,1.302,13285.0,,,13,-0.3537,2.9577,SHORT_SPREAD
PAIR_TRADE,NTPC/POWERGRID,2025-12-29,2026-01-19,-3.5735,-34935.0,,,21,-5.9394,-1.2076,SHORT_SPREAD
PAIR_TRADE,SBIN/BANKBARODA,2023-05-09,2023-05-16,1.3251,15720.0,,,7,-2.0477,4.698,SHORT_SPREAD
PAIR_TRADE,SBIN/BANKBARODA,2023-06-13,2023-06-19,-2.3547,-24352.0,,,6,-1.3637,-3.3457,LONG_SPREAD
PAIR_TRADE,SBIN/BANKBARODA,2023-06-20,2023-07-10,-0.013,-6615.0,,,20,4.4776,-4.5036,LONG_SPREAD
PAIR_TRADE,SBIN/BANKBARODA,2023-09-13,2023-10-03,-1.8102,-23902.0,,,20,1.0619,-4.6823,LONG_SPREAD
PAIR_TRADE,SBIN/BANKBARODA,2023-11-01,2023-11-17,0.4757,4290.0,,,16,0.7987,0.1526,SHORT_SPREAD
PAIR_TRADE,SBIN/BANKBARODA,2023-12-27,2024-01-08,0.2695,9503.0,,,12,-3.0347,3.5737,LONG_SPREAD
PAIR_TRADE,SBIN/BANKBARODA,2024-01-30,2024-02-07,2.183,13819.0,,,8,7.3968,-3.0309,LONG_SPREAD
PAIR_TRADE,SBIN/BANKBARODA,2024-03-19,2024-03-26,1.3725,24124.0,,,7,-2.2029,4.9479,SHORT_SPREAD
PAIR_TRADE,SBIN/BANKBARODA,2024-04-16,2024-04-30,0.7409,28586.0,,,14,-9.6337,11.1155,SHORT_SPREAD
PAIR_TRADE,SBIN/BANKBARODA,2024-05-07,2024-05-27,-0.282,3090.0,,,20,-4.5173,3.9532,SHORT_SPREAD
PAIR_TRADE,SBIN/BANKBARODA,2024-06-14,2024-06-28,2.4683,37819.0,,,14,1.7073,3.2292,LONG_SPREAD
PAIR_TRADE,SBIN/BANKBARODA,2024-07-08,2024-07-29,-2.1193,-30154.0,,,21,-1.9766,-2.2619,SHORT_SPREAD
PAIR_TRADE,SBIN/BANKBARODA,2024-08-20,2024-09-04,1.7553,26565.0,,,15,-0.3408,3.8514,LONG_SPREAD
PAIR_TRADE,SBIN/BANKBARODA,2024-09-30,2024-10-11,1.7559,23782.0,,,11,1.3435,2.1682,LONG_SPREAD
PAIR_TRADE,SBIN/BANKBARODA,2024-11-21,2024-12-03,1.0873,22684.0,,,12,-9.8981,12.0727,SHORT_SPREAD
PAIR_TRADE,SBIN/BANKBARODA,2025-01-27,2025-01-31,-3.1361,-37280.0,,,4,-3.7096,-2.5626,SHORT_SPREAD
PAIR_TRADE,SBIN/BANKBARODA,2025-02-01,2025-02-06,2.8888,35032.0,,,5,1.8564,3.9211,SHORT_SPREAD
PAIR_TRADE,SBIN/BANKBARODA,2025-03-27,2025-04-16,-2.0801,-28327.0,,,20,0.2663,-4.4264,LONG_SPREAD
PAIR_TRADE,SBIN/BANKBARODA,2025-08-26,2025-09-15,-0.0039,1774.0,,,20,-2.2865,2.2786,SHORT_SPREAD
PAIR_TRADE,SBIN/BANKBARODA,2025-10-01,2025-10-17,0.5074,5197.0,,,16,2.2769,-1.2622,LONG_SPREAD
PAIR_TRADE,SBIN/BANKBARODA,2025-11-24,2025-11-27,0.9811,17081.0,,,3,-0.969,2.9312,SHORT_SPREAD
PAIR_TRADE,SBIN/BANKBARODA,2025-12-02,2025-12-08,1.2598,24045.0,,,6,-1.4743,3.994,LONG_SPREAD
PAIR_TRADE,SBIN/BANKBARODA,2026-01-20,2026-02-09,-7.0189,-112594.0,,,20,-10.641,-3.3969,SHORT_SPREAD
MOMENTUM_LONG,PFC,2023-03-27,2023-04-06,5.8034,11245.0,,,10,,,
MOMENTUM_LONG,RECLTD,2023-03-27,2023-04-06,3.1182,5040.0,,,10,,,
MOMENTUM_LONG,DRREDDY,2023-05-12,2023-05-22,-0.4929,-13813.0,,,10,,,
MOMENTUM_LONG,DABUR,2023-10-25,2023-11-06,3.8002,24625.0,,,12,,,
MOMENTUM_LONG,OBEROIRLTY,2024-01-24,2024-02-05,-0.1075,-490.0,,,12,,,
MOMENTUM_LONG,DIVISLAB,2024-02-27,2024-03-11,2.4235,8575.0,,,13,,,
MOMENTUM_LONG,ASHOKLEY,2024-02-28,2024-03-11,0.6511,5500.0,,,12,,,
MOMENTUM_LONG,NESTLEIND,2024-03-18,2024-03-28,0.9901,12825.0,,,10,,,
MOMENTUM_LONG,HINDUNILVR,2024-03-19,2024-04-01,0.9474,6465.0,,,13,,,
MOMENTUM_LONG,ONGC,2024-09-11,2024-09-23,3.1283,20137.0,,,12,,,
MOMENTUM_LONG,DABUR,2024-10-03,2024-10-14,-2.4411,-17813.0,,,11,,,
MOMENTUM_LONG,ASHOKLEY,2024-10-07,2024-10-17,-1.5099,-16900.0,,,10,,,
MOMENTUM_LONG,BAJAJ-AUTO,2024-10-17,2024-10-28,-1.1383,-8662.0,,,11,,,
MOMENTUM_LONG,TCS,2024-10-21,2024-10-31,-2.7052,-19329.0,,,10,,,
MOMENTUM_LONG,CIPLA,2024-10-25,2024-11-01,4.6455,25950.0,,,7,,,
MOMENTUM_LONG,SAIL,2024-10-23,2024-11-04,-3.5678,-19834.0,,,12,,,
MOMENTUM_LONG,INDUSINDBK,2024-10-25,2024-11-04,2.5029,18270.0,,,10,,,
MOMENTUM_LONG,AMBUJACEM,2024-10-25,2024-11-04,3.8716,22470.0,,,10,,,
MOMENTUM_LONG,TCS,2024-10-31,2024-11-06,4.5047,31316.0,,,6,,,
MOMENTUM_LONG,DRREDDY,2024-10-28,2024-11-07,-1.5314,-12531.0,,,10,,,
MOMENTUM_LONG,INDUSINDBK,2024-11-04,2024-11-14,-4.5514,-34055.0,,,10,,,
MOMENTUM_LONG,INDUSINDBK,2024-11-14,2024-11-25,-1.5731,-11235.0,,,11,,,
MOMENTUM_LONG,AMBUJACEM,2024-11-21,2024-12-02,12.0547,61110.0,,,11,,,
MOMENTUM_LONG,INDUSINDBK,2024-11-25,2024-12-05,-0.1643,-1155.0,,,10,,,
MOMENTUM_LONG,WIPRO,2024-12-03,2024-12-13,6.2436,54750.0,,,10,,,
MOMENTUM_LONG,INDUSINDBK,2024-12-05,2024-12-16,0.0299,210.0,,,11,,,
MOMENTUM_LONG,WIPRO,2024-12-17,2024-12-27,0.1935,1800.0,,,10,,,
MOMENTUM_LONG,NTPC,2024-12-18,2024-12-30,-2.8005,-14400.0,,,12,,,
MOMENTUM_LONG,RELIANCE,2024-12-24,2025-01-03,2.6189,16025.0,,,10,,,
MOMENTUM_LONG,ONGC,2024-12-27,2025-01-03,9.1997,49275.0,,,7,,,
MOMENTUM_LONG,WIPRO,2025-01-01,2025-01-13,-3.2295,-29250.0,,,12,,,
MOMENTUM_LONG,HEROMOTOCO,2025-01-08,2025-01-20,-1.2849,-7995.0,,,12,,,
MOMENTUM_LONG,TVSMOTOR,2025-01-13,2025-01-23,5.2481,20081.0,,,10,,,
MOMENTUM_LONG,BPCL,2025-01-13,2025-01-23,0.244,1284.0,,,10,,,
MOMENTUM_LONG,IOC,2025-01-13,2025-01-23,6.1574,36660.0,,,10,,,
MOMENTUM_LONG,DRREDDY,2025-01-16,2025-01-27,-8.4156,-68437.0,,,11,,,
MOMENTUM_LONG,ITC,2025-01-16,2025-01-27,1.5073,10480.0,,,11,,,
MOMENTUM_LONG,HEROMOTOCO,2025-01-21,2025-01-31,7.071,42705.0,,,10,,,
MOMENTUM_LONG,BPCL,2025-01-27,2025-02-06,3.0291,15306.0,,,10,,,
MOMENTUM_LONG,NMDC,2025-02-11,2025-02-21,9.9286,41310.0,,,10,,,
MOMENTUM_LONG,SBIN,2025-02-27,2025-03-06,4.3228,22800.0,,,7,,,
MOMENTUM_LONG,ITC,2025-02-27,2025-03-10,1.2335,7920.0,,,11,,,
MOMENTUM_LONG,HEROMOTOCO,2025-02-28,2025-03-10,-2.765,-15330.0,,,10,,,
MOMENTUM_LONG,HINDUNILVR,2025-02-28,2025-03-10,2.3645,15630.0,,,10,,,
MOMENTUM_LONG,BRITANNIA,2025-02-28,2025-03-10,2.8887,16656.0,,,10,,,
MOMENTUM_LONG,TATACONSUM,2025-02-28,2025-03-10,-0.8872,-4730.0,,,10,,,
MOMENTUM_LONG,BANKBARODA,2025-03-03,2025-03-13,4.4107,25418.0,,,10,,,
MOMENTUM_LONG,DABUR,2025-03-04,2025-03-17,1.8936,11500.0,,,13,,,
MOMENTUM_LONG,DRREDDY,2025-03-12,2025-03-19,5.842,40438.0,,,7,,,
MOMENTUM_LONG,INDUSINDBK,2025-03-10,2025-03-20,-23.656,-149240.0,,,10,,,
MOMENTUM_LONG,TATACONSUM,2025-03-10,2025-03-20,0.8275,4372.0,,,10,,,
MOMENTUM_LONG,COFORGE,2025-06-04,2025-06-16,6.3441,41063.0,,,12,,,
MOMENTUM_LONG,COFORGE,2025-07-03,2025-07-14,-3.1644,-23062.0,,,11,,,
MOMENTUM_LONG,ASHOKLEY,2025-07-16,2025-07-28,-1.4848,-9250.0,,,12,,,
MOMENTUM_LONG,COLPAL,2025-07-23,2025-08-04,-1.2386,-6390.0,,,12,,,
MOMENTUM_LONG,DIVISLAB,2025-08-06,2025-08-18,0.5288,3250.0,,,12,,,
MOMENTUM_LONG,NESTLEIND,2025-08-08,2025-08-18,4.2727,23500.0,,,10,,,
MOMENTUM_LONG,COLPAL,2025-08-12,2025-08-19,3.2195,15975.0,,,7,,,
MOMENTUM_LONG,ASHOKLEY,2025-08-14,2025-08-25,6.9304,42400.0,,,11,,,
MOMENTUM_LONG,NESTLEIND,2025-09-15,2025-09-25,-3.177,-19300.0,,,10,,,
MOMENTUM_LONG,HDFCBANK,2025-10-07,2025-10-17,1.8408,9982.0,,,10,,,
MOMENTUM_LONG,COFORGE,2025-12-30,2026-01-09,1.5565,9675.0,,,10,,,
MOMENTUM_LONG,TATAPOWER,2026-01-20,2026-01-29,4.4347,22693.0,,,9,,,
MOMENTUM_LONG,ITC,2026-01-27,2026-02-06,2.2556,11520.0,,,10,,,
