symbol,win,pnl_pct,pnl_inr,dte_to_exit
TATATECH,True,0.4191,2205.0,4
TCS,True,0.2469,1653.0,4
TECHM,False,0.0,0.0,0
TECHM,False,-0.7663,-6720.0,2
TECHM,False,-4.3791,-38400.0,5
TECHM,True,0.0826,844.0,2
TECHM,True,0.5064,5026.0,2
TITAN,True,0.2574,1759.0,3
TITAN,True,2.4346,16634.0,6
TITAN,False,-0.7825,-5346.0,3
TITAN,False,-0.7133,-4874.0,2
TITAN,False,-0.8145,-5565.0,3
TITAN,False,-2.66,-18174.0,3
TITAN,False,-1.4279,-9756.0,3
TORNTPHARM,True,2.5498,23500.0,3
TORNTPHARM,False,-1.435,-13225.0,3
TVSMOTOR,True,0.3078,2634.0,3
TVSMOTOR,True,0.2684,1667.0,4
ULTRACEMCO,True,0.3691,3680.0,4
ULTRACEMCO,False,-0.2673,-3135.0,5
ULTRACEMCO,False,0.0,0.0,0
ULTRACEMCO,False,-1.6685,-19570.0,2
ULTRACEMCO,True,7.7607,91025.0,3
ULTRACEMCO,False,-0.8905,-10445.0,3
ULTRACEMCO,False,-1.0709,-12560.0,3
ULTRACEMCO,True,1.5862,18605.0,1
UNIONBANK,True,0.6627,3772.0,1
UNITDSPR,False,-0.5956,-5950.0,3
UNITDSPR,True,5.4201,54145.0,2
UNITDSPR,True,1.9165,19145.0,1
UNITDSPR,True,0.0035,35.0,2
UNITDSPR,True,0.4785,2551.0,4
UPL,True,1.4251,13910.0,1
UPL,True,1.3784,13455.0,5
UPL,False,-0.1332,-1300.0,3
UPL,True,0.4129,4030.0,3
UPL,False,-0.6659,-6500.0,1
UPL,False,0.0,0.0,0
UPL,True,0.2754,2083.0,5
UPL,True,0.3345,2301.0,1
VEDL,True,1.6886,9189.0,1
VEDL,True,1.623,8396.0,1
VOLTAS,True,0.2298,1307.0,4
VOLTAS,True,0.6699,5610.0,1
VOLTAS,True,1.4006,11730.0,1
VOLTAS,True,0.7666,6420.0,3
VOLTAS,True,1.8018,15090.0,3
VOLTAS,True,0.5574,2423.0,1
VOLTAS,True,0.9756,4903.0,3
WIPRO,True,0.3563,2473.0,4
YESBANK,True,0.1535,793.0,2
ZYDUSLIFE,True,1.2496,10395.0,2
ZYDUSLIFE,False,-0.7681,-6390.0,6
ZYDUSLIFE,True,2.6993,22455.0,2
ZYDUSLIFE,True,3.9976,33255.0,3
ZYDUSLIFE,False,-0.6708,-5580.0,2
ZYDUSLIFE,True,0.1818,1511.0,1
