Time,Close
2026-01-27,1064.5
2026-01-28,1073.0
2026-01-29,1076.65
2026-01-30,1089.05
2026-02-01,1027.3
2026-02-02,1038.5
2026-02-03,1070.2
2026-02-04,1075.7
2026-02-05,1081.8
2026-02-06,1073.0
2026-02-09,1154.0
2026-02-10,1150.5
2026-02-11,1186.3
2026-02-12,1196.5
2026-02-13,1199.8
2026-02-16,1213.9
2026-02-17,1218.5
2026-02-18,1222.4
2026-02-19,1209.6
2026-02-20,1220.9
2026-02-23,1233.5
2026-02-24,1232.0
2026-02-25,1206.9
2026-02-26,1199.4
