SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE,AVG_PRICE,TOTAL_TRADED_QTY,TURNOVER_LACS,NO_OF_TRADES,DELIVERABLE_QTY,DELIVERY_PCT,TIMESTAMP
20MICRONS, EQ, 02-Apr-2026,147.48,141.62,151.59,141.13,149.97,149.9,146.53,105655,154.82,2545,41808,39.57,2026-04-02
21STCENMGM, EQ, 02-Apr-2026,29.4,29.4,29.4,28.82,28.82,28.82,28.85,2087,0.6,48,2086,99.95,2026-04-02
360ONE, EQ, 02-Apr-2026,953.05,936.0,940.25,915.0,939.4,933.85,930.31,636396,5920.47,22982,370038,58.15,2026-04-02
3IINFOLTD, EQ, 02-Apr-2026,14.3,14.15,15.02,13.96,14.94,14.83,14.75,1209437,178.41,2154,563338,46.58,2026-04-02
3MINDIA, EQ, 02-Apr-2026,29395.0,29300.0,30095.0,28730.0,29655.0,29735.0,29571.82,8060,2383.49,5958,3150,39.08,2026-04-02
3PLAND, EQ, 02-Apr-2026,31.46,31.5,32.9,30.03,32.48,32.48,32.17,1781,0.57,36,1685,94.61,2026-04-02
5PAISA, EQ, 02-Apr-2026,270.21,261.0,293.99,253.13,279.8,285.38,274.2,124929,342.56,3237,24565,19.66,2026-04-02
63MOONS, EQ, 02-Apr-2026,504.3,489.4,499.8,486.05,495.0,495.65,494.24,230611,1139.76,6353,148321,64.32,2026-04-02
AAATECH, EQ, 02-Apr-2026,91.96,91.96,93.49,91.07,92.97,92.21,92.36,6485,5.99,159,4520,69.7,2026-04-02
AADHARHFC, EQ, 02-Apr-2026,451.15,448.0,448.0,433.25,437.0,439.1,437.78,158838,695.36,7181,73616,46.35,2026-04-02
AAREYDRUGS, EQ, 02-Apr-2026,53.28,52.9,54.99,52.28,53.7,53.71,53.88,47694,25.7,621,24077,50.48,2026-04-02
AARNAV, EQ, 02-Apr-2026,23.56,22.65,23.67,22.62,23.6,23.06,23.06,21432,4.94,412,7216,33.67,2026-04-02
AARON, EQ, 02-Apr-2026,122.54,122.54,144.0,116.99,136.99,135.87,129.77,32998,42.82,851,13445,40.74,2026-04-02
AARTECH, EQ, 02-Apr-2026,36.64,36.85,39.0,35.19,38.25,38.75,37.16,50652,18.82,1093,17551,34.65,2026-04-02
AARTIDRUGS, EQ, 02-Apr-2026,346.4,340.0,354.6,335.55,354.45,352.7,344.83,104633,360.81,3538,42843,40.95,2026-04-02
AARTIIND, EQ, 02-Apr-2026,411.4,404.4,410.6,395.9,408.9,408.7,406.34,981591,3988.58,21544,555843,56.63,2026-04-02
AARTIPHARM, EQ, 02-Apr-2026,635.05,633.2,650.5,614.95,642.0,645.65,638.38,176765,1128.44,14392,69316,39.21,2026-04-02
AARTISURF, EQ, 02-Apr-2026,351.0,359.0,366.55,340.3,365.0,363.75,354.66,13152,46.65,1036,6375,48.47,2026-04-02
AARVI, EQ, 02-Apr-2026,127.66,125.0,126.96,123.43,126.0,125.78,124.77,7844,9.79,196,4509,57.48,2026-04-02
AAVAS, EQ, 02-Apr-2026,1134.2,1120.0,1174.0,1101.3,1134.0,1138.6,1125.65,149467,1682.47,15947,64723,43.3,2026-04-02
ABB, EQ, 02-Apr-2026,6063.0,6021.5,6158.0,5916.5,6138.0,6142.0,6029.59,275527,16613.15,32590,102405,37.17,2026-04-02
