SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE,AVG_PRICE,TOTAL_TRADED_QTY,TURNOVER_LACS,NO_OF_TRADES,DELIVERABLE_QTY,DELIVERY_PCT,TIMESTAMP
20MICRONS, EQ, 25-Mar-2026,147.19,148.81,154.59,148.15,152.0,151.67,152.3,85533,130.27,2221,46577,54.46,2026-03-25
21STCENMGM, EQ, 25-Mar-2026,30.7,30.65,31.31,30.09,30.09,30.09,30.43,14362,4.37,97,12128,84.45,2026-03-25
360ONE, EQ, 25-Mar-2026,989.3,999.8,1018.8,992.1,1001.0,1002.1,1009.34,871077,8792.17,52981,487493,55.96,2026-03-25
3IINFOLTD, EQ, 25-Mar-2026,13.64,13.53,13.86,13.0,13.54,13.61,13.63,1975303,269.31,1748,1591179,80.55,2026-03-25
3MINDIA, EQ, 25-Mar-2026,31560.0,31565.0,32220.0,31545.0,31900.0,31790.0,31921.43,2491,795.16,1676,830,33.32,2026-03-25
3PLAND, EQ, 25-Mar-2026,30.92,31.02,32.75,30.03,31.23,31.14,31.1,1937,0.6,136,944,48.74,2026-03-25
5PAISA, EQ, 25-Mar-2026,273.8,275.1,281.95,273.3,275.0,274.9,276.27,104367,288.34,2033,56244,53.89,2026-03-25
63MOONS, EQ, 25-Mar-2026,498.0,503.05,518.0,499.7,504.0,505.15,511.2,278588,1424.14,9800,152789,54.84,2026-03-25
AAATECH, EQ, 25-Mar-2026,91.45,91.45,94.14,91.07,92.0,91.96,92.73,9790,9.08,363,5184,52.95,2026-03-25
AADHARHFC, EQ, 25-Mar-2026,462.8,467.95,476.5,463.0,474.0,471.3,469.15,200832,942.21,6255,109161,54.35,2026-03-25
AAREYDRUGS, EQ, 25-Mar-2026,63.78,63.78,65.6,60.61,61.2,61.96,62.84,120400,75.66,1381,75871,63.02,2026-03-25
AARNAV, EQ, 25-Mar-2026,24.9,24.9,25.85,24.31,24.87,24.62,25.0,42064,10.52,251,36461,86.68,2026-03-25
AARON, EQ, 25-Mar-2026,133.32,137.99,137.99,130.0,130.0,130.26,132.15,26675,35.25,567,19709,73.89,2026-03-25
AARTECH, EQ, 25-Mar-2026,42.82,42.9,44.2,41.08,42.45,42.44,42.34,216617,91.71,804,187551,86.58,2026-03-25
AARTIDRUGS, EQ, 25-Mar-2026,335.45,338.8,348.0,335.7,343.0,341.1,344.29,119376,411.0,3663,62034,51.97,2026-03-25
AARTIIND, EQ, 25-Mar-2026,418.7,423.0,435.5,421.05,431.0,431.25,431.12,849799,3663.61,30433,381391,44.88,2026-03-25
AARTIPHARM, EQ, 25-Mar-2026,622.75,628.55,657.1,625.95,637.15,639.0,642.69,354066,2275.54,28429,177595,50.16,2026-03-25
AARTISURF, EQ, 25-Mar-2026,351.35,350.0,365.9,349.7,352.0,353.45,356.53,19134,68.22,990,9790,51.17,2026-03-25
AARVI, EQ, 25-Mar-2026,125.04,126.09,129.0,125.66,127.0,127.86,127.42,13286,16.93,192,6830,51.41,2026-03-25
AAVAS, EQ, 25-Mar-2026,1114.2,1130.0,1162.2,1114.7,1135.0,1135.5,1138.97,272644,3105.32,22406,156675,57.47,2026-03-25
ABB, EQ, 25-Mar-2026,6162.0,6200.0,6290.0,6185.5,6212.0,6212.5,6240.49,231844,14468.2,36477,106779,46.06,2026-03-25
ABBOTINDIA, EQ, 25-Mar-2026,26800.0,26860.0,27100.0,26290.0,26505.0,26405.0,26719.59,9078,2425.6,4864,3587,39.51,2026-03-25
ABCAPITAL, EQ, 25-Mar-2026,302.4,307.9,318.4,304.55,315.0,314.7,313.82,5956917,18693.94,52263,3234486,54.3,2026-03-25
ABCOTS, EQ, 25-Mar-2026,406.05,409.8,410.95,400.5,400.5,405.4,406.14,48819,198.27,906,28280,57.93,2026-03-25
ABDL, EQ, 25-Mar-2026,395.9,402.0,416.9,397.5,406.5,408.5,407.46,727015,2962.27,23212,381427,52.46,2026-03-25
ABFRL, EQ, 25-Mar-2026,58.13,59.0,60.55,58.35,58.78,58.85,59.53,4635458,2759.48,23557,2189287,47.23,2026-03-25
ABGSEC, EQ, 25-Mar-2026,111.95,111.67,111.93,111.01,111.93,111.45,111.43,581,0.65,6,381,65.58,2026-03-25
ABINFRA, EQ, 25-Mar-2026,16.85,17.24,17.24,16.84,16.84,16.84,16.9,1377904,232.89,484,1168343,84.79,2026-03-25
ABLBL, EQ, 25-Mar-2026,92.03,92.7,94.45,92.25,93.4,93.08,93.69,1350060,1264.9,11085,786725,58.27,2026-03-25
ABREL, EQ, 25-Mar-2026,1133.7,1159.0,1217.9,1146.4,1166.3,1167.8,1185.6,448490,5317.31,36526,169926,37.89,2026-03-25
ABSL10BANK, EQ, 25-Mar-2026,157.61,160.25,161.97,160.21,160.5,160.5,161.27,1592,2.57,15,1236,77.64,2026-03-25
ABSLAMC, EQ, 25-Mar-2026,899.7,915.0,946.95,897.0,934.0,939.8,929.1,323399,3004.7,29345,129813,40.14,2026-03-25
ABSLBANETF, EQ, 25-Mar-2026,53.78,53.78,55.25,53.78,54.73,54.8,54.99,537501,295.55,1683,400475,74.51,2026-03-25
ABSLLIQUID, EQ, 25-Mar-2026,1000.0,1000.01,1000.01,999.99,1000.01,1000.0,1000.0,3091,30.91,20,1917,62.02,2026-03-25
ABSLMSCIN, EQ, 25-Mar-2026,27.15,27.61,28.2,27.61,27.77,27.77,27.9,1728,0.48,11,1000,57.87,2026-03-25
ABSLNN50ET, EQ, 25-Mar-2026,65.53,63.89,67.23,63.89,66.69,66.62,67.0,33280,22.3,204,17762,53.37,2026-03-25
ABSLPSE, EQ, 25-Mar-2026,10.02,10.2,10.22,10.01,10.01,10.1,10.13,146324,14.82,362,111597,76.27,2026-03-25
ACC, EQ, 25-Mar-2026,1334.3,1340.0,1383.3,1340.0,1364.9,1367.9,1371.13,254138,3484.56,17980,135100,53.16,2026-03-25
ACCELYA, EQ, 25-Mar-2026,1137.9,1137.9,1158.2,1137.9,1143.0,1142.3,1147.69,9439,108.33,869,6073,64.34,2026-03-25
ACCURACY, EQ, 25-Mar-2026,3.94,4.07,4.07,3.85,4.0,3.96,3.98,364121,14.5,635,319476,87.74,2026-03-25
ACE, EQ, 25-Mar-2026,798.75,812.0,834.7,804.65,817.8,818.7,824.11,233231,1922.08,12571,91531,39.24,2026-03-25
ACEINTEG, EQ, 25-Mar-2026,16.56,16.6,17.59,16.51,17.55,17.15,16.98,1670,0.28,43,1387,83.05,2026-03-25
ACI, EQ, 25-Mar-2026,607.3,613.0,615.0,594.3,598.0,602.0,606.42,134962,818.44,6880,55871,41.4,2026-03-25
ACL, EQ, 25-Mar-2026,44.69,45.99,46.0,43.78,43.8,44.08,44.92,223937,100.6,1015,185171,82.69,2026-03-25
