SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE,AVG_PRICE,TOTAL_TRADED_QTY,TURNOVER_LACS,NO_OF_TRADES,DELIVERABLE_QTY,DELIVERY_PCT,TIMESTAMP
20MICRONS, EQ, 24-Mar-2026,143.04,145.3,150.59,144.45,148.0,147.19,147.02,150487,221.24,3044,74528,49.52,2026-03-24
21STCENMGM, EQ, 24-Mar-2026,31.27,31.27,31.85,30.65,30.7,30.7,30.79,2937,0.9,57,2915,99.25,2026-03-24
360ONE, EQ, 24-Mar-2026,985.4,996.0,1010.0,984.3,994.0,989.3,991.14,2023338,20054.21,32153,1538101,76.02,2026-03-24
3IINFOLTD, EQ, 24-Mar-2026,13.49,13.99,13.99,13.55,13.7,13.64,13.72,1161610,159.35,1027,1006472,86.64,2026-03-24
3MINDIA, EQ, 24-Mar-2026,31100.0,31730.0,31785.0,30675.0,31500.0,31560.0,31254.68,2974,929.51,1788,1114,37.46,2026-03-24
3PLAND, EQ, 24-Mar-2026,31.57,31.57,32.5,30.01,32.0,30.92,31.84,261,0.08,28,247,94.64,2026-03-24
5PAISA, EQ, 24-Mar-2026,279.2,287.0,289.85,272.1,274.95,273.8,277.18,101346,280.91,2568,52253,51.56,2026-03-24
63MOONS, EQ, 24-Mar-2026,484.3,499.0,511.0,490.0,497.95,498.0,500.36,248436,1243.08,8658,132577,53.36,2026-03-24
AAATECH, EQ, 24-Mar-2026,90.11,90.98,92.26,90.16,91.35,91.45,91.69,11913,10.92,239,8856,74.34,2026-03-24
AADHARHFC, EQ, 24-Mar-2026,445.1,446.95,465.6,439.45,461.4,462.8,454.85,257596,1171.68,11028,96679,37.53,2026-03-24
AAREYDRUGS, EQ, 24-Mar-2026,62.48,62.0,66.07,61.98,62.72,63.78,64.34,58825,37.85,702,34754,59.08,2026-03-24
AARNAV, EQ, 24-Mar-2026,24.92,26.79,26.79,24.41,24.99,24.9,25.06,40356,10.11,297,28617,70.91,2026-03-24
AARON, EQ, 24-Mar-2026,135.94,140.9,140.9,131.1,133.86,133.32,134.87,11939,16.1,544,7328,61.38,2026-03-24
AARTECH, EQ, 24-Mar-2026,44.77,46.31,46.31,42.14,43.0,42.82,43.59,68694,29.95,699,49108,71.49,2026-03-24
AARTIDRUGS, EQ, 24-Mar-2026,327.6,333.0,339.2,327.95,336.6,335.45,333.82,111033,370.65,4530,56832,51.18,2026-03-24
AARTIIND, EQ, 24-Mar-2026,405.15,411.85,419.6,403.8,418.95,418.7,413.93,603175,2496.72,18444,248422,41.19,2026-03-24
