SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE,AVG_PRICE,TOTAL_TRADED_QTY,TURNOVER_LACS,NO_OF_TRADES,DELIVERABLE_QTY,DELIVERY_PCT,TIMESTAMP
20MICRONS, EQ, 09-Mar-2026,166.87,161.3,166.87,160.0,164.0,163.78,162.33,66311,107.64,2044,34372,51.83,2026-03-09
21STCENMGM, EQ, 09-Mar-2026,33.79,33.12,34.35,33.12,33.14,33.9,33.89,1860,0.63,33,1740,93.55,2026-03-09
360ONE, EQ, 09-Mar-2026,1064.2,1049.1,1058.0,1022.4,1032.0,1035.1,1034.12,1439537,14886.58,66502,838854,58.27,2026-03-09
3IINFOLTD, EQ, 09-Mar-2026,13.36,13.3,13.3,12.68,12.99,12.99,12.99,433595,56.33,1403,353355,81.49,2026-03-09
3MINDIA, EQ, 09-Mar-2026,34320.0,34005.0,34005.0,33010.0,33400.0,33445.0,33383.6,2281,761.48,1481,909,39.85,2026-03-09
3PLAND, EQ, 09-Mar-2026,30.99,30.0,30.75,29.35,30.47,30.31,30.02,37067,11.13,81,36003,97.13,2026-03-09
5PAISA, EQ, 09-Mar-2026,302.65,299.0,301.0,292.4,295.9,296.8,296.56,31681,93.95,1330,17922,56.57,2026-03-09
63MOONS, EQ, 09-Mar-2026,574.3,560.0,564.5,551.0,563.95,558.7,558.02,79207,441.99,3114,50565,63.84,2026-03-09
AAATECH, EQ, 09-Mar-2026,92.94,92.57,92.57,89.67,89.8,90.22,90.94,17443,15.86,404,10920,62.6,2026-03-09
AADHARHFC, EQ, 09-Mar-2026,455.05,441.6,500.55,441.6,482.0,481.7,470.27,1635850,7692.87,41665,288703,17.65,2026-03-09
AAKASH, EQ, 09-Mar-2026,9.79,10.2,11.74,10.2,11.06,11.28,11.21,7796049,874.06,11387,1639693,21.03,2026-03-09
AAREYDRUGS, EQ, 09-Mar-2026,71.65,69.5,69.98,66.51,69.98,69.41,68.31,74156,50.65,878,44991,60.67,2026-03-09
AARNAV, EQ, 09-Mar-2026,25.31,24.55,24.8,22.99,24.4,24.35,24.21,17335,4.2,221,13961,80.54,2026-03-09
AARON, EQ, 09-Mar-2026,150.68,143.55,150.0,143.55,150.0,147.0,146.29,8884,13.0,300,5505,61.97,2026-03-09
AARTECH, EQ, 09-Mar-2026,42.03,42.0,42.0,38.81,39.55,39.66,39.82,26884,10.71,712,20930,77.85,2026-03-09
AARTIDRUGS, EQ, 09-Mar-2026,357.1,356.5,356.5,344.55,349.5,348.95,348.14,140418,488.85,6144,72807,51.85,2026-03-09
AARTIIND, EQ, 09-Mar-2026,419.35,404.65,411.4,399.4,410.0,409.25,406.81,719433,2926.75,25768,331791,46.12,2026-03-09
AARTIPHARM, EQ, 09-Mar-2026,700.15,685.0,686.0,670.85,685.0,681.05,678.52,106712,724.06,10256,53403,50.04,2026-03-09
AARTISURF, EQ, 09-Mar-2026,380.65,380.0,380.0,335.55,353.5,350.5,353.28,30994,109.5,1436,20669,66.69,2026-03-09
AARVI, EQ, 09-Mar-2026,130.06,122.0,129.7,122.0,123.31,124.04,125.56,18234,22.89,469,11978,65.69,2026-03-09
AAVAS, EQ, 09-Mar-2026,1227.9,1204.0,1216.0,1152.1,1200.0,1199.6,1186.02,349580,4146.08,38764,189308,54.15,2026-03-09
ABB, EQ, 09-Mar-2026,6062.0,5982.0,6000.0,5853.0,6000.0,5982.5,5925.37,249926,14809.03,31333,90878,36.36,2026-03-09
ABBOTINDIA, EQ, 09-Mar-2026,27325.0,27000.0,27300.0,26735.0,27155.0,27185.0,27108.7,6395,1733.6,3389,3526,55.14,2026-03-09
ABCAPITAL, EQ, 09-Mar-2026,326.55,314.95,325.7,308.0,325.5,324.3,318.04,4912005,15622.37,42083,1739669,35.42,2026-03-09
ABCOTS, EQ, 09-Mar-2026,410.4,435.0,435.0,398.0,414.5,414.05,410.46,9957,40.87,468,3089,31.02,2026-03-09
ABDL, EQ, 09-Mar-2026,474.6,473.0,473.95,453.15,460.0,459.9,457.01,221589,1012.69,10590,109991,49.64,2026-03-09
ABFRL, EQ, 09-Mar-2026,62.42,61.2,61.36,59.31,60.8,60.58,60.17,5223565,3142.99,29237,2234882,42.78,2026-03-09
ABGSEC, EQ, 09-Mar-2026,112.75,112.5,112.99,112.5,112.99,112.94,112.89,281,0.32,13,280,99.64,2026-03-09
ABINFRA, EQ, 09-Mar-2026,17.3,17.1,17.97,17.1,17.29,17.27,17.47,752719,131.48,2339,397636,52.83,2026-03-09
ABLBL, EQ, 09-Mar-2026,101.98,100.0,100.0,97.1,97.1,97.6,98.97,8011796,7929.05,14438,7142120,89.15,2026-03-09
ABREL, EQ, 09-Mar-2026,1232.9,1207.0,1211.9,1176.0,1190.5,1189.4,1194.91,236676,2828.07,12924,154540,65.3,2026-03-09
ABSL10BANK, EQ, 09-Mar-2026,173.02,179.0,179.0,166.0,168.08,168.11,167.36,2827,4.73,73,2680,94.8,2026-03-09
ABSLAMC, EQ, 09-Mar-2026,924.4,899.0,909.0,865.25,879.0,872.15,876.66,237852,2085.15,22065,95293,40.06,2026-03-09
ABSLBANETF, EQ, 09-Mar-2026,59.03,58.5,58.5,56.43,57.22,57.16,56.85,1136748,646.22,2094,598529,52.65,2026-03-09
ABSLLIQUID, EQ, 09-Mar-2026,999.99,999.99,1000.01,999.99,1000.0,1000.0,999.99,4098,40.98,48,3986,97.27,2026-03-09
ABSLMSCIN, EQ, 09-Mar-2026,29.07,28.35,29.5,28.28,29.5,29.5,28.56,127,0.04,23,42,33.07,2026-03-09
ABSLNN50ET, EQ, 09-Mar-2026,70.78,69.99,70.78,67.98,70.78,69.41,68.72,23817,16.37,523,18965,79.63,2026-03-09
