SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE,AVG_PRICE,TOTAL_TRADED_QTY,TURNOVER_LACS,NO_OF_TRADES,DELIVERABLE_QTY,DELIVERY_PCT,TIMESTAMP
20MICRONS, EQ, 10-Mar-2026,163.78,164.0,168.09,164.0,167.25,166.92,166.52,38895,64.77,972,20834,53.56,2026-03-10
21STCENMGM, EQ, 10-Mar-2026,33.9,33.9,34.55,33.26,34.54,34.53,34.01,8322,2.83,60,4902,58.9,2026-03-10
360ONE, EQ, 10-Mar-2026,1035.1,1039.9,1060.3,1032.8,1056.0,1055.8,1048.47,326555,3423.83,14680,134987,41.34,2026-03-10
3IINFOLTD, EQ, 10-Mar-2026,12.99,13.0,13.25,12.97,13.2,13.13,13.09,349767,45.77,1019,276896,79.17,2026-03-10
3MINDIA, EQ, 10-Mar-2026,33445.0,33560.0,34275.0,33480.0,33950.0,33975.0,33871.31,2489,843.06,1833,835,33.55,2026-03-10
3PLAND, EQ, 10-Mar-2026,30.31,33.99,33.99,30.12,31.2,31.2,30.9,3949,1.22,45,3439,87.09,2026-03-10
5PAISA, EQ, 10-Mar-2026,296.8,310.0,311.0,296.8,305.0,308.85,304.28,55130,167.75,1554,23467,42.57,2026-03-10
63MOONS, EQ, 10-Mar-2026,558.7,570.0,620.35,570.0,612.0,613.15,603.13,490262,2956.91,17921,160002,32.64,2026-03-10
AAATECH, EQ, 10-Mar-2026,90.22,88.25,94.73,88.25,94.73,94.73,92.38,33690,31.12,415,16191,48.06,2026-03-10
AADHARHFC, EQ, 10-Mar-2026,481.7,483.95,488.0,473.65,479.95,480.1,479.97,500914,2404.22,21669,171437,34.22,2026-03-10
AAKASH, EQ, 10-Mar-2026,11.28,11.51,13.0,10.5,11.38,10.92,11.5,3103403,357.02,7699,1191341,38.39,2026-03-10
AAREYDRUGS, EQ, 10-Mar-2026,69.41,70.01,71.4,69.0,69.0,69.24,70.18,34977,24.55,591,18013,51.5,2026-03-10
AARNAV, EQ, 10-Mar-2026,24.35,24.36,25.1,23.5,24.2,24.09,24.14,19391,4.68,159,17000,87.67,2026-03-10
AARON, EQ, 10-Mar-2026,147.0,147.0,153.5,147.0,148.8,149.13,151.05,22563,34.08,387,18690,82.83,2026-03-10
AARTECH, EQ, 10-Mar-2026,39.66,39.94,41.44,39.94,41.39,41.1,40.6,14202,5.77,333,6975,49.11,2026-03-10
AARTIDRUGS, EQ, 10-Mar-2026,348.95,349.0,356.0,347.0,352.1,353.45,350.71,243571,854.23,5106,159534,65.5,2026-03-10
AARTIIND, EQ, 10-Mar-2026,409.25,413.65,428.35,412.4,427.0,427.4,422.8,733989,3103.34,22280,323697,44.1,2026-03-10
AARTIPHARM, EQ, 10-Mar-2026,681.05,690.35,695.0,681.05,688.9,686.7,688.48,118363,814.91,11273,62757,53.02,2026-03-10
AARTISURF, EQ, 10-Mar-2026,350.5,360.0,364.0,352.8,360.75,359.55,358.28,12922,46.3,789,9522,73.69,2026-03-10
AARVI, EQ, 10-Mar-2026,124.04,127.81,137.7,125.54,133.8,132.8,133.54,40534,54.13,1440,20874,51.5,2026-03-10
AAVAS, EQ, 10-Mar-2026,1199.6,1207.0,1231.2,1179.1,1227.7,1220.1,1204.5,229712,2766.89,20089,131899,57.42,2026-03-10
ABB, EQ, 10-Mar-2026,5982.5,6032.5,6250.0,6032.0,6230.0,6224.5,6184.72,474110,29322.38,50514,157852,33.29,2026-03-10
ABBOTINDIA, EQ, 10-Mar-2026,27185.0,27300.0,27365.0,26705.0,26995.0,26810.0,27053.28,9965,2695.86,4536,5004,50.22,2026-03-10
ABCAPITAL, EQ, 10-Mar-2026,324.3,329.7,334.2,324.55,333.0,332.5,329.85,2600867,8579.06,36842,872575,33.55,2026-03-10
ABCOTS, EQ, 10-Mar-2026,414.05,419.0,419.95,392.0,396.3,395.45,406.38,14189,57.66,565,4653,32.79,2026-03-10
ABDL, EQ, 10-Mar-2026,459.9,469.0,480.0,459.25,478.8,478.15,470.05,231127,1086.41,10676,113598,49.15,2026-03-10
ABFRL, EQ, 10-Mar-2026,60.58,61.95,62.0,60.12,61.79,61.72,61.34,3447613,2114.62,17906,1474200,42.76,2026-03-10
ABINFRA, EQ, 10-Mar-2026,17.27,17.8,17.8,17.23,17.51,17.52,17.53,1234912,216.48,2118,873055,70.7,2026-03-10
ABLBL, EQ, 10-Mar-2026,97.6,98.24,104.84,98.03,103.8,104.01,102.84,7020653,7219.74,17219,6097813,86.86,2026-03-10
ABREL, EQ, 10-Mar-2026,1189.4,1189.4,1213.2,1170.1,1174.0,1176.1,1182.48,204699,2420.53,14621,113472,55.43,2026-03-10
ABSL10BANK, EQ, 10-Mar-2026,168.11,171.48,171.48,169.33,170.97,170.92,170.22,1728,2.94,26,1012,58.56,2026-03-10
ABSLAMC, EQ, 10-Mar-2026,872.15,892.0,1046.55,879.65,980.0,975.75,993.41,5492707,54565.16,141431,1510158,27.49,2026-03-10
ABSLBANETF, EQ, 10-Mar-2026,57.16,57.95,58.38,57.55,58.38,58.25,57.95,80406,46.6,478,65601,81.59,2026-03-10
ABSLLIQUID, EQ, 10-Mar-2026,1000.0,1000.01,1000.01,999.99,999.99,999.99,1000.0,23747,237.47,28,13975,58.85,2026-03-10
ABSLMSCIN, EQ, 10-Mar-2026,29.5,29.5,29.5,28.75,29.42,29.42,28.83,1135,0.33,24,1128,99.38,2026-03-10
ABSLNN50ET, EQ, 10-Mar-2026,69.41,69.51,70.75,69.51,70.71,70.55,70.28,27052,19.01,246,17215,63.64,2026-03-10
