SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE,AVG_PRICE,TOTAL_TRADED_QTY,TURNOVER_LACS,NO_OF_TRADES,DELIVERABLE_QTY,DELIVERY_PCT,TIMESTAMP
20MICRONS, EQ, 13-Mar-2026,163.09,161.53,163.24,156.35,157.94,157.25,158.72,107765,171.05,3583,59908,55.59,2026-03-13
21STCENMGM, EQ, 13-Mar-2026,33.64,34.3,34.3,32.97,32.97,32.97,33.15,4223,1.4,56,3684,87.24,2026-03-13
360ONE, EQ, 13-Mar-2026,1043.4,1041.9,1041.9,1021.5,1030.0,1027.4,1028.22,582449,5988.84,14713,359007,61.64,2026-03-13
3IINFOLTD, EQ, 13-Mar-2026,13.14,13.37,13.37,12.71,12.9,12.81,12.97,550899,71.42,1451,447831,81.29,2026-03-13
3MINDIA, EQ, 13-Mar-2026,34305.0,34250.0,34305.0,32750.0,32750.0,32985.0,33257.31,7692,2558.15,3302,5490,71.37,2026-03-13
3PLAND, EQ, 13-Mar-2026,31.22,31.25,31.65,30.25,30.94,30.94,30.77,1278,0.39,88,1006,78.72,2026-03-13
5PAISA, EQ, 13-Mar-2026,301.8,298.0,305.15,297.15,299.9,300.1,299.88,46736,140.15,1587,29680,63.51,2026-03-13
63MOONS, EQ, 13-Mar-2026,594.05,594.05,594.05,552.0,558.0,555.0,563.47,210360,1185.31,8823,117304,55.76,2026-03-13
AAATECH, EQ, 13-Mar-2026,93.17,93.9,93.9,91.08,91.4,92.02,92.4,17055,15.76,303,13309,78.04,2026-03-13
AADHARHFC, EQ, 13-Mar-2026,475.95,470.0,475.0,453.0,456.05,459.75,460.76,425955,1962.61,24009,187582,44.04,2026-03-13
AAREYDRUGS, EQ, 13-Mar-2026,68.26,65.65,67.69,64.6,65.88,65.18,66.05,34296,22.65,548,21824,63.63,2026-03-13
AARNAV, EQ, 13-Mar-2026,25.31,25.31,26.49,24.3,25.55,24.5,25.38,3792,0.96,108,3626,95.62,2026-03-13
AARON, EQ, 13-Mar-2026,142.52,140.0,144.2,136.65,141.97,139.53,139.81,19428,27.16,628,14145,72.81,2026-03-13
AARTECH, EQ, 13-Mar-2026,39.8,39.8,41.01,39.25,40.8,40.35,40.4,37535,15.16,406,28245,75.25,2026-03-13
AARTIDRUGS, EQ, 13-Mar-2026,356.45,355.0,358.05,346.1,348.25,347.75,350.27,92297,323.29,4521,57365,62.15,2026-03-13
AARTIIND, EQ, 13-Mar-2026,446.2,447.95,447.95,419.25,420.0,420.75,432.36,1148207,4964.38,28869,612918,53.38,2026-03-13
AARTIPHARM, EQ, 13-Mar-2026,678.65,674.0,681.55,646.0,653.8,650.85,654.33,273323,1788.44,19002,133605,48.88,2026-03-13
AARTISURF, EQ, 13-Mar-2026,376.15,366.05,374.3,359.05,365.0,364.55,364.38,7468,27.21,641,4677,62.63,2026-03-13
AARVI, EQ, 13-Mar-2026,128.88,127.08,130.65,125.11,127.85,127.71,127.3,5758,7.33,267,3335,57.92,2026-03-13
AAVAS, EQ, 13-Mar-2026,1179.8,1172.0,1181.8,1145.0,1171.9,1169.8,1159.36,135775,1574.12,20792,72626,53.49,2026-03-13
ABB, EQ, 13-Mar-2026,6409.0,6439.5,6554.0,6339.5,6389.0,6392.5,6434.14,1070957,68906.87,106134,450328,42.05,2026-03-13
ABBOTINDIA, EQ, 13-Mar-2026,26685.0,26430.0,27260.0,26290.0,26950.0,26960.0,26702.18,7310,1951.93,3578,3252,44.49,2026-03-13
ABCAPITAL, EQ, 13-Mar-2026,319.95,319.0,320.15,309.5,310.05,310.75,313.38,3871616,12132.92,45580,1613512,41.68,2026-03-13
ABCOTS, EQ, 13-Mar-2026,405.2,408.95,412.4,395.4,404.0,405.95,405.85,42720,173.38,1097,19673,46.05,2026-03-13
ABDL, EQ, 13-Mar-2026,463.6,463.6,468.95,438.1,441.55,441.5,447.97,381216,1707.73,19186,191366,50.2,2026-03-13
ABFRL, EQ, 13-Mar-2026,62.07,62.0,62.01,59.01,59.3,59.28,60.08,3563960,2141.39,22592,2069936,58.08,2026-03-13
ABGSEC, EQ, 13-Mar-2026,112.27,112.1,112.1,112.09,112.09,112.09,112.1,776,0.87,5,388,50.0,2026-03-13
ABINFRA, EQ, 13-Mar-2026,17.01,16.96,17.2,16.79,16.79,16.87,16.88,3101613,523.4,2169,1664356,53.66,2026-03-13
ABLBL, EQ, 13-Mar-2026,101.1,100.1,101.32,95.85,97.25,97.42,97.45,2645020,2577.61,24846,1516480,57.33,2026-03-13
ABREL, EQ, 13-Mar-2026,1189.8,1189.8,1189.8,1124.0,1140.0,1134.0,1154.73,183377,2117.51,13820,97512,53.18,2026-03-13
ABSL10BANK, EQ, 13-Mar-2026,165.13,163.17,163.25,161.09,161.45,161.64,162.43,2839,4.61,57,2746,96.72,2026-03-13
ABSLAMC, EQ, 13-Mar-2026,1000.15,990.1,996.0,922.3,929.0,932.8,953.02,346365,3300.92,17689,154653,44.65,2026-03-13
ABSLBANETF, EQ, 13-Mar-2026,56.29,55.9,55.93,54.87,54.99,55.01,55.32,679294,375.79,1032,589585,86.79,2026-03-13
ABSLLIQUID, EQ, 13-Mar-2026,1000.0,999.99,1000.01,999.99,1000.01,1000.01,999.99,4867,48.67,27,3521,72.34,2026-03-13
ABSLMSCIN, EQ, 13-Mar-2026,29.21,28.1,28.98,27.57,28.98,28.03,27.99,9295,2.6,127,7787,83.78,2026-03-13
ABSLNN50ET, EQ, 13-Mar-2026,69.7,69.56,74.0,67.86,74.0,68.93,68.6,18022,12.36,479,14367,79.72,2026-03-13
ABSLPSE, EQ, 13-Mar-2026,10.7,10.7,10.73,10.4,10.5,10.45,10.51,225866,23.74,878,123324,54.6,2026-03-13
ACC, EQ, 13-Mar-2026,1433.4,1430.0,1430.1,1360.0,1376.5,1376.4,1398.14,418777,5855.08,26649,220562,52.67,2026-03-13
ACCELYA, EQ, 13-Mar-2026,1200.3,1206.6,1209.9,1170.0,1182.0,1174.6,1185.29,12061,142.96,1415,8506,70.52,2026-03-13
ACCURACY, EQ, 13-Mar-2026,4.01,4.01,4.2,3.93,4.03,4.04,4.02,156132,6.27,580,112372,71.97,2026-03-13
ACE, EQ, 13-Mar-2026,865.85,873.25,873.25,837.3,840.05,840.55,846.96,175706,1488.15,12340,88159,50.17,2026-03-13
ACEINTEG, EQ, 13-Mar-2026,17.77,17.76,17.77,16.15,16.15,16.25,16.82,4051,0.68,73,2978,73.51,2026-03-13
ACI, EQ, 13-Mar-2026,565.85,564.65,598.0,552.1,588.0,592.1,580.26,310257,1800.29,17696,115278,37.16,2026-03-13
ACL, EQ, 13-Mar-2026,53.77,53.75,53.95,51.1,51.9,51.96,52.1,27607,14.38,367,22187,80.37,2026-03-13
ACMESOLAR, EQ, 13-Mar-2026,240.08,243.0,262.8,239.01,255.07,255.61,256.6,14627740,37534.88,141597,1722026,11.77,2026-03-13
ACUTAAS, EQ, 13-Mar-2026,2187.7,2150.0,2187.7,2071.0,2090.0,2083.8,2101.16,382981,8047.04,36606,220242,57.51,2026-03-13
ADANIENSOL, EQ, 13-Mar-2026,1004.4,1008.1,1027.3,980.0,993.8,992.3,1000.57,2240508,22417.94,53262,789320,35.23,2026-03-13
ADANIENT, EQ, 13-Mar-2026,2002.0,1999.9,2008.6,1945.0,1960.0,1961.1,1972.15,1195448,23576.05,56989,362539,30.33,2026-03-13
ADANIGREEN, EQ, 13-Mar-2026,866.55,865.25,878.75,844.0,863.0,861.35,855.8,6756426,57821.6,61609,4272683,63.24,2026-03-13
ADANIPORTS, EQ, 13-Mar-2026,1391.5,1388.7,1390.0,1354.0,1368.8,1363.2,1365.19,2688559,36703.96,142681,1465183,54.5,2026-03-13
ADANIPOWER, EQ, 13-Mar-2026,149.11,151.0,153.9,145.3,147.52,146.57,149.56,54479845,81477.35,288159,12057477,22.13,2026-03-13
ADFFOODS, EQ, 13-Mar-2026,186.05,186.05,186.05,179.55,181.0,181.31,181.84,75400,137.11,1958,44727,59.32,2026-03-13
ADL, EQ, 13-Mar-2026,71.92,71.39,71.39,65.14,69.99,69.99,66.3,759,0.5,37,676,89.06,2026-03-13
ADOR, EQ, 13-Mar-2026,998.5,1000.0,1000.0,955.8,960.0,958.9,972.43,7922,77.04,1110,4783,60.38,2026-03-13
ADROITINFO, EQ, 13-Mar-2026,9.66,9.52,9.68,9.11,9.31,9.42,9.33,70593,6.58,243,64090,90.79,2026-03-13
ADSL, EQ, 13-Mar-2026,103.57,103.1,103.35,98.96,100.0,99.66,100.35,197339,198.04,3876,107522,54.49,2026-03-13
ADVAIT, EQ, 13-Mar-2026,1580.6,1595.9,1598.0,1504.0,1506.0,1508.2,1521.82,26791,407.71,3961,17379,64.87,2026-03-13
ADVANCE, EQ, 13-Mar-2026,101.66,102.47,104.0,96.5,98.7,98.22,99.81,1332221,1329.65,7004,694449,52.13,2026-03-13
ADVANIHOTR, EQ, 13-Mar-2026,52.11,51.5,53.0,51.0,51.87,51.12,51.52,31004,15.97,835,20904,67.42,2026-03-13
ADVENTHTL, EQ, 13-Mar-2026,170.46,169.31,171.15,155.66,159.07,158.47,162.14,292918,474.94,3582,203154,69.36,2026-03-13
ADVENZYMES, EQ, 13-Mar-2026,290.45,287.45,290.1,275.75,278.5,277.3,281.28,225936,635.5,4853,155910,69.01,2026-03-13
AEGISLOG, EQ, 13-Mar-2026,637.25,639.95,646.95,600.05,602.75,601.9,615.43,549417,3381.27,22783,334447,60.87,2026-03-13
AEGISVOPAK, EQ, 13-Mar-2026,193.47,193.47,195.55,191.7,192.25,192.81,193.21,339721,656.38,8880,160175,47.15,2026-03-13
