SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE,AVG_PRICE,TOTAL_TRADED_QTY,TURNOVER_LACS,NO_OF_TRADES,DELIVERABLE_QTY,DELIVERY_PCT,TIMESTAMP
20MICRONS, EQ, 01-Apr-2026,133.14,135.1,148.65,135.1,148.56,147.48,145.07,138243,200.54,3210,77679,56.19,2026-04-01
21STCENMGM, EQ, 01-Apr-2026,28.91,28.5,29.45,28.5,29.4,29.4,28.96,1356,0.39,60,1335,98.45,2026-04-01
360ONE, EQ, 01-Apr-2026,949.6,966.05,982.7,950.0,955.0,953.05,964.73,610228,5887.04,28396,327742,53.71,2026-04-01
3IINFOLTD, EQ, 01-Apr-2026,13.76,13.88,14.43,13.88,14.33,14.3,14.17,660167,93.57,1016,462245,70.02,2026-04-01
3MINDIA, EQ, 01-Apr-2026,30120.0,30560.0,31305.0,29125.0,29410.0,29395.0,29963.79,11036,3306.8,6706,5661,51.3,2026-04-01
3PLAND, EQ, 01-Apr-2026,29.5,29.5,33.0,29.5,30.52,31.46,31.16,3834,1.19,77,3554,92.7,2026-04-01
5PAISA, EQ, 01-Apr-2026,249.1,251.0,273.0,251.0,272.64,270.21,267.58,82094,219.66,2087,28960,35.28,2026-04-01
63MOONS, EQ, 01-Apr-2026,470.3,494.75,512.0,476.35,507.0,504.3,502.96,177776,894.15,7824,62736,35.29,2026-04-01
AAATECH, EQ, 01-Apr-2026,89.16,89.96,93.48,89.96,92.9,91.96,92.02,14328,13.18,231,9563,66.74,2026-04-01
AADHARHFC, EQ, 01-Apr-2026,448.85,449.05,456.55,445.85,447.85,451.15,451.14,340024,1533.97,7705,197948,58.22,2026-04-01
AAREYDRUGS, EQ, 01-Apr-2026,50.75,52.99,53.28,52.28,53.28,53.28,53.22,21947,11.68,138,19584,89.23,2026-04-01
AARNAV, EQ, 01-Apr-2026,21.69,21.5,26.02,21.5,23.06,23.56,24.05,104252,25.08,628,20723,19.88,2026-04-01
AARON, EQ, 01-Apr-2026,109.27,111.3,124.79,111.3,124.0,122.54,121.75,22030,26.82,641,10285,46.69,2026-04-01
AARTECH, EQ, 01-Apr-2026,34.8,35.8,39.0,35.24,36.85,36.64,36.8,146848,54.05,1307,58143,39.59,2026-04-01
AARTIDRUGS, EQ, 01-Apr-2026,319.75,330.0,348.65,322.05,345.05,346.4,341.67,174275,595.45,4995,58454,33.54,2026-04-01
AARTIIND, EQ, 01-Apr-2026,399.05,406.15,416.9,405.0,410.9,411.4,411.87,447997,1845.18,19273,166913,37.26,2026-04-01
AARTIPHARM, EQ, 01-Apr-2026,591.95,610.0,654.8,610.0,633.0,635.05,629.78,199358,1255.51,16804,76974,38.61,2026-04-01
AARTISURF, EQ, 01-Apr-2026,321.1,360.0,360.0,330.3,356.0,351.0,345.03,12501,43.13,668,6551,52.4,2026-04-01
AARVI, EQ, 01-Apr-2026,120.69,125.99,128.53,122.96,127.7,127.66,125.94,8012,10.09,232,4658,58.14,2026-04-01
AAVAS, EQ, 01-Apr-2026,1078.0,1126.1,1138.0,1100.0,1120.0,1134.2,1123.36,128259,1440.81,20272,70219,54.75,2026-04-01
ABB, EQ, 01-Apr-2026,5941.5,6180.0,6188.5,6012.0,6074.0,6063.0,6089.66,339497,20674.22,32813,155995,45.95,2026-04-01
ABBOTINDIA, EQ, 01-Apr-2026,25915.0,26415.0,26550.0,25990.0,26490.0,26490.0,26365.63,6360,1676.85,3484,3262,51.29,2026-04-01
ABCAPITAL, EQ, 01-Apr-2026,292.25,303.0,308.6,299.35,302.95,302.9,303.13,4659823,14125.3,51601,1960596,42.07,2026-04-01
ABCOTS, EQ, 01-Apr-2026,402.6,409.75,409.75,395.5,396.95,402.65,404.99,9556,38.7,608,1509,15.79,2026-04-01
ABDL, EQ, 01-Apr-2026,404.05,405.1,424.5,404.05,422.4,421.55,416.2,528378,2199.08,16480,188040,35.59,2026-04-01
ABFRL, EQ, 01-Apr-2026,53.89,55.5,58.38,55.33,57.5,58.05,57.35,4589120,2631.86,24555,1630926,35.54,2026-04-01
ABINFRA, EQ, 01-Apr-2026,15.69,16.3,16.3,15.8,15.81,15.89,15.93,224741,35.8,608,93330,41.53,2026-04-01
ABLBL, EQ, 01-Apr-2026,88.23,89.3,94.0,89.3,93.5,93.52,92.92,1586959,1474.54,11967,1048138,66.05,2026-04-01
ABREL, EQ, 01-Apr-2026,1123.0,1130.0,1175.9,1130.0,1157.0,1155.0,1158.33,191326,2216.19,16692,81704,42.7,2026-04-01
ABSL10BANK, EQ, 01-Apr-2026,158.77,155.29,158.77,153.39,157.0,156.71,154.66,8060,12.47,104,7867,97.61,2026-04-01
ABSLAMC, EQ, 01-Apr-2026,878.3,910.0,915.0,891.0,898.0,901.4,901.9,153583,1385.16,15290,62758,40.86,2026-04-01
ABSLBANETF, EQ, 01-Apr-2026,51.48,53.5,53.5,52.24,52.71,52.67,52.72,40475,21.34,523,28810,71.18,2026-04-01
ABSLLIQUID, EQ, 01-Apr-2026,999.99,999.99,1000.01,999.99,1000.0,1000.0,1000.01,1736,17.36,24,683,39.34,2026-04-01
ABSLMSCIN, EQ, 01-Apr-2026,28.5,28.5,28.97,26.98,27.75,27.78,27.38,17323,4.74,156,14796,85.41,2026-04-01
ABSLNN50ET, EQ, 01-Apr-2026,64.9,64.2,66.7,64.2,65.65,64.68,65.4,35499,23.22,402,19000,53.52,2026-04-01
ABSLPSE, EQ, 01-Apr-2026,9.92,10.2,10.37,9.93,10.14,9.98,10.13,172868,17.51,638,94237,54.51,2026-04-01
ACC, EQ, 01-Apr-2026,1254.6,1280.1,1331.9,1280.1,1328.1,1327.9,1315.4,208873,2747.52,17959,80423,38.5,2026-04-01
ACCELYA, EQ, 01-Apr-2026,1024.6,1074.5,1129.2,1053.0,1124.0,1115.0,1100.47,19009,209.19,2197,8184,43.05,2026-04-01
ACCURACY, EQ, 01-Apr-2026,3.47,3.69,3.88,3.56,3.79,3.73,3.71,151277,5.62,795,100360,66.34,2026-04-01
ACE, EQ, 01-Apr-2026,748.95,778.0,813.95,763.95,813.0,811.5,801.11,246802,1977.16,17033,92816,37.61,2026-04-01
ACEINTEG, EQ, 01-Apr-2026,15.25,15.21,16.53,15.21,16.43,16.43,16.03,2243,0.36,64,1813,80.83,2026-04-01
ACI, EQ, 01-Apr-2026,587.45,596.35,603.75,578.6,579.0,581.2,587.19,186060,1092.52,12811,68731,36.94,2026-04-01
ACL, EQ, 01-Apr-2026,40.79,42.0,42.82,42.0,42.82,42.82,42.78,11713,5.01,96,11496,98.15,2026-04-01
