SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE,AVG_PRICE,TOTAL_TRADED_QTY,TURNOVER_LACS,NO_OF_TRADES,DELIVERABLE_QTY,DELIVERY_PCT,TIMESTAMP
ACUTAAS, EQ, 30-Mar-2026,2545.0,2515.0,2572.0,2496.1,2565.0,2558.6,2542.73,407693,10366.51,30508,198968,48.8,2026-03-30
ADANIENSOL, EQ, 30-Mar-2026,956.0,950.2,957.6,930.3,932.4,934.9,940.42,1714851,16126.83,58903,790728,46.11,2026-03-30
ADANIENT, EQ, 30-Mar-2026,1823.0,1810.0,1837.8,1753.0,1764.0,1758.8,1786.59,2825299,50476.46,88879,1173034,41.52,2026-03-30
ADANIGREEN, EQ, 30-Mar-2026,832.5,828.0,839.0,802.0,806.8,806.9,818.94,3104906,25427.38,59407,1048613,33.77,2026-03-30
ADANIPORTS, EQ, 30-Mar-2026,1337.8,1325.0,1337.3,1307.1,1312.0,1312.6,1319.33,2856500,37686.78,110016,1479011,51.78,2026-03-30
ADANIPOWER, EQ, 30-Mar-2026,153.92,152.1,156.45,149.2,150.3,150.43,152.51,21100984,32180.23,119711,8399358,39.81,2026-03-30
ADFFOODS, EQ, 30-Mar-2026,157.89,155.5,176.0,153.82,167.9,167.18,161.15,473070,762.36,7463,179784,38.0,2026-03-30
ADL, EQ, 30-Mar-2026,58.34,58.34,61.82,50.26,52.47,52.52,54.29,2817,1.53,99,2112,74.97,2026-03-30
ADOR, EQ, 30-Mar-2026,909.7,899.0,912.9,872.1,875.0,878.0,889.07,10270,91.31,1335,6145,59.83,2026-03-30
ADROITINFO, EQ, 30-Mar-2026,8.31,8.36,8.8,7.55,8.6,8.23,8.31,129471,10.77,314,93131,71.93,2026-03-30
ADSL, EQ, 30-Mar-2026,91.75,91.1,93.0,86.27,87.45,87.17,89.29,435577,388.93,5909,208710,47.92,2026-03-30
ADVAIT, EQ, 30-Mar-2026,1761.7,1733.0,1780.9,1677.4,1700.0,1690.1,1725.81,50351,868.96,4968,17250,34.26,2026-03-30
ADVANCE, EQ, 30-Mar-2026,92.55,92.55,92.59,84.1,84.1,84.96,86.56,303903,263.05,2031,178742,58.82,2026-03-30
ADVANIHOTR, EQ, 30-Mar-2026,48.09,47.47,48.0,47.0,47.0,47.1,47.37,84207,39.89,874,63556,75.48,2026-03-30
ADVENTHTL, EQ, 30-Mar-2026,135.46,133.43,135.0,121.35,124.96,125.11,127.93,194027,248.23,4321,101689,52.41,2026-03-30
ADVENZYMES, EQ, 30-Mar-2026,265.9,265.0,265.0,251.95,255.8,255.3,255.71,226591,579.42,4775,136077,60.05,2026-03-30
AEGISLOG, EQ, 30-Mar-2026,612.0,610.0,633.45,595.0,595.0,598.65,611.17,895522,5473.18,51814,412439,46.06,2026-03-30
AEGISVOPAK, EQ, 30-Mar-2026,171.89,171.0,171.12,158.0,161.0,161.65,163.92,955701,1566.6,19127,376236,39.37,2026-03-30
AEPL, EQ, 30-Mar-2026,14.81,14.99,15.59,13.25,13.57,13.99,14.55,51585,7.5,475,29996,58.15,2026-03-30
AEQUS, EQ, 30-Mar-2026,123.06,122.01,122.95,120.0,120.5,120.96,121.3,313681,380.5,6080,168421,53.69,2026-03-30
AEROENTER, EQ, 30-Mar-2026,66.49,65.99,68.17,64.05,65.0,64.94,65.79,509895,335.45,2470,285124,55.92,2026-03-30
AEROFLEX, EQ, 30-Mar-2026,240.57,236.0,245.9,234.39,238.91,238.76,240.04,1553469,3728.99,19388,417160,26.85,2026-03-30
AERONEU, EQ, 30-Mar-2026,76.42,75.99,78.99,73.51,76.5,76.76,76.1,77768,59.18,843,22637,29.11,2026-03-30
AETHER, EQ, 30-Mar-2026,1170.35,1150.5,1179.0,1075.6,1087.0,1094.5,1119.92,522705,5853.89,52563,251263,48.07,2026-03-30
AFCONS, EQ, 30-Mar-2026,282.1,278.15,279.85,270.0,271.0,271.6,274.3,664022,1821.42,17763,409226,61.63,2026-03-30
AFFLE, EQ, 30-Mar-2026,1446.1,1425.7,1474.4,1410.2,1462.0,1449.1,1449.46,546166,7916.45,38310,246528,45.14,2026-03-30
AFFORDABLE, EQ, 30-Mar-2026,131.51,131.0,131.0,119.71,120.98,120.87,124.03,142736,177.04,3420,86096,60.32,2026-03-30
AFSL, EQ, 30-Mar-2026,202.0,202.0,202.1,201.0,201.0,201.0,201.14,23681,47.63,161,16438,69.41,2026-03-30
AGARIND, EQ, 30-Mar-2026,377.7,373.1,387.05,360.05,362.15,362.6,374.38,105009,393.13,7594,49545,47.18,2026-03-30
AGARWALEYE, EQ, 30-Mar-2026,409.75,401.0,432.95,401.0,404.6,406.55,420.52,773121,3251.09,22425,171781,22.22,2026-03-30
AGI, EQ, 30-Mar-2026,492.05,481.9,489.55,465.0,467.0,468.55,477.28,444734,2122.6,12555,320948,72.17,2026-03-30
AGIIL, EQ, 30-Mar-2026,294.55,294.6,304.3,270.9,279.5,280.6,287.57,2816651,8099.83,16838,619875,22.01,2026-03-30
AGRITECH, EQ, 30-Mar-2026,98.48,100.0,103.0,92.52,95.1,93.72,95.69,8923,8.54,317,5545,62.14,2026-03-30
AGROPHOS, EQ, 30-Mar-2026,27.9,27.9,27.91,23.9,24.4,24.14,25.35,138399,35.08,1113,99376,71.8,2026-03-30
AHCL, EQ, 30-Mar-2026,115.91,115.91,118.5,111.0,111.1,111.38,114.81,177104,203.34,1381,102312,57.77,2026-03-30
AHLADA, EQ, 30-Mar-2026,35.76,35.75,35.98,31.22,32.0,32.06,33.69,106464,35.86,530,81879,76.91,2026-03-30
AHLEAST, EQ, 30-Mar-2026,141.52,149.99,155.05,142.4,150.05,147.99,149.38,30520,45.59,655,21061,69.01,2026-03-30
AHLUCONT, EQ, 30-Mar-2026,682.15,669.4,682.75,645.15,650.65,655.35,658.74,291934,1923.1,11201,160638,55.03,2026-03-30
AIAENG, EQ, 30-Mar-2026,3458.4,3377.0,3697.5,3377.0,3600.0,3636.6,3589.52,220600,7918.48,32807,46234,20.96,2026-03-30
AIIL, EQ, 30-Mar-2026,485.9,470.1,472.5,425.0,426.0,429.85,443.51,2271611,10074.71,60226,641625,28.25,2026-03-30
AIRAN, EQ, 30-Mar-2026,14.03,13.37,13.8,12.63,12.71,12.83,13.14,239382,31.46,1024,183753,76.76,2026-03-30
AIROLAM, EQ, 30-Mar-2026,84.25,89.1,89.1,83.01,83.01,83.01,84.38,2286,1.93,57,1930,84.43,2026-03-30
AJANTPHARM, EQ, 30-Mar-2026,2807.9,2787.4,2819.9,2739.1,2786.0,2805.1,2796.47,152889,4275.49,24048,104717,68.49,2026-03-30
AJAXENGG, EQ, 30-Mar-2026,426.05,420.3,420.35,394.8,410.0,404.1,405.83,163134,662.05,7767,85972,52.7,2026-03-30
AJMERA, EQ, 30-Mar-2026,104.04,103.84,105.47,98.03,100.5,99.98,101.14,531947,538.03,4517,263610,49.56,2026-03-30
AJOONI, EQ, 30-Mar-2026,3.86,3.8,3.89,3.79,3.85,3.84,3.85,510953,19.65,572,370069,72.43,2026-03-30
AKASH, EQ, 30-Mar-2026,23.42,23.42,23.98,22.8,23.06,23.12,23.18,4805,1.11,50,4093,85.18,2026-03-30
AKG, EQ, 30-Mar-2026,10.29,10.05,10.62,9.08,9.3,9.23,9.61,31691,3.05,257,22423,70.76,2026-03-30
AKI, EQ, 30-Mar-2026,4.2,4.19,4.19,3.86,4.0,3.92,4.0,143317,5.73,328,116943,81.6,2026-03-30
AKSHAR, EQ, 30-Mar-2026,0.38,0.38,0.4,0.38,0.39,0.38,0.39,1767177,6.95,483,1363210,77.14,2026-03-30
AKSHARCHEM, EQ, 30-Mar-2026,151.38,152.9,153.51,141.3,142.8,145.19,145.39,13480,19.6,428,10074,74.73,2026-03-30
AKSHOPTFBR, EQ, 30-Mar-2026,4.23,4.15,4.68,3.82,3.98,3.97,4.13,689063,28.47,1063,487509,70.75,2026-03-30
AKUMS, EQ, 30-Mar-2026,474.35,467.1,472.0,458.4,468.9,466.1,466.81,171815,802.06,10025,84819,49.37,2026-03-30
AKZOINDIA, EQ, 30-Mar-2026,2947.5,2915.0,2948.0,2813.1,2818.5,2844.7,2891.1,52832,1527.42,12553,32885,62.24,2026-03-30
ALANKIT, EQ, 30-Mar-2026,7.14,6.91,7.1,6.8,6.85,6.82,6.86,679191,46.62,1470,530107,78.05,2026-03-30
ALBERTDAVD, EQ, 30-Mar-2026,609.2,592.0,616.25,579.9,589.9,587.05,598.18,10823,64.74,811,6889,63.65,2026-03-30
ALEMBICLTD, EQ, 30-Mar-2026,75.39,74.9,74.91,70.46,71.0,70.9,72.41,681261,493.3,5624,401956,59.0,2026-03-30
ALGOQUANT, EQ, 30-Mar-2026,50.86,51.01,51.62,48.85,50.0,49.76,49.83,868410,432.69,2415,156386,18.01,2026-03-30
ALICON, EQ, 30-Mar-2026,622.1,614.3,615.05,580.0,583.05,586.3,594.61,22633,134.58,1530,13083,57.8,2026-03-30
ALIVUS, EQ, 30-Mar-2026,980.8,979.6,987.8,962.15,976.0,972.7,973.29,64483,627.61,7743,28627,44.39,2026-03-30
ALKALI, EQ, 30-Mar-2026,51.2,50.0,50.25,46.8,47.0,47.61,48.42,22553,10.92,441,16603,73.62,2026-03-30
ALKEM, EQ, 30-Mar-2026,5344.5,5291.0,5345.5,5252.0,5300.0,5299.0,5298.61,182729,9682.09,22086,97974,53.62,2026-03-30
ALKYLAMINE, EQ, 30-Mar-2026,1292.5,1290.1,1303.7,1220.8,1225.0,1231.6,1255.83,163484,2053.07,25402,58133,35.56,2026-03-30
ALLCARGO, EQ, 30-Mar-2026,7.5,7.5,7.55,7.11,7.24,7.18,7.21,11217994,808.89,10755,7123566,63.5,2026-03-30
ALLDIGI, EQ, 30-Mar-2026,718.45,718.45,728.0,700.0,700.05,703.2,705.26,16781,118.35,1033,10907,65.0,2026-03-30
ALLTIME, EQ, 30-Mar-2026,196.69,197.48,198.98,186.0,186.01,187.57,191.44,72898,139.56,1687,51406,70.52,2026-03-30
ALMONDZ, EQ, 30-Mar-2026,12.43,13.39,13.39,10.68,11.5,11.33,11.86,213959,25.37,1359,134307,62.77,2026-03-30
ALOKINDS, EQ, 30-Mar-2026,11.91,11.86,11.88,11.11,11.2,11.18,11.44,12000083,1373.21,19971,6204248,51.7,2026-03-30
ALPA, EQ, 30-Mar-2026,51.63,50.6,50.6,46.1,47.21,46.46,47.71,89404,42.65,1242,64635,72.3,2026-03-30
ALPHA, EQ, 30-Mar-2026,44.43,42.21,44.38,42.0,42.55,42.62,42.98,3784995,1626.89,8852,2806236,74.14,2026-03-30
ALPHAETF, EQ, 30-Mar-2026,22.72,22.18,22.71,21.93,22.05,21.98,22.17,1242855,275.54,2604,760790,61.21,2026-03-30
ALPHAGEO, EQ, 30-Mar-2026,176.53,184.8,187.99,164.8,169.0,167.22,173.47,24220,42.02,1158,12193,50.34,2026-03-30
ALPL30IETF, EQ, 30-Mar-2026,25.33,25.33,25.33,24.6,24.81,24.7,24.79,723295,179.33,2053,411108,56.84,2026-03-30
AMAGI, EQ, 30-Mar-2026,323.95,318.1,333.3,311.65,325.0,326.15,322.21,175278,564.77,10034,117473,67.02,2026-03-30
AMANTA, EQ, 30-Mar-2026,99.06,97.0,101.88,96.12,99.31,99.81,98.1,98064,96.2,1696,61967,63.19,2026-03-30
AMBER, EQ, 30-Mar-2026,6602.0,6475.0,6641.0,6370.5,6535.0,6549.0,6537.4,270035,17653.26,34344,52334,19.38,2026-03-30
AMBICAAGAR, EQ, 30-Mar-2026,22.42,22.53,22.53,20.2,20.2,20.55,21.16,11751,2.49,238,4753,40.45,2026-03-30
AMBIKCO, EQ, 30-Mar-2026,1175.6,1132.2,1170.0,1117.2,1125.0,1129.5,1139.54,23409,266.75,2479,14023,59.9,2026-03-30
AMBUJACEM, EQ, 30-Mar-2026,408.85,405.0,411.0,399.4,401.35,401.25,404.31,4653934,18816.34,48717,2305974,49.55,2026-03-30
AMDIND, EQ, 30-Mar-2026,35.91,35.91,38.21,34.25,35.0,34.85,35.29,12202,4.31,186,7569,62.03,2026-03-30
AMJLAND, EQ, 30-Mar-2026,34.94,33.2,35.65,30.3,30.35,31.62,33.0,55383,18.28,829,35592,64.27,2026-03-30
AMNPLST, EQ, 30-Mar-2026,140.2,140.0,142.5,127.0,127.21,128.83,135.1,22334,30.17,771,10797,48.34,2026-03-30
AMRUTANJAN, EQ, 30-Mar-2026,509.4,499.0,510.8,486.0,491.5,493.65,501.95,32071,160.98,2617,20293,63.28,2026-03-30
ANANDRATHI, EQ, 30-Mar-2026,3032.6,3012.0,3071.8,2955.6,3010.5,3035.4,3025.32,120372,3641.63,12474,69977,58.13,2026-03-30
ANANTRAJ, EQ, 30-Mar-2026,437.3,429.0,429.95,403.0,408.0,405.7,415.57,4152398,17256.06,78667,1896648,45.68,2026-03-30
ANDHRAPAP, EQ, 30-Mar-2026,59.01,58.12,60.0,58.0,58.4,58.43,58.67,221942,130.22,2183,137623,62.01,2026-03-30
ANDHRSUGAR, EQ, 30-Mar-2026,71.75,71.75,74.32,71.14,72.0,71.46,72.66,448553,325.9,4393,157030,35.01,2026-03-30
ANGELONE, EQ, 30-Mar-2026,235.27,229.8,234.39,226.0,228.7,227.53,229.8,6704081,15405.66,88126,3144564,46.91,2026-03-30
ANIKINDS, EQ, 30-Mar-2026,34.36,34.0,34.69,32.5,33.85,32.87,33.27,14187,4.72,132,9683,68.25,2026-03-30
ANMOL, EQ, 30-Mar-2026,9.14,9.1,9.1,8.47,8.47,8.52,8.77,151247,13.27,550,124598,82.38,2026-03-30
ANTELOPUS, EQ, 30-Mar-2026,530.1,527.0,583.1,527.0,568.0,569.7,565.31,1006114,5687.7,25149,167153,16.61,2026-03-30
ANTGRAPHIC, EQ, 30-Mar-2026,0.7,0.67,0.7,0.64,0.7,0.68,0.67,745488,4.98,392,418581,56.15,2026-03-30
ANTHEM, EQ, 30-Mar-2026,681.45,667.85,669.5,648.15,659.9,656.25,658.26,401455,2642.6,31525,232916,58.02,2026-03-30
ANUHPHR, EQ, 30-Mar-2026,70.28,68.74,70.0,67.0,67.02,67.0,67.32,130064,87.56,1306,97702,75.12,2026-03-30
ANUP, EQ, 30-Mar-2026,1672.8,1655.0,1678.2,1591.7,1595.9,1603.7,1626.64,53953,877.62,7784,25292,46.88,2026-03-30
ANURAS, EQ, 30-Mar-2026,1233.8,1212.3,1248.0,1201.3,1240.0,1230.9,1223.09,156546,1914.7,6251,97568,62.33,2026-03-30
AONEGOLD, EQ, 30-Mar-2026,13.31,13.71,13.71,13.2,13.5,13.61,13.48,1036636,139.7,4960,613439,59.18,2026-03-30
AONELIQUID, EQ, 30-Mar-2026,1052.78,1053.28,1053.37,1053.26,1053.37,1053.36,1053.35,11858,124.91,199,5026,42.38,2026-03-30
AONENIFTY, EQ, 30-Mar-2026,9.37,9.6,9.6,9.09,9.24,9.16,9.22,623716,57.49,2597,322847,51.76,2026-03-30
AONESILVER, EQ, 30-Mar-2026,8.49,8.66,8.75,8.5,8.72,8.71,8.62,497696,42.93,957,304985,61.28,2026-03-30
AONETMMQ50, EQ, 30-Mar-2026,8.98,9.25,9.25,8.76,8.77,8.78,8.87,153247,13.59,596,105281,68.7,2026-03-30
AONETOTAL, EQ, 30-Mar-2026,10.62,10.88,10.88,10.29,10.5,10.42,10.46,473164,49.5,2201,300008,63.4,2026-03-30
APARINDS, EQ, 30-Mar-2026,10608.0,10385.0,10450.0,9750.0,9770.0,9881.0,10024.97,147725,14809.39,37477,48298,32.69,2026-03-30
APCL, EQ, 30-Mar-2026,108.14,108.13,109.99,98.35,98.6,99.98,104.49,18411,19.24,368,14432,78.39,2026-03-30
APCOTEXIND, EQ, 30-Mar-2026,331.2,331.2,337.35,310.45,314.45,314.1,322.07,61113,196.83,3004,37643,61.6,2026-03-30
APEX, EQ, 30-Mar-2026,377.55,367.0,388.25,360.2,363.15,362.85,371.28,497994,1848.94,13042,108368,21.76,2026-03-30
APLAPOLLO, EQ, 30-Mar-2026,1986.2,1970.0,1978.2,1930.1,1945.5,1937.0,1946.02,805266,15670.63,33265,410028,50.92,2026-03-30
APLLTD, EQ, 30-Mar-2026,673.55,662.45,674.0,655.65,665.0,663.25,664.51,77784,516.88,7879,34069,43.8,2026-03-30
APOLLO, EQ, 30-Mar-2026,189.49,187.0,196.5,179.5,182.5,182.16,188.02,6927611,13025.51,42047,2166303,31.27,2026-03-30
APOLLOHOSP, EQ, 30-Mar-2026,7549.0,7470.0,7509.5,7360.5,7499.5,7419.0,7417.51,764508,56707.43,46176,234912,30.73,2026-03-30
APOLLOPIPE, EQ, 30-Mar-2026,428.2,423.35,427.0,410.2,410.3,414.65,419.43,391616,1642.56,8559,100929,25.77,2026-03-30
APOLLOTYRE, EQ, 30-Mar-2026,412.45,405.1,415.0,402.25,412.65,412.3,408.78,1038467,4245.02,33876,551411,53.1,2026-03-30
APOLSINHOT, EQ, 30-Mar-2026,980.4,990.0,1000.5,950.0,950.0,952.8,972.71,2404,23.38,258,1680,69.88,2026-03-30
APTECHT, EQ, 30-Mar-2026,73.29,71.58,74.68,69.1,69.72,70.21,71.75,539785,387.32,5219,244838,45.36,2026-03-30
APTUS, EQ, 30-Mar-2026,197.78,197.5,200.89,193.03,193.03,194.57,197.42,3329971,6574.08,40212,1925433,57.82,2026-03-30
AQYLON, EQ, 30-Mar-2026,53.3,50.7,50.7,50.7,50.7,50.7,50.7,8782,4.45,173,8742,99.54,2026-03-30
ARCHIDPLY, EQ, 30-Mar-2026,68.01,69.0,70.39,60.0,61.6,63.55,64.63,70177,45.36,1674,34476,49.13,2026-03-30
ARCHIES, EQ, 30-Mar-2026,11.68,11.49,11.87,10.86,11.0,11.08,11.18,96575,10.8,341,70018,72.5,2026-03-30
ARE&M, EQ, 30-Mar-2026,701.7,699.9,699.9,670.0,674.4,672.45,680.44,1159691,7891.05,58988,612966,52.86,2026-03-30
ARENTERP, EQ, 30-Mar-2026,36.2,35.0,35.99,30.01,32.0,31.27,33.32,2591,0.86,55,2098,80.97,2026-03-30
ARFIN, EQ, 30-Mar-2026,75.47,76.93,76.93,72.0,73.6,73.29,73.52,924648,679.81,5387,178881,19.35,2026-03-30
ARIES, EQ, 30-Mar-2026,339.35,339.0,339.7,318.35,326.0,324.55,326.18,43693,142.52,1517,23463,53.7,2026-03-30
ARIHANTCAP, EQ, 30-Mar-2026,62.11,62.01,63.0,56.97,58.78,58.19,59.93,366535,219.67,3727,181884,49.62,2026-03-30
ARIHANTSUP, EQ, 30-Mar-2026,204.5,202.55,204.05,188.8,193.0,192.7,197.32,25151,49.63,984,15432,61.36,2026-03-30
ARIS, EQ, 30-Mar-2026,100.75,100.75,100.76,94.35,94.36,96.54,97.38,664671,647.25,4310,350096,52.67,2026-03-30
ARKADE, EQ, 30-Mar-2026,99.92,99.5,100.58,92.62,95.0,94.83,96.63,815754,788.22,4714,501892,61.52,2026-03-30
ARMANFIN, EQ, 30-Mar-2026,1406.8,1401.0,1440.0,1325.0,1335.0,1343.5,1382.51,65619,907.19,5948,35887,54.69,2026-03-30
AROGRANITE, EQ, 30-Mar-2026,20.12,19.8,19.8,18.67,18.7,19.04,19.19,51610,9.9,549,33114,64.16,2026-03-30
ARROWGREEN, EQ, 30-Mar-2026,386.85,380.0,464.2,380.0,464.2,459.0,439.22,879464,3862.82,19269,164466,18.7,2026-03-30
ARSSBL, EQ, 30-Mar-2026,438.75,437.05,442.65,416.0,419.9,418.1,426.62,448031,1911.37,12870,221245,49.38,2026-03-30
ARTEMISMED, EQ, 30-Mar-2026,215.92,215.91,219.99,203.35,207.6,205.51,209.36,271546,568.5,5533,151119,55.65,2026-03-30
ARTNIRMAN, EQ, 30-Mar-2026,32.65,32.01,32.01,29.39,29.39,29.39,29.79,10635,3.17,86,9341,87.83,2026-03-30
ARVEE, EQ, 30-Mar-2026,134.2,140.89,147.62,129.11,129.11,133.86,143.46,4527,6.49,163,2252,49.75,2026-03-30
ARVIND, EQ, 30-Mar-2026,350.65,349.0,349.0,335.0,336.5,338.7,340.83,369819,1260.45,23353,196246,53.07,2026-03-30
ARVINDFASN, EQ, 30-Mar-2026,382.45,380.0,414.4,366.2,405.0,403.5,388.82,878937,3417.53,36101,318759,36.27,2026-03-30
ARVSMART, EQ, 30-Mar-2026,516.65,512.0,512.0,499.0,501.0,502.3,505.94,114613,579.87,2983,60509,52.79,2026-03-30
ASAHIINDIA, EQ, 30-Mar-2026,817.1,806.0,818.4,776.0,785.25,784.4,796.18,163988,1305.64,16510,65113,39.71,2026-03-30
ASAHISONG, EQ, 30-Mar-2026,195.07,195.1,195.1,184.71,186.02,186.45,186.98,12784,23.9,519,7829,61.24,2026-03-30
