SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE,AVG_PRICE,TOTAL_TRADED_QTY,TURNOVER_LACS,NO_OF_TRADES,DELIVERABLE_QTY,DELIVERY_PCT,TIMESTAMP
20MICRONS, EQ, 06-Mar-2026,167.43,166.1,169.38,166.1,166.97,166.87,167.29,33908,56.72,1147,21945,64.72,2026-03-06
21STCENMGM, EQ, 06-Mar-2026,34.29,34.45,34.94,33.61,34.73,33.79,33.99,8301,2.82,50,6123,73.76,2026-03-06
360ONE, EQ, 06-Mar-2026,1081.0,1074.0,1084.4,1061.3,1064.8,1064.2,1070.62,276113,2956.13,16415,155151,56.19,2026-03-06
3IINFOLTD, EQ, 06-Mar-2026,13.38,13.48,13.55,13.3,13.45,13.36,13.39,210187,28.15,1056,125759,59.83,2026-03-06
3MINDIA, EQ, 06-Mar-2026,34530.0,34450.0,34690.0,34100.0,34280.0,34320.0,34356.23,2187,751.37,1404,1224,55.97,2026-03-06
3PLAND, EQ, 06-Mar-2026,31.51,31.0,31.0,30.8,31.0,30.99,30.95,2938,0.91,50,2888,98.3,2026-03-06
5PAISA, EQ, 06-Mar-2026,305.9,305.6,307.7,300.0,303.7,302.65,304.09,25151,76.48,1092,10933,43.47,2026-03-06
63MOONS, EQ, 06-Mar-2026,588.65,585.75,593.0,571.1,574.8,574.3,582.54,132826,773.77,3693,86759,65.32,2026-03-06
AAATECH, EQ, 06-Mar-2026,91.02,93.9,93.9,90.64,91.75,92.94,92.2,18860,17.39,477,11111,58.91,2026-03-06
AADHARHFC, EQ, 06-Mar-2026,453.1,450.0,465.95,446.95,453.05,455.05,451.62,443973,2005.08,10186,330383,74.42,2026-03-06
AAKASH, EQ, 06-Mar-2026,11.9,12.52,13.4,9.61,9.7,9.79,11.02,4725041,520.66,11932,1444761,30.58,2026-03-06
AAREYDRUGS, EQ, 06-Mar-2026,72.74,72.41,74.59,70.02,71.65,71.65,72.72,176095,128.05,1613,120965,68.69,2026-03-06
AARNAV, EQ, 06-Mar-2026,25.37,25.25,26.18,24.91,25.9,25.31,25.25,12734,3.22,257,9816,77.08,2026-03-06
AARON, EQ, 06-Mar-2026,148.13,152.0,155.0,146.55,152.69,150.68,151.47,21713,32.89,523,10887,50.14,2026-03-06
AARTECH, EQ, 06-Mar-2026,40.56,41.0,42.5,40.4,42.48,42.03,41.59,17021,7.08,329,12156,71.42,2026-03-06
AARTIDRUGS, EQ, 06-Mar-2026,360.8,360.8,362.7,356.1,356.5,357.1,358.97,52509,188.49,2147,30612,58.3,2026-03-06
AARTIIND, EQ, 06-Mar-2026,421.85,419.5,423.75,412.0,420.0,419.35,416.91,661199,2756.61,27042,246188,37.23,2026-03-06
AARTIPHARM, EQ, 06-Mar-2026,698.85,701.75,707.9,688.5,697.6,700.15,700.43,96779,677.87,15464,48772,50.4,2026-03-06
AARTISURF, EQ, 06-Mar-2026,378.45,378.0,385.0,378.0,381.45,380.65,381.97,7172,27.39,518,5388,75.13,2026-03-06
AARVI, EQ, 06-Mar-2026,130.19,131.5,135.9,129.02,129.02,130.06,132.72,41652,55.28,1123,21571,51.79,2026-03-06
AAVAS, EQ, 06-Mar-2026,1224.9,1224.9,1239.8,1218.0,1228.5,1227.9,1232.45,435925,5372.58,10151,402391,92.31,2026-03-06
ABB, EQ, 06-Mar-2026,5929.0,5900.0,6118.0,5869.0,6058.0,6062.0,6047.88,377080,22805.35,31641,174543,46.29,2026-03-06
ABBOTINDIA, EQ, 06-Mar-2026,27615.0,27615.0,27630.0,27160.0,27300.0,27325.0,27397.1,6061,1660.54,3447,2771,45.72,2026-03-06
ABCAPITAL, EQ, 06-Mar-2026,327.6,326.95,332.1,325.45,326.1,326.55,329.05,5030480,16552.91,52273,2407479,47.86,2026-03-06
ABCOTS, EQ, 06-Mar-2026,408.25,405.0,414.0,404.0,404.0,410.4,409.06,27757,113.54,712,8736,31.47,2026-03-06
ABDL, EQ, 06-Mar-2026,451.45,451.45,479.65,448.95,477.0,474.6,466.74,1335217,6232.04,39360,307762,23.05,2026-03-06
ABFRL, EQ, 06-Mar-2026,64.28,64.28,64.76,61.99,62.49,62.42,63.44,2407538,1527.33,16762,1232353,51.19,2026-03-06
ABGSEC, EQ, 06-Mar-2026,113.15,112.9,112.9,112.25,112.75,112.75,112.5,349,0.39,14,348,99.71,2026-03-06
ABINFRA, EQ, 06-Mar-2026,17.77,17.8,18.1,17.1,17.45,17.3,17.63,322518,56.87,1720,169412,52.53,2026-03-06
ABLBL, EQ, 06-Mar-2026,104.04,103.0,104.28,101.16,102.0,101.98,102.38,7019502,7186.81,17489,6422573,91.5,2026-03-06
