SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE,AVG_PRICE,TOTAL_TRADED_QTY,TURNOVER_LACS,NO_OF_TRADES,DELIVERABLE_QTY,DELIVERY_PCT,TIMESTAMP
20MICRONS, EQ, 23-Mar-2026,151.02,148.9,150.47,140.65,141.99,143.04,144.9,166178,240.79,3708,91844,55.27,2026-03-23
21STCENMGM, EQ, 23-Mar-2026,31.9,32.39,32.39,31.27,31.27,31.27,31.53,10080,3.18,82,8325,82.59,2026-03-23
360ONE, EQ, 23-Mar-2026,1040.6,1040.6,1040.6,973.9,982.2,985.4,993.54,550431,5468.74,30173,300705,54.63,2026-03-23
3IINFOLTD, EQ, 23-Mar-2026,13.82,14.15,14.15,13.06,13.56,13.49,13.43,1428782,191.9,2139,1068455,74.78,2026-03-23
3MINDIA, EQ, 23-Mar-2026,32270.0,31960.0,32035.0,31000.0,31120.0,31100.0,31289.53,4038,1263.47,2492,1544,38.24,2026-03-23
3PLAND, EQ, 23-Mar-2026,32.36,32.0,32.59,30.75,30.95,31.57,32.11,1485,0.48,42,1461,98.38,2026-03-23
5PAISA, EQ, 23-Mar-2026,291.6,286.2,290.75,278.15,278.75,279.2,280.73,70668,198.39,1961,37147,52.57,2026-03-23
63MOONS, EQ, 23-Mar-2026,531.45,520.8,520.8,481.0,481.1,484.3,496.67,486270,2415.17,12389,242199,49.81,2026-03-23
AAATECH, EQ, 23-Mar-2026,93.0,93.0,93.95,90.0,90.37,90.11,91.01,20904,19.03,509,15788,75.53,2026-03-23
AADHARHFC, EQ, 23-Mar-2026,449.85,447.65,449.8,435.5,440.0,445.1,442.85,285732,1265.37,14180,123861,43.35,2026-03-23
AAREYDRUGS, EQ, 23-Mar-2026,69.28,66.25,69.28,62.36,62.36,62.48,65.07,150534,97.95,1465,104749,69.58,2026-03-23
AARNAV, EQ, 23-Mar-2026,25.77,25.77,28.29,24.5,24.51,24.92,25.45,41243,10.49,448,19358,46.94,2026-03-23
AARON, EQ, 23-Mar-2026,137.74,135.0,137.74,125.95,137.0,135.94,132.37,30923,40.93,1063,19047,61.59,2026-03-23
AARTECH, EQ, 23-Mar-2026,46.63,47.0,47.0,43.6,44.15,44.77,45.11,43910,19.81,407,28814,65.62,2026-03-23
AARTIDRUGS, EQ, 23-Mar-2026,343.15,344.7,344.7,325.6,327.0,327.6,332.0,148425,492.77,6431,85298,57.47,2026-03-23
AARTIIND, EQ, 23-Mar-2026,427.35,420.95,422.0,401.65,403.35,405.15,407.63,641070,2613.18,25524,304086,47.43,2026-03-23
