SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE,AVG_PRICE,TOTAL_TRADED_QTY,TURNOVER_LACS,NO_OF_TRADES,DELIVERABLE_QTY,DELIVERY_PCT,TIMESTAMP
20MICRONS, EQ, 18-Mar-2026,153.17,153.21,159.74,153.21,156.6,156.03,156.8,92289,144.71,2355,46360,50.23,2026-03-18
21STCENMGM, EQ, 18-Mar-2026,32.99,33.45,33.45,32.34,33.3,32.66,33.17,3590,1.19,40,2693,75.01,2026-03-18
360ONE, EQ, 18-Mar-2026,1043.4,1050.0,1088.5,1041.5,1084.8,1069.8,1071.57,566638,6071.91,25976,214531,37.86,2026-03-18
3IINFOLTD, EQ, 18-Mar-2026,12.72,12.92,13.7,12.85,13.59,13.53,13.31,988596,131.57,1800,718061,72.63,2026-03-18
3MINDIA, EQ, 18-Mar-2026,33110.0,33150.0,33645.0,32890.0,32950.0,32975.0,33066.48,3580,1183.78,2847,1814,50.67,2026-03-18
3PLAND, EQ, 18-Mar-2026,29.53,30.24,32.4,29.55,32.07,32.05,31.28,4971,1.55,161,3829,77.03,2026-03-18
5PAISA, EQ, 18-Mar-2026,291.1,291.1,304.5,290.8,295.05,297.35,297.48,55150,164.06,2576,22580,40.94,2026-03-18
63MOONS, EQ, 18-Mar-2026,546.25,542.05,575.0,542.05,558.8,558.6,562.3,308558,1735.01,7329,193124,62.59,2026-03-18
AAATECH, EQ, 18-Mar-2026,93.77,93.04,97.68,93.04,94.5,94.1,95.41,22172,21.16,496,11333,51.11,2026-03-18
AADHARHFC, EQ, 18-Mar-2026,480.55,482.45,482.45,472.1,474.0,478.4,477.55,225872,1078.64,8869,130536,57.79,2026-03-18
AAREYDRUGS, EQ, 18-Mar-2026,66.55,66.56,73.2,66.56,71.5,71.96,72.35,302575,218.9,1486,216119,71.43,2026-03-18
AARNAV, EQ, 18-Mar-2026,24.53,24.53,26.49,24.33,26.44,25.02,25.13,462786,116.28,607,266940,57.68,2026-03-18
AARON, EQ, 18-Mar-2026,141.43,139.05,143.08,139.05,140.9,140.29,140.71,8704,12.25,395,5095,58.54,2026-03-18
AARTECH, EQ, 18-Mar-2026,41.85,42.05,48.5,40.5,47.7,47.29,45.66,225285,102.87,1145,97699,43.37,2026-03-18
AARTIDRUGS, EQ, 18-Mar-2026,334.15,336.0,349.9,332.85,340.5,341.15,342.61,127988,438.5,4581,63092,49.3,2026-03-18
AARTIIND, EQ, 18-Mar-2026,424.95,424.95,437.65,422.75,434.25,432.9,432.03,470759,2033.81,17339,189790,40.32,2026-03-18
AARTIPHARM, EQ, 18-Mar-2026,644.55,644.05,661.95,639.9,653.0,656.05,656.18,143588,942.2,13677,85454,59.51,2026-03-18
AARTISURF, EQ, 18-Mar-2026,346.5,348.35,364.95,346.05,349.0,352.6,352.34,51942,183.01,1772,35995,69.3,2026-03-18
AARVI, EQ, 18-Mar-2026,127.24,128.37,132.75,127.26,128.0,129.11,129.72,11885,15.42,606,5875,49.43,2026-03-18
AAVAS, EQ, 18-Mar-2026,1101.6,1101.6,1131.0,1096.8,1125.6,1123.7,1113.4,510227,5680.87,42064,280016,54.88,2026-03-18
ABB, EQ, 18-Mar-2026,6310.5,6320.5,6415.5,6280.5,6329.5,6337.5,6349.26,280678,17820.98,39988,99934,35.6,2026-03-18
ABBOTINDIA, EQ, 18-Mar-2026,26450.0,26500.0,26700.0,26275.0,26390.0,26375.0,26515.5,8384,2223.06,3049,4560,54.39,2026-03-18
ABCAPITAL, EQ, 18-Mar-2026,318.65,319.7,329.35,318.75,328.4,328.45,325.99,2594538,8457.86,40431,1028974,39.66,2026-03-18
ABCOTS, EQ, 18-Mar-2026,405.65,409.8,411.9,395.5,395.5,402.4,405.54,15875,64.38,762,2322,14.63,2026-03-18
ABDL, EQ, 18-Mar-2026,420.05,425.0,432.55,418.8,423.75,423.4,424.52,447892,1901.39,18733,186145,41.56,2026-03-18
ABFRL, EQ, 18-Mar-2026,58.19,58.55,60.75,58.55,59.28,59.23,59.5,6279922,3736.5,35062,3076839,48.99,2026-03-18
ABGSEC, EQ, 18-Mar-2026,111.99,111.82,112.43,111.82,112.43,112.43,112.06,58,0.06,11,55,94.83,2026-03-18
ABINFRA, EQ, 18-Mar-2026,17.19,17.14,17.6,16.85,17.6,17.34,17.2,2601237,447.29,1469,2009408,77.25,2026-03-18
ABLBL, EQ, 18-Mar-2026,97.29,97.74,99.65,96.3,98.99,98.8,98.29,1742703,1712.98,18985,871741,50.02,2026-03-18
ABREL, EQ, 18-Mar-2026,1121.0,1129.9,1246.0,1117.2,1223.0,1217.4,1212.31,989501,11995.78,64075,165611,16.74,2026-03-18
ABSL10BANK, EQ, 18-Mar-2026,165.13,165.11,168.0,164.75,166.0,166.07,165.56,142,0.24,18,131,92.25,2026-03-18
ABSLAMC, EQ, 18-Mar-2026,958.2,966.0,990.85,958.4,970.0,969.45,975.79,539416,5263.56,28997,238434,44.2,2026-03-18
ABSLBANETF, EQ, 18-Mar-2026,55.92,55.92,56.9,55.85,56.9,56.43,56.27,126696,71.29,810,38022,30.01,2026-03-18
ABSLLIQUID, EQ, 18-Mar-2026,1000.0,1000.0,1000.01,999.99,1000.01,1000.01,1000.0,809,8.09,12,503,62.18,2026-03-18
ABSLMSCIN, EQ, 18-Mar-2026,28.38,28.36,28.38,28.36,28.38,28.36,28.36,1119,0.32,10,1119,100.0,2026-03-18
ABSLNN50ET, EQ, 18-Mar-2026,68.03,68.03,69.17,68.03,68.92,68.94,68.86,9535,6.57,204,6936,72.74,2026-03-18
ABSLPSE, EQ, 18-Mar-2026,10.33,10.12,10.55,10.12,10.55,10.43,10.43,158555,16.54,401,116722,73.62,2026-03-18
ACC, EQ, 18-Mar-2026,1385.0,1385.1,1409.5,1376.4,1405.0,1405.2,1400.71,201573,2823.45,14874,97287,48.26,2026-03-18
ACCELYA, EQ, 18-Mar-2026,1181.2,1188.0,1205.0,1172.2,1200.0,1197.2,1195.98,9192,109.93,927,5601,60.93,2026-03-18
ACCURACY, EQ, 18-Mar-2026,4.0,4.08,4.13,3.94,4.08,4.05,4.02,85989,3.46,377,61699,71.75,2026-03-18
ACE, EQ, 18-Mar-2026,820.9,828.9,852.4,826.1,847.1,844.55,841.57,183126,1541.12,13609,82930,45.29,2026-03-18
ACEINTEG, EQ, 18-Mar-2026,17.35,16.61,17.22,16.4,17.08,16.73,16.76,4267,0.72,123,2788,65.34,2026-03-18
ACI, EQ, 18-Mar-2026,566.3,569.1,582.65,560.9,570.15,575.3,574.75,161505,928.25,8561,86234,53.39,2026-03-18
ACL, EQ, 18-Mar-2026,53.08,53.9,56.0,53.1,53.5,53.91,54.39,71190,38.72,922,37638,52.87,2026-03-18
ACMESOLAR, EQ, 18-Mar-2026,247.01,249.9,253.0,245.37,247.16,248.69,250.34,695731,1741.67,16477,196291,28.21,2026-03-18
ACUTAAS, EQ, 18-Mar-2026,2302.6,2300.0,2320.2,2250.0,2253.0,2257.8,2282.74,200845,4584.77,29848,87344,43.49,2026-03-18
ADANIENSOL, EQ, 18-Mar-2026,1000.6,1000.0,1043.8,1000.0,1031.7,1036.7,1027.32,1643508,16884.06,37707,735760,44.77,2026-03-18
ADANIENT, EQ, 18-Mar-2026,1975.4,1988.9,2027.0,1982.2,2008.0,2007.2,2011.93,1041095,20946.08,53221,248121,23.83,2026-03-18
ADANIGREEN, EQ, 18-Mar-2026,868.65,872.05,904.0,871.55,890.0,891.3,887.8,2315274,20555.04,38946,691637,29.87,2026-03-18
ADANIPORTS, EQ, 18-Mar-2026,1365.5,1367.1,1411.1,1367.1,1401.8,1401.9,1396.43,1956685,27323.83,82283,797796,40.77,2026-03-18
ADANIPOWER, EQ, 18-Mar-2026,155.6,156.0,156.5,151.3,154.1,154.07,153.93,28773212,44291.64,136496,8327708,28.94,2026-03-18
ADFFOODS, EQ, 18-Mar-2026,179.71,180.71,188.0,180.5,188.0,185.24,185.34,77964,144.5,1885,44217,56.71,2026-03-18
ADL, EQ, 18-Mar-2026,68.38,70.1,70.13,66.1,69.9,67.84,67.72,1983,1.34,58,746,37.62,2026-03-18
ADOR, EQ, 18-Mar-2026,941.7,946.7,988.0,941.7,971.0,970.8,968.6,6873,66.57,1671,3787,55.1,2026-03-18
ADROITINFO, EQ, 18-Mar-2026,9.15,9.23,9.4,9.1,9.19,9.19,9.21,56862,5.24,131,50426,88.68,2026-03-18
ADSL, EQ, 18-Mar-2026,101.9,101.65,107.4,101.4,106.0,105.4,105.1,331329,348.22,3792,135547,40.91,2026-03-18
ADVAIT, EQ, 18-Mar-2026,1544.2,1544.2,1649.8,1544.2,1625.0,1627.4,1607.32,22655,364.14,3045,10135,44.74,2026-03-18
ADVANCE, EQ, 18-Mar-2026,98.99,99.0,103.99,99.0,101.09,101.2,102.17,226460,231.37,1707,112877,49.84,2026-03-18
ADVANIHOTR, EQ, 18-Mar-2026,50.98,50.83,52.0,50.83,51.99,51.71,51.64,29094,15.02,272,22319,76.71,2026-03-18
ADVENTHTL, EQ, 18-Mar-2026,150.16,148.66,159.99,148.66,153.3,153.79,155.92,273618,426.63,3559,167146,61.09,2026-03-18
ADVENZYMES, EQ, 18-Mar-2026,280.7,282.2,285.0,280.1,282.0,281.9,283.12,74285,210.31,1876,46543,62.65,2026-03-18
AEGISLOG, EQ, 18-Mar-2026,619.85,624.4,625.6,607.55,608.95,609.5,613.54,731391,4487.38,28006,383061,52.37,2026-03-18
AEGISVOPAK, EQ, 18-Mar-2026,191.82,192.0,194.19,188.05,189.6,189.28,190.5,444167,846.14,8289,225151,50.69,2026-03-18
AEPL, EQ, 18-Mar-2026,17.62,18.1,18.58,17.9,18.43,18.37,18.15,35720,6.48,179,31202,87.35,2026-03-18
AEQUS, EQ, 18-Mar-2026,121.85,123.7,129.89,123.2,126.9,126.28,126.55,2685720,3398.85,35875,1386585,51.63,2026-03-18
AEROENTER, EQ, 18-Mar-2026,67.31,67.85,80.77,67.59,77.29,79.05,75.6,1556790,1176.9,7060,493647,31.71,2026-03-18
AEROFLEX, EQ, 18-Mar-2026,251.77,251.02,262.4,246.1,247.0,247.77,253.46,3002260,7609.65,32308,667167,22.22,2026-03-18
AERONEU, EQ, 18-Mar-2026,63.79,64.51,64.92,63.65,64.15,64.28,64.23,29819,19.15,303,10313,34.59,2026-03-18
AETHER, EQ, 18-Mar-2026,1006.2,1005.9,1078.75,1005.1,1066.4,1068.55,1052.62,327139,3443.53,23656,137386,42.0,2026-03-18
AFCONS, EQ, 18-Mar-2026,280.6,282.0,290.0,280.4,288.0,287.95,287.29,403408,1158.94,11208,222367,55.12,2026-03-18
