SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE,AVG_PRICE,TOTAL_TRADED_QTY,TURNOVER_LACS,NO_OF_TRADES,DELIVERABLE_QTY,DELIVERY_PCT,TIMESTAMP
20MICRONS, EQ, 04-Mar-2026,170.18,166.6,170.18,164.56,167.5,168.88,167.29,99513,166.47,3013,51189,51.44,2026-03-04
21STCENMGM, EQ, 04-Mar-2026,35.62,35.0,35.0,34.91,34.91,34.91,34.92,747,0.26,31,747,100.0,2026-03-04
360ONE, EQ, 04-Mar-2026,1074.7,1056.3,1071.2,1039.3,1061.1,1066.4,1055.4,1197644,12639.97,50326,717446,59.9,2026-03-04
3IINFOLTD, EQ, 04-Mar-2026,13.55,13.55,13.55,13.31,13.35,13.36,13.38,498873,66.76,1602,333270,66.8,2026-03-04
3MINDIA, EQ, 04-Mar-2026,35675.0,35525.0,35525.0,34155.0,34300.0,34280.0,34540.41,5374,1856.2,3048,2988,55.6,2026-03-04
3PLAND, EQ, 04-Mar-2026,31.4,31.0,31.37,29.0,31.17,31.07,30.26,5800,1.76,152,3880,66.9,2026-03-04
5PAISA, EQ, 04-Mar-2026,306.95,301.05,308.75,300.5,302.2,303.8,302.88,25675,77.76,1350,11339,44.16,2026-03-04
63MOONS, EQ, 04-Mar-2026,597.5,595.0,595.0,559.5,561.85,564.5,576.48,164166,946.39,5648,84095,51.23,2026-03-04
A2ZINFRA, EQ, 04-Mar-2026,16.98,16.33,16.85,16.15,16.16,16.19,16.32,396121,64.66,577,288602,72.86,2026-03-04
AAATECH, EQ, 04-Mar-2026,98.7,98.2,98.2,93.77,94.2,94.51,94.73,33900,32.11,539,20587,60.73,2026-03-04
AADHARHFC, EQ, 04-Mar-2026,452.6,440.05,455.45,435.2,454.95,453.1,444.21,836460,3715.63,25958,439221,52.51,2026-03-04
AAKASH, EQ, 04-Mar-2026,8.33,8.99,9.99,8.62,9.99,9.92,9.48,3074976,291.66,6001,1014877,33.0,2026-03-04
AAREYDRUGS, EQ, 04-Mar-2026,69.67,68.0,70.5,66.64,67.26,68.76,69.27,136019,94.22,1370,81686,60.05,2026-03-04
AARNAV, EQ, 04-Mar-2026,26.67,25.0,26.95,24.5,24.81,25.16,25.3,34167,8.64,426,26890,78.7,2026-03-04
AARON, EQ, 04-Mar-2026,152.93,147.8,150.5,135.01,145.25,140.9,139.2,71111,98.99,1847,33241,46.75,2026-03-04
AARTECH, EQ, 04-Mar-2026,41.5,41.5,41.5,40.0,40.5,40.53,40.42,30173,12.19,532,19257,63.82,2026-03-04
AARTIDRUGS, EQ, 04-Mar-2026,357.3,351.1,362.85,349.55,360.2,360.45,358.06,169116,605.54,6188,97419,57.6,2026-03-04
AARTIIND, EQ, 04-Mar-2026,432.95,422.95,427.7,400.0,408.0,412.5,416.83,966227,4027.49,35030,448708,46.44,2026-03-04
AARTIPHARM, EQ, 04-Mar-2026,705.75,700.0,700.0,675.0,678.0,677.85,681.61,246418,1679.62,15549,125979,51.12,2026-03-04
AARTISURF, EQ, 04-Mar-2026,385.6,380.0,384.9,372.05,372.15,375.1,377.22,9132,34.45,1054,5055,55.35,2026-03-04
AARVI, EQ, 04-Mar-2026,122.54,116.1,121.59,116.1,116.75,117.26,118.3,10545,12.48,355,7510,71.22,2026-03-04
AAVAS, EQ, 04-Mar-2026,1240.1,1220.0,1250.0,1204.9,1230.0,1233.2,1228.64,185722,2281.86,23661,93932,50.58,2026-03-04
ABB, EQ, 04-Mar-2026,5983.0,5900.0,5911.5,5793.5,5820.5,5830.5,5847.28,275613,16115.86,26601,128985,46.8,2026-03-04
ABBOTINDIA, EQ, 04-Mar-2026,26805.0,26805.0,27930.0,26505.0,27900.0,27825.0,27301.38,25338,6917.62,9745,12251,48.35,2026-03-04
ABCAPITAL, EQ, 04-Mar-2026,338.1,335.1,335.1,318.9,320.4,321.55,324.73,5827934,18925.22,63123,2294355,39.37,2026-03-04
ABCOTS, EQ, 04-Mar-2026,410.15,431.95,431.95,378.0,395.0,388.35,394.25,15101,59.54,601,3361,22.26,2026-03-04
ABDL, EQ, 04-Mar-2026,471.0,458.75,467.4,447.3,450.9,450.1,454.52,422574,1920.67,16230,249021,58.93,2026-03-04
ABFRL, EQ, 04-Mar-2026,65.94,64.6,65.62,63.05,63.66,64.09,64.06,2713147,1737.96,18440,1301058,47.95,2026-03-04
ABGSEC, EQ, 04-Mar-2026,112.5,112.5,112.89,112.23,112.81,112.81,112.39,330,0.37,15,247,74.85,2026-03-04
ABINFRA, EQ, 04-Mar-2026,17.94,17.28,17.75,17.14,17.3,17.34,17.41,461978,80.41,1529,189069,40.93,2026-03-04
ABLBL, EQ, 04-Mar-2026,100.81,98.4,100.49,97.36,99.84,99.87,99.82,6579053,6567.08,9411,6188702,94.07,2026-03-04
ABREL, EQ, 04-Mar-2026,1255.9,1255.5,1255.5,1208.4,1223.7,1226.9,1227.55,104637,1284.47,11373,46564,44.5,2026-03-04
ABSL10BANK, EQ, 04-Mar-2026,182.46,185.0,214.42,175.58,176.46,183.1,184.91,4332,8.01,128,812,18.74,2026-03-04
ABSLAMC, EQ, 04-Mar-2026,876.4,870.0,875.6,845.0,870.0,867.95,861.68,301289,2596.15,25868,162218,53.84,2026-03-04
ABSLBANETF, EQ, 04-Mar-2026,61.18,61.12,61.12,59.62,59.99,59.99,59.84,370685,221.83,1832,324990,87.67,2026-03-04
ABSLLIQUID, EQ, 04-Mar-2026,999.99,1000.01,1000.01,999.99,1000.0,1000.0,1000.0,6074,60.74,39,4822,79.39,2026-03-04
ABSLMSCIN, EQ, 04-Mar-2026,29.57,28.95,29.13,28.65,28.95,29.0,28.9,260,0.08,20,156,60.0,2026-03-04
ABSLNN50ET, EQ, 04-Mar-2026,72.12,71.9,72.73,69.68,72.73,70.64,70.22,43554,30.58,598,25505,58.56,2026-03-04
ABSLPSE, EQ, 04-Mar-2026,10.72,10.65,10.65,9.21,10.32,10.43,10.47,1071278,112.18,1011,841226,78.53,2026-03-04
ACC, EQ, 04-Mar-2026,1553.2,1542.0,1545.5,1510.0,1512.0,1529.7,1523.39,258447,3937.17,17720,115670,44.76,2026-03-04
ACCELYA, EQ, 04-Mar-2026,1165.9,1160.6,1184.0,1146.2,1172.0,1177.9,1166.59,15229,177.66,1488,8061,52.93,2026-03-04
ACCURACY, EQ, 04-Mar-2026,4.49,4.48,4.48,4.16,4.23,4.22,4.28,186247,7.96,745,145519,78.13,2026-03-04
ACE, EQ, 04-Mar-2026,867.0,854.0,867.6,850.0,853.0,852.6,856.48,233914,2003.42,15268,123120,52.63,2026-03-04
ACEINTEG, EQ, 04-Mar-2026,17.45,18.4,18.4,15.7,16.99,16.62,16.68,8758,1.46,194,6202,70.82,2026-03-04
ACI, EQ, 04-Mar-2026,551.1,535.0,537.0,516.6,522.0,529.35,530.82,157956,838.47,9011,48894,30.95,2026-03-04
ACL, EQ, 04-Mar-2026,53.06,51.99,54.0,51.99,52.3,52.57,52.52,9236,4.85,240,6225,67.4,2026-03-04
ACMESOLAR, EQ, 04-Mar-2026,232.28,227.0,229.04,221.04,225.0,224.57,224.49,405512,910.32,11609,188894,46.58,2026-03-04
ACUTAAS, EQ, 04-Mar-2026,2191.9,2173.0,2206.0,2081.0,2109.8,2104.5,2115.87,492017,10410.45,70202,246038,50.01,2026-03-04
ADANIENSOL, EQ, 04-Mar-2026,972.3,956.4,968.5,948.8,957.8,960.5,959.15,1778566,17059.09,54231,915397,51.47,2026-03-04
