SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE,AVG_PRICE,TOTAL_TRADED_QTY,TURNOVER_LACS,NO_OF_TRADES,DELIVERABLE_QTY,DELIVERY_PCT,TIMESTAMP
20MICRONS, EQ, 19-Mar-2026,156.03,154.95,154.96,149.0,150.0,149.89,151.55,100166,151.81,2208,53286,53.2,2026-03-19
21STCENMGM, EQ, 19-Mar-2026,32.66,33.19,33.19,32.01,32.82,32.55,32.49,1675,0.54,43,1265,75.52,2026-03-19
360ONE, EQ, 19-Mar-2026,1069.8,1059.1,1065.0,1036.0,1041.1,1040.5,1047.34,563719,5904.03,17224,369496,65.55,2026-03-19
3IINFOLTD, EQ, 19-Mar-2026,13.53,13.39,13.54,13.3,13.5,13.49,13.44,746345,100.33,1244,578499,77.51,2026-03-19
3MINDIA, EQ, 19-Mar-2026,32975.0,32795.0,33195.0,32265.0,32730.0,32980.0,32769.92,2441,799.91,1628,1065,43.63,2026-03-19
3PLAND, EQ, 19-Mar-2026,32.05,32.2,32.6,31.59,32.1,32.15,32.11,4630,1.49,74,4472,96.59,2026-03-19
5PAISA, EQ, 19-Mar-2026,297.35,293.0,294.7,286.05,288.0,288.05,290.47,56273,163.46,1595,35735,63.5,2026-03-19
63MOONS, EQ, 19-Mar-2026,558.6,547.0,552.1,526.8,530.2,530.35,538.26,183069,985.39,4034,140932,76.98,2026-03-19
AAATECH, EQ, 19-Mar-2026,94.1,94.08,94.27,91.62,92.02,92.42,93.06,16447,15.3,342,10274,62.47,2026-03-19
AADHARHFC, EQ, 19-Mar-2026,478.4,472.3,472.3,452.0,469.95,462.75,462.05,741934,3428.07,16013,521148,70.24,2026-03-19
AAREYDRUGS, EQ, 19-Mar-2026,71.96,69.11,71.8,66.01,67.6,66.95,68.6,43073,29.55,596,26766,62.14,2026-03-19
AARNAV, EQ, 19-Mar-2026,25.02,25.0,27.0,24.65,25.94,25.72,26.47,624485,165.29,1137,423472,67.81,2026-03-19
AARON, EQ, 19-Mar-2026,140.29,140.28,143.0,136.73,140.3,138.95,138.96,5235,7.27,358,3400,64.95,2026-03-19
AARTECH, EQ, 19-Mar-2026,47.29,46.79,47.5,44.5,46.44,45.37,46.21,86546,39.99,1152,26565,30.69,2026-03-19
AARTIDRUGS, EQ, 19-Mar-2026,341.15,336.0,357.0,334.1,336.2,337.6,346.51,297599,1031.21,10830,77145,25.92,2026-03-19
AARTIIND, EQ, 19-Mar-2026,432.9,425.9,425.9,410.35,413.85,411.85,417.44,427752,1785.61,17727,167224,39.09,2026-03-19
AARTIPHARM, EQ, 19-Mar-2026,656.05,650.0,658.2,642.05,645.3,647.15,648.88,235861,1530.44,21049,81623,34.61,2026-03-19
