SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE,AVG_PRICE,TOTAL_TRADED_QTY,TURNOVER_LACS,NO_OF_TRADES,DELIVERABLE_QTY,DELIVERY_PCT,TIMESTAMP
20MICRONS, EQ, 05-Mar-2026,168.88,169.88,171.69,165.33,167.06,167.43,167.26,64770,108.33,1911,33876,52.3,2026-03-05
21STCENMGM, EQ, 05-Mar-2026,34.91,34.91,34.91,34.22,34.45,34.29,34.25,859,0.29,46,858,99.88,2026-03-05
360ONE, EQ, 05-Mar-2026,1066.4,1065.3,1084.1,1065.3,1078.0,1081.0,1074.37,315551,3390.18,15920,170363,53.99,2026-03-05
3IINFOLTD, EQ, 05-Mar-2026,13.36,13.4,13.59,13.29,13.33,13.38,13.37,287808,38.49,1434,211349,73.43,2026-03-05
3MINDIA, EQ, 05-Mar-2026,34280.0,34690.0,34810.0,33800.0,34140.0,34530.0,34314.9,3452,1184.55,1969,1096,31.75,2026-03-05
3PLAND, EQ, 05-Mar-2026,31.07,31.0,31.98,30.16,31.5,31.51,31.27,6572,2.06,110,4742,72.15,2026-03-05
5PAISA, EQ, 05-Mar-2026,303.8,303.8,313.75,302.55,308.5,305.9,305.57,23914,73.07,1078,10380,43.41,2026-03-05
63MOONS, EQ, 05-Mar-2026,564.5,574.7,596.2,560.7,586.1,588.65,576.09,153530,884.47,5351,73353,47.78,2026-03-05
A2ZINFRA, EQ, 05-Mar-2026,16.19,16.4,16.94,15.8,16.2,16.54,16.54,450942,74.58,810,278213,61.7,2026-03-05
AAATECH, EQ, 05-Mar-2026,94.51,95.98,97.19,90.0,90.0,91.02,92.23,72602,66.96,818,55826,76.89,2026-03-05
AADHARHFC, EQ, 05-Mar-2026,453.1,454.1,458.05,443.15,453.0,453.1,449.63,387290,1741.38,24754,220040,56.82,2026-03-05
AAKASH, EQ, 05-Mar-2026,9.92,10.8,11.9,10.12,11.9,11.9,11.47,5735360,657.93,11322,2007043,34.99,2026-03-05
AAREYDRUGS, EQ, 05-Mar-2026,68.76,69.89,73.8,69.0,73.3,72.74,72.31,125038,90.42,1637,68776,55.0,2026-03-05
AARNAV, EQ, 05-Mar-2026,25.16,25.02,26.48,25.02,25.15,25.37,25.52,52023,13.28,213,46560,89.5,2026-03-05
AARON, EQ, 05-Mar-2026,140.9,147.4,164.96,145.82,147.5,148.13,151.02,40840,61.67,1095,15472,37.88,2026-03-05
AARTECH, EQ, 05-Mar-2026,40.53,40.53,43.53,40.17,40.26,40.56,41.65,15052,6.27,459,8397,55.79,2026-03-05
AARTIDRUGS, EQ, 05-Mar-2026,360.45,360.45,364.8,355.8,364.8,360.8,359.64,69173,248.77,2619,40712,58.86,2026-03-05
AARTIIND, EQ, 05-Mar-2026,412.5,412.0,423.7,407.85,419.0,421.85,415.53,1124290,4671.74,37432,364946,32.46,2026-03-05
AARTIPHARM, EQ, 05-Mar-2026,677.85,681.4,702.0,677.1,695.05,698.85,689.59,183725,1266.95,15441,101769,55.39,2026-03-05
AARTISURF, EQ, 05-Mar-2026,375.1,372.6,386.9,372.6,380.0,378.45,380.79,7852,29.9,702,4256,54.2,2026-03-05
AARVI, EQ, 05-Mar-2026,117.26,118.06,134.0,118.06,130.0,130.19,129.05,80259,103.58,1323,51374,64.01,2026-03-05
AAVAS, EQ, 05-Mar-2026,1233.2,1229.9,1242.3,1211.8,1226.2,1224.9,1222.5,159073,1944.67,22895,97259,61.14,2026-03-05
ABB, EQ, 05-Mar-2026,5830.5,5844.0,6000.5,5833.5,5915.0,5929.0,5919.25,268401,15887.32,26369,122709,45.72,2026-03-05
ABBOTINDIA, EQ, 05-Mar-2026,27825.0,27905.0,28490.0,27520.0,27580.0,27615.0,28119.64,18832,5295.49,9455,6660,35.37,2026-03-05
ABCAPITAL, EQ, 05-Mar-2026,321.55,325.0,328.75,320.2,328.4,327.6,325.2,3698123,12026.14,48679,1519625,41.09,2026-03-05
ABCOTS, EQ, 05-Mar-2026,388.35,403.6,415.15,396.05,401.2,408.25,409.24,35264,144.31,1727,14912,42.29,2026-03-05
ABDL, EQ, 05-Mar-2026,450.1,455.95,459.0,442.3,453.0,451.45,449.76,356705,1604.32,13244,213301,59.8,2026-03-05
ABFRL, EQ, 05-Mar-2026,64.09,64.09,64.99,62.97,64.1,64.28,63.79,4821195,3075.42,19821,2656517,55.1,2026-03-05
ABGSEC, EQ, 05-Mar-2026,112.81,112.75,113.15,112.04,113.15,113.15,112.11,840,0.94,13,756,90.0,2026-03-05
ABINFRA, EQ, 05-Mar-2026,17.34,17.4,19.05,17.4,17.74,17.77,18.24,1320188,240.76,4609,410508,31.09,2026-03-05
ABLBL, EQ, 05-Mar-2026,99.87,99.9,106.1,98.81,103.2,104.04,101.44,7476504,7583.93,16858,6514218,87.13,2026-03-05
ABREL, EQ, 05-Mar-2026,1226.9,1226.9,1237.9,1205.3,1231.9,1233.4,1222.65,148560,1816.36,12982,59788,40.25,2026-03-05
ABSL10BANK, EQ, 05-Mar-2026,183.1,183.1,185.0,175.62,176.0,178.28,176.52,5412,9.55,152,4564,84.33,2026-03-05
ABSLAMC, EQ, 05-Mar-2026,867.95,867.95,901.0,867.95,894.5,892.55,891.21,676927,6032.82,40771,375884,55.53,2026-03-05
ABSLBANETF, EQ, 05-Mar-2026,59.99,60.0,60.52,59.75,60.26,60.23,60.11,268846,161.62,702,201648,75.01,2026-03-05
ABSLLIQUID, EQ, 05-Mar-2026,1000.0,1000.01,1000.01,999.99,1000.0,1000.0,1000.0,1058,10.58,15,1024,96.79,2026-03-05
ABSLMSCIN, EQ, 05-Mar-2026,29.0,29.15,29.24,29.11,29.16,29.16,29.15,117,0.03,17,110,94.02,2026-03-05
ABSLNN50ET, EQ, 05-Mar-2026,70.64,70.87,71.5,70.24,71.09,70.97,70.59,18512,13.07,255,15925,86.03,2026-03-05
ABSLPSE, EQ, 05-Mar-2026,10.43,10.49,11.6,10.46,10.6,10.76,10.65,794501,84.65,682,469370,59.08,2026-03-05
ACC, EQ, 05-Mar-2026,1529.7,1523.6,1528.4,1505.1,1525.0,1523.6,1516.64,165123,2504.33,15721,58741,35.57,2026-03-05
ACCELYA, EQ, 05-Mar-2026,1177.9,1189.0,1209.0,1177.1,1206.0,1195.5,1192.82,12601,150.31,1196,7062,56.04,2026-03-05
